Company Name,Date,Agency,Instrument,Grade,Rating,Status,Ammount,Company/Issuer not cooperating,is_INC,Days_Overdue,Urgency,is_NCD,Company_upper,Why_Target
P E Erectors Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,Inadequate Safety,BB-/A4+,Downgraded,30.0,Y,True,80.0,LOW,True,P E ERECTORS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
P P Pandey Infrastructure Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,Default,D,Reaffirmed,22.6,Y,True,80.0,LOW,True,P P PANDEY INFRASTRUCTURE PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Padmey Impex Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,Default,D,Reaffirmed,18.0,Y,True,283.0,HOT,True,PADMEY IMPEX PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Pafetech Enterprises Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,25.0,Y,True,156.0,WARM,True,PAFETECH ENTERPRISES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Pai-Aim Solder (India) Pvt. Ltd.,2025-09-10,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,12.34,Y,True,284.0,HOT,True,PAI-AIM SOLDER (INDIA) PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Pami Metals Pvt. Ltd.,2025-11-24,IND-RA,Non-government debt,Default,D,Reaffirmed,37.3,Y,True,209.0,HOT,True,PAMI METALS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Paracoat Products Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,27.5,Y,True,156.0,WARM,True,PARACOAT PRODUCTS LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Patdiam Jewellery Ltd.,2025-11-24,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,21.0,Y,True,209.0,HOT,True,PATDIAM JEWELLERY LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Patiala Cotspin Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,31.65,Y,True,80.0,LOW,True,PATIALA COTSPIN PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Patil Construction & Infrastructure Ltd.,2026-03-04,IND-RA,Non-government debt,Default,D,Reaffirmed,728.15,Y,True,109.0,WARM,True,PATIL CONSTRUCTION & INFRASTRUCTURE LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Pawan Communications Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,5.0,Y,True,304.0,HOT,True,PAWAN COMMUNICATIONS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Pearl International Services Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,21.5,Y,True,156.0,WARM,True,PEARL INTERNATIONAL SERVICES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Peerless Hospital Guwahati Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,Default,D,Reaffirmed,97.19,Y,True,283.0,HOT,True,PEERLESS HOSPITAL GUWAHATI PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Penta Gold Ltd.,2025-11-24,IND-RA,Non-government debt,Default,D,Reaffirmed,38.0,Y,True,209.0,HOT,True,PENTA GOLD LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Petron Engineering Construction Ltd.,2025-12-19,IND-RA,Non-government debt,Default,D,Reaffirmed,508.66,Y,True,184.0,HOT,True,PETRON ENGINEERING CONSTRUCTION LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Phthalo Colours & Chemicals (India) Ltd.,2025-08-21,IND-RA,Non-government debt,Default,D,Reaffirmed,26.58,Y,True,304.0,HOT,True,PHTHALO COLOURS & CHEMICALS (INDIA) LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Piyush Infratech Pvt. Ltd.,2025-10-17,IND-RA,Non-government debt,High Risk,B+/A4,Downgraded,40.0,Y,True,247.0,HOT,True,PIYUSH INFRATECH PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Polixel Security Systems Pvt. Ltd.,2025-12-19,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,8.5,Y,True,184.0,HOT,True,POLIXEL SECURITY SYSTEMS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Prakash Industrial Infrastructure Pvt. Ltd.,2025-11-24,IND-RA,Non-government debt,Default,D,Reaffirmed,19.37,Y,True,209.0,HOT,True,PRAKASH INDUSTRIAL INFRASTRUCTURE PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Prakash Parcel Services Ltd. (Karnataka),2026-02-27,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,35.0,Y,True,114.0,WARM,True,PRAKASH PARCEL SERVICES LTD. (KARNATAKA),"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Prashu Minerals & Services Pvt. Ltd.,2025-11-24,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,40.0,Y,True,209.0,HOT,True,PRASHU MINERALS & SERVICES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Prateek Alloys Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,22.0,Y,True,283.0,HOT,True,PRATEEK ALLOYS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Prateek Apparels Pvt. Ltd.,2026-03-04,IND-RA,Non-government debt,Default,D,Downgraded,91.43,Y,True,109.0,WARM,True,PRATEEK APPARELS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Pratibha Syntex Ltd.,2025-11-24,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,549.24,Y,True,209.0,HOT,True,PRATIBHA SYNTEX LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Precise Automation & Control Pvt. Ltd.,2025-11-24,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,5.89,Y,True,209.0,HOT,True,PRECISE AUTOMATION & CONTROL PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Precision Granite & Marble Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,32.91,Y,True,283.0,HOT,True,PRECISION GRANITE & MARBLE PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Premier Poultry Products Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,10.56,Y,True,156.0,WARM,True,PREMIER POULTRY PRODUCTS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Premier Seafoods Exim Pvt. Ltd.,2025-11-24,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,18.0,Y,True,209.0,HOT,True,PREMIER SEAFOODS EXIM PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Price & Buckland (India) Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,6.3,Y,True,80.0,LOW,True,PRICE & BUCKLAND (INDIA) PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Prime Retail India Ltd.,2026-04-02,IND-RA,Non-government debt,Default,D,Reaffirmed,31.75,Y,True,80.0,LOW,True,PRIME RETAIL INDIA LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Prime Technoplast Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,Default,D,Reaffirmed,36.65,Y,True,304.0,HOT,True,PRIME TECHNOPLAST PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Primitus Industries Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,25.0,Y,True,80.0,LOW,True,PRIMITUS INDUSTRIES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Prins Polytech Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,5.7,Y,True,304.0,HOT,True,PRINS POLYTECH PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Prithvi Polymer Inds. Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,10.22,Y,True,304.0,HOT,True,PRITHVI POLYMER INDS. PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Prits Leather Art Pvt. Ltd.,2026-02-27,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,13.5,Y,True,114.0,WARM,True,PRITS LEATHER ART PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Priya Ltd.,2025-11-24,IND-RA,Non-government debt,Default,D,Reaffirmed,42.0,Y,True,209.0,HOT,True,PRIYA LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Priyanka Communications India Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,Default,D,Reaffirmed,120.0,Y,True,156.0,WARM,True,PRIYANKA COMMUNICATIONS INDIA PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Profive Engineering Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,8.57,Y,True,80.0,LOW,True,PROFIVE ENGINEERING PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Puneet Iron & Steel Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,22.0,Y,True,156.0,WARM,True,PUNEET IRON & STEEL PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Quality Tea Plantations Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,16.77,Y,True,156.0,WARM,True,QUALITY TEA PLANTATIONS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
R K I Builders Pvt. Ltd.,2025-12-19,IND-RA,Non-government debt,Default,D,Reaffirmed,30.0,Y,True,184.0,HOT,True,R K I BUILDERS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
R K Natural Fibre Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,6.8,Y,True,80.0,LOW,True,R K NATURAL FIBRE PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
R K Poultries Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,Default,D,Reaffirmed,6.0,Y,True,156.0,WARM,True,R K POULTRIES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
R K R Gold Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,Default,D,Reaffirmed,90.0,Y,True,80.0,LOW,True,R K R GOLD PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
R K Wind Ltd.,2025-09-11,IND-RA,Non-government debt,Default,D,Reaffirmed,239.49,Y,True,283.0,HOT,True,R K WIND LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
R P L Inds. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,8.0,Y,True,283.0,HOT,True,R P L INDS. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
R S G Exports Pvt. Ltd.,2025-11-24,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,35.0,Y,True,209.0,HOT,True,R S G EXPORTS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
R S H Agro Products Ltd.,2025-11-24,IND-RA,Non-government debt,Default,D,Reaffirmed,44.99,Y,True,209.0,HOT,True,R S H AGRO PRODUCTS LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Radiant Bizcom Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,Default,D,Reaffirmed,25.0,Y,True,304.0,HOT,True,RADIANT BIZCOM PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Radiant Textiles Pvt. Ltd.,2025-12-08,IND-RA,Non-government debt,Inadequate Safety,BB/A4+,Reaffirmed,121.0,Y,True,195.0,HOT,True,RADIANT TEXTILES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Raga Motors Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,19.09,Y,True,304.0,HOT,True,RAGA MOTORS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Raghunandan Jewellers (Delhi) Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,9.0,Y,True,304.0,HOT,True,RAGHUNANDAN JEWELLERS (DELHI) PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Raghuveer Metal Inds. Ltd.,2026-04-02,IND-RA,Non-government debt,Substantial Risk,C/A4,Reaffirmed,13.0,Y,True,80.0,LOW,True,RAGHUVEER METAL INDS. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Rajaramsevak Multipurpose Cold Storage Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,Default,D,Reaffirmed,14.0,Y,True,80.0,LOW,True,RAJARAMSEVAK MULTIPURPOSE COLD STORAGE PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Rajathadri Jewellers Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,Default,D,Reaffirmed,18.0,Y,True,156.0,WARM,True,RAJATHADRI JEWELLERS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Rajesh Power Services Ltd.,2026-02-27,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,47.0,Y,True,114.0,WARM,True,RAJESH POWER SERVICES LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Ramnik Power & Alloys Pvt. Ltd.,2025-10-08,IND-RA,Non-government debt,High Risk,B-/A4,Withdrawn,13.77,Y,True,256.0,HOT,True,RAMNIK POWER & ALLOYS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Ramvijay Clothing Co. Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,7.08,Y,True,283.0,HOT,True,RAMVIJAY CLOTHING CO. PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Ramya Reprographic Pvt. Ltd.,2026-02-27,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,25.5,Y,True,114.0,WARM,True,RAMYA REPROGRAPHIC PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Ranger Cotton Mills India Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,29.14,Y,True,304.0,HOT,True,RANGER COTTON MILLS INDIA PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Rangotsav Sarees Pvt. Ltd.,2025-11-24,IND-RA,Non-government debt,Default,D,Reaffirmed,15.75,Y,True,209.0,HOT,True,RANGOTSAV SAREES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Rank Cranes Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,8.0,Y,True,304.0,HOT,True,RANK CRANES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Ratnadeep Metal & Tubes Ltd.,2026-04-28,IND-RA,Non-government debt,Inadequate Safety,BB-/A4+,Withdrawn,63.0,Y,True,54.0,LOW,True,RATNADEEP METAL & TUBES LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Ratnesh Ispat Services Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,45.0,Y,True,156.0,WARM,True,RATNESH ISPAT SERVICES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Regrow Biosciences Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,5.2,Y,True,80.0,LOW,True,REGROW BIOSCIENCES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Rejeuvine Enterprises Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,15.33,Y,True,304.0,HOT,True,REJEUVINE ENTERPRISES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Rishi Ice & Cold Storage Pvt. Ltd.,2026-02-27,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,3.66,Y,True,114.0,WARM,True,RISHI ICE & COLD STORAGE PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Rohit Extractions Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B+/A4,Downgraded,48.77,Y,True,283.0,HOT,True,ROHIT EXTRACTIONS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Rohit'S Heritage Jewellers Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,Default,D,Reaffirmed,11.0,Y,True,156.0,WARM,True,ROHIT'S HERITAGE JEWELLERS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Rolta India Ltd.,2026-03-04,IND-RA,Non-government debt,Default,D,Reaffirmed,2783.2,Y,True,109.0,WARM,True,ROLTA INDIA LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Royal Latex Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,15.83,Y,True,283.0,HOT,True,ROYAL LATEX PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Royalline Resources Ltd.,2025-07-18,IND-RA,Non-government debt,High Risk,A 4,Downgraded,80.0,Y,True,338.0,HOT,True,ROYALLINE RESOURCES LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Rushabh Flour Mills Pvt. Ltd.,2025-11-24,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,6.0,Y,True,209.0,HOT,True,RUSHABH FLOUR MILLS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Rydak Syndicate Ltd.,2025-12-19,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,22.0,Y,True,184.0,HOT,True,RYDAK SYNDICATE LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
S A S International Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,24.5,Y,True,304.0,HOT,True,S A S INTERNATIONAL PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
S B Cold Storage Inds. Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,Default,D,Reaffirmed,13.62,Y,True,304.0,HOT,True,S B COLD STORAGE INDS. PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
S C S Constructions India Pvt. Ltd.,2026-01-28,IND-RA,Non-government debt,Default,D,Withdrawn,19.48,Y,True,144.0,WARM,True,S C S CONSTRUCTIONS INDIA PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
S D M Projects Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,7.0,Y,True,80.0,LOW,True,S D M PROJECTS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
S G R Exim Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,Substantial Risk,C/A4,Reaffirmed,11.8,Y,True,304.0,HOT,True,S G R EXIM PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
S G S Motors Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,32.0,Y,True,156.0,WARM,True,S G S MOTORS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
S K I Himalayas Ropeway Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,7.85,Y,True,304.0,HOT,True,S K I HIMALAYAS ROPEWAY PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
S K M Infraventure Pvt. Ltd.,2025-11-24,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,6.0,Y,True,209.0,HOT,True,S K M INFRAVENTURE PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
S K Translines Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,10.33,Y,True,80.0,LOW,True,S K TRANSLINES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
S K Wheels Pvt. Ltd.,2025-11-24,IND-RA,Non-government debt,Default,D,Reaffirmed,157.8,Y,True,209.0,HOT,True,S K WHEELS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
S M R Plantation Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,64.96,Y,True,283.0,HOT,True,S M R PLANTATION PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
S O W I L Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,8.04,Y,True,80.0,LOW,True,S O W I L LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
S R S Ltd.,2026-01-12,IND-RA,Non-government debt,Default,D,Reaffirmed,835.0,Y,True,160.0,WARM,True,S R S LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
S R S Modern Sales Ltd.,2025-08-21,IND-RA,Non-government debt,Default,D,Reaffirmed,75.0,Y,True,304.0,HOT,True,S R S MODERN SALES LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
S S Infrastructure Devp. Consultants Ltd.,2025-12-19,IND-RA,Non-government debt,Default,D,Reaffirmed,9.97,Y,True,184.0,HOT,True,S S INFRASTRUCTURE DEVP. CONSULTANTS LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
S S Offshore Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,27.39,Y,True,283.0,HOT,True,S S OFFSHORE PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
S S V Fab Inds. Pvt. Ltd.,2026-03-24,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,21.0,Y,True,89.0,LOW,True,S S V FAB INDS. PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
S S V Spinners Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,30.7,Y,True,80.0,LOW,True,S S V SPINNERS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
S V Ispat Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,7.95,Y,True,156.0,WARM,True,S V ISPAT PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Sadbhav Infrastructure Project Ltd.,2025-09-11,IND-RA,Non-government debt,Substantial Risk,C/A4,Reaffirmed,300.0,Y,True,283.0,HOT,True,SADBHAV INFRASTRUCTURE PROJECT LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Sagar Industries & Distilleries Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,25.0,Y,True,283.0,HOT,True,SAGAR INDUSTRIES & DISTILLERIES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Sagar Metallics Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,13.39,Y,True,156.0,WARM,True,SAGAR METALLICS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Sahara Engineering Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,12.25,Y,True,80.0,LOW,True,SAHARA ENGINEERING PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Sai Smaran Foods Pvt. Ltd.,2026-01-16,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,45.0,Y,True,156.0,WARM,True,SAI SMARAN FOODS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Saipavani Constructions India Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,50.0,Y,True,304.0,HOT,True,SAIPAVANI CONSTRUCTIONS INDIA PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Saishakti Polysacks Pvt. Ltd.,2025-08-21,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,11.05,Y,True,304.0,HOT,True,SAISHAKTI POLYSACKS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Samkwang India Electronic Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,60.0,Y,True,283.0,HOT,True,SAMKWANG INDIA ELECTRONIC PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Samrat Gems Impex Pvt. Ltd.,2025-12-19,IND-RA,Non-government debt,Default,D,Reaffirmed,48.95,Y,True,184.0,HOT,True,SAMRAT GEMS IMPEX PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Samrat Irons Pvt. Ltd.,2026-04-02,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,67.25,Y,True,80.0,LOW,True,SAMRAT IRONS PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Samrat Wires Pvt. Ltd.,2025-09-11,IND-RA,Non-government debt,High Risk,B-/A4,Reaffirmed,13.4,Y,True,283.0,HOT,True,SAMRAT WIRES PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
Sangani Infrastructure India Pvt. Ltd.,2025-12-19,IND-RA,Non-government debt,Default,D,Reaffirmed,55.38,Y,True,184.0,HOT,True,SANGANI INFRASTRUCTURE INDIA PVT. LTD.,"IND-RA NCD INC only — no CRISIL rating, ACER can be primary NCD rater"
