Company Name,INC Instruments (Abandoned),All Instruments,Last Rating,Last Status,Last Rating Date,Days Since Last Rating,Urgency,Priority,Sector,INC Instrument Count,Why Target,ACER Pitch Angle,Current Rater
Shree Papers Ltd. [Merged],Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM,Paper & Packaging,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Shree Rajaram Prints Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Shree Shiddhanath Cotex Pvt. Ltd.,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Shree Sita Agro Foods Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C-,Reaffirmed,,0,LOW,WARM,Agro & Food,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Shree Sita Edibles Ltd.,Term loans,Term loans,C-,Reaffirmed,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Shree Vasu Steels Pvt. Ltd.,Letter Of credit | Term loans,Letter Of credit | Term loans,C,Reaffirmed,,0,LOW,WARM,Steel & Metals,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Shreeya Peanuts Pvt. Ltd.,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument | Term loans,B-,Downgraded,,0,LOW,WARM,Other,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Shri Ambika Metaliks Pvt. Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,A 4,Reaffirmed,,0,LOW,WARM,Steel & Metals,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Shri Anand Inds. (Katni) Pvt. Ltd.,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument | Term loans,D,Reaffirmed,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Shri Annalakshmi Spinning Pvt. Ltd.,Letter Of credit,Letter Of credit,A 4,Reaffirmed,,0,LOW,WARM,Textiles,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Shri Ashutosh Structures Pvt. Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,A 4,Withdrawn,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Non-fund-based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Shri Balaji Rollings Pvt. Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,A 4,Reaffirmed,,0,LOW,WARM,Steel & Metals,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Shri Bholanath Carpets Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,,0,LOW,WARM,Automobiles & Auto,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Shri Janki Foodgrains Pvt. Ltd.,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument | Term loans,B,Downgraded,,0,LOW,WARM,Agro & Food,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Shri Krupa Services Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Shri Laxmibadri Agro Foods Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,,0,LOW,WARM,Agro & Food,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Shri Mookambiga Spg. Mills Pvt. Ltd.,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Shri Parasram Holdings Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Downgraded,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Shri Rewa Rice Mills Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,,0,LOW,WARM,Agro & Food,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Shri Satguru Metalloys Pvt. Ltd.,Term loans,Term loans,C,Downgraded,,0,LOW,WARM,Steel & Metals,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Shri Shyam Iron & Power Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,,0,LOW,WARM,Steel & Metals,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Shri Swami Samarth Engineers Ltd.,Bank Guarantee,Bank Guarantee,A 4,Withdrawn,,0,LOW,WARM,Construction,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Shri T P Textiles Pvt. Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Letter Of credit | Term loans,C,Downgraded,,0,LOW,WARM,Manufacturing,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Shriram Power & Steel Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,,0,LOW,WARM,Steel & Metals,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Shubhlaxmi Casting Pvt. Ltd. [Merged],Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Letter Of credit | Term loans,C,Reaffirmed,,0,LOW,WARM,Manufacturing,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Siddharth Tanks & Vessels Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Siddhi Ferrous Pvt. Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Letter Of credit | Term loans,B-,Downgraded,,0,LOW,WARM,Other,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Siddhi Knitfab Pvt. Ltd.,Term loans,Term loans,BB-,Withdrawn,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Siddhi Weaves Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C,Reaffirmed,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Sidhi Vinayak Metcom Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Signet Products Pvt. Ltd.,Bank Guarantee,Bank Guarantee,D,Reaffirmed,,0,LOW,WARM,Manufacturing,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Silvertoan Papers Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Letter Of credit | Term loans,B,Downgraded,,0,LOW,WARM,Jewellery & Gems,5,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Simplex Agri-Infra Services Pvt. Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Letter Of credit | Term loans,D,Reaffirmed,,0,LOW,WARM,Infrastructure,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Simran Feeds Pvt. Ltd.,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument | Term loans,B+,Withdrawn,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Singhvi Fashions Pvt. Ltd.,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Singla Builders & Promoters Ltd.,Term loans,Term loans,C,Reaffirmed,,0,LOW,WARM,Construction,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Siti Networks Ltd.,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM,Manufacturing,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Sivika Foods Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,,0,LOW,WARM,Agro & Food,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Siyaram Recycling Inds. Ltd.,Fund based financial facility/instrument | Letter Of credit | Term loans,Fund based financial facility/instrument | Letter Of credit | Term loans,B,Reaffirmed,,0,LOW,WARM,Other,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Smaco Engineering Pvt. Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,A 4,Reaffirmed,,0,LOW,WARM,Construction,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Smart Cars Pvt. Ltd.,Fund based financial facility/instrument,Fund based financial facility/instrument,C,Reaffirmed,,0,LOW,WARM,Automobiles & Auto,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Smilax Healthcare Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,,0,LOW,WARM,Healthcare,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Sneha Packers Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Soham Leisure Ventures Pvt. Ltd.,Letter Of credit | Term loans,Letter Of credit | Term loans,C,Reaffirmed,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Solitaire Foods Pvt. Ltd.,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM,Agro & Food,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Som Distilleries & Breweries Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,B,Reaffirmed,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Som Shiva (Impex) Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Non-government debt | Term loans,C,Reaffirmed,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Soma New Towns Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,B,Downgraded,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Sonali Energees Pvt. Ltd.,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Sood Associates Pvt. Ltd.,Bank Guarantee,Bank Guarantee,BB,Downgraded,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Sorento Granito Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C,Reaffirmed,,0,LOW,WARM,Mining & Minerals,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Soundararaja Mills Ltd.,Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Letter Of credit | Non-fund-based financial facility/instrument | Term loans,D,Reaffirmed,,0,LOW,WARM,Other,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit | Non-fund-based financial facility/instrument | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Space Age Associates Power-Infra Pvt. Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,A 4,Reaffirmed,,0,LOW,WARM,Infrastructure,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Spads Textiles Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee | Letter Of credit | Term loans,D,Reaffirmed,,0,LOW,WARM,Manufacturing,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Spectra Constructions Pvt. Ltd.,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument | Term loans,B+,Downgraded,,0,LOW,WARM,Construction,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Spectra Industries Ltd.,Fund based financial facility/instrument | Letter Of credit | Term loans,Fund based financial facility/instrument | Letter Of credit | Term loans,D,Reaffirmed,,0,LOW,WARM,Manufacturing,3,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument | Letter Of credit | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Spica Projects & Infrastructures Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,,0,LOW,WARM,Infrastructure,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Sprit Infrapower & Multiventures Pvt. Ltd.,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM,Infrastructure,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Sree Astalaxmi Spinning Mills Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,,0,LOW,WARM,Textiles,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Sree Kumar Agro Oils Pvt. Ltd.,Fund based financial facility/instrument,Fund based financial facility/instrument,B,Downgraded,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Sree Ramakrishna Alloys Pvt. Ltd.,Letter Of credit,Letter Of credit,D,Reaffirmed,,0,LOW,WARM,Steel & Metals,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Sree Sudheer Ceramics Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,,0,LOW,WARM,Manufacturing,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Sri Bala Medical Centre & Hospital Pvt. Ltd.,Term loans,Term loans,C-,Reaffirmed,,0,LOW,WARM,Healthcare,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Sri Bhavani Castings Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C,Downgraded,,0,LOW,WARM,Manufacturing,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Sri Karunambikai Mills Pvt. Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee | Letter Of credit,D,Reaffirmed,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit) — switch to ACER now while current rating still valid.,BRICKWORK
Sri Kumaran Mills Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C,Reaffirmed,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Sri Lakshmi Constructions & Exports Pvt. Ltd.,Bank Guarantee,Bank Guarantee,D,Reaffirmed,,0,LOW,WARM,Infrastructure,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Sri Lakshmi Saraswathi Spintex Ltd.,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument | Term loans,D,Reaffirmed,,0,LOW,WARM,Other,4,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Sri Lakshmi Srinivasa Jute Mills Pvt. Ltd.,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Sri Ramalingeswara Paper Products Pvt. Ltd.,Term loans,Term loans,C,Reaffirmed,,0,LOW,WARM,Manufacturing,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Sri Ranganathar Constructions Pvt. Ltd.,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,,0,LOW,WARM,Construction,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee) — switch to ACER now while current rating still valid.,BRICKWORK
Sri Sai Basava Sugars Ltd.,Fund based financial facility/instrument,Fund based financial facility/instrument,D,Reaffirmed,,0,LOW,WARM,Agro & Food,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Fund based financial facility/instrument) — switch to ACER now while current rating still valid.,BRICKWORK
Sri Sampurna Laxmi Spg. Mills Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C-,Reaffirmed,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Sri Shanmuga Polymers Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C,Downgraded,,0,LOW,WARM,Chemicals & Pharma,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Sri Shyam Fashion India Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Non-government debt | Term loans,B,Downgraded,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Sri Vatsa International Pvt. Ltd.,Term loans,Term loans,D,Reaffirmed,,0,LOW,WARM,Other,1,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
Sri Venkata Umasankar Spintex Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee | Term loans,C,Reaffirmed,,0,LOW,WARM,Other,2,BRICKWORK INC: issuer not cooperating — abandoned by current rater. Systemic: BRICKWORK 84-88% INC rate across working capital instruments.,BRICKWORK INC (Bank Guarantee | Term loans) — switch to ACER now while current rating still valid.,BRICKWORK
