Company Name,Latest Instrument,Current Rater,Rating,Rating Date,Urgency,Sector,INC Flag,All Raters,Rater Count,All Instruments,Latest Status,Data Source,Priority Score,Why Target,ACER Pitch Angle
S R J Peety Steels Pvt. Ltd.,Bank Guarantee,ICRA,A 2,2025-10-27,MEDIUM,Steel & Metals,NO,ICRA,1,Bank Guarantee,Withdrawn,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Sakthi Ferro Alloys (India) Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,2025-06-26,MEDIUM,Steel & Metals,NO,CARE,1,Non-government debt,Initial Rating,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Salasar Alloy & Steel Inds. Pvt. Ltd.,Letter Of credit,CRISIL,A 3,2025-07-31,MEDIUM,Steel & Metals,NO,CRISIL,1,Letter Of credit,Reaffirmed,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Sandur Manganese & Iron Ores Ltd.,Term loans,ICRA,A+,2025-09-24,MEDIUM,Steel & Metals,NO,ICRA,1,Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Sarita Forgings Ltd.,Bank Guarantee,CARE,A 4+,2025-08-08,MEDIUM,Steel & Metals,NO,CARE,1,Bank Guarantee | Non-government debt | Term loans,Withdrawn,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Scan Steels Ltd.,Bank Guarantee,CRISIL,A 2+,2025-07-15,MEDIUM,Steel & Metals,NO,CRISIL,1,Bank Guarantee | Term loans,Reaffirmed,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Scania Steels & Powers Ltd.,Bank Guarantee,CRISIL,D,2025-12-05,MEDIUM,Steel & Metals,NO,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,Reaffirmed,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Scoda Tubes Ltd.,Letter Of credit,CRISIL,A 3+,2026-01-02,LOW,Steel & Metals,NO,CARE | CRISIL,2,Letter Of credit | Long term Loans | Non-government debt | Term loans,Withdrawn,D365,2,Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
Seven Star Steels Ltd.,Bank Guarantee,ICRA,A 3,2025-12-11,MEDIUM,Steel & Metals,NO,ICRA,1,Bank Guarantee,Reaffirmed,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Shera Metal Pvt. Ltd.,Letter Of credit,CARE,A 3+,2026-01-08,LOW,Steel & Metals,NO,ACUITE | CARE,2,Bank Guarantee | Letter Of credit | Long term Loans | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Withdrawn,D365,2,Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
Shilpa Steel & Power Ltd.,Non-fund based working capital limit,IND-RA,A 2+,2025-10-15,MEDIUM,Steel & Metals,NO,IND-RA,1,Non-fund based working capital limit | Term loans,Reaffirmed,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Shivangi Rolling Mills Pvt. Ltd.,Term loans,IND-RA,BB+,2025-09-22,MEDIUM,Steel & Metals,NO,IND-RA,1,Term loans,Withdrawn,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Shree Ganesh Metaliks Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,BBB,2025-07-02,MEDIUM,Steel & Metals,NO,BRICKWORK,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Upgraded,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Shree Steel Castings Pvt. Ltd.,Bank Guarantee,ACUITE,A 4+,2025-10-16,MEDIUM,Steel & Metals,NO,ACUITE,1,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,Reaffirmed,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Shri Jagannath Steels & Power Ltd.,Non-fund based working capital limit,IND-RA,A 2+,2026-02-06,LOW,Steel & Metals,NO,CARE | IND-RA,2,Non-fund based working capital limit | Non-government debt | Term loans,Withdrawn,D365,2,Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
Shri Mahavir Ferro Alloys Pvt. Ltd.,Term loans,IND-RA,BBB+,2025-09-19,MEDIUM,Steel & Metals,NO,IND-RA,1,Term loans,Upgraded,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Shyam Ferro Alloys Ltd.,Fund based financial facility/instrument,CRISIL,AA-,2025-11-10,MEDIUM,Steel & Metals,NO,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Reaffirmed,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Shyam Metalics & Energy Ltd.,Letter Of credit,CRISIL,AA+,2025-11-05,MEDIUM,Steel & Metals,NO,CRISIL,1,Letter Of credit | Long term Loans,Upgraded,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Sona Alloys Pvt. Ltd.,Term loans,CARE,A-(CE),2025-10-07,MEDIUM,Steel & Metals,NO,CARE,1,Term loans,Initial Rating,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Sovereign Metals Ltd.,Letter Of credit,CARE,A 3+,2026-04-21,LOW,Steel & Metals,NO,CARE | ICRA,2,Fund based financial facility/instrument | Letter Of credit | Non-fund-based financial facility/instrument | Non-government debt,Initial Rating,D365,2,Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
Squad Forging India Pvt. Ltd.,Term loans,CARE,BBB-,2025-07-07,MEDIUM,Steel & Metals,NO,CARE,1,Term loans,Reaffirmed,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Sree Sumangala Metals & Inds. Pvt. Ltd.,Letter Of credit,CARE,A 3,2025-09-04,MEDIUM,Steel & Metals,NO,CARE,1,Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Sri Langta Baba Steels Pvt. Ltd.,Bank Guarantee,ACUITE,A 3+,2025-09-19,MEDIUM,Steel & Metals,NO,ACUITE,1,Bank Guarantee,Reaffirmed,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Steel Exchange India Ltd.,Letter Of credit,CARE,A 4+,2025-10-08,MEDIUM,Steel & Metals,NO,CARE,1,Letter Of credit,Upgraded,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Steel Infra Solutions Co. Ltd.,Non-fund based working capital limit,IND-RA,A 2+,2025-10-06,MEDIUM,Steel & Metals,NO,IND-RA,1,Non-fund based working capital limit,Withdrawn,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Steel Strong Valves (India) Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,2025-12-16,MEDIUM,Steel & Metals,NO,CRISIL,1,Bank Guarantee | Letter Of credit | Term loans,Reaffirmed,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Steelcast Ltd.,Non-government debt,CARE,A-/A2+,2025-08-08,MEDIUM,Steel & Metals,NO,CARE,1,Non-government debt,Reaffirmed,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Steelsmith Continental Mfg. Pvt. Ltd.,Bank Guarantee,CARE,A 3+,2025-12-03,MEDIUM,Steel & Metals,NO,CARE,1,Bank Guarantee | Letter Of credit | Non-government debt | Term loans,Reaffirmed,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Sun Steel & Power Pvt. Ltd.,Term loans,CRISIL,BBB+,2025-08-04,MEDIUM,Steel & Metals,NO,CRISIL,1,Long term Loans | Term loans,Reaffirmed,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Suncity Metals & Tubes Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A-,2025-12-19,MEDIUM,Steel & Metals,NO,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,Initial Rating,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Sundaram Alloys Ltd.,Fund based financial facility/instrument,CRISIL,AA-,2025-11-10,MEDIUM,Steel & Metals,NO,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Reaffirmed,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Sunflag Iron & Steel Co. Ltd.,Term loans,CRISIL,AA-,2026-04-02,LOW,Steel & Metals,NO,CARE | CRISIL,2,Letter Of credit | Non-government debt | Term loans,Withdrawn,D365,2,Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
Supershakti Metaliks Ltd.,Bank Guarantee,CARE,A 2,2025-07-09,MEDIUM,Steel & Metals,NO,CARE,1,Bank Guarantee,Reaffirmed,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Surya Alloy Inds. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2025-08-28,MEDIUM,Steel & Metals,NO,ICRA,1,Non-fund-based financial facility/instrument | Term loans,Withdrawn,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Synergy Advanced Metals Ltd.,Bank Guarantee,CARE,A 2,2025-12-02,MEDIUM,Steel & Metals,NO,CARE,1,Bank Guarantee | Term loans,Downgraded,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Topworth Steels & Power Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 2,2025-11-26,MEDIUM,Steel & Metals,NO,ICRA,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Ukay Metal Inds. Pvt. Ltd.,Long term Loans,CRISIL,A-,2025-08-06,MEDIUM,Steel & Metals,NO,CRISIL,1,Long term Loans | Term loans,Upgraded,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Utkal Alumina Intl. Ltd.,Non-government debt,CARE,AA+/A1+,2025-10-10,MEDIUM,Steel & Metals,NO,CARE,1,Non-government debt,Reaffirmed,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Veer-O-Metals Pvt. Ltd.,Non-government debt,ICRA,A-/A2+,2025-07-29,MEDIUM,Steel & Metals,NO,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt | Term loans,Upgraded,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Veeresha Castings Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,2025-09-03,MEDIUM,Steel & Metals,NO,CRISIL,1,Bank Guarantee | Term loans,Reaffirmed,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Veeyes Alloys Pvt. Ltd.,Term loans,CARE,BBB+,2025-12-03,MEDIUM,Steel & Metals,NO,CARE,1,Term loans,Reaffirmed,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Venus Pipes & Tubes Ltd.,Fund based financial facility/instrument,CRISIL,A,2025-06-20,MEDIUM,Steel & Metals,NO,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Long term Loans | Non-fund-based financial facility/instrument | Term loans,Upgraded,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Vibhor Steel Tubes Ltd.,Letter Of credit,CRISIL,A 2,2026-04-17,LOW,Steel & Metals,NO,CARE | CRISIL,2,Bank Guarantee | Letter Of credit | Non-government debt | Term loans,Reaffirmed,D365,2,Multi-agency — open to new entrant,Approaching renewal — pitch on quality and accessibility vs current rater
Vishakha Metals Pvt. Ltd.,Non-government debt,CARE,BBB/A3+,2025-10-09,MEDIUM,Steel & Metals,NO,CARE,1,Non-government debt | Term loans,Rating Watch,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Vishvaraj Environment Ltd.,Letter Of credit,CRISIL,A 1,2025-07-02,MEDIUM,Steel & Metals,NO,CRISIL,1,Letter Of credit | Non-fund-based financial facility/instrument,Reaffirmed,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
Vraj Metaliks Pvt. Ltd.,Letter Of credit,CARE,A 3,2025-07-15,MEDIUM,Steel & Metals,NO,CARE,1,Letter Of credit,Initial Rating,D365,2,Rating approaching renewal (6-12 months),Approaching renewal — pitch on quality and accessibility vs current rater
A K P Ferrocast Pvt. Ltd.,Bank Guarantee,CRISIL,A 3+,2026-01-09,LOW,Steel & Metals,NO,CRISIL,1,Bank Guarantee | Long term Loans | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
A N S Steel Tubes Ltd.,Non-government debt,CARE,A/A2+,2026-01-06,LOW,Steel & Metals,NO,CARE,1,Non-government debt,Upgraded,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
A-One Steels India Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 2,2026-01-30,LOW,Steel & Metals,NO,CRISIL,1,Long term Loans | Non-fund-based financial facility/instrument | Term loans,Downgraded,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Amba Shakti Steels Ltd.,Bank Guarantee,CRISIL,A 3+,2026-02-20,LOW,Steel & Metals,NO,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Long term Loans | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Amman-Try Steels Pvt. Ltd.,Letter Of credit,CRISIL,A 2,2026-03-30,LOW,Steel & Metals,NO,CRISIL,1,Letter Of credit,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Apollo Metalex Ltd.,Non-government debt,ICRA,AA+/A1+,2026-02-26,LOW,Steel & Metals,NO,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt,Initial Rating,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Arora Iron & Steel Rolling Mills Pvt. Ltd.,Term loans,CRISIL,A,2025-12-24,LOW,Steel & Metals,NO,CRISIL,1,Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Arya Iron & Steel Co. Pvt. Ltd.,Bank Guarantee,CRISIL,A 2,2026-01-14,LOW,Steel & Metals,NO,CRISIL,1,Bank Guarantee,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Astrotech Steels Pvt. Ltd.,Long term Loans,CRISIL,BBB,2026-04-02,LOW,Steel & Metals,NO,CRISIL,1,Long term Loans | Term loans,Downgraded,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
B F N Forgings Pvt. Ltd.,Non-government debt,IND-RA,BBB+/A2,2026-04-29,LOW,Steel & Metals,NO,IND-RA,1,Non-government debt,Upgraded,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Banco Aluminium Pvt. Ltd.,Non-government debt,CARE,A-/A2+,2026-03-04,LOW,Steel & Metals,NO,CARE,1,Letter Of credit | Non-government debt | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Baramati Speciality Steels Ltd.,Term loans,CARE,BBB+,2026-04-07,LOW,Steel & Metals,NO,CARE,1,Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Berry Alloys Ltd.,Term loans,ICRA,A+,2026-04-02,LOW,Steel & Metals,NO,ICRA,1,Letter Of credit | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Bhagwati Ferro Metal Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A-,2026-02-09,LOW,Steel & Metals,NO,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,Upgraded,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Bhagwati Power & Steel Ltd.,Letter Of credit,ICRA,A 2+,2025-12-31,LOW,Steel & Metals,NO,ICRA,1,Letter Of credit,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Bhagwati Steel Cast Pvt. Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 2+,2026-02-09,LOW,Steel & Metals,NO,CRISIL,1,Non-fund-based financial facility/instrument,Upgraded,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Bhaskar Steel & Ferro Alloy Pvt. Ltd.,Long term Loans,ACUITE,BBB,2026-03-12,LOW,Steel & Metals,NO,ACUITE,1,Long term Loans | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Brass Copper & Alloy (India) Ltd.,Letter Of credit,CRISIL,A 2,2025-12-24,LOW,Steel & Metals,NO,CRISIL,1,Fund based financial facility/instrument | Letter Of credit,Upgraded,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Carysil Steel Ltd.,Letter Of credit,ICRA,A 2,2026-03-26,LOW,Steel & Metals,NO,ICRA,1,Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Cauvery Iron & Steel (India) Ltd.,Term loans,CRISIL,BBB-,2026-02-09,LOW,Steel & Metals,NO,CRISIL,1,Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Core Metal Krafts Ltd.,Non-government debt,CARE,BB/A4,2026-03-11,LOW,Steel & Metals,NO,CARE,1,Non-government debt,Initial Rating,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Divyansh Steel Pvt. Ltd.,Letter Of credit,CRISIL,A 2,2026-04-16,LOW,Steel & Metals,NO,CRISIL,1,Letter Of credit,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Drolia Electrosteel Pvt. Ltd.,Letter Of credit,CARE,A 3,2026-04-08,LOW,Steel & Metals,NO,CARE,1,Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Gajanan Ferro Pvt. Ltd.,Term loans,ICRA,A-,2025-12-31,LOW,Steel & Metals,NO,ICRA,1,Bank Guarantee | Term loans,Upgraded,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
German Green Steel & Power Ltd.,Fund based financial facility/instrument,CRISIL,A-,2026-04-02,LOW,Steel & Metals,NO,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Gopani Metal Inds. Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BBB,2026-04-29,LOW,Steel & Metals,NO,CRISIL,1,Fund based financial facility/instrument | Letter Of credit,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Grow Ever Steel (India) Pvt. Ltd.,Non-government debt,CARE,A/A1,2026-02-06,LOW,Steel & Metals,NO,CARE,1,Non-government debt,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Guardian Castings Pvt. Ltd.,Non-government debt,ICRA,A-/A2+,2026-04-16,LOW,Steel & Metals,NO,ICRA,1,Bank Guarantee | Non-government debt | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Gujarat Victory Forgings Pvt. Ltd.,Letter Of credit,BRICKWORK,A 2,2026-02-17,LOW,Steel & Metals,NO,BRICKWORK,1,Letter Of credit,Initial Rating,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Hero Steels Ltd.,Long term Loans,CRISIL,A,2026-04-02,LOW,Steel & Metals,NO,CRISIL,1,Letter Of credit | Long term Loans | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Hi-Tech Power & Steel Ltd.,Fund based financial facility/instrument,ACUITE,A,2026-02-12,LOW,Steel & Metals,NO,ACUITE,1,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Long term Loans | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Himenviro Environmental Engg. Co. Pvt. Ltd.,Bank Guarantee,CRISIL,A 3+,2026-03-11,LOW,Steel & Metals,NO,CRISIL,1,Bank Guarantee | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Hindustan Copper Ltd.,Non-fund-based financial facility/instrument,ICRA,AA+,2026-04-29,LOW,Steel & Metals,NO,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Hira Ferro Alloys Ltd.,Term loans,CRISIL,A+,2026-02-17,LOW,Steel & Metals,NO,CRISIL,1,Letter Of credit | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
I U P Jindal Metals & Alloys Ltd.,Non-government debt,CARE,A-/A2+,2026-01-09,LOW,Steel & Metals,NO,CARE,1,Non-government debt | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Iclean Hollow Metal Systems Pvt. Ltd.,Non-government debt,CARE,BBB+/A 3+,2026-04-09,LOW,Steel & Metals,NO,CARE,1,Non-government debt | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Inducto Steels Ltd.,Letter Of credit,ACUITE,A 4+,2026-03-19,LOW,Steel & Metals,NO,ACUITE,1,Letter Of credit,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Iron Mountain India Pvt. Ltd.,Non-government debt,ICRA,BBB-/A3,2026-03-31,LOW,Steel & Metals,NO,ICRA,1,Non-government debt | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Isgec Titan Metal Fabricators Pvt. Ltd.,Letter Of credit,CRISIL,A 1,2026-02-04,LOW,Steel & Metals,NO,CRISIL,1,Letter Of credit | Non-fund-based financial facility/instrument,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
J B M Environment Mgmt. Pvt. Ltd.,Term loans,IND-RA,BBB+,2026-03-17,LOW,Steel & Metals,NO,IND-RA,1,Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
J J Plastalloy Pvt. Ltd.,Bank Guarantee,CARE,A 2,2026-03-17,LOW,Steel & Metals,NO,CARE,1,Bank Guarantee | Letter Of credit | Non-government debt | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
J S W J F E Electrical Steel Nashik Pvt. Ltd.,Non-government debt,CARE,AA-/A1+,2026-02-10,LOW,Steel & Metals,NO,CARE,1,Non-government debt,Initial Rating,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
J V L Steel Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB-,2026-01-21,LOW,Steel & Metals,NO,CRISIL,1,Fund based financial facility/instrument,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Jaisingh Alloys Pvt. Ltd.,Non-government debt,CARE,BB/A4,2026-01-08,LOW,Steel & Metals,NO,CARE,1,Non-government debt,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Jatia Steel Ltd.,Bank Guarantee,IND-RA,A 2,2026-04-02,LOW,Steel & Metals,NO,IND-RA,1,Bank Guarantee | Letter Of credit | Non-government debt | Term loans,Upgraded,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Jiangyin Uni-Pol Vacuum Casting India Pvt. Ltd.,Non-government debt,ICRA,BBB-/A3,2026-04-07,LOW,Steel & Metals,NO,ICRA,1,Non-government debt,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Jsons Foundry Pvt. Ltd.,Bank Guarantee,CARE,A 3+,2026-02-27,LOW,Steel & Metals,NO,CARE,1,Bank Guarantee | Non-government debt | Term loans,Upgraded,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
K I C Metaliks Ltd.,Non-government debt,CARE,BBB/A3,2025-12-24,LOW,Steel & Metals,NO,CARE,1,Non-government debt | Term loans,Downgraded,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
K V S Castings Ltd.,Bank Guarantee,CRISIL,A 3,2026-04-09,LOW,Steel & Metals,NO,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument | Term loans,Initial Rating,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Kalinga Metalics Ltd.,Term loans,CRISIL,A+,2026-04-15,LOW,Steel & Metals,NO,CRISIL,1,Term loans,Withdrawn,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Kandla Agro & Metal Pvt. Ltd.,Non-government debt,CARE,BBB/A3+,2026-04-08,LOW,Steel & Metals,NO,CARE,1,Non-government debt | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Kashi Vishwanath Steels Pvt. Ltd.,Bank Guarantee,CARE,A 3+,2026-01-29,LOW,Steel & Metals,NO,CARE,1,Bank Guarantee | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Kashvi Power & Steel Pvt. Ltd.,Bank Guarantee,CRISIL,A 2,2026-04-20,LOW,Steel & Metals,NO,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Initial Rating,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Kharagpur Metal Reforming Inds. Pvt. Ltd.,Term loans,CRISIL,A-,2025-12-26,LOW,Steel & Metals,NO,CRISIL,1,Bank Guarantee | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
