Company Name,Latest Rater,All Raters,Rater Count,All Instruments,INC Instruments,Latest Rating,Latest Status,Latest Rating Date,Days Since Rating,Urgency,Priority,INC Flag,Sector,Data Source,Why Target,ACER Pitch Angle
Das Offshore Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit,,A 3+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Deccan Fine Chemicals (India) Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans | Term loans,,AA,Upgraded,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Deepak Fertilisers & Petrochemicals Corpn. Ltd.,ICRA,CRISIL | ICRA,2,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Non-government debt | Term loans,,A 1+,Withdrawn,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Multi-agency — open to new raters,ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Deepak Mining Solutions Ltd.,ICRA,CRISIL | ICRA,2,Non-government debt | Term loans,,A 1+,Rating Watch,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Multi-agency — open to new raters,ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Dhar Coal Products Pvt. Ltd.,IND-RA,IND-RA,1,Non-government debt,,BBB/A3+,Upgraded,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
Durga Infra Mining Pvt. Ltd.,IND-RA,IND-RA,1,Non-fund based working capital limit | Non-government debt | Term loans,,A 2+,Initial Rating,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
Elkay Chemicals Pvt. Ltd.,ICRA,ICRA,1,Non-government debt,,BBB+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Encore Asset Reconstruction Co. Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans,,A-,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Encore Healthcare Pvt. Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Long term Loans | Term loans,,BBB-,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Ennore Cargo Container Terminal Pvt. Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Term loans,,BBB,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Essel Mining & Inds. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit | Term loans,,A 1+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Eternis Fine Chemicals Ltd.,CRISIL,CRISIL,1,Letter Of credit | Term loans,,A 1,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Fineotex Chemical Ltd.,ICRA,ICRA,1,Fund based financial facility/instrument | Letter Of credit | Non-fund-based financial facility/instrument | Non-government debt,,A 1+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Fortune Stones Ltd.,CARE,CARE,1,Non-government debt,,BBB/A3+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Global Coal & Mining Pvt. Ltd.,BRICKWORK,BRICKWORK | IND-RA,2,Bank Guarantee | Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,,BBB-,Initial Rating,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Multi-agency — open to new raters,ACER offers competitive rates and faster turnaround vs BRICKWORK for mining sector companies.
Godavari Biorefineries Ltd.,CARE,CARE,1,Bank Guarantee | Term loans,,BBB+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Golden Sandhar Mills Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Term loans,,B,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Goldstone Cements Ltd.,IND-RA,IND-RA,1,Non-government debt,,BBB+/A2+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
Greenko Sandla Wind Project Pvt. Ltd.,CARE,CARE,1,Term loans,,A,Initial Rating,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Greenply Sandila Pvt. Ltd.,IND-RA,IND-RA,1,Non-government debt | Term loans,,AA-,Initial Rating,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
Gujarat Chemical Port Ltd.,CARE,CARE,1,Bank Guarantee | Non-government debt,,AAA/A1+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Gujarat Fluorochemicals Ltd.,CRISIL,CRISIL,1,Term loans,,AA+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Gujarat Mineral Devp. Corpn. Ltd.,CARE,CARE,1,Non-government debt,,AA+/A1+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,ACUITE,ACUITE,1,Bank Guarantee | Letter Of credit | Long term Loans | Short-term loan,,A 1+,Withdrawn,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs ACUITE for mining sector companies.
Gujarat Polysol Chemicals Ltd.,ACUITE,ACUITE,1,Bank Guarantee | Letter Of credit | Term loans,,A 2+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs ACUITE for mining sector companies.
Harrshiv Healthy Foods & More Pvt. Ltd.,CRISIL,CRISIL,1,Term loans,,AA+(CE),Rating Watch,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Heart Care Institute & Research Centre (Indore) Pvt. Ltd.,CRISIL,CRISIL,1,Term loans,,A,Rating Watch,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Hindprakash Chemicals Pvt. Ltd.,CARE,CARE,1,Non-government debt | Term loans,,BB+,Withdrawn,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Hindustan Gum & Chemicals Ltd.,CARE,CARE,1,Non-government debt,,A+/A1+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Hy-Gro Chemicals Pharmatek Pvt. Ltd.,ICRA,ICRA,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Short-term loan | Term loans,,BBB,Withdrawn,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
I G Petrochemicals Ltd.,IND-RA,IND-RA,1,Non-government debt,,AA-/A1+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
I R M Offshore & Marine Engineers Pvt. Ltd.,ICRA,ICRA,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Non-government debt,,A 2+,Upgraded,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Indore Clean Energy Pvt. Ltd.,IND-RA,IND-RA,1,Bank Guarantee | Term loans,,BBB+,Upgraded,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
J G Chemicals Ltd.,CRISIL,CRISIL,1,Non-fund-based financial facility/instrument,,A 1,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
J M S Mining Pvt. Ltd.,IND-RA,IND-RA,1,Non-government debt,,A+/A1+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
J S P Autocore Pvt. Ltd.,ACUITE,ACUITE,1,Fund based financial facility/instrument | Long term Loans,,BB+,Withdrawn,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs ACUITE for mining sector companies.
Jai Bharat Gum & Chemicals Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument,,A 2+,Initial Rating,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Jai Ravechi Chemicals Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans,,BBB-,Upgraded,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Jai Sai Coal Traders Pvt. Ltd.,CARE,CARE,1,Letter Of credit | Non-government debt,,BB+/A4+,Withdrawn,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Jay Chemical Inds. Pvt. Ltd.,CARE,CARE,1,Non-fund-based financial facility/instrument | Non-government debt | Term loans,,A 1+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Jaypore E-Commerce Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans,,A,Rating Watch,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Karam Chand Thapar & Bros. (Coal Sales) Ltd.,CARE,CARE,1,Non-government debt,,A+/A1+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Kevin Dyes & Chemicals Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans,,BB,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Keystone Infra Pvt. Ltd.,CARE,CARE,1,Non-government debt | Term loans,,BBB+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Khaitan Chemicals & Fertilizers Ltd.,IND-RA,IND-RA,1,Non-government debt,,BBB-/A3,Initial Rating,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
Kilburn Chemicals Ltd.,IND-RA,IND-RA,1,Term loans,,BBB,Rating Watch,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
Kores (India) Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit | Term loans,,BBB+,Withdrawn,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Krishna Penstone Automotive Pvt. Ltd.,ICRA,ICRA,1,Non-government debt,,AA-/A1+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Krishnasai Granites (India) Pvt. Ltd.,CRISIL,CRISIL,1,Letter Of credit | Long term Loans,,BB+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Kwick Forensic Solutions Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Long term Loans,,A 4+,Initial Rating,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Lakshmi Ring Travellers (Coimbatore) Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans,,A 2+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Lucky Minerals Pvt. Ltd.,CARE,CARE,1,Bank Guarantee,,A 4,Initial Rating,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
M G M Minerals Ltd.,CRISIL,CRISIL,1,Term loans,,A-,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Maa Chhinnmastika Cement & Ispat Pvt. Ltd.,ACUITE,ACUITE,1,Bank Guarantee | Long term Loans | Short-term loan | Term loans,,A 1,Upgraded,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs ACUITE for mining sector companies.
Maharashtra Aldehydes & Chemicals Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Long term Loans | Non-fund-based financial facility/instrument,,BB-,Downgraded,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Mahavir Coal Washeries Pvt. Ltd.,ACUITE,ACUITE,1,Bank Guarantee | Long term Loans | Term loans,,A 2+,Upgraded,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs ACUITE for mining sector companies.
Mangalam Cement Ltd.,CARE,CARE,1,Non-government debt | Term loans,,A+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Mangalore Chemicals & Fertilisers Ltd. [Merged],CARE,CARE,1,Non-fund-based financial facility/instrument | Non-government debt | Term loans,,A 2+,Withdrawn,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Mangalore Energies Pvt. Ltd.,CARE,CARE,1,Term loans,,A,Initial Rating,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Mangalore S E Z Ltd.,CARE,CARE,1,Term loans,,AA-,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Mohit Minerals Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,,A 2+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
More Retail Pvt. Ltd.,IND-RA,IND-RA,1,Non-government debt | Term loans,,BBB,Rating Watch,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
Mysore Polymers & Rubber Products Pvt. Ltd.,CRISIL,CRISIL,1,Letter Of credit | Term loans,,BBB,Upgraded,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Mysore Projects Pvt. Ltd.,CARE,CARE,1,Non-government debt,,A+,Initial Rating,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Neogen Chemicals Ltd.,CRISIL,CRISIL,1,Letter Of credit | Long term Loans,,A 1,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Netcore Pvt. Ltd.,CARE,CARE,1,Bank Guarantee | Non-government debt,,A 1,Withdrawn,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Nitrex Chemicals India Ltd.,ICRA,ICRA,1,Non-government debt,,A 2+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Oceanic Trade Minerals Pvt. Ltd.,ACUITE,ACUITE,1,Long term Loans,,BBB+,Initial Rating,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs ACUITE for mining sector companies.
Oswal Minerals Ltd.,CARE,CARE,1,Non-government debt | Term loans,,BB,Downgraded,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Paradigm Granite Pvt. Ltd.,CRISIL,CRISIL,1,Letter Of credit | Long term Loans,,BBB-,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Plastone Upvc Profiles Pvt. Ltd.,CRISIL,CRISIL,1,Letter Of credit,,A 2,Upgraded,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Pon Pure Chemical India Pvt. Ltd.,CARE,CARE | CRISIL | ICRA,3,Letter Of credit | Non-fund-based financial facility/instrument | Non-government debt,,A 2+,Withdrawn,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Multi-agency — open to new raters,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Primo Chemicals Ltd.,CARE,CARE,1,Non-government debt | Term loans,,BBB-,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Privi Speciality Chemicals Ltd.,CRISIL,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,,A 1+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
R K Marble & Granite Pvt. Ltd.,CARE,CARE,1,Non-government debt,,BBB+/A2,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Rain Cements Ltd.,IND-RA,IND-RA,1,Non-fund based working capital limit,,A 1,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
Rajiv Petrochemicals Pvt. Ltd.,IND-RA,IND-RA,1,Non-fund based working capital limit | Term loans,,BBB-,Upgraded,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
Rajmahal Coal Mining Ltd.,IND-RA,IND-RA,1,Non-government debt,,A/A1,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
Rama Coal Washeries Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Non-fund-based financial facility/instrument,,A 2+,Upgraded,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Ramco Cements Ltd.,ICRA,ICRA,1,Fund based financial facility/instrument | Long term Loans | Non-fund-based financial facility/instrument | Short-term loan | Term loans,,A 1+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Ramgad Minerals & Mining Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument | Term loans,,A 1,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Rashtriya Chemicals & Fertilizers Ltd.,ICRA,ICRA,1,Non-government debt | Term loans,,AA,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Resil Chemicals Pvt. Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt | Term loans,,A 2+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Revathi Stores Pvt. Ltd.,IND-RA,IND-RA,1,Term loans,,BBB-,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
Ruby Mica Co. Ltd.,CRISIL,CRISIL,1,Long term Loans,,BB,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Rukmarani Cars Indore Pvt. Ltd.,CARE,CARE,1,Non-government debt,,BB+/A4+,Initial Rating,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Rungta Mines Ltd.,IND-RA,IND-RA,1,Non-fund based working capital limit | Term loans,,A 1+,Initial Rating,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
Sanchore Renewable Pvt. Ltd.,IND-RA,IND-RA,1,Term loans,,A+,Upgraded,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
Sandhya Marines Ltd.,ICRA,ICRA,1,Bank Guarantee | Term loans,,A 1,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Sandur Manganese & Iron Ores Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument | Term loans,,A 1,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Sanjay Chemicals (India) Pvt. Ltd.,CRISIL,CRISIL,1,Letter Of credit,,A 3+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Saptam Decore Pvt. Ltd.,CARE,CARE,1,Non-government debt | Term loans,,BB,Initial Rating,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Saraf Chemicals Pvt. Ltd.,CARE,CARE,1,Non-government debt,,BBB+/A2,Withdrawn,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CARE for mining sector companies.
Selva Stone Export Pvt. Ltd.,CRISIL,CRISIL,1,Term loans,,B+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Sentini Cermica Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument,,A 3,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs ICRA for mining sector companies.
Shah Coal Pvt. Ltd.,ACUITE,ACUITE,1,Bank Guarantee | Letter Of credit | Long term Loans,,BBB-,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs ACUITE for mining sector companies.
Shiva Cement Ltd.,CRISIL,CRISIL,1,Long term Loans | Term loans,,AA-(CE),Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Silica Infra Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee,,A 3+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Simalin Chemical Inds. Pvt. Ltd.,CRISIL,CRISIL,1,Long term Loans | Non-fund-based financial facility/instrument,,BBB+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Solarcraft Sandur Pvt. Ltd.,IND-RA,IND-RA,1,Term loans,,AA-,Upgraded,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
Sudarshan Chemical Inds. Ltd.,IND-RA,IND-RA,1,Non-fund based working capital limit | Term loans,,A 1+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs IND-RA for mining sector companies.
Sundaram-Clayton Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Letter Of credit | Term loans,,A 1+,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
Supreet Chemicals Ltd.,CRISIL,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Term loans,,BBB,Reaffirmed,,0,LOW,ACTIVE,NO,Mining & Minerals,D365,Active ratings — relationship building,ACER offers competitive rates and faster turnaround vs CRISIL for mining sector companies.
