Company Name,Instrument Type,Current Rating Agency,Rating,Rating Date,Urgency,Sector,Lead Segment,Infrastructure Sub-Sector,Why Target,ACER Pitch Angle,Priority Score
Trident Infrahomes Private Limited,Long Term Bank Facility,Infomerics,IVR BBB (Assigned),2024-11-27,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 562 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Udagiri Sugar and Power Limited,Long Term Bank Facilities- Term Loan,Infomerics,IVR BBB- (Assigned),2025-02-04,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 493 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Uma Shree Exports Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-03-10,HIGH,Infrastructure,Overdue Renewal — Infomerics,Port/Airport,Rating is 459 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Unique UHPC Infra LLP,Long Term  Bank Facilities - Term Loan,Infomerics,IVR BBB- (Upgraded),2025-03-04,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 465 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Universal Edu Infra Services Private Limited,Short Term Bank Facilities,Infomerics,IVR A2 (Reaffirmed),2025-04-22,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 416 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
V C Green Energy Private Limited,Short Term Facilities,Infomerics,IVR A4+ (Assigned),2025-01-29,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 499 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
VSA Infra Projects Private Limited,Long Term Facilities,Infomerics,IVR BBB- (Assigned),2025-02-17,HIGH,Infrastructure,Overdue Renewal — Infomerics,Construction/EPC,Rating is 480 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
VVIP Infratech Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Upgraded),2025-03-12,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 457 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Valley Road Construction Company,Short Term Bank Facilities,Infomerics,IVR A4 (Assigned),2025-02-20,HIGH,Infrastructure,Overdue Renewal — Infomerics,Roads/Highways,Rating is 477 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Ven Malar Wind Energy Private Limited,Long Term Bank Facilities,Infomerics,IVR BB- (Reaffirmed),2025-04-15,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 423 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Venkatesh Infra Projects Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB+ (Upgraded),2025-05-01,HIGH,Infrastructure,Overdue Renewal — Infomerics,Construction/EPC,Rating is 407 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Vijay Transmission Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Upgraded),2025-03-20,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 449 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Viraj Exports Private Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (Assigned),2025-04-02,HIGH,Infrastructure,Overdue Renewal — Infomerics,Port/Airport,Rating is 436 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Wani Infratech Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (Reaffirmed),2025-03-25,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 444 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
West Bengal State Electricity Distribution Company Limited,Secured Redeemable Bond Issue - Series I Tranche I,Infomerics,IVR BBB-,2025-06-02,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 375 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Westpoint Infrastructure Private Limited (Formerly known as Mesaso Infrastructure Private Limited),Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),2025-05-12,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 396 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Windeson Trademart Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),2025-03-25,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 444 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Windlass Steelcrafts LLP,Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),2025-03-26,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 443 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
