Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Urgency at Oct 1,Urgency at Nov 1,Days Since (Jun 25),Amount Cr,Sector
Krupalu Rice Inds. Pvt. Ltd.,CARE,Letter of Credit,A 4,28-04-2026,LOW,LOW,MEDIUM,58,0.3,Agro/Food
Krupalu Rice Inds. Pvt. Ltd.,CARE,Term Loan,B-,28-04-2026,LOW,LOW,MEDIUM,58,0.72,Agro/Food
Krushi Infras India Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,15-04-2026,LOW,LOW,MEDIUM,71,33.0,Construction
Krushi Infras India Pvt. Ltd.,ACUITE,Term Loan,A 4,15-04-2026,LOW,LOW,MEDIUM,71,31.0,Construction
Krushi Infras India Pvt. Ltd.,ACUITE,Term Loan,C,15-04-2026,LOW,LOW,MEDIUM,71,5.0,Construction
Kshema Power & Infrastructure Co. Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,06-04-2026,LOW,LOW,MEDIUM,80,15.0,Construction
Kshema Power & Infrastructure Co. Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,06-04-2026,LOW,LOW,MEDIUM,80,35.0,Construction
Kshema Power & Infrastructure Co. Pvt. Ltd.,BRICKWORK,Term Loan,BB,06-04-2026,LOW,LOW,MEDIUM,80,6.08,Construction
Kumaran Systems Pvt. Ltd.,ACUITE,Term Loan,B-,16-04-2026,LOW,LOW,MEDIUM,70,2.5,Other
Kundana Techno Tex Pvt. Ltd.,CARE,NCD/Bond,BBB-/A3,07-04-2026,LOW,LOW,MEDIUM,79,2.0,IT/Technology
Kundli Manesar Expressway Ltd.,IND-RA,Term Loan,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,1114.16,Other
Kurseong Computer Sales Pvt. Ltd.,CARE,Bank Guarantee,A 4,09-04-2026,LOW,LOW,MEDIUM,77,1.0,Other
Kushal Timber Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,08-04-2026,LOW,LOW,MEDIUM,78,33.0,Other
Kwality Overseas Pvt. Ltd.,BRICKWORK,NCD/Bond,D,06-04-2026,LOW,LOW,MEDIUM,80,15.0,Other
L G F Vitrified Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,28-04-2026,LOW,LOW,MEDIUM,58,4.1,Other
L G F Vitrified Pvt. Ltd.,CRISIL,Term Loan,B,28-04-2026,LOW,LOW,MEDIUM,58,19.0,Other
L Madanlal (Aluminium) Ltd.,ACUITE,Letter of Credit,A 4,15-04-2026,LOW,LOW,MEDIUM,71,2.0,Steel & Metals
L S Rice Exports Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,5.31,Agro/Food
Lagan Engineering Co. Ltd.,ACUITE,Bank Guarantee,A 4,21-04-2026,LOW,LOW,MEDIUM,65,1.0,Manufacturing
Lagan Engineering Co. Ltd.,ACUITE,Letter of Credit,A 4,21-04-2026,LOW,LOW,MEDIUM,65,0.5,Manufacturing
Lagan Engineering Co. Ltd.,ACUITE,Term Loan,B-,21-04-2026,LOW,LOW,MEDIUM,65,1.14,Manufacturing
Lagan Engineering Co. Ltd.,ACUITE,Term Loan,B-,21-04-2026,LOW,LOW,MEDIUM,65,3.86,Manufacturing
Lakshmi Precision Screws Ltd.,CARE,Bank Guarantee,D,09-04-2026,LOW,LOW,MEDIUM,77,77.0,Other
Lalitha Chem Inds. Pvt. Ltd.,CRISIL,Fund-Based,B,28-04-2026,LOW,LOW,MEDIUM,58,5.0,Chemicals/Pharma
Lalitha Chem Inds. Pvt. Ltd.,CRISIL,Letter of Credit,A 4,28-04-2026,LOW,LOW,MEDIUM,58,50.0,Chemicals/Pharma
Lalitha Chem Inds. Pvt. Ltd.,CRISIL,Non-Fund-Based,A 4,28-04-2026,LOW,LOW,MEDIUM,58,26.0,Chemicals/Pharma
Lall Minerals Pvt. Ltd.,IND-RA,Term Loan,B-,02-04-2026,LOW,MEDIUM,MEDIUM,84,6.5,Mining/Minerals
Lemon Electronics Ltd.,CARE,Letter of Credit,D,20-04-2026,LOW,LOW,MEDIUM,66,65.0,Other
Lenz Ceramic Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,10.5,Other
Lido Commercial Co. Ltd.,ACUITE,Bank Guarantee,A 4+,01-04-2026,LOW,MEDIUM,MEDIUM,85,15.5,Other
Lido Commercial Co. Ltd.,ACUITE,Fund-Based,A 4+,01-04-2026,LOW,MEDIUM,MEDIUM,85,8.75,Other
Lido Commercial Co. Ltd.,ACUITE,Term Loan,BB-,01-04-2026,LOW,MEDIUM,MEDIUM,85,0.2,Other
Luxra Enterprises Pvt. Ltd.,CARE,Bank Guarantee,A 4,23-04-2026,LOW,LOW,MEDIUM,63,6.0,Other
Lyka B D R Intl. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,13.4,Other
M B R Flexibles Ltd.,ICRA,Non-Fund-Based,A 4,17-04-2026,LOW,LOW,MEDIUM,69,3.0,Other
M B R Flexibles Ltd.,ICRA,NCD/Bond,B+/A4,17-04-2026,LOW,LOW,MEDIUM,69,0.89,Other
M B R Flexibles Ltd.,ICRA,Term Loan,B+,17-04-2026,LOW,LOW,MEDIUM,69,3.09,Other
M D A Mineral Dhatu (A P) Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,5.0,Mining/Minerals
M G Autosales Pvt. Ltd.,CARE,Bank Guarantee,A 4,17-04-2026,LOW,LOW,MEDIUM,69,0.25,Automobiles
M G Autosales Pvt. Ltd.,CARE,Fund-Based,B-,17-04-2026,LOW,LOW,MEDIUM,69,14.75,Automobiles
M G Housing Pvt. Ltd.,BRICKWORK,Fund-Based,C,03-04-2026,LOW,MEDIUM,MEDIUM,83,19.85,Construction
M G Housing Pvt. Ltd.,BRICKWORK,Term Loan,C,03-04-2026,LOW,MEDIUM,MEDIUM,83,92.36,Construction
M G M Infra Devp. Solutions Pvt. Ltd.,CARE,Term Loan,D,22-04-2026,LOW,LOW,MEDIUM,64,4.94,Construction
M G T Motors Pvt. Ltd.,ACUITE,Fund-Based,A 4,16-04-2026,LOW,LOW,MEDIUM,70,3.5,Automobiles
M G T Motors Pvt. Ltd.,ACUITE,Fund-Based,A 4,16-04-2026,LOW,LOW,MEDIUM,70,101.5,Automobiles
M J Gold Pvt. Ltd.,BRICKWORK,NCD/Bond,B-,07-04-2026,LOW,LOW,MEDIUM,79,12.0,Jewellery/Gems
M J Grain Products Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,06-04-2026,LOW,LOW,MEDIUM,80,0.5,Agro/Food
M J Grain Products Pvt. Ltd.,BRICKWORK,Term Loan,C,06-04-2026,LOW,LOW,MEDIUM,80,1.3,Agro/Food
M K Roy & Bros. Projects Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,15.65,Other
M R K R Constructions & Inds. Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,10-04-2026,LOW,LOW,MEDIUM,76,175.0,Construction
M R K R Constructions & Inds. Pvt. Ltd.,CRISIL,Term Loan,B,10-04-2026,LOW,LOW,MEDIUM,76,55.0,Construction
M S R India Ltd.,CRISIL,Term Loan,D,23-04-2026,LOW,LOW,MEDIUM,63,0.4,Other
M S Support Services Ltd.,CARE,Bank Guarantee,A 4,24-04-2026,LOW,LOW,MEDIUM,62,1.5,Logistics
M S Support Services Ltd.,CARE,NCD/Bond,B-/A4,24-04-2026,LOW,LOW,MEDIUM,62,3.75,Logistics
Ma Sarada Cold Storage Pvt. Ltd.,ICRA,Term Loan,D,09-04-2026,LOW,LOW,MEDIUM,77,4.01,Other
Maa Annapurna Jute & Carpets Inds. Pvt. Ltd.,CRISIL,Term Loan,B,28-04-2026,LOW,LOW,MEDIUM,58,10.0,Textiles
Machine Tools (India) Ltd.,CARE,NCD/Bond,B-/A4,08-04-2026,LOW,LOW,MEDIUM,78,8.5,Manufacturing
Madras Race Club,CRISIL,Term Loan,B,09-04-2026,LOW,LOW,MEDIUM,77,10.0,Other
Magcore Lamination (India) Pvt. Ltd.,CRISIL,Fund-Based,B,23-04-2026,LOW,LOW,MEDIUM,63,5.0,Other
Magcore Lamination (India) Pvt. Ltd.,CRISIL,Letter of Credit,B,23-04-2026,LOW,LOW,MEDIUM,63,4.0,Other
Magcore Lamination (India) Pvt. Ltd.,CRISIL,Term Loan,B,23-04-2026,LOW,LOW,MEDIUM,63,83.87,Other
Magcore Lamination (India) Pvt. Ltd.,CRISIL,Term Loan,B,23-04-2026,LOW,LOW,MEDIUM,63,0.63,Other
Magnum Lubricants (India) Pvt. Ltd.,CRISIL,Letter of Credit,B,24-04-2026,LOW,LOW,MEDIUM,62,6.5,Chemicals/Pharma
Mahajan Overseas Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,10-04-2026,LOW,LOW,MEDIUM,76,0.25,Other
Mahajan Overseas Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,10-04-2026,LOW,LOW,MEDIUM,76,3.0,Other
Mahajan Overseas Pvt. Ltd.,BRICKWORK,Term Loan,C,10-04-2026,LOW,LOW,MEDIUM,76,1.47,Other
Mahakaleshwar Tollways Pvt. Ltd.,CARE,Term Loan,D,16-04-2026,LOW,LOW,MEDIUM,70,164.84,Other
Mahalaxmi Automotives Wheels Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,2.3,Automobiles
Mahalaxmi Bus Transport Pvt. Ltd.,IND-RA,Term Loan,B-,02-04-2026,LOW,MEDIUM,MEDIUM,84,13.28,Logistics
Mahalaxmi Technocast Pvt. Ltd.,ICRA,Term Loan,A 4,09-04-2026,LOW,LOW,MEDIUM,77,,IT/Technology
Maharaja Agrofoods Pvt. Ltd.,CRISIL,Term Loan,D,23-04-2026,LOW,LOW,MEDIUM,63,23.0,Agro/Food
Mahesh Industries Pvt. Ltd.,CRISIL,Letter of Credit,D,24-04-2026,LOW,LOW,MEDIUM,62,60.0,Other
Mahesh Timber Pvt. Ltd.,CRISIL,Letter of Credit,D,24-04-2026,LOW,LOW,MEDIUM,62,20.0,Other
Maheshwari Fabtex Pvt. Ltd.,CRISIL,Term Loan,D,24-04-2026,LOW,LOW,MEDIUM,62,1.5,Other
Maheshwari Fabtex Pvt. Ltd.,CRISIL,Term Loan,D,24-04-2026,LOW,LOW,MEDIUM,62,0.5,Other
Maini Construction Equipments Pvt. Ltd.,IND-RA,NCD/Bond,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,10.9,Construction
Makharia Machineries Pvt. Ltd.,CRISIL,Fund-Based,B,24-04-2026,LOW,LOW,MEDIUM,62,2.0,Manufacturing
Man Cott Pvt. Ltd.,IND-RA,Term Loan,B-,02-04-2026,LOW,MEDIUM,MEDIUM,84,25.0,Other
Maneesh Pipes Pvt. Ltd.,CARE,Bank Guarantee,B-,13-04-2026,LOW,LOW,MEDIUM,73,3.5,Steel & Metals
Maneesh Pipes Pvt. Ltd.,CARE,Term Loan,B-,13-04-2026,LOW,LOW,MEDIUM,73,0.65,Steel & Metals
Manglam Paper Pvt. Ltd.,IND-RA,Term Loan,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,29.5,Paper/Packaging
Mangrul Mills Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-04-2026,LOW,LOW,MEDIUM,63,0.4,Other
Mani Square Ltd.,CARE,Bank Guarantee,D,15-04-2026,LOW,LOW,MEDIUM,71,5.5,Other
Mani Square Ltd.,CARE,Letter of Credit,D,15-04-2026,LOW,LOW,MEDIUM,71,20.0,Other
Mani Square Ltd.,CARE,Term Loan,D,15-04-2026,LOW,LOW,MEDIUM,71,68.0,Other
Mani Square Ltd.,CARE,Term Loan,D,15-04-2026,LOW,LOW,MEDIUM,71,170.0,Other
Manjeera Constructions Ltd.,IND-RA,NCD/Bond,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,15.0,Construction
Manjeet Fibers Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,46.11,Textiles
Manorama Ropes India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-04-2026,LOW,LOW,MEDIUM,63,0.9,Other
Manorama Ropes India Pvt. Ltd.,CRISIL,Term Loan,B,23-04-2026,LOW,LOW,MEDIUM,63,6.3,Other
Mantri Developers Pvt. Ltd.,CARE,Fund-Based,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,230.0,Construction
Maple Computer & Communication Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,08-04-2026,LOW,LOW,MEDIUM,78,2.0,IT/Technology
Marbaniang Projects Pvt. Ltd.,BRICKWORK,Term Loan,C,08-04-2026,LOW,LOW,MEDIUM,78,29.21,Other
Marino Food Products Pvt. Ltd.,ACUITE,Term Loan,D,10-04-2026,LOW,LOW,MEDIUM,76,26.0,Agro/Food
Marshall Corporation Ltd.,ACUITE,Bank Guarantee,A 4,21-04-2026,LOW,LOW,MEDIUM,65,2.01,Other
Marut Nandan Textiles Ltd.,CRISIL,Term Loan,B,24-04-2026,LOW,LOW,MEDIUM,62,0.63,Construction
Marvellous Intra Pvt. Ltd.,ACUITE,Term Loan,B-,22-04-2026,LOW,LOW,MEDIUM,64,5.25,Other
Masina Alloys Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-04-2026,LOW,LOW,MEDIUM,63,1.5,Steel & Metals
Mayasheel Retail India Ltd.,CRISIL,Fund-Based,B,24-04-2026,LOW,LOW,MEDIUM,62,31.95,Other
Mayasheel Retail India Ltd.,CRISIL,Term Loan,B,24-04-2026,LOW,LOW,MEDIUM,62,63.05,Other
Mcon Rasayan India Ltd.,ICRA,Term Loan,B+,03-04-2026,LOW,MEDIUM,MEDIUM,83,5.91,Other
Med Freshe Pvt. Ltd.,CARE,Letter of Credit,A 4,21-04-2026,LOW,LOW,MEDIUM,65,82.0,Other
Med Freshe Pvt. Ltd.,CARE,Term Loan,B+,21-04-2026,LOW,LOW,MEDIUM,65,1.0,Other
Medsmart Logistics Pvt. Ltd. [Merged],IND-RA,NCD/Bond,B+/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,50.0,Logistics
Megamiles Bearing Cups Pvt. Ltd.,CRISIL,Letter of Credit,A 4,24-04-2026,LOW,LOW,MEDIUM,62,1.5,Other
Mehadia Sales Trade Corpn. Pvt. Ltd.,IND-RA,NCD/Bond,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,35.0,Trading/Exports
Mel Systems & Services Ltd.,ACUITE,Bank Guarantee,A 4,09-04-2026,LOW,LOW,MEDIUM,77,5.0,Other
Mel Systems & Services Ltd.,ACUITE,Bank Guarantee,A 4,09-04-2026,LOW,LOW,MEDIUM,77,2.62,Other
Mel Systems & Services Ltd.,ACUITE,Letter of Credit,A 4,09-04-2026,LOW,LOW,MEDIUM,77,4.5,Other
Mel Systems & Services Ltd.,ACUITE,Term Loan,B-,09-04-2026,LOW,LOW,MEDIUM,77,1.25,Other
Metal Care Alloys Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,01-04-2026,LOW,MEDIUM,MEDIUM,85,,Steel & Metals
Metal Care Alloys Pvt. Ltd.,BRICKWORK,Bank Guarantee,BB,01-04-2026,LOW,MEDIUM,MEDIUM,85,,Steel & Metals
Metal Care Alloys Pvt. Ltd.,BRICKWORK,Term Loan,BB,01-04-2026,LOW,MEDIUM,MEDIUM,85,0.56,Steel & Metals
Metal Crafts Constructors Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,27-04-2026,LOW,LOW,MEDIUM,59,26.0,Steel & Metals
Metal Crafts Constructors Pvt. Ltd.,CRISIL,Term Loan,B,27-04-2026,LOW,LOW,MEDIUM,59,5.7,Steel & Metals
Metal Crafts Constructors Pvt. Ltd.,CRISIL,Term Loan,B,27-04-2026,LOW,LOW,MEDIUM,59,18.3,Steel & Metals
Mevada Oil Mill Pvt. Ltd.,CARE,Term Loan,D,13-04-2026,LOW,LOW,MEDIUM,73,0.6,Agro/Food
Mhetre Foods Pvt. Ltd.,CRISIL,Term Loan,D,24-04-2026,LOW,LOW,MEDIUM,62,7.5,Agro/Food
Mighty Auto Wheels Pvt. Ltd.,CARE,Term Loan,B-,27-04-2026,LOW,LOW,MEDIUM,59,3.0,Automobiles
Millenium Marbles Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,10.0,Mining/Minerals
Mini Diamonds (India) Ltd.,CRISIL,Term Loan,D,23-04-2026,LOW,LOW,MEDIUM,63,1.0,Jewellery/Gems
Mittal Filaments Pvt. Ltd.,CARE,Bank Guarantee,A 4,16-04-2026,LOW,LOW,MEDIUM,70,0.25,Other
Mittal Filaments Pvt. Ltd.,CARE,Term Loan,B-,16-04-2026,LOW,LOW,MEDIUM,70,8.15,Other
Mittal Udyog Indore Pvt. Ltd.,ICRA,Term Loan,A 4,15-04-2026,LOW,LOW,MEDIUM,71,,Other
Mittapally Agro Products Pvt. Ltd.,CARE,NCD/Bond,D,14-04-2026,LOW,LOW,MEDIUM,72,32.5,Agro/Food
Mittapally Agro Products Pvt. Ltd.,CRISIL,Bank Guarantee,D,24-04-2026,LOW,LOW,MEDIUM,62,0.5,Agro/Food
Mohib Shoes Pvt. Ltd.,CARE,Letter of Credit,D,30-04-2026,LOW,LOW,MEDIUM,56,1.5,Other
Mohini Health & Hygiene Ltd.,CARE,Term Loan,B,27-04-2026,LOW,LOW,MEDIUM,59,20.0,Healthcare
Montage Promoters Pvt. Ltd.,CRISIL,Term Loan,D,23-04-2026,LOW,LOW,MEDIUM,63,8.55,Other
Montage Promoters Pvt. Ltd.,CRISIL,Term Loan,D,23-04-2026,LOW,LOW,MEDIUM,63,0.95,Other
Mudrakshi Hytech India Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,24-04-2026,LOW,LOW,MEDIUM,62,12.0,IT/Technology
Mudrakshi Hytech India Pvt. Ltd.,ICRA,Term Loan,B+,24-04-2026,LOW,LOW,MEDIUM,62,10.75,IT/Technology
Mulpuri Foods & Feeds Pvt. Ltd.,CRISIL,Term Loan,B,24-04-2026,LOW,LOW,MEDIUM,62,15.08,Agro/Food
Multicolor Steels (India) Pvt. Ltd.,CRISIL,Letter of Credit,A 4+,30-04-2026,LOW,LOW,MEDIUM,56,23.0,Steel & Metals
Multicolor Steels (India) Pvt. Ltd.,CRISIL,Fund-Based,BB-,30-04-2026,LOW,LOW,MEDIUM,56,0.3,Steel & Metals
Multicolor Steels (India) Pvt. Ltd.,CRISIL,Term Loan,BB-,30-04-2026,LOW,LOW,MEDIUM,56,4.2,Steel & Metals
Multiple Special Steel Pvt. Ltd.,CRISIL,Letter of Credit,A 4,24-04-2026,LOW,LOW,MEDIUM,62,2.0,Steel & Metals
Multiple Special Steel Pvt. Ltd.,CRISIL,Term Loan,B,24-04-2026,LOW,LOW,MEDIUM,62,0.81,Steel & Metals
Multiple Special Steel Pvt. Ltd.,CRISIL,Term Loan,B,24-04-2026,LOW,LOW,MEDIUM,62,2.69,Steel & Metals
Mutha Engineering Pvt. Ltd.,CARE,Term Loan,BB-,16-04-2026,LOW,LOW,MEDIUM,70,41.59,Manufacturing
My Car (Bhopal) Pvt. Ltd.,CRISIL,Fund-Based,D,24-04-2026,LOW,LOW,MEDIUM,62,25.0,Automobiles
My Car (Bhopal) Pvt. Ltd.,CRISIL,Term Loan,D,24-04-2026,LOW,LOW,MEDIUM,62,10.0,Automobiles
My Car (Indore) Pvt. Ltd.,CRISIL,Bank Guarantee,D,24-04-2026,LOW,LOW,MEDIUM,62,3.0,Automobiles
My Car (Indore) Pvt. Ltd.,CRISIL,Term Loan,D,24-04-2026,LOW,LOW,MEDIUM,62,0.98,Automobiles
My Equipments Pvt. Ltd.,CRISIL,Fund-Based,D,24-04-2026,LOW,LOW,MEDIUM,62,13.0,Manufacturing
My Equipments Pvt. Ltd.,CRISIL,Term Loan,D,24-04-2026,LOW,LOW,MEDIUM,62,1.0,Manufacturing
My Store Pvt. Ltd.,CRISIL,Bank Guarantee,D,24-04-2026,LOW,LOW,MEDIUM,62,1.0,Other
My Store Pvt. Ltd.,CRISIL,Term Loan,D,24-04-2026,LOW,LOW,MEDIUM,62,5.0,Other
N B M Iron & Steel Trdg. Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,10-04-2026,LOW,LOW,MEDIUM,76,118.0,Steel & Metals
N B M Iron & Steel Trdg. Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,10-04-2026,LOW,LOW,MEDIUM,76,,Steel & Metals
N B M Iron & Steel Trdg. Pvt. Ltd.,BRICKWORK,Non-Fund-Based,A 4,10-04-2026,LOW,LOW,MEDIUM,76,2.36,Steel & Metals
N C C Infraspace Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,30-04-2026,LOW,LOW,MEDIUM,56,90.0,Construction
N C C Infraspace Pvt. Ltd.,CRISIL,Fund-Based,B,30-04-2026,LOW,LOW,MEDIUM,56,5.76,Construction
N C C Infraspace Pvt. Ltd.,CRISIL,Term Loan,B,30-04-2026,LOW,LOW,MEDIUM,56,4.95,Construction
N K Agro Exports (India) Pvt. Ltd.,CARE,Bank Guarantee,A 4,02-04-2026,LOW,MEDIUM,MEDIUM,84,0.3,Agro/Food
N K Agro Exports (India) Pvt. Ltd.,CARE,Non-Fund-Based,A 4,02-04-2026,LOW,MEDIUM,MEDIUM,84,5.0,Agro/Food
N K Agro Exports (India) Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,90.0,Agro/Food
N K Agro Exports (India) Pvt. Ltd.,CARE,Term Loan,BB-,02-04-2026,LOW,MEDIUM,MEDIUM,84,42.83,Agro/Food
N T F (India) Pvt. Ltd.,BRICKWORK,Non-Fund-Based,A 4,08-04-2026,LOW,LOW,MEDIUM,78,34.0,Other
N T F (India) Pvt. Ltd.,BRICKWORK,Fund-Based,BB,08-04-2026,LOW,LOW,MEDIUM,78,179.06,Other
N V Kharote Constructions Pvt. Ltd.,CARE,Bank Guarantee,D,10-04-2026,LOW,LOW,MEDIUM,76,7.83,Construction
Nac Jewellers Pvt. Ltd.,CRISIL,Term Loan,B,23-04-2026,LOW,LOW,MEDIUM,63,6.85,Jewellery/Gems
Nachiketa Papers Ltd.,CRISIL,Term Loan,B,28-04-2026,LOW,LOW,MEDIUM,58,6.0,Paper/Packaging
Nachiketa Papers Ltd.,CRISIL,Term Loan,B,28-04-2026,LOW,LOW,MEDIUM,58,35.0,Paper/Packaging
Nainital Motors Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,18.25,Automobiles
Nalanda Engicon Pvt. Ltd.,CARE,Bank Guarantee,A 4,16-04-2026,LOW,LOW,MEDIUM,70,7.0,Other
Nani Agrofoods Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,60.0,Agro/Food
Narayanadri Hospitals & Research Institute Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,12.36,Healthcare
Narendra Tea Co. Pvt. Ltd.,ICRA,Term Loan,B+,29-04-2026,LOW,LOW,MEDIUM,57,5.0,Agro/Food
Narmada Agrobase Ltd.,IND-RA,NCD/Bond,B-/A4,02-04-2026,LOW,MEDIUM,MEDIUM,84,6.23,Agro/Food
Narmada Spinning Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,24-04-2026,LOW,LOW,MEDIUM,62,1.65,Textiles
Narmada Spinning Pvt. Ltd.,CRISIL,Term Loan,B,24-04-2026,LOW,LOW,MEDIUM,62,0.35,Textiles
Narmada Spinning Pvt. Ltd.,CRISIL,Term Loan,B,24-04-2026,LOW,LOW,MEDIUM,62,20.0,Textiles
Nasim Ahsan Construction Pvt. Ltd.,CARE,Bank Guarantee,B-,13-04-2026,LOW,LOW,MEDIUM,73,25.0,Construction
Natraj Electro Casting Pvt. Ltd.,CARE,Bank Guarantee,A 4,14-04-2026,LOW,LOW,MEDIUM,72,1.54,Steel & Metals
Natraj Electro Casting Pvt. Ltd.,CARE,NCD/Bond,B-/A4,14-04-2026,LOW,LOW,MEDIUM,72,2.9,Steel & Metals
Natraj Electro Casting Pvt. Ltd.,CARE,Term Loan,B-,14-04-2026,LOW,LOW,MEDIUM,72,13.5,Steel & Metals
Natraj Electro Casting Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,24-04-2026,LOW,LOW,MEDIUM,62,1.53,Steel & Metals
Natraj Electro Casting Pvt. Ltd.,CRISIL,Term Loan,B,24-04-2026,LOW,LOW,MEDIUM,62,20.0,Steel & Metals
Natvar Cotex Pvt. Ltd.,CRISIL,Term Loan,B,23-04-2026,LOW,LOW,MEDIUM,63,1.54,Other
Nav Jyoti Agro Foods Pvt. Ltd.,CRISIL,Fund-Based,D,10-04-2026,LOW,LOW,MEDIUM,76,30.0,Agro/Food
Nav Jyoti Agro Foods Pvt. Ltd.,CRISIL,Term Loan,D,10-04-2026,LOW,LOW,MEDIUM,76,2.4,Agro/Food
Navitas Green Solutions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,24-04-2026,LOW,LOW,MEDIUM,62,1.25,Other
Navitas Green Solutions Pvt. Ltd.,CRISIL,Letter of Credit,A 4,24-04-2026,LOW,LOW,MEDIUM,62,6.0,Other
Navitas Green Solutions Pvt. Ltd.,CRISIL,Term Loan,B,24-04-2026,LOW,LOW,MEDIUM,62,14.05,Other
Neco Heavy Engg. & Castings Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,28-04-2026,LOW,LOW,MEDIUM,58,5.0,Steel & Metals
Nemcare Hospitals Pvt. Ltd.,IND-RA,Term Loan,D,02-04-2026,LOW,MEDIUM,MEDIUM,84,49.0,Healthcare
Nevco Engineers Pvt. Ltd.,CARE,Bank Guarantee,A 4,17-04-2026,LOW,LOW,MEDIUM,69,5.0,Manufacturing
Nevco Engineers Pvt. Ltd.,CARE,Fund-Based,B-,17-04-2026,LOW,LOW,MEDIUM,69,2.5,Manufacturing
New Modern Technomech Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,16-04-2026,LOW,LOW,MEDIUM,70,50.0,IT/Technology
New Modern Technomech Pvt. Ltd.,CARE,Letter of Credit,A 4,21-04-2026,LOW,LOW,MEDIUM,65,2.8,IT/Technology
New Modern Technomech Pvt. Ltd.,CARE,Letter of Credit,A 4,21-04-2026,LOW,LOW,MEDIUM,65,5.0,IT/Technology
New Modern Technomech Pvt. Ltd.,CARE,NCD/Bond,C/A4,21-04-2026,LOW,LOW,MEDIUM,65,45.0,IT/Technology
New Modern Technomech Pvt. Ltd.,CARE,Term Loan,C,21-04-2026,LOW,LOW,MEDIUM,65,1.03,IT/Technology
Nidan Laboratories & Healthcare Ltd.,CRISIL,Term Loan,B,23-04-2026,LOW,LOW,MEDIUM,63,4.82,Healthcare
Nikhil Footwears Pvt. Ltd.,CRISIL,Letter of Credit,D,10-04-2026,LOW,LOW,MEDIUM,76,23.0,Other
Nikhil Footwears Pvt. Ltd.,CRISIL,Term Loan,D,10-04-2026,LOW,LOW,MEDIUM,76,7.64,Other
Niladree Build-Tech Pvt. Ltd.,IND-RA,Term Loan,B-,02-04-2026,LOW,MEDIUM,MEDIUM,84,11.36,Construction
Nimbus Motors Pvt. Ltd.,CRISIL,Fund-Based,BB,22-04-2026,LOW,LOW,MEDIUM,64,26.0,Automobiles
