Company Name,Agency,Instrument Type,Rating,Rating Date,Days Since (Jun 25),Current Urgency,Urgency at Oct 1,Urgency at Nov 1,Amount Cr,Sector,Why Target
Swadesh Green Infra Ltd.,ICRA,Term Loan,D,24-Apr-2026,62,LOW,LOW,MEDIUM,7.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Swadeshi Textiles Pvt. Ltd.,IND-RA,Term Loan,B-,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,10.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Swapna Printing Works Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,9.0,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Swastik Oil Refinery Pvt. Ltd.,CARE,Bank Guarantee,D,30-Apr-2026,56,LOW,LOW,MEDIUM,,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Swastik Oil Refinery Pvt. Ltd.,CARE,Letter of Credit,D,30-Apr-2026,56,LOW,LOW,MEDIUM,,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Swastik Oil Refinery Pvt. Ltd.,CARE,Term Loan,D,30-Apr-2026,56,LOW,LOW,MEDIUM,,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Sweety Infrastructure Pvt. Ltd.,CARE,Bank Guarantee,D,24-Apr-2026,62,LOW,LOW,MEDIUM,80.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Swelore Engineering Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,09-Apr-2026,77,LOW,LOW,MEDIUM,18.0,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Synergy Agri Products Pvt. Ltd.,IND-RA,Term Loan,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,10.12,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
T Abdul Wahid Tanneries Pvt. Ltd.,ACUITE,Letter of Credit,A 4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,3.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
T B P R Infra Projects Pvt. Ltd.,ACUITE,Bank Guarantee,D,20-Apr-2026,66,LOW,LOW,MEDIUM,12.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
T C Motors Pvt. Ltd.,CARE,Fund-Based,B-,08-Apr-2026,78,LOW,LOW,MEDIUM,18.23,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
T C Motors Pvt. Ltd.,CARE,Term Loan,B-,08-Apr-2026,78,LOW,LOW,MEDIUM,3.21,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
T K Toll Road Pvt. Ltd.,ICRA,Term Loan,D,16-Apr-2026,70,LOW,LOW,MEDIUM,370.95,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
T M I Healthcare Pvt. Ltd.,BRICKWORK,Term Loan,C,06-Apr-2026,80,LOW,LOW,MEDIUM,9.8,Healthcare,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Taiko Plastic Technologies Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,56,LOW,LOW,MEDIUM,11.5,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Tara Footwears Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,56,LOW,LOW,MEDIUM,10.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Tara Syntex Pvt. Ltd.,IND-RA,Term Loan,B-,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,5.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Tarang Engineering Pvt. Ltd.,CRISIL,Letter of Credit,A 4,30-Apr-2026,56,LOW,LOW,MEDIUM,0.5,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Tarang Engineering Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,56,LOW,LOW,MEDIUM,0.81,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Technoplast Packaging Pvt. Ltd.,IND-RA,Non-Fund-Based,A 3+,20-Apr-2026,66,LOW,LOW,MEDIUM,19.0,IT/Technology,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Technoplast Packaging Pvt. Ltd.,IND-RA,Term Loan,BBB,20-Apr-2026,66,LOW,LOW,MEDIUM,72.5,IT/Technology,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Telawne Power Equipments Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,28-Apr-2026,58,LOW,LOW,MEDIUM,28.0,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Texaco Synthetics Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,18.14,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Thenpandian Spinning Mills India Pvt. Ltd.,IND-RA,Non-Fund-Based,A 4+,06-Apr-2026,80,LOW,LOW,MEDIUM,1.0,Textiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Thenpandian Spinning Mills India Pvt. Ltd.,IND-RA,Term Loan,BB+,06-Apr-2026,80,LOW,LOW,MEDIUM,47.35,Textiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Titanium Merchant Pvt. Ltd.,BRICKWORK,Term Loan,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,35.67,Trading/Exports,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Tomar Builders & Contractors Pvt. Ltd.,CRISIL,Bank Guarantee,B,23-Apr-2026,63,LOW,LOW,MEDIUM,40.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Tomar Builders & Contractors Pvt. Ltd.,CRISIL,Bank Guarantee,B,23-Apr-2026,63,LOW,LOW,MEDIUM,20.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Top Detergent Inds. Pvt. Ltd.,CRISIL,Letter of Credit,D,28-Apr-2026,58,LOW,LOW,MEDIUM,3.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Top Detergent Inds. Pvt. Ltd.,CRISIL,Term Loan,D,28-Apr-2026,58,LOW,LOW,MEDIUM,20.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Toshniwal Enterprises Controls Ltd.,IND-RA,Term Loan,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,27.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Transglobal Securities Ltd.,ICRA,NCD/Bond,B+/A4,27-Apr-2026,59,LOW,LOW,MEDIUM,21.0,BFSI,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Tranter India Pvt. Ltd.,CRISIL,Letter of Credit,A 4+,30-Apr-2026,56,LOW,LOW,MEDIUM,30.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Travancore Titanium Products Ltd.,CRISIL,Term Loan,B,10-Apr-2026,76,LOW,LOW,MEDIUM,82.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Trie-Viz Infracon Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,24-Apr-2026,62,LOW,LOW,MEDIUM,23.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Trimurti Flour Mill Pvt. Ltd.,IND-RA,Term Loan,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,7.48,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Trishul Exotic Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,10-Apr-2026,76,LOW,LOW,MEDIUM,0.1,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Trishul Exotic Pvt. Ltd.,CRISIL,Term Loan,B,10-Apr-2026,76,LOW,LOW,MEDIUM,0.75,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Trishul Exotic Pvt. Ltd.,CRISIL,Term Loan,B,10-Apr-2026,76,LOW,LOW,MEDIUM,1.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Trisquare Switchgears Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,28-Apr-2026,58,LOW,LOW,MEDIUM,20.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Trisquare Switchgears Pvt. Ltd.,CARE,Term Loan,BB-,28-Apr-2026,58,LOW,LOW,MEDIUM,4.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Triveni Knits Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,56,LOW,LOW,MEDIUM,6.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Triveni Smelters Pvt. Ltd.,CRISIL,Letter of Credit,A 4,30-Apr-2026,56,LOW,LOW,MEDIUM,0.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Triveni Smelters Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,56,LOW,LOW,MEDIUM,4.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Trucap Finance Ltd.,CARE,Fund-Based,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,750.0,BFSI,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Turbovent Industries Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,24-Apr-2026,62,LOW,LOW,MEDIUM,6.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Turbovent Industries Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,24-Apr-2026,62,LOW,LOW,MEDIUM,6.88,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Turbovent Industries Pvt. Ltd.,ICRA,Term Loan,B+,24-Apr-2026,62,LOW,LOW,MEDIUM,1.21,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Ultimate Chem (India) Pvt. Ltd.,CARE,Letter of Credit,A 4,13-Apr-2026,73,LOW,LOW,MEDIUM,4.0,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Umashakti Steels Pvt. Ltd.,CARE,Fund-Based,B-,16-Apr-2026,70,LOW,LOW,MEDIUM,5.55,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Umashakti Steels Pvt. Ltd.,CARE,Term Loan,B-,16-Apr-2026,70,LOW,LOW,MEDIUM,4.7,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Union Roller Flour Mills Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,56,LOW,LOW,MEDIUM,0.5,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Union Roller Flour Mills Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,56,LOW,LOW,MEDIUM,4.5,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Unique Punch Systems Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,28-Apr-2026,58,LOW,LOW,MEDIUM,1.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Unique Punch Systems Pvt. Ltd.,CRISIL,Term Loan,B,28-Apr-2026,58,LOW,LOW,MEDIUM,13.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Unique Punch Systems Pvt. Ltd.,CRISIL,Term Loan,B,28-Apr-2026,58,LOW,LOW,MEDIUM,11.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
United Engineering Inds. Pvt. Ltd.,ACUITE,Bank Guarantee,D,15-Apr-2026,71,LOW,LOW,MEDIUM,2.8,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
United Engineering Inds. Pvt. Ltd.,ACUITE,Term Loan,D,15-Apr-2026,71,LOW,LOW,MEDIUM,1.75,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
United Project Construction Ltd.,CRISIL,Bank Guarantee,A 4,30-Apr-2026,56,LOW,LOW,MEDIUM,4.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Universal Cartons Solutions Pvt. Ltd.,CRISIL,Letter of Credit,A 4,30-Apr-2026,56,LOW,LOW,MEDIUM,15.0,Paper/Packaging,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Universal Construction Machinery & Equipment Ltd.,CRISIL,Bank Guarantee,D,30-Apr-2026,56,LOW,LOW,MEDIUM,3.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Universal Construction Machinery & Equipment Ltd.,CRISIL,Letter of Credit,D,30-Apr-2026,56,LOW,LOW,MEDIUM,5.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Universal Seaport Pvt. Ltd.,CARE,Fund-Based,B,10-Apr-2026,76,LOW,LOW,MEDIUM,1.1,Logistics,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Universal Seaport Pvt. Ltd.,CARE,Term Loan,B,10-Apr-2026,76,LOW,LOW,MEDIUM,6.4,Logistics,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Uniworld Sugars Pvt. Ltd. [Merged],CARE,Term Loan,D,06-Apr-2026,80,LOW,LOW,MEDIUM,60.0,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Utility Forms Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,16-Apr-2026,70,LOW,LOW,MEDIUM,2.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Utility Forms Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,16-Apr-2026,70,LOW,LOW,MEDIUM,1.24,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Utility Forms Pvt. Ltd.,ICRA,Term Loan,B+,16-Apr-2026,70,LOW,LOW,MEDIUM,2.76,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Utkal Healthcare Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,56,LOW,LOW,MEDIUM,45.0,Healthcare,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Uttamenergy Ltd.,CRISIL,Bank Guarantee,A 4,30-Apr-2026,56,LOW,LOW,MEDIUM,58.0,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Uttamenergy Ltd.,CRISIL,Fund-Based,B,30-Apr-2026,56,LOW,LOW,MEDIUM,10.0,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Uttamenergy Ltd.,CRISIL,Letter of Credit,A 4,30-Apr-2026,56,LOW,LOW,MEDIUM,25.0,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Uttamenergy Ltd.,CRISIL,Letter of Credit,A 4,30-Apr-2026,56,LOW,LOW,MEDIUM,10.0,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Uttamenergy Ltd.,CRISIL,Non-Fund-Based,A 4,30-Apr-2026,56,LOW,LOW,MEDIUM,60.0,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
V J Automobiles Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,56,LOW,LOW,MEDIUM,2.0,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
V J Automobiles Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,56,LOW,LOW,MEDIUM,1.0,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
V M Matere Infrastructures (India) Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,06-Apr-2026,80,LOW,LOW,MEDIUM,59.8,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
V M Matere Infrastructures (India) Pvt. Ltd.,ACUITE,Term Loan,C,06-Apr-2026,80,LOW,LOW,MEDIUM,75.29,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
V M Matere Infrastructures (India) Pvt. Ltd.,ACUITE,Term Loan,C,06-Apr-2026,80,LOW,LOW,MEDIUM,13.71,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
V R G Industries Pvt. Ltd.,ACUITE,Term Loan,B-,28-Apr-2026,58,LOW,LOW,MEDIUM,6.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
V T R Marketing Pvt. Ltd.,CARE,Term Loan,C,10-Apr-2026,76,LOW,LOW,MEDIUM,2.17,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vaishno Devi Food Products Pvt. Ltd.,BRICKWORK,Term Loan,D,07-Apr-2026,79,LOW,LOW,MEDIUM,5.0,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vajrateja Rice Cluster Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,105.44,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vallabh Steels Ltd.,ACUITE,Letter of Credit,D,23-Apr-2026,63,LOW,LOW,MEDIUM,6.0,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vallabh Steels Ltd.,ACUITE,Term Loan,D,23-Apr-2026,63,LOW,LOW,MEDIUM,9.0,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vallabh Steels Ltd.,ACUITE,Term Loan,D,23-Apr-2026,63,LOW,LOW,MEDIUM,7.0,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vannsh Life Sciences Pvt. Ltd.,CRISIL,Term Loan,B,09-Apr-2026,77,LOW,LOW,MEDIUM,19.9,Healthcare,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vantage Spinners Pvt. Ltd.,CARE,Term Loan,D,10-Apr-2026,76,LOW,LOW,MEDIUM,42.25,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vardhan Agro Processing Ltd.,CRISIL,Bank Guarantee,D,30-Apr-2026,56,LOW,LOW,MEDIUM,1.32,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vardhan Agro Processing Ltd.,CRISIL,Fund-Based,D,30-Apr-2026,56,LOW,LOW,MEDIUM,1.85,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vardhan Agro Processing Ltd.,CRISIL,Term Loan,D,30-Apr-2026,56,LOW,LOW,MEDIUM,28.83,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vardhman Rice Exports Pvt. Ltd.,ACUITE,Term Loan,B-,22-Apr-2026,64,LOW,LOW,MEDIUM,4.5,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vardhman Rice Exports Pvt. Ltd.,CRISIL,Fund-Based,B,30-Apr-2026,56,LOW,LOW,MEDIUM,2.17,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vardhman Rice Exports Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,56,LOW,LOW,MEDIUM,2.83,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vardhman Textile Components Ltd.,CARE,Term Loan,B+,06-Apr-2026,80,LOW,LOW,MEDIUM,2.29,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vasani Polymers Pvt. Ltd.,ACUITE,Term Loan,B-,16-Apr-2026,70,LOW,LOW,MEDIUM,0.85,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vasani Polymers Pvt. Ltd.,ACUITE,Term Loan,B-,16-Apr-2026,70,LOW,LOW,MEDIUM,2.35,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vashu Yarn Mills India Pvt. Ltd.,IND-RA,NCD/Bond,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,14.05,Textiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vatika Seven Elements Pvt. Ltd.,CARE,Term Loan,D,23-Apr-2026,63,LOW,LOW,MEDIUM,225.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vazron Industries Pvt. Ltd.,CARE,Term Loan,B+,13-Apr-2026,73,LOW,LOW,MEDIUM,85.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Ved Cellulose Ltd.,IND-RA,NCD/Bond,C/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,24.23,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Ved Parkash & Sons Lumbers Pvt. Ltd.,CARE,Letter of Credit,A 4,17-Apr-2026,69,LOW,LOW,MEDIUM,12.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Veda Biofuel Ltd.,IND-RA,Term Loan,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,77.3,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Veda Biofuel Ltd.,BRICKWORK,Term Loan,D,08-Apr-2026,78,LOW,LOW,MEDIUM,77.07,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Veerabhadra Minerals Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,30-Apr-2026,56,LOW,LOW,MEDIUM,0.08,Mining/Minerals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Veerabhadra Minerals Pvt. Ltd.,CRISIL,Letter of Credit,B,30-Apr-2026,56,LOW,LOW,MEDIUM,1.5,Mining/Minerals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Veerabhadra Minerals Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,56,LOW,LOW,MEDIUM,1.62,Mining/Minerals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Veesons Energy Systems Pvt. Ltd.,CRISIL,Bank Guarantee,D,10-Apr-2026,76,LOW,LOW,MEDIUM,14.0,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Veesons Energy Systems Pvt. Ltd.,CRISIL,Letter of Credit,D,10-Apr-2026,76,LOW,LOW,MEDIUM,16.5,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Veesons Energy Systems Pvt. Ltd.,CRISIL,Term Loan,D,10-Apr-2026,76,LOW,LOW,MEDIUM,3.83,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Veesons Energy Systems Pvt. Ltd.,CRISIL,Term Loan,D,10-Apr-2026,76,LOW,LOW,MEDIUM,30.23,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Venkateswara Steels & Springs (India) Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,09-Apr-2026,77,LOW,LOW,MEDIUM,0.15,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Venkateswara Steels & Springs (India) Pvt. Ltd.,ACUITE,Term Loan,B,09-Apr-2026,77,LOW,LOW,MEDIUM,3.86,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Venus Industrial Corpn. Pvt. Ltd.,CRISIL,Fund-Based,B,10-Apr-2026,76,LOW,LOW,MEDIUM,8.5,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Venus Industrial Corpn. Pvt. Ltd.,CRISIL,Letter of Credit,A 4,10-Apr-2026,76,LOW,LOW,MEDIUM,0.5,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Venus Industrial Corpn. Pvt. Ltd.,CRISIL,Term Loan,B,10-Apr-2026,76,LOW,LOW,MEDIUM,24.0,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Versant Online Solutions Pvt. Ltd.,CARE,Term Loan,B-,21-Apr-2026,65,LOW,LOW,MEDIUM,2.95,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Victory Spinning Mills Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,01-Apr-2026,85,LOW,MEDIUM,MEDIUM,2.23,Textiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Victory Spinning Mills Pvt. Ltd.,ACUITE,Letter of Credit,A 4,01-Apr-2026,85,LOW,MEDIUM,MEDIUM,1.0,Textiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Victory Spinning Mills Pvt. Ltd.,ACUITE,Term Loan,B,01-Apr-2026,85,LOW,MEDIUM,MEDIUM,4.34,Textiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Victory Spinning Mills Pvt. Ltd.,ACUITE,Term Loan,B,01-Apr-2026,85,LOW,MEDIUM,MEDIUM,36.43,Textiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vidarbha Industries Power Ltd.,ICRA,Non-Fund-Based,D,10-Apr-2026,76,LOW,LOW,MEDIUM,110.0,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vidarbha Industries Power Ltd.,ICRA,Term Loan,D,10-Apr-2026,76,LOW,LOW,MEDIUM,2654.24,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vijai Electricals Ltd.,CARE,NCD/Bond,BB-/A4,10-Apr-2026,76,LOW,LOW,MEDIUM,61.0,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vijai Electricals Ltd.,CARE,NCD/Bond,BB-/A4,10-Apr-2026,76,LOW,LOW,MEDIUM,285.78,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vijai Electricals Ltd.,CARE,Term Loan,BB-,10-Apr-2026,76,LOW,LOW,MEDIUM,149.28,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vijay Jindal Builders Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,6.0,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vijay Sheets & Strips Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,40.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vikram Roller Flour Mills Ltd.,CARE,NCD/Bond,B-/A4,29-Apr-2026,57,LOW,LOW,MEDIUM,47.5,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vikrma Impex Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,17-Apr-2026,69,LOW,LOW,MEDIUM,1.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vikrma Impex Pvt. Ltd.,ACUITE,Letter of Credit,A 4,17-Apr-2026,69,LOW,LOW,MEDIUM,1.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vikrma Impex Pvt. Ltd.,ACUITE,Term Loan,B+,17-Apr-2026,69,LOW,LOW,MEDIUM,3.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vimal Coal Pvt. Ltd.,CARE,Letter of Credit,A 4,16-Apr-2026,70,LOW,LOW,MEDIUM,49.99,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vimal Coal Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,16-Apr-2026,70,LOW,LOW,MEDIUM,50.0,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
