Company Name,Agency,Instrument Type,Rating,Rating Date,Escalates To,Escalation Date,Call Week,Tier_Rank,Tier_Label,Agency_Count,Amount Cr,Amt_num,Sector,SEBI_Action,Pre_License_Pitch
Aarti Distilleries Pvt. Ltd.,ICRA,NCD/Bond,BB+/A4+,25-Nov-2025,ULTRA HOT,2026-11-25,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,3.75,3.75,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 25-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Maruti Products Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,26-Nov-2025,ULTRA HOT,2026-11-26,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,17.5,17.5,Manufacturing,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 26-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Kishore Vadilal Pvt. Ltd.,CARE,NCD/Bond,B/A4,26-Nov-2025,ULTRA HOT,2026-11-26,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,1.5,1.5,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 26-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Mahamaya Steel Inds. Ltd.,CARE,NCD/Bond,BB+/A4+,27-Nov-2025,ULTRA HOT,2026-11-27,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,15.0,15.0,Steel & Metals,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 27-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Pack Print Inds. (India) Pvt. Ltd.,CARE,NCD/Bond,BB/A4,27-Nov-2025,ULTRA HOT,2026-11-27,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,4.0,4.0,Paper/Packaging,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 27-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Mohan Mutha Exports Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,28-Nov-2025,ULTRA HOT,2026-11-28,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,25.0,25.0,Logistics,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 28-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Shivam Motors Pvt. Ltd.,ICRA,NCD/Bond,C/A4,28-Nov-2025,ULTRA HOT,2026-11-28,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,22.0,22.0,Automobiles,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 28-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Karnataka Commercial & Indl. Corpn. Pvt. Ltd.,ICRA,NCD/Bond,BB-/A4,28-Nov-2025,ULTRA HOT,2026-11-28,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,19.7,19.7,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 28-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Pes Installations Pvt. Ltd.,CARE,NCD/Bond,B+/A4,28-Nov-2025,ULTRA HOT,2026-11-28,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,16.5,16.5,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 28-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Baldev Textile Mills Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,28-Nov-2025,ULTRA HOT,2026-11-28,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,3.65,3.65,Textiles,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 28-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Perfect Mettcast Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,28-Nov-2025,ULTRA HOT,2026-11-28,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,3.15,3.15,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 28-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Garg Duplex & Paper Mills Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,28-Nov-2025,ULTRA HOT,2026-11-28,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,2.75,2.75,Paper/Packaging,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 28-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Karnataka Commercial & Indl. Corpn. Pvt. Ltd.,ICRA,NCD/Bond,BB-/A4,28-Nov-2025,ULTRA HOT,2026-11-28,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,2.0,2.0,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by ICRA (INC since 28-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Pes Installations Pvt. Ltd.,CARE,NCD/Bond,B+/A4,28-Nov-2025,ULTRA HOT,2026-11-28,Nov Wk4 (Nov 22-30),4,TIER 4 — ULTRA HOT,1,1.33,1.33,Other,URGENT — Expedite SEBI license; start pipeline conversation NOW,ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 28-Nov-2025) needs renewal. We fast-track the process — speak to our analyst today.
Dirco Polymers Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,05-Jan-2026,HOT,2026-10-02,Oct Wk1 (Oct 1-7),5,TIER 5 — HOT,1,3.51,3.51,Chemicals/Pharma,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 05-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Euro Safety Footwear (India) Ltd.,CARE,NCD/Bond,BB+/A4+,05-Jan-2026,HOT,2026-10-02,Oct Wk1 (Oct 1-7),5,TIER 5 — HOT,1,,,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 05-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Bawa Float Glass Ltd.,CARE,NCD/Bond,BB+/A4+,06-Jan-2026,HOT,2026-10-03,Oct Wk1 (Oct 1-7),5,TIER 5 — HOT,1,18.0,18.0,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 06-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Smilax Laboratories Ltd.,CARE,NCD/Bond,BB/A4,06-Jan-2026,HOT,2026-10-03,Oct Wk1 (Oct 1-7),5,TIER 5 — HOT,1,2.5,2.5,Healthcare,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 06-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Buildon Plasters Pvt. Ltd.,CARE,NCD/Bond,BB/A4,07-Jan-2026,HOT,2026-10-04,Oct Wk1 (Oct 1-7),5,TIER 5 — HOT,1,5.5,5.5,Construction,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 07-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Pai-Aim Solder (India) Pvt. Ltd.,CARE,NCD/Bond,B+/A4,08-Jan-2026,HOT,2026-10-05,Oct Wk1 (Oct 1-7),5,TIER 5 — HOT,1,11.0,11.0,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 08-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
U B Cotton Pvt. Ltd.,CARE,NCD/Bond,BB/A4,09-Jan-2026,HOT,2026-10-06,Oct Wk1 (Oct 1-7),5,TIER 5 — HOT,1,37.0,37.0,Agro/Food,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 09-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Gowthami Solvent Oils Pvt. Ltd.,CARE,NCD/Bond,BB/A4,09-Jan-2026,HOT,2026-10-06,Oct Wk1 (Oct 1-7),5,TIER 5 — HOT,1,3.0,3.0,Chemicals/Pharma,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 09-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Shashi Cables Ltd.,IND-RA,NCD/Bond,BB-/A4+,12-Jan-2026,HOT,2026-10-09,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,457.11,457.11,Infrastructure,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 12-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Jagruti Sugar & Allied Inds. Ltd.,IND-RA,NCD/Bond,BB-/A4+,12-Jan-2026,HOT,2026-10-09,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,75.0,75.0,Agro/Food,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 12-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Sivaguru Spinning Mills Pvt. Ltd.,IND-RA,NCD/Bond,B+/A4,12-Jan-2026,HOT,2026-10-09,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,43.0,43.0,Textiles,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 12-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Arti Silk Mills Pvt. Ltd.,CARE,NCD/Bond,B/A4,12-Jan-2026,HOT,2026-10-09,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,1.25,1.25,Textiles,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by CARE (INC since 12-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Shri Murlidhar Inds. Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,86.0,86.0,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Multitex Filteration Engineers Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,84.4,84.4,Manufacturing,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
George Maijo Inds. Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,74.32,74.32,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Kannappan Iron & Steel Co. Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,63.4,63.4,Steel & Metals,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Encorp Powertrans Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,55.0,55.0,Energy,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Vijai Construction (India) Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,52.0,52.0,Construction,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Sangeeth Textiles Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,47.04,47.04,Construction,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Ratnesh Ispat Services Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,45.0,45.0,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Sai Smaran Foods Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,45.0,45.0,Agro/Food,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Continental Milkose (India) Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,40.0,40.0,Steel & Metals,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Sri Mouli Textiles Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,36.0,36.0,Construction,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
S G S Motors Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,32.0,32.0,Automobiles,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Sri Venkateswara Spintex Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,30.34,30.34,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Servotech India Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,30.0,30.0,IT/Technology,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Paracoat Products Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,27.5,27.5,Manufacturing,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Super Hygiene Products Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,25.0,25.0,Manufacturing,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Bay Datacom Solutions Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,23.0,23.0,IT/Technology,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Puneet Iron & Steel Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,22.0,22.0,Steel & Metals,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Pearl International Services Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,21.5,21.5,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
New Field Industrial Equipment Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,21.25,21.25,Manufacturing,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Anand Construwell Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,21.0,21.0,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Maya Construction Co. Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,20.0,20.0,Construction,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Praveen Aroma Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,18.75,18.75,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Har Auto Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,18.0,18.0,Automobiles,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Vijay Engineering Equipment India Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,17.92,17.92,Manufacturing,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Sun Steel Inds. Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,17.5,17.5,Steel & Metals,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Sonale Fabrics Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,17.1,17.1,Textiles,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Quality Tea Plantations Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,16.77,16.77,Agro/Food,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
U D Solution Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,16.0,16.0,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Ultima Switchgears Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,15.5,15.5,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Elastochemie Impex Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,15.4,15.4,Chemicals/Pharma,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Kolluri Impex Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,15.0,15.0,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
T C Communication Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,15.0,15.0,IT/Technology,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Egwood Boards & Panels Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,14.27,14.27,Paper/Packaging,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Unicon Technology Intl. Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,14.04,14.04,IT/Technology,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Kinjal Chemicals Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,14.0,14.0,Chemicals/Pharma,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Style Marketing Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,13.0,13.0,Steel & Metals,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Mega Vitrified Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,12.84,12.84,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Emdee Digitronics Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,12.15,12.15,Other,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
Aarti Infrastructure & Buildcon Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,HOT,2026-10-13,Oct Wk2 (Oct 8-14),5,TIER 5 — HOT,1,12.0,12.0,Construction,"ENGAGE NOW — Call in advance, execute when licensed",ACER is Indias 8th CRA completing SEBI CRA license. Your NCD/Bond rated by IND-RA (INC since 16-Jan-2026) needs renewal. We fast-track the process — speak to our analyst today.
