Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Escalates To,Escalation Date,Escalation Month,Days Since (Jun 25),Amount Cr,Sector,Source,Why Target,ACER Pitch Angle,Call Week,ACER_Pitch_Infomerics
Spica Projects And Infrastructure Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC) (Downgraded),23-Jan-2026,LOW,HOT,2026-10-20,October 2026,153,6.01,Construction,Infomerics,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Spica Projects And Infrastructure Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC),23-Jan-2026,LOW,HOT,2026-10-20,October 2026,153,53.85,Construction,Infomerics,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Sri Shyam Fashion India Private Limited,Infomerics,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),17-Oct-2025,MEDIUM,ULTRA HOT,2026-10-17,October 2026,251,25.44,Textiles,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Sri Shyam Fashion India Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),17-Oct-2025,MEDIUM,ULTRA HOT,2026-10-17,October 2026,251,1.5,Textiles,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Swadha Finlease Private Limited,Infomerics,Long Term Fund Based Bank Facilities â€“ Proposed Term Loan,IVR B- (INC)(Downgraded),23-Jan-2026,LOW,HOT,2026-10-20,October 2026,153,3.0,Other,Infomerics,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
T and T Fruits,Infomerics,Long Term Bank Facilities,IVR C (INC)(Downgraded),23-Jan-2026,LOW,HOT,2026-10-20,October 2026,153,10.58,Other,Infomerics,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk3 (Oct 15-21),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Accord Chemical Corporation,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Withdrawn),02-Feb-2026,LOW,HOT,2026-10-30,October 2026,143,16.0,Chemicals/Pharma,Infomerics,INC rating hits HOT threshold on 2026-10-30 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Accord Chemical Corporation,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Withdrawn),02-Feb-2026,LOW,HOT,2026-10-30,October 2026,143,142.0,Chemicals/Pharma,Infomerics,INC rating hits HOT threshold on 2026-10-30 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Adinath Cars Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC)(Reaffirmed),22-Oct-2025,MEDIUM,ULTRA HOT,2026-10-22,October 2026,246,14.73,Automobiles,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Adinath Cars Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),22-Oct-2025,MEDIUM,ULTRA HOT,2026-10-22,October 2026,246,46.5,Automobiles,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Aditya Auto Industries,Infomerics,Long Term Bank Facilities,IVR B- (INC)(Downgraded),30-Oct-2025,MEDIUM,ULTRA HOT,2026-10-30,October 2026,238,19.98,Automobiles,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-30 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Agrawal Infrabuild Private Limited,Infomerics,Long Term Facilities,IVR BBB (INC)(Downgraded),28-Jan-2026,LOW,HOT,2026-10-25,October 2026,148,62.19,Construction,Infomerics,INC rating hits HOT threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Agrawal Infrabuild Private Limited,Infomerics,Short Term Facility,IVR A3+ (INC)(Downgraded),28-Jan-2026,LOW,HOT,2026-10-25,October 2026,148,130.0,Construction,Infomerics,INC rating hits HOT threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Amarpali Cylinders Private Limited,Infomerics,Long Term Bank Facilities,IVR B- (INC)(Downgraded),22-Oct-2025,MEDIUM,ULTRA HOT,2026-10-22,October 2026,246,56.39,Other,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Amarpali Cylinders Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),22-Oct-2025,MEDIUM,ULTRA HOT,2026-10-22,October 2026,246,6.9,Other,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Ambuj Hotel and Real Estate Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),03-Feb-2026,LOW,HOT,2026-10-31,October 2026,142,40.0,Construction,Infomerics,INC rating hits HOT threshold on 2026-10-31 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Amit Buildwell Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC) (Downgraded),27-Jan-2026,LOW,HOT,2026-10-24,October 2026,149,7.0,Construction,Infomerics,INC rating hits HOT threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Amit Buildwell Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC),27-Jan-2026,LOW,HOT,2026-10-24,October 2026,149,18.0,Construction,Infomerics,INC rating hits HOT threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Assam Electronics Development Corporation Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),28-Jan-2026,LOW,HOT,2026-10-25,October 2026,148,400.0,Other,Infomerics,INC rating hits HOT threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Avi Ansh Enterprises Private Limited,Infomerics,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),29-Oct-2025,MEDIUM,ULTRA HOT,2026-10-29,October 2026,239,19.68,Other,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-29 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Bhavani Shipping Services (India) Private Limited,Infomerics,Long Term Bank Facility,IVR B (INC) (Downgraded),03-Feb-2026,LOW,HOT,2026-10-31,October 2026,142,22.99,Logistics,Infomerics,INC rating hits HOT threshold on 2026-10-31 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Cimechel Electric Private Limited,Infomerics,Long Term Facilities,IVR BB (INC) (Downgraded),03-Feb-2026,LOW,HOT,2026-10-31,October 2026,142,44.13,Energy,Infomerics,INC rating hits HOT threshold on 2026-10-31 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Cimechel Electric Private Limited,Infomerics,Short Term Facilities,A4 (INC) (Downgraded),03-Feb-2026,LOW,HOT,2026-10-31,October 2026,142,80.87,Energy,Infomerics,INC rating hits HOT threshold on 2026-10-31 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Cruso Granito Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC) (Downgraded),29-Jan-2026,LOW,HOT,2026-10-26,October 2026,147,54.09,Other,Infomerics,INC rating hits HOT threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Cruso Granito Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC),29-Jan-2026,LOW,HOT,2026-10-26,October 2026,147,4.5,Other,Infomerics,INC rating hits HOT threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Dayal Energy & Protein Private Limited,Infomerics,Long Term Instruments /Facilities,IVR BB (INC) (Downgraded),30-Jan-2026,LOW,HOT,2026-10-27,October 2026,146,39.0,Energy,Infomerics,INC rating hits HOT threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Dayal Energy & Protein Private Limited,Infomerics,Short Term Instruments /Facilities,IVR A4 (INC) (Downgraded),30-Jan-2026,LOW,HOT,2026-10-27,October 2026,146,10.0,Energy,Infomerics,INC rating hits HOT threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Dhruv Industries Limited,Infomerics,Long Term Bank  Facilities,IVR B+ (INC)(Downgraded),29-Jan-2026,LOW,HOT,2026-10-26,October 2026,147,30.57,Manufacturing,Infomerics,INC rating hits HOT threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Dhruv Industries Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),29-Jan-2026,LOW,HOT,2026-10-26,October 2026,147,35.25,Manufacturing,Infomerics,INC rating hits HOT threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Dhruv Industries Limited,Infomerics,Long/Short Term Bank Facilities,IVR B+/IVR A4; (INC)(Downgraded/Reaffirmed),29-Jan-2026,LOW,HOT,2026-10-26,October 2026,147,0.18,Manufacturing,Infomerics,INC rating hits HOT threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Eden Realty Ventures Private Limited,Infomerics,Long Term Bank Facility (Proposed),IVR BBB- (INC)(Downgraded),23-Oct-2025,MEDIUM,ULTRA HOT,2026-10-23,October 2026,245,75.0,Construction,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-23 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Fastbuild Blocks Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),02-Feb-2026,LOW,HOT,2026-10-30,October 2026,143,14.75,Construction,Infomerics,INC rating hits HOT threshold on 2026-10-30 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Fastbuild Blocks Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),02-Feb-2026,LOW,HOT,2026-10-30,October 2026,143,14.75,Construction,Infomerics,INC rating hits HOT threshold on 2026-10-30 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Garden Court Distilleries Private Limited,Infomerics,Long Term Facilities,IVR BB+ (INC)(Withdrawn),29-Jan-2026,LOW,HOT,2026-10-26,October 2026,147,96.67,Other,Infomerics,INC rating hits HOT threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Garden Court Distilleries Private Limited,Infomerics,Long Term/ Short Term Facilities,IVR BB+/IVR A4+; (INC)(Withdrawn),29-Jan-2026,LOW,HOT,2026-10-26,October 2026,147,421.0,Other,Infomerics,INC rating hits HOT threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Garden Court Distilleries Private Limited,Infomerics,Long Term Facilities,IVR BB+ (INC)(Withdrawn),29-Jan-2026,LOW,HOT,2026-10-26,October 2026,147,96.67,Other,Infomerics,INC rating hits HOT threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Garden Court Distilleries Private Limited,Infomerics,Long Term/ Short Term Facilities,IVR BB+/IVR A4+; (INC)(Withdrawn),29-Jan-2026,LOW,HOT,2026-10-26,October 2026,147,421.0,Other,Infomerics,INC rating hits HOT threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Gates Wears,Infomerics,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),03-Feb-2026,LOW,HOT,2026-10-31,October 2026,142,22.47,Other,Infomerics,INC rating hits HOT threshold on 2026-10-31 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Gates Wears,Infomerics,Short Term Bank Facilities,IVR A4 (INC),03-Feb-2026,LOW,HOT,2026-10-31,October 2026,142,20.0,Other,Infomerics,INC rating hits HOT threshold on 2026-10-31 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
HR Ispat Private Limited,Infomerics,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),29-Jan-2026,LOW,HOT,2026-10-26,October 2026,147,31.78,Other,Infomerics,INC rating hits HOT threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
HR Ispat Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),29-Jan-2026,LOW,HOT,2026-10-26,October 2026,147,15.74,Other,Infomerics,INC rating hits HOT threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Honest Alloys Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),29-Oct-2025,MEDIUM,ULTRA HOT,2026-10-29,October 2026,239,17.5,Steel & Metals,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-29 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
IBIS Smart Marble Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC) (Downgraded),02-Feb-2026,LOW,HOT,2026-10-30,October 2026,143,124.27,Mining/Minerals,Infomerics,INC rating hits HOT threshold on 2026-10-30 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
IBIS Smart Marble Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC),02-Feb-2026,LOW,HOT,2026-10-30,October 2026,143,5.0,Mining/Minerals,Infomerics,INC rating hits HOT threshold on 2026-10-30 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Indreshwar Sugar Mills Limited,Infomerics,Long Term Facilities,IVR B- (INC)(Downgraded),28-Oct-2025,MEDIUM,ULTRA HOT,2026-10-28,October 2026,240,24.0,Agro/Food,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-28 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Kavita Industries,Infomerics,Long Term Bank Facilities,IVR C+ (INC) (Downgraded),02-Feb-2026,LOW,HOT,2026-10-30,October 2026,143,12.0,Manufacturing,Infomerics,INC rating hits HOT threshold on 2026-10-30 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
MEP Longjian CLR Private Limited,Infomerics,Long Term - Proposed Term Loan,IVR C- (INC)(Downgraded),29-Oct-2025,MEDIUM,ULTRA HOT,2026-10-29,October 2026,239,480.05,Other,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-29 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
MEP Longjian CLR Private Limited,Infomerics,Long Term Bank Facilities,IVR C- (INC)(Downgraded),29-Oct-2025,MEDIUM,ULTRA HOT,2026-10-29,October 2026,239,70.0,Other,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-29 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
MEP Longjian Loha Waranga Road Private Limited,Infomerics,Long Term Bank Facilities,IVR C- (INC)(Downgraded),29-Oct-2025,MEDIUM,ULTRA HOT,2026-10-29,October 2026,239,73.66,Construction,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-29 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
MEP Longjian Loha Waranga Road Private Limited,Infomerics,Long Term Bank Facilities - Proposed,IVR C- (INC)(Downgraded),29-Oct-2025,MEDIUM,ULTRA HOT,2026-10-29,October 2026,239,515.09,Construction,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-29 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
MEP Longjian VTR Private Limited,Infomerics,Long Term Bank Facilities - Proposed,IVR C- (INC)(Downgraded),29-Oct-2025,MEDIUM,ULTRA HOT,2026-10-29,October 2026,239,646.93,Other,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-29 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Mahalaxmi Distributors,Infomerics,Long Term Facilities,IVR B (INC) (Downgraded),02-Feb-2026,LOW,HOT,2026-10-30,October 2026,143,20.73,Trading/Exports,Infomerics,INC rating hits HOT threshold on 2026-10-30 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Mahalaxmi Distributors,Infomerics,Short Term Facilities,IVR A4 (INC) (Reaffirmed),02-Feb-2026,LOW,HOT,2026-10-30,October 2026,143,0.55,Trading/Exports,Infomerics,INC rating hits HOT threshold on 2026-10-30 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Mittal International,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),02-Feb-2026,LOW,HOT,2026-10-30,October 2026,143,25.0,Other,Infomerics,INC rating hits HOT threshold on 2026-10-30 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
N.E. Agency,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),27-Jan-2026,LOW,HOT,2026-10-24,October 2026,149,5.0,Other,Infomerics,INC rating hits HOT threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
