Company Name,Agency,Sector,Pipeline_Window,Instruments,Rev_Avg_Lakhs,Rev_High_Lakhs,Amt_Cr,NCD,Call_Window,Current_Urgency
Trotting Wheels Pvt. Ltd.,CRISIL,Steel & Metals,October 2026,Fund-Based Facilities,5.0,7.0,14.0,0,Oct Wk1 (Oct 1-7),LOW
Rani Kothi Banquets Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan,5.0,7.0,5.0,0,Nov Wk4 (Nov 22-30),LOW
Rangotsav Lifestyle Pvt. Ltd.,IND-RA,Other,Q2 2027,Term Loan,5.0,7.0,21.5,0,HOT by Jan 2027,LOW (<90 days)
Trivikrama Medical Services Pvt. Ltd.,IND-RA,Healthcare,October 2026,Term Loan,5.0,7.0,7.0,0,Nov Wk4 (Nov 22-30),MEDIUM
Triveni Knits Pvt. Ltd.,CRISIL,Textiles,October 2026,Term Loan,5.0,7.0,6.0,0,Oct Wk4 (Oct 22-31),LOW
Rajendra Trucking Pvt. Ltd.,CARE,Logistics,October 2026,Term Loan,5.0,7.0,10.0,0,Oct Wk3 (Oct 15-21),MEDIUM
Rajalakshmi Wind Energy Ltd.,BRICKWORK,Energy,October 2026,Term Loan,5.0,7.0,99.47,0,Oct Wk3 (Oct 15-21),LOW
Raj Vehicles Pvt. Ltd.,CRISIL,Manufacturing,Q1 2027,Fund-Based Facilities,5.0,7.0,27.5,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Arise Automotives Pvt. Ltd.,BRICKWORK,Automobiles,October 2026,Term Loan,5.0,7.0,1.31,0,Nov Wk1 (Nov 1-7),LOW
Arion Healthcare,Infomerics,Healthcare,Q1 2027,LT Bank Facilities,5.0,7.0,18.0,0,Oct–Nov 2026 — Call now (HOT by Oct),LOW/MEDIUM
Arion Healthcare,Infomerics,Healthcare,October 2026,LT Bank Facilities,5.0,7.0,18.0,0,Oct Wk2 (Oct 8-14),LOW
Arihant Publications (India) Ltd.,BRICKWORK,Other,October 2026,Term Loan,5.0,7.0,2.86,0,Oct Wk3 (Oct 15-21),LOW
Raj India Auto Pvt. Ltd.,CRISIL,Automobiles,October 2026,Fund-Based Facilities,5.0,7.0,12.0,0,Oct Wk2 (Oct 8-14),MEDIUM
Raichur Bio-Energies Pvt. Ltd.,IND-RA,Other,Q2 2027,Term Loan,5.0,7.0,32.2,0,HOT by Jan 2027,LOW (<90 days)
Raghava Life Sciences Pvt. Ltd.,ICRA,Healthcare,October 2026,Term Loan,5.0,7.0,28.84,0,Nov Wk3 (Nov 15-21),LOW
Jayalaxmi Minerals & Resources Pvt. Ltd.,CRISIL,Mining & Minerals,October 2026,Term Loan,5.0,7.0,6.5,0,Nov Wk2 (Nov 8-14),MEDIUM
Unimarck Pharma (India) Ltd.,CRISIL,Chemicals & Pharma,Q1 2027,Term Loan,5.0,7.0,1.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Rajdhani Castings Pvt. Ltd.,BRICKWORK,Steel & Metals,October 2026,Term Loan,5.0,7.0,8.0,0,Oct Wk2 (Oct 8-14),MEDIUM
Rajasthan Cricket Association,Infomerics,Other,October 2026,LT Bank Facilities,5.0,7.0,85.0,0,Oct Wk4 (Oct 22-31),MEDIUM
Jiya Agro Pvt. Ltd.,CRISIL,Agro & Food,Q2 2027,Term Loan,5.0,7.0,31.75,0,HOT by Jan 2027,LOW (<90 days)
Radius Sumer Developers Pvt. Ltd.,BRICKWORK,Other,Q2 2027,Term Loan,5.0,7.0,600.0,0,HOT by Jan 2027,LOW (<90 days)
K A S Industries India Ltd.,CARE,Manufacturing,October 2026,Term Loan,5.0,7.0,39.26,0,Oct Wk4 (Oct 22-31),LOW
Jyoti Threads (India) Pvt. Ltd.,BRICKWORK,Textiles,October 2026,Term Loan,5.0,7.0,11.33,0,Nov Wk4 (Nov 22-30),LOW
Raj Rajeshwari Techno-Fab Pvt. Ltd.,CRISIL,IT/Technology,October 2026,Term Loan,5.0,7.0,15.0,0,Oct Wk2 (Oct 8-14),MEDIUM
Kalthia Infra Projects Pvt. Ltd.,ICRA,Construction,October 2026,Term Loan,5.0,7.0,147.86,0,Nov Wk1 (Nov 1-7),LOW
Kallam Agro Products & Oils Pvt. Ltd.,ICRA,Agro & Food,Q2 2027,Term Loan,5.0,7.0,6.5,0,HOT by Jan 2027,LOW (<90 days)
Kallam Agro Products & Oils Pvt. Ltd.,ICRA,Agro & Food,October 2026,Term Loan,5.0,7.0,6.5,0,Oct Wk2 (Oct 8-14),LOW
Jayajeya Agro Food Products Pvt. Ltd.,CRISIL,Agro & Food,October 2026,Term Loan,5.0,7.0,10.0,0,Oct Wk4 (Oct 22-31),LOW
Unibait Feeds Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan,5.0,7.0,15.0,0,Nov Wk4 (Nov 22-30),LOW
Undavalli Constructions Pvt. Ltd.,IND-RA,Construction,October 2026,Term Loan,5.0,7.0,90.0,0,Oct Wk2 (Oct 8-14),LOW
Jakraya Sugar Ltd.,BRICKWORK,Agro & Food,October 2026,Term Loan,5.0,7.0,86.29,0,Oct Wk3 (Oct 15-21),MEDIUM
Arunachala Spinning Mills India Pvt. Ltd.,CARE,Textiles,Q2 2027,Term Loan,5.0,7.0,15.07,0,HOT by Jan 2027,LOW (<90 days)
Arunachala Spinning Mills India Pvt. Ltd.,CARE,Textiles,October 2026,Term Loan,5.0,7.0,15.07,0,Oct Wk3 (Oct 15-21),LOW
Aruna Alloy Steels Pvt. Ltd.,CRISIL,Steel & Metals,Q1 2027,Term Loan,5.0,7.0,17.7,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Arun Spinning Mills Pvt. Ltd.,ACUITE,Textiles,Q2 2027,Term Loan,5.0,7.0,1.2,0,HOT by Jan 2027,LOW (<90 days)
Arun Spinning Mills Pvt. Ltd.,ACUITE,Textiles,October 2026,Term Loan,5.0,7.0,1.2,0,Oct Wk2 (Oct 8-14),LOW
Arun Shelters Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan,5.0,7.0,20.0,0,Oct Wk2 (Oct 8-14),LOW
Arora Udyog Ltd.,BRICKWORK,Other,Q2 2027,Term Loan,5.0,7.0,49.83,0,HOT by Jan 2027,LOW (<90 days)
Antony Road Transport Solutions Pvt. Ltd.,CARE,Construction,Q2 2027,Term Loan,5.0,7.0,41.43,0,HOT by Jan 2027,LOW (<90 days)
Raman Agro Exports Pvt. Ltd.,ICRA,Agro & Food,October 2026,Term Loan,5.0,7.0,6.0,0,Nov Wk2 (Nov 8-14),LOW
Rama Spinners Pvt. Ltd.,CRISIL,Hotels & Tourism,October 2026,Term Loan,5.0,7.0,13.5,0,Oct Wk3 (Oct 15-21),LOW
Janani Foodtek (I) Pvt. Ltd.,IND-RA,Agro & Food,October 2026,Term Loan,5.0,7.0,14.5,0,Oct Wk2 (Oct 8-14),LOW
Jamkash Trucking Pvt. Ltd.,CRISIL,Logistics,October 2026,Fund-Based Facilities,5.0,7.0,5.4,0,Nov Wk4 (Nov 22-30),LOW
Jalan Transolutions (India) Ltd.,CARE,Other,Q2 2027,Term Loan,5.0,7.0,13.5,0,HOT by Jan 2027,LOW (<90 days)
Jal Precision Products Ltd.,IND-RA,Other,Q1 2027,Term Loan,5.0,7.0,15.5,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Unique Infra Engineers & Edifices Pvt. Ltd.,CRISIL,Construction,October 2026,Term Loan,5.0,7.0,10.0,0,Nov Wk4 (Nov 22-30),LOW
Unity Care & Health Services Pvt. Ltd.,ICRA,Healthcare,October 2026,Term Loan,5.0,7.0,8.05,0,Oct Wk4 (Oct 22-31),LOW
United Heat Transfer Ltd.,CRISIL,Other,October 2026,Term Loan,5.0,7.0,20.15,0,Nov Wk4 (Nov 22-30),LOW
Antony Road Transport Solutions Pvt. Ltd.,CARE,Logistics,October 2026,Term Loan,5.0,7.0,41.43,0,Oct Wk2 (Oct 8-14),LOW
Ramani Icecream Co. Ltd.,CARE,Other,Q1 2027,Term Loan,5.0,7.0,9.77,0,Oct–Nov 2026 — Call now (HOT by Oct),LOW/MEDIUM
Trinity Fructa Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan,5.0,7.0,52.76,0,Oct Wk2 (Oct 8-14),MEDIUM
Trimurti Flour Mill Pvt. Ltd.,IND-RA,Agro & Food,Q2 2027,Term Loan,5.0,7.0,7.48,0,HOT by Jan 2027,LOW (<90 days)
Travancore Titanium Products Ltd.,CRISIL,Mining & Minerals,Q2 2027,Term Loan,5.0,7.0,82.0,0,HOT by Jan 2027,LOW (<90 days)
Asian Thai Foods India Pvt. Ltd.,CRISIL,Agro & Food,October 2026,Term Loan,5.0,7.0,10.0,0,Nov Wk2 (Nov 8-14),MEDIUM
Asian Hotels (West) Ltd.,IND-RA,Hotels & Tourism,Q2 2027,Term Loan,5.0,7.0,247.76,0,HOT by Jan 2027,LOW (<90 days)
Asiad Engineering Works Pvt. Ltd.,CRISIL,Manufacturing,October 2026,Term Loan,5.0,7.0,1.0,0,Nov Wk2 (Nov 8-14),MEDIUM
Assorted Plastics Pvt. Ltd.,BRICKWORK,Other,Q2 2027,Term Loan,5.0,7.0,2.76,0,HOT by Jan 2027,LOW (<90 days)
Assorted Plastics Pvt. Ltd.,BRICKWORK,Chemicals & Pharma,October 2026,Term Loan,5.0,7.0,2.76,0,Oct Wk1 (Oct 1-7),LOW
Travancore Titanium Products Ltd.,CRISIL,Manufacturing,October 2026,Term Loan,5.0,7.0,82.0,0,Oct Wk1 (Oct 1-7),LOW
Rayon Textile India Pvt. Ltd.,ACUITE,Textiles,October 2026,Term Loan,5.0,7.0,1.1,0,Oct Wk4 (Oct 22-31),LOW
Ratan Buildtech Pvt. Ltd.,BRICKWORK,Construction,Q1 2027,Term Loan,5.0,7.0,45.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Itaan Pharma Pvt. Ltd.,IND-RA,Chemicals & Pharma,Q1 2027,Term Loan,5.0,7.0,41.54,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Ishwar Ispat Inds. Pvt. Ltd.,CARE,Other,Q2 2027,Term Loan,5.0,7.0,25.0,0,HOT by Jan 2027,LOW (<90 days)
Assam Electronics Development Corporation Limited,Infomerics,Other,Q1 2027,LT Bank Facilities,5.0,7.0,400.0,0,Oct–Nov 2026 — Call now (HOT by Oct),LOW/MEDIUM
Assam Electronics Development Corporation Limited,Infomerics,Other,October 2026,LT Bank Facilities,5.0,7.0,400.0,0,Oct Wk4 (Oct 22-31),LOW
Assago Industries Pvt. Ltd.,CARE,Other,Q1 2027,Term Loan,5.0,7.0,220.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
J P Infra Realty Pvt. Ltd.,IND-RA,Construction,Q2 2027,Term Loan,5.0,7.0,350.0,0,HOT by Jan 2027,LOW (<90 days)
Ishwar Ispat Inds. Pvt. Ltd.,CARE,Other,October 2026,Term Loan,5.0,7.0,25.0,0,Oct Wk2 (Oct 8-14),LOW
Isha Snacks Pvt. Ltd.,BRICKWORK,Other,October 2026,Term Loan,5.0,7.0,11.0,0,Oct Wk4 (Oct 22-31),MEDIUM
Intercraft Trading Pvt. Ltd.,CRISIL,Trading/Exports,October 2026,Term Loan,5.0,7.0,2.1,0,Oct Wk3 (Oct 15-21),LOW
Relan Motors Pvt. Ltd.,CRISIL,Automobiles,October 2026,Fund-Based Facilities,5.0,7.0,10.0,0,Nov Wk4 (Nov 22-30),LOW
Raymix Concrete India Pvt. Ltd.,CARE,Other,Q2 2027,Term Loan,5.0,7.0,4.98,0,HOT by Jan 2027,LOW (<90 days)
J P Motor Pvt. Ltd.,IND-RA,Automobiles,Q2 2027,Term Loan,5.0,7.0,12.0,0,HOT by Jan 2027,LOW (<90 days)
Indus T M T Inds. Ltd.,CRISIL,Other,October 2026,Term Loan,5.0,7.0,2.0,0,Nov Wk3 (Nov 15-21),LOW
Indreshwar Sugar Mills Limited,Infomerics,Agro & Food,October 2026,LT Bank Facilities,5.0,7.0,24.0,0,Oct Wk4 (Oct 22-31),MEDIUM
Indratara Agro Inds. Pvt. Ltd.,CRISIL,Agro & Food,October 2026,Term Loan,5.0,7.0,1.7,0,Oct Wk4 (Oct 22-31),LOW
Indrajit Properties Pvt. Ltd. (2011),BRICKWORK,IT/Technology,Q2 2027,Term Loan,5.0,7.0,20.0,0,HOT by Jan 2027,LOW (<90 days)
J J Glastronics Pvt. Ltd.,CARE,Other,Q2 2027,Term Loan,5.0,7.0,40.73,0,HOT by Jan 2027,LOW (<90 days)
Ribbel International Ltd.,CRISIL,Other,October 2026,Term Loan,5.0,7.0,6.35,0,Nov Wk1 (Nov 1-7),MEDIUM
Rex Pipes & Cables Inds. Ltd.,CRISIL,Steel & Metals,October 2026,Term Loan,5.0,7.0,6.06,0,Oct Wk4 (Oct 22-31),MEDIUM
Rex Global Ltd.,BRICKWORK,Other,October 2026,Fund-Based Facilities,5.0,7.0,1.0,0,Nov Wk4 (Nov 22-30),LOW
Indicon Construction Pvt. Ltd.,IND-RA,Construction,Q1 2027,Fund-Based Facilities,5.0,7.0,20.0,0,Oct–Nov 2026 — Call now (HOT by Oct),LOW/MEDIUM
Trishul Tread Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan,5.0,7.0,1.5,0,Nov Wk4 (Nov 22-30),MEDIUM
Rishi Auto Sales Pvt. Ltd.,BRICKWORK,Automobiles,Q2 2027,Fund-Based Facilities,5.0,7.0,12.0,0,HOT by Jan 2027,LOW (<90 days)
Rishi Auto Sales Pvt. Ltd.,BRICKWORK,Automobiles,October 2026,Fund-Based Facilities,5.0,7.0,12.0,0,Oct Wk1 (Oct 1-7),LOW
Titanium Merchant Pvt. Ltd.,BRICKWORK,Other,Q2 2027,Term Loan,5.0,7.0,35.67,0,HOT by Jan 2027,LOW (<90 days)
Titan-Antony Aviation India Pvt. Ltd.,CRISIL,Logistics,October 2026,Term Loan,5.0,7.0,5.0,0,Oct Wk3 (Oct 15-21),MEDIUM
Renuka Plasti Crafts Pvt. Ltd.,ACUITE,Other,Q1 2027,Term Loan,5.0,7.0,2.97,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Reliable Exports (India) Pvt. Ltd.,BRICKWORK,Logistics,October 2026,Term Loan,5.0,7.0,289.99,0,Nov Wk4 (Nov 22-30),LOW
Reliable Automotive Pvt. Ltd.,CRISIL,Manufacturing,Q1 2027,Fund-Based Facilities,5.0,7.0,39.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Transfix (India) Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan,5.0,7.0,3.5,0,Oct Wk4 (Oct 22-31),LOW
Athena Cars & Tours Pvt. Ltd.,CRISIL,Other,Q1 2027,Term Loan,5.0,7.0,40.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Arvind Motors Pvt. Ltd.,BRICKWORK,Automobiles,October 2026,Fund-Based Facilities,5.0,7.0,3.47,0,Oct Wk2 (Oct 8-14),MEDIUM
Ritika Vegetable Oil Pvt. Ltd.,ACUITE,Energy,October 2026,Term Loan,5.0,7.0,3.95,0,Nov Wk4 (Nov 22-30),LOW
Ma Sarada Cold Storage Pvt. Ltd.,ICRA,Other,Q2 2027,Term Loan,5.0,7.0,4.01,0,HOT by Jan 2027,LOW (<90 days)
Paloma Turning Co. Pvt. Ltd.,CRISIL,Other,October 2026,Term Loan,5.0,7.0,13.0,0,Oct Wk4 (Oct 22-31),LOW
Pallavapuram Tambaram M S W Pvt. Ltd.,BRICKWORK,Other,Q2 2027,Term Loan,5.0,7.0,57.59,0,HOT by Jan 2027,LOW (<90 days)
Paliwal Sons Dairy Pvt. Ltd.,BRICKWORK,Agro & Food,Q1 2027,Term Loan,5.0,7.0,2.35,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Agmotex Fabrics Pvt. Ltd.,CRISIL,Textiles,Q2 2027,Term Loan,5.0,7.0,7.0,0,HOT by Jan 2027,LOW (<90 days)
Agmotex Fabrics Pvt. Ltd.,CRISIL,Textiles,October 2026,Term Loan,5.0,7.0,7.0,0,Oct Wk3 (Oct 15-21),LOW
Aggarwal Automotive Pvt. Ltd.,CRISIL,Automobiles,October 2026,Fund-Based Facilities,5.0,7.0,19.0,0,Nov Wk2 (Nov 8-14),MEDIUM
Jai Hind Sugar Pvt. Ltd.,BRICKWORK,Agro & Food,Q1 2027,Fund-Based Facilities,5.0,7.0,259.29,0,Sep–Oct 2026 — Call 3 months ahead,LOW/MEDIUM
Jai Hind Sugar Private Limited,Infomerics,Agro & Food,Q1 2027,LT Bank Facilities,5.0,7.0,207.25,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Jai Ganesh Ispat & Ferro Alloys Pvt. Ltd.,IND-RA,Steel & Metals,Q1 2027,Term Loan,5.0,7.0,27.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Redco Hotels Pvt. Ltd.,CRISIL,Hotels & Tourism,October 2026,Term Loan,5.0,7.0,45.0,0,Oct Wk3 (Oct 15-21),MEDIUM
Jagat Agrotech Pvt. Ltd.,CRISIL,Agro & Food,October 2026,Term Loan,5.0,7.0,5.0,0,Oct Wk3 (Oct 15-21),MEDIUM
Jagat Agrotech Pvt. Ltd.,CARE,Agro & Food,October 2026,Term Loan,5.0,7.0,3.59,0,Nov Wk1 (Nov 1-7),LOW
Ravian Life Science Pvt. Ltd.,CRISIL,Healthcare,October 2026,Term Loan,5.0,7.0,3.0,0,Nov Wk1 (Nov 1-7),MEDIUM
Ratnadeep Retail Pvt. Ltd.,CRISIL,Media/Retail,October 2026,Term Loan,5.0,7.0,90.0,0,Oct Wk4 (Oct 22-31),MEDIUM
Rathi Special Steels Ltd.,CARE,Steel & Metals,Q1 2027,Term Loan,5.0,7.0,7.7,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Jai Bhagwati Texprint Pvt. Ltd.,IND-RA,Paper/Packaging,October 2026,Term Loan,5.0,7.0,5.0,0,Oct Wk2 (Oct 8-14),LOW
Jagrut Motors Pvt. Ltd.,ICRA,Other,Q1 2027,Term Loan,5.0,7.0,0.26,0,Sep 2026 — RM,LOW/MEDIUM
Rathi Hatcheries Pvt. Ltd.,BRICKWORK,Other,October 2026,Term Loan,5.0,7.0,1.25,0,Oct Wk2 (Oct 8-14),MEDIUM
Rathi Bars Ltd.,CARE,Other,Q2 2027,Term Loan,5.0,7.0,7.51,0,HOT by Jan 2027,LOW (<90 days)
Rathi Bars Ltd.,CARE,Other,October 2026,Term Loan,5.0,7.0,7.51,0,Oct Wk2 (Oct 8-14),LOW
Jai Bhavani Furnishing Pvt. Ltd.,IND-RA,Other,October 2026,Term Loan,5.0,7.0,8.0,0,Nov Wk4 (Nov 22-30),MEDIUM
Jay Bharat Spices Pvt. Ltd.,ICRA,Agro & Food,Q1 2027,Term Loan,5.0,7.0,1.95,0,Sep 2026 — RM,LOW/MEDIUM
Jai Mata Bala Sundari Steels Pvt. Ltd.,CRISIL,Steel & Metals,Q2 2027,Fund-Based Facilities,5.0,7.0,2.0,0,HOT by Jan 2027,LOW (<90 days)
Jai Mata Bala Sundari Steels Pvt. Ltd.,CRISIL,Steel & Metals,October 2026,Fund-Based Facilities,5.0,7.0,2.0,0,Oct Wk3 (Oct 15-21),LOW
Madhya Pradesh Power Generating Company Limited,Infomerics,Energy,Q1 2027,LT Bank Facilities,5.0,7.0,1300.0,0,Sep–Oct 2026 — Call 3 months ahead,LOW/MEDIUM
Padmaja Packaging Inds. Ltd.,CRISIL,Paper/Packaging,October 2026,Term Loan,5.0,7.0,35.75,0,Oct Wk3 (Oct 15-21),LOW
Panesar Steel & Power Limited,Infomerics,Steel & Metals,Q1 2027,LT Bank Facilities,5.0,7.0,33.63,0,Oct–Nov 2026 — Call now (HOT by Oct),LOW/MEDIUM
Panesar Steel & Power Limited,Infomerics,Steel & Metals,October 2026,LT Bank Facilities,5.0,7.0,33.63,0,Oct Wk4 (Oct 22-31),LOW
Maharaja Agrofoods Pvt. Ltd.,CRISIL,Agro & Food,Q2 2027,Term Loan,5.0,7.0,23.0,0,HOT by Jan 2027,LOW (<90 days)
Mahamaya Foods & Grains Pvt. Ltd.,CARE,Agro & Food,Q1 2027,Term Loan,5.0,7.0,3.51,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Mahalaxmi Technocast Pvt. Ltd.,ICRA,IT/Technology,October 2026,Term Loan,5.0,7.0,0.0,0,Oct Wk1 (Oct 1-7),LOW
Maa Annapurna Jute & Carpets Inds. Pvt. Ltd.,CRISIL,Other,Q2 2027,Term Loan,5.0,7.0,10.0,0,HOT by Jan 2027,LOW (<90 days)
P S V Precast Pvt. Ltd.,CARE,Other,Q2 2027,Term Loan,5.0,7.0,6.65,0,HOT by Jan 2027,LOW (<90 days)
Paithan Mega Food Park Pvt. Ltd.,CARE,Agro & Food,October 2026,Term Loan,5.0,7.0,13.4,0,Nov Wk1 (Nov 1-7),LOW
Pagro Frozen Foods Pvt. Ltd.,ICRA,Agro & Food,October 2026,Term Loan,5.0,7.0,7.26,0,Oct Wk2 (Oct 8-14),MEDIUM
Padmavati Castings Pvt. Ltd.,CRISIL,Steel & Metals,October 2026,Term Loan,5.0,7.0,7.0,0,Oct Wk1 (Oct 1-7),MEDIUM
Padmaja Polymers Pvt. Ltd.,CRISIL,Chemicals & Pharma,October 2026,Fund-Based Facilities,5.0,7.0,1.0,0,Oct Wk4 (Oct 22-31),MEDIUM
Pappu Pooja Bhiwani Feed Pvt. Ltd.,BRICKWORK,IT/Technology,October 2026,Term Loan,5.0,7.0,2.57,0,Oct Wk2 (Oct 8-14),MEDIUM
Papcon (Indore) Pvt. Ltd.,ACUITE,Other,Q1 2027,Term Loan,5.0,7.0,5.6,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Pannageshwar Sugar Mills Ltd.,ICRA,Agro & Food,Q2 2027,Term Loan,5.0,7.0,25.14,0,HOT by Jan 2027,LOW (<90 days)
Maa Bhagawati Re-Rolling Mills Pvt. Ltd.,IND-RA,Steel & Metals,October 2026,Term Loan,5.0,7.0,7.41,0,Oct Wk2 (Oct 8-14),LOW
Maa Bhagawati Re-Rolling Mills Pvt. Ltd.,CARE,Steel & Metals,Q1 2027,Term Loan,5.0,7.0,2.28,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Maa Annapurna Jute & Carpets Inds. Pvt. Ltd.,CRISIL,Textiles,October 2026,Term Loan,5.0,7.0,10.0,0,Oct Wk4 (Oct 22-31),LOW
P V S Automotive Co. Pvt. Ltd.,CRISIL,Manufacturing,Q1 2027,Fund-Based Facilities,5.0,7.0,8.14,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Winfab Equipments Pvt. Ltd.,CRISIL,Manufacturing,October 2026,Bank Guarantee,4.0,5.0,1.5,0,Oct Wk4 (Oct 22-31),LOW
A & T Infracon Pvt. Ltd.,CARE,Construction,Q1 2027,Bank Guarantee,4.0,5.0,10.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
A M O Mobility Solutions Pvt. Ltd.,CARE,Other,October 2026,Bank Guarantee,4.0,5.0,5.0,0,Oct Wk1 (Oct 1-7),MEDIUM
Win-Win Automobiles Pvt. Ltd.,CRISIL,Automobiles,October 2026,Bank Guarantee,4.0,5.0,2.0,0,Nov Wk2 (Nov 8-14),MEDIUM
Win Power Infra Pvt. Ltd.,BRICKWORK,Construction,October 2026,Bank Guarantee,4.0,5.0,80.5,0,Nov Wk2 (Nov 8-14),MEDIUM
Miraj Engineering Services Pvt. Ltd.,CRISIL,Manufacturing,Q1 2027,Bank Guarantee,4.0,5.0,15.5,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Miryalguda Rice Inds. Pvt. Ltd.,CRISIL,Agro & Food,Q1 2027,Bank Guarantee,4.0,5.0,0.17,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Multi Max Engg. Works Pvt. Ltd.,BRICKWORK,Other,October 2026,Bank Guarantee,4.0,5.0,7.8,0,Oct Wk4 (Oct 22-31),MEDIUM
Neptune Systems Pvt. Ltd.,CRISIL,Other,October 2026,Bank Guarantee,4.0,5.0,9.0,0,Nov Wk4 (Nov 22-30),LOW
New Modern Technomech Pvt. Ltd.,ACUITE,IT/Technology,October 2026,Bank Guarantee,4.0,5.0,50.0,0,Oct Wk2 (Oct 8-14),LOW
New Modern Technomech Pvt. Ltd.,ACUITE,IT/Technology,Q2 2027,Bank Guarantee,4.0,5.0,50.0,0,HOT by Jan 2027,LOW (<90 days)
Newenergie Renewables Ltd.,CRISIL,Energy,October 2026,Bank Guarantee,4.0,5.0,8.0,0,Nov Wk4 (Nov 22-30),MEDIUM
Aditi Infrabuild & Services Ltd.,CRISIL,Construction,October 2026,Bank Guarantee,4.0,5.0,16.5,0,Oct Wk2 (Oct 8-14),LOW
Wadia Techno-Engineering Services Ltd.,BRICKWORK,Manufacturing,Q1 2027,Bank Guarantee,4.0,5.0,30.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Waterfront Constructions Pvt. Ltd.,BRICKWORK,Construction,Q1 2027,Bank Guarantee,4.0,5.0,60.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Weaverly Jute Mills Pvt. Ltd.,CRISIL,Textiles,October 2026,Bank Guarantee,4.0,5.0,2.5,0,Nov Wk4 (Nov 22-30),MEDIUM
Nasim Ahsan Construction Pvt. Ltd.,CARE,Construction,Q2 2027,Bank Guarantee,4.0,5.0,25.0,0,HOT by Jan 2027,LOW (<90 days)
Natraj Proteins Ltd.,BRICKWORK,Other,October 2026,Bank Guarantee,4.0,5.0,0.5,0,Nov Wk3 (Nov 15-21),MEDIUM
Navicom Technology Intl. Pvt. Ltd.,CRISIL,IT/Technology,October 2026,Bank Guarantee,4.0,5.0,5.0,0,Nov Wk4 (Nov 22-30),LOW
Navkar Urbanstructure Ltd.,CARE,Other,Q1 2027,Bank Guarantee,4.0,5.0,14.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
A C E Cardiopathy Solutions Pvt. Ltd.,CRISIL,Other,Q1 2027,Bank Guarantee,4.0,5.0,3.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Yalavarti Projects Pvt. Ltd.,CRISIL,Construction,Q1 2027,Bank Guarantee,4.0,5.0,50.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Nalanda Engicon Pvt. Ltd.,CARE,Other,October 2026,Bank Guarantee,4.0,5.0,7.0,0,Oct Wk2 (Oct 8-14),LOW
Nalanda Engicon Pvt. Ltd.,CARE,Other,Q2 2027,Bank Guarantee,4.0,5.0,7.0,0,HOT by Jan 2027,LOW (<90 days)
Orange Automotive Pvt. Ltd.,CARE,Automobiles,October 2026,Bank Guarantee,4.0,5.0,1.0,0,Nov Wk2 (Nov 8-14),MEDIUM
Western Electrotrans Pvt. Ltd.,BRICKWORK,Other,October 2026,Bank Guarantee,4.0,5.0,5.75,0,Nov Wk2 (Nov 8-14),LOW
A I Champdany Inds. Ltd.,CARE,Other,Q2 2027,Bank Guarantee,4.0,5.0,7.77,0,HOT by Jan 2027,LOW (<90 days)
A C Roy Shipbuilders Pvt. Ltd.,CRISIL,Construction,October 2026,Bank Guarantee,4.0,5.0,46.5,0,Oct Wk2 (Oct 8-14),MEDIUM
D M R Builders Pvt. Ltd.,CRISIL,Construction,October 2026,Bank Guarantee,4.0,5.0,98.0,0,Nov Wk4 (Nov 22-30),LOW
D T L India Holdings Ltd.,CRISIL,Other,October 2026,Bank Guarantee,4.0,5.0,5.0,0,Oct Wk3 (Oct 15-21),LOW
D T L India Holdings Ltd.,CRISIL,Other,Q2 2027,Bank Guarantee,4.0,5.0,5.0,0,HOT by Jan 2027,LOW (<90 days)
