Company Name,Agency,Instrument Type,Rating,Rating Date,Amount Cr,Sector,Current Urgency,NCD_Flag,Source,Pipeline_Window,Escalation_Date,Escalation_Month,Call_Window,Tier_Label,Agency_Count,Why Target,ACER Pitch Angle,Window_Order,Multi_Window_Flag,Sector_norm
Capital Electricals Pvt. Ltd.,CRISIL,Letter of Credit,A 4,24-Apr-2026,3.0,Energy,LOW,Standard,D365,October 2026,2026-10-21,Oct 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority,Energy
Shreyans Oils Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,27-Apr-2026,2.5,Energy,LOW,NCD — SEBI License Required,D365,October 2026,2026-10-24,Oct 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,1,Multi-Window Priority,Energy
Hubli Electricity Supply Co. Ltd.,CRISIL,Letter of Credit,A 4,28-Apr-2026,100.0,Energy,LOW,Standard,D365,October 2026,2026-10-25,Oct 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority,Energy
Uttamenergy Ltd.,CRISIL,Non-Fund-Based,A 4,30-Apr-2026,60.0,Energy,LOW,Standard,D365,October 2026,2026-10-27,Oct 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority,Energy
Uttamenergy Ltd.,CRISIL,Bank Guarantee,A 4,30-Apr-2026,58.0,Energy,LOW,Standard,D365,October 2026,2026-10-27,Oct 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority,Energy
Uttamenergy Ltd.,CRISIL,Letter of Credit,A 4,30-Apr-2026,25.0,Energy,LOW,Standard,D365,October 2026,2026-10-27,Oct 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority,Energy
Uttamenergy Ltd.,CRISIL,Fund-Based,B,30-Apr-2026,10.0,Energy,LOW,Standard,D365,October 2026,2026-10-27,Oct 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority,Energy
Uttamenergy Ltd.,CRISIL,Letter of Credit,A 4,30-Apr-2026,10.0,Energy,LOW,Standard,D365,October 2026,2026-10-27,Oct 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority,Energy
T B E A Energy (India) Pvt. Ltd.,BRICKWORK,Non-Fund-Based,A 4,2025-12-15,959.34,Energy,HOT,Standard,D365,Q1 2027,2026-12-15,Dec 2026,Sep 2026 — RM,Tier 2 — Dual Agency,2,INC rating hits ULTRA HOT on 2026-12-15 — prime Q1 2027 renewal target,Your Non-Fund-Based at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
T B E A Energy (India) Pvt. Ltd.,BRICKWORK,Fund-Based,B+,2025-12-15,393.3,Energy,HOT,Standard,D365,Q1 2027,2026-12-15,Dec 2026,Sep 2026 — RM,Tier 2 — Dual Agency,2,INC rating hits ULTRA HOT on 2026-12-15 — prime Q1 2027 renewal target,Your Fund-Based at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
T B E A Energy (India) Pvt. Ltd.,ACUITE,Bank Guarantee,A 4+,2025-12-30,678.5,Energy,LOW/MEDIUM,Standard,D365,Q1 2027,2026-12-30,Dec 2026,Sep 2026 — RM,Tier 2 — Dual Agency,2,INC rating hits ULTRA HOT on 2026-12-30 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Goa Sponge & Power Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,80.0,Energy,HOT,NCD — SEBI License Required,D365,Q1 2027,2026-12-19,Dec 2026,Sep 2026 — RM,Tier 2 — Dual Agency,2,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Shrishaila Electricals (India) Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-12-16,11.0,Energy,HOT,Standard,D365,Q1 2027,2026-12-16,Dec 2026,Sep 2026 — RM,Tier 2 — Dual Agency,2,INC rating hits ULTRA HOT on 2026-12-16 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Goa Sponge & Power Ltd.,ACUITE,Bank Guarantee,A 4+,2025-12-02,2.5,Energy,HOT,Standard,D365,Q1 2027,2026-12-02,Dec 2026,Sep 2026 — RM,Tier 2 — Dual Agency,2,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Shrishaila Electricals (India) Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-12-26,8.0,Energy,HOT,Standard,D365,Q1 2027,2026-12-26,Dec 2026,Sep 2026 — RM,Tier 2 — Dual Agency,2,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Shrishaila Electricals (India) Pvt. Ltd.,ACUITE,Short-Term Loan,A 4,2025-12-26,6.93,Energy,HOT,Standard,D365,Q1 2027,2026-12-26,Dec 2026,Sep 2026 — RM,Tier 2 — Dual Agency,2,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Short-Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Shrishaila Electricals (India) Pvt. Ltd.,ACUITE,Term Loan,B,2025-12-26,0.07,Energy,HOT,Standard,D365,Q1 2027,2026-12-26,Dec 2026,Sep 2026 — RM,Tier 2 — Dual Agency,2,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
T B E A Energy (India) Pvt. Ltd.,ACUITE,Short-Term Loan,A 4+,2025-12-30,71.25,Energy,LOW/MEDIUM,Standard,D365,Q1 2027,2026-12-30,Dec 2026,Sep 2026 — RM,Tier 2 — Dual Agency,2,INC rating hits ULTRA HOT on 2026-12-30 — prime Q1 2027 renewal target,Your Short-Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
T B E A Energy (India) Pvt. Ltd.,ACUITE,Term Loan,BB-,2025-12-30,35.0,Energy,LOW/MEDIUM,Standard,D365,Q1 2027,2026-12-30,Dec 2026,Sep 2026 — RM,Tier 2 — Dual Agency,2,INC rating hits ULTRA HOT on 2026-12-30 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Luker Electric Technologies Pvt. Ltd.,CARE,NCD/Bond,BBB/A3,2025-12-08,9.0,Energy,HOT,NCD — SEBI License Required,D365,Q1 2027,2026-12-08,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 3 — NCD Priority,1,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Senvion Wind Technology Pvt. Ltd.,CARE,NCD/Bond,BB/A4,2026-03-10,3000.0,Energy,LOW/MEDIUM,NCD — SEBI License Required,D365,Q1 2027,2027-03-10,Mar 2027,Dec 2026 – Jan 2027,Tier 3 — NCD Priority,1,INC rating hits ULTRA HOT on 2027-03-10 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Eneroil Offshore Drilling Ltd.,CARE,NCD/Bond,BB-/A4,2026-03-20,20.0,Energy,LOW/MEDIUM,NCD — SEBI License Required,D365,Q1 2027,2027-03-20,Mar 2027,Dec 2026 – Jan 2027,Tier 3 — NCD Priority,1,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Eneroil Offshore Drilling Ltd.,CARE,NCD/Bond,BB-/A4,2026-03-20,8.5,Energy,LOW/MEDIUM,NCD — SEBI License Required,D365,Q1 2027,2027-03-20,Mar 2027,Dec 2026 – Jan 2027,Tier 3 — NCD Priority,1,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Sirmour Small Hydro Power Pvt. Ltd.,CARE,Term Loan,BB+,2025-12-15,160.0,Energy,HOT,Standard,D365,Q1 2027,2026-12-15,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-15 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority,Energy
Vijai Electricals Ltd.,IND-RA,Fund-Based,A 4,2025-12-09,280.54,Energy,HOT,Standard,D365,Q1 2027,2026-12-09,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority,Energy
Vijai Electricals Ltd.,IND-RA,Term Loan,B+,2025-12-09,113.38,Energy,HOT,Standard,D365,Q1 2027,2026-12-09,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority,Energy
Global Infonet Distribution Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-10,75.0,Energy,HOT,Standard,D365,Q1 2027,2026-12-10,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Global Infonet Distribution Pvt. Ltd.,CRISIL,Fund-Based,B,2025-12-10,60.0,Energy,HOT,Standard,D365,Q1 2027,2026-12-10,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Shakun Gases Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-22,20.0,Energy,HOT,Standard,D365,Q1 2027,2026-12-22,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Liquinox Gases Pvt. Ltd.,CRISIL,Term Loan,BB+,2025-12-08,19.0,Energy,HOT,Standard,D365,Q1 2027,2026-12-08,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Dee Control & Electric Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-19,15.0,Energy,HOT,Standard,D365,Q1 2027,2026-12-19,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
A P S Hydro Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-05,9.0,Energy,HOT,Standard,D365,Q1 2027,2026-12-05,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority,Energy
Novartis Energy Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-22,7.0,Energy,HOT,Standard,D365,Q1 2027,2026-12-22,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
A P S Hydro Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-05,6.0,Energy,HOT,Standard,D365,Q1 2027,2026-12-05,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority,Energy
A P S Hydro Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-05,6.0,Energy,HOT,Standard,D365,Q1 2027,2026-12-05,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority,Energy
Pragati Ingots & Power Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-22,5.2,Energy,HOT,Standard,D365,Q1 2027,2026-12-22,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Dee Control & Electric Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-19,5.0,Energy,HOT,Standard,D365,Q1 2027,2026-12-19,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Srinav Oil Extraction Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,4.5,Energy,HOT,Standard,D365,Q1 2027,2026-12-22,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Hitrac Manpower Services Pvt. Ltd.,CRISIL,Fund-Based,B+,2025-12-10,0.9,Energy,HOT,Standard,D365,Q1 2027,2026-12-10,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Pragati Ingots & Power Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-22,0.6,Energy,HOT,Standard,D365,Q1 2027,2026-12-22,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Hindustan Coils Ltd.,CARE,Term Loan,BB-,2025-12-04,0.0,Energy,HOT,Standard,D365,Q1 2027,2026-12-04,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-04 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Brua Hydrowatt Pvt. Ltd.,CARE,Term Loan,B,2025-12-22,46.0,Energy,HOT,Standard,D365,Q1 2027,2026-12-22,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Brua Hydrowatt Pvt. Ltd.,CARE,Bank Guarantee,B,2025-12-22,4.0,Energy,HOT,Standard,D365,Q1 2027,2026-12-22,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Vinayak Oil & Fats Pvt. Ltd.,CARE,Letter of Credit,A 4,2025-12-24,22.5,Energy,HOT,Standard,D365,Q1 2027,2026-12-24,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Letter of Credit at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority,Energy
Vinayak Oil & Fats Pvt. Ltd.,CARE,Bank Guarantee,BB-,2025-12-24,1.0,Energy,HOT,Standard,D365,Q1 2027,2026-12-24,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority,Energy
Morries Energy Ltd.,BRICKWORK,Term Loan,B+,2025-12-16,4.37,Energy,HOT,Standard,D365,Q1 2027,2026-12-16,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-16 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Morries Energy Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-16,0.09,Energy,HOT,Standard,D365,Q1 2027,2026-12-16,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-16 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
A A Energy Pvt. Ltd.,ACUITE,Term Loan,C,2025-12-23,2.68,Energy,HOT,Standard,D365,Q1 2027,2026-12-23,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Shree Shyam Sponge & Power Ltd.,ICRA,Short-Term Loan,A 4,2025-12-19,0.0,Energy,HOT,Standard,D365,Q1 2027,2026-12-19,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Short-Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Vijai Electricals Ltd.,IND-RA,Fund-Based,A 4,2025-12-09,5.2,Energy,HOT,Standard,D365,Q1 2027,2026-12-09,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority,Energy
Kilavikulam Rajalakshmi Solar Power Developer Pvt. Ltd.,IND-RA,Term Loan,BB,2025-12-29,38.5,Energy,HOT,Standard,D365,Q1 2027,2026-12-29,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-29 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
Kilavikulam Rajalakshmi Solar Power Developer Pvt. Ltd.,IND-RA,Term Loan,BB,2025-12-29,12.71,Energy,HOT,Standard,D365,Q1 2027,2026-12-29,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-29 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Single Window,Energy
SVR Electricals Private Limited,Infomerics,Proposed Long Term/Short Term Non-Fund Based Bank Facility - Bank Guarantee,IVR C/IVR A4; (INC) (Downgraded/Reaffirmed),2025-12-02,18.75,Energy,HOT,Standard,Infomerics,Q1 2027,2026-12-02,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,2,Single Window,Energy
SVR Electricals Private Limited,Infomerics,Proposed Long Term Fund Based Bank Facility - Cash Credit,IVR C (INC) (Downgraded),2025-12-02,7.25,Energy,HOT,Standard,Infomerics,Q1 2027,2026-12-02,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,2,Single Window,Energy
SVR Electricals Private Limited,Infomerics,Proposed Short Term Non- Fund Based Bank Facility - Letter of Credit,IVR A4 (INC) (Reaffirmed),2025-12-02,1.0,Energy,HOT,Standard,Infomerics,Q1 2027,2026-12-02,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,2,Single Window,Energy
Sri Savitr Solar Private Limited,Infomerics,Long Term Facilities,IVR B (INC) (Downgraded),2025-12-09,64.5,Energy,HOT,Standard,Infomerics,Q1 2027,2026-12-09,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-09 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,2,Single Window,Energy
Sri Savitr Solar Private Limited,Infomerics,Short Term Facilities,IVR A4 (INC) (Reaffirmed),2025-12-09,5.5,Energy,HOT,Standard,Infomerics,Q1 2027,2026-12-09,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-09 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,2,Single Window,Energy
Tirupati Oil Cake Industries Private Limited,Infomerics,Long Term Bank Facilities,IVR C- (INC)(Downgraded),2025-12-26,44.0,Energy,HOT,Standard,Infomerics,Q1 2027,2026-12-26,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-26 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,2,Single Window,Energy
Tirupati Oil Cake Industries,Infomerics,Long Term Bank Facilities,IVR C- (INC)(Downgraded),2025-12-26,5.0,Energy,HOT,Standard,Infomerics,Q1 2027,2026-12-26,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-26 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,2,Single Window,Energy
Madhya Pradesh Power Generating Company Limited,Infomerics,Long Term Bank Facility,IVR B+ (INC)(Downgraded),2025-12-31,1300.0,Energy,LOW/MEDIUM,Standard,Infomerics,Q1 2027,2026-12-31,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2026-12-31 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,2,Single Window,Energy
Raigarh Ispat & Power Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC) (Downgraded),2026-01-09,104.31,Energy,LOW/MEDIUM,Standard,Infomerics,Q1 2027,2027-01-09,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-01-09 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,2,Multi-Window Priority,Energy
Raigarh Ispat & Power Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC) (Downgraded),2026-01-09,104.31,Energy,LOW/MEDIUM,Standard,Infomerics,Q1 2027,2027-01-09,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-01-09 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,2,Multi-Window Priority,Energy
