Company Name,Call_Group,RM_Tier,Aug_Week,Amt_Cr,NCD,Rev_Avg_Lakhs,Sector,Agency,Windows,Window_Count,Urgency,Why_Target,Pitch
Ultra Mile,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),13.0,0,4.0,Other,Infomerics,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Sumip Composites Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),12.899999999999999,0,4.0,Other,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Nova Publications & Printers Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),12.73,0,4.0,Other,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shreegopal Gobind Agro Tech Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),12.5,0,4.0,Agro/Food,ICRA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kailash Kraft Paper LLP,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),12.35,0,4.0,Paper/Packaging,Infomerics,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Genesis Finance Co. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),12.08,0,4.0,BFSI,BRICKWORK,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Alpha Carbonless Paper Mfg. Co. Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),12.0,0,4.0,Paper/Packaging,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Chheda Specialities Foods Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),12.0,0,4.0,Agro/Food,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Dhandapani Spinning Mills Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),12.0,0,4.0,Agro/Food,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Frontech Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),12.0,0,4.0,IT/Technology,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
M U N Agro Inds. Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),12.0,0,4.0,Agro/Food,ACUITE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Multani Pharmaceuticals Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),12.0,0,4.0,Chemicals/Pharma,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sharu Industries Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),12.0,0,4.0,Other,CARE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Letter of Credit at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shri Maa Mktg. Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),12.0,0,4.0,Other,BRICKWORK,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sunny Homecare Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),12.0,0,4.0,Other,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Wudtools,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),12.0,0,4.0,Other,Infomerics,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Godhan Masala Foods Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),11.7,0,4.0,Agro/Food,CARE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
E D A C Engineering Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),11.3,0,4.0,Manufacturing,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shankar Equipments Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),11.200000000000001,0,4.0,Manufacturing,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Elppe Chemicals Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),11.0,0,4.0,Chemicals/Pharma,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
M S G All Trdg. Intl. Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),11.0,0,4.0,Other,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mimani Agro Products Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),11.0,0,4.0,Agro/Food,ACUITE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
V V D & Sons Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),11.0,0,4.0,Other,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Varad Agri-Tech Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),11.0,0,4.0,IT/Technology,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Aditya Timpack Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),10.790000000000001,0,4.0,Other,CARE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Reep Industries Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),10.379999999999999,0,4.0,Other,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shilpa Alloys Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),10.33,0,4.0,Steel & Metals,ACUITE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ghaziabad Organics Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),10.0,0,4.0,Other,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sanskriti Mobitech Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),10.0,0,4.0,IT/Technology,BRICKWORK,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shree Shakambari Rice Mill Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),10.0,0,4.0,Agro/Food,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Short-Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sunil Sponge Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),10.0,0,4.0,Other,CARE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Letter of Credit at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ali Afzal Flour Mill Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),9.94,0,4.0,Agro/Food,BRICKWORK,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mark Alloys Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),9.8,0,4.0,Steel & Metals,BRICKWORK,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Swastika Steel & Allied Products Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),9.700000000000001,0,4.0,Steel & Metals,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Biomedicon Care Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),9.3,0,4.0,Other,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Om Threads Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),9.3,0,4.0,Other,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
S K S India Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),9.25,0,4.0,Other,BRICKWORK,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Tiger 4 India Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),9.25,0,4.0,Other,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Trans Valves (India) Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),9.25,0,4.0,Other,BRICKWORK,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Fund-Based at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ascan Plyboard India Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),9.0,0,4.0,Paper/Packaging,BRICKWORK,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Letter of Credit at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ashirbad Agro Products Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),9.0,0,4.0,Agro/Food,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mahesh Cotspin Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),9.0,0,4.0,Other,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Masti Health & Beauty Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),9.0,0,4.0,Healthcare,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
United Rubber Inds. (India) Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),9.0,0,4.0,Chemicals/Pharma,BRICKWORK,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Letter of Credit at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Blackstone Logistics Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),8.99,0,4.0,Logistics,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ashirvad Food Products Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),8.81,0,4.0,Agro/Food,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Consortium Automobiles Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),8.8,0,4.0,Manufacturing,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kent Intelligent Transportation Systems (India) Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),8.600000000000001,0,4.0,Logistics,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Pacific Harish Inds. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),8.6,0,4.0,Other,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Surat Goods Transport Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),8.5,0,4.0,Logistics,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vijay Transformers,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),8.5,0,4.0,Other,Infomerics,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Vipul Chemicals (India) Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),8.5,0,4.0,Chemicals/Pharma,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sharpline Automation Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),8.29,0,4.0,Manufacturing,ICRA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
K B A Agrotech Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),8.25,0,4.0,Agro/Food,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Tirupur Pandit Hosiery Millss Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),8.2,0,4.0,Agro/Food,ACUITE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
P V S Automotive Co. Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),8.14,0,4.0,Manufacturing,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Dugar Polymers Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),8.09,0,4.0,Chemicals/Pharma,ICRA,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Fairdeal Steels Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),8.0,0,4.0,Steel & Metals,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
M M P Industries Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),8.0,0,4.0,Other,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sharvi Agro Mills Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),8.0,0,4.0,Agro/Food,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
T N R Industries Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),8.0,0,4.0,Other,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Goombira Tea Co. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),7.92,0,4.0,Other,ACUITE,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rabia Logistics Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),7.89,0,4.0,Logistics,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Bai-Kakaji Aquasure Solutions Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),7.75,0,4.0,Other,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ess Ell Foods Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),7.5,0,4.0,Agro/Food,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kamadhenu Jewellery Pvt. Ltd.,GHOST HOT (D),TIER 3 — Junior RM / Tele-sales,Aug Wk1 (Aug 3-7),7.5,0,4.0,Jewellery,CRISIL,October 2026,1,HOT → escalating to ULTRA HOT by Dec 2026,INC hits ULTRA HOT in Dec 2026 — call Aug/Sep to get 3-month head start,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
