Company_Name,Rating_Date,Instruments,Size,Current_Rating,Outlook,Days_Since_Rating,Urgency,Current_Rater,Why_Target,ACER_Pitch
Rexon Strips Limited,"February 5, 2025",Short Term Bank Facilities,Rs. 2.00 Cr.,IVR A4 (INC) (Downgraded),Nil,502,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
J P Sortex Private Limited,"February 6, 2025",Long Term Bank Facilities,Rs. 37.00 Cr.,IVR B+ (INC)(Downgraded),Negative,501,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
J P Sortex Private Limited,"February 6, 2025",Short Term Bank Facilities,(Rs.29.00 Cr.)(Rs.12.00 Cr.),IVR A4 (INC)(Reaffirmed),Nil,501,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Vinni Chemicals Private Limited,"February 7, 2025",Long Term Bank Facilities,Rs. 8.37 Cr.,IVR C+ (INC)(Downgraded),Negative,500,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Smart Developers,"February 10, 2025",Long Term Bank Facility,Rs. 100.00 Cr.,IVR BB+ (INC)(Downgraded),Negative,497,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Raj Construction Company,"February 11, 2025",Long Term Bank Facilities,Rs. 7.00 Cr.,IVR BB (INC)(Downgraded),Negative,496,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Raj Construction Company,"February 11, 2025",Short Term Bank Facilities,Rs. 40.00 Cr.,IVR A4 (INC)(Downgraded),Nil,496,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Ocean Construction India Private Limited,"February 11, 2025",Long Term Bank Facilities,Rs. 15.00 Cr.,IVR BB (INC)(Downgraded),Negative,496,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Ocean Construction India Private Limited,"February 11, 2025",Short Term Bank Facilities,Rs. 75.00 Cr.,IVR A4 (INC)(Downgraded),Nil,496,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Sivaguru Spinning Mills Private Limited,"February 12, 2025",Long Term Facilities,Rs. 28.48 Cr.,IVR B (INC)(Downgraded),Negative,495,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Sivaguru Spinning Mills Private Limited,"February 12, 2025",Short Term Facilities,Rs. 2.52 Cr.,IVR A4 (INC)(Reaffirmed),Nil,495,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Maple Panels Private Limited,"February 13, 2025",Long Term Bank Facilities,Rs. 11.51 Cr.,IVR BB- (INC) (Downgraded),Negative,494,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Maple Panels Private Limited,"February 13, 2025",Short term Bank Facilities,Rs. 4.00 Cr.,IVR A4 (INC) (Reaffirmed),Nil,494,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
JCL Infra Private Limited,"February 14, 2025",Long Term Bank Facilities,Rs. 25.50 Cr.,IVR BB+ (INC)(Downgraded),Negative,493,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
JCL Infra Private Limited,"February 14, 2025",Short Term Bank Facilities,Rs. 61.00 Cr.,IVR A4+ (INC)(Downgraded),Nil,493,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
G M Sugar and Energy Limited,"February 14, 2025",Long Term Bank Facilities,Rs. 497.17 Cr.,IVR BB+ (INC)(Downgraded),Negative,493,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Satbhog Overseas,"February 14, 2025",Long Term Bank Facilities,Rs. 16.56 Cr. (includes proposed limit of Rs.10.00 Cr),IVR BB- (INC)(Downgraded),Negative,493,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Satbhog Overseas,"February 14, 2025",Short Term Bank Facilities,Rs. 23.44 Cr. (includes proposed limit of Rs. 5.28 Cr),IVR A4 (INC)(Reaffirmed),Nil,493,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Nayati Medical Private Limited (Formerly known as Nayati Pharma Private Limited),"February 17, 2025",Long Term Bank Facilities,Rs. 10.00 Cr.,IVR C- (INC)(Downgraded),Negative,490,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
MDA Mineral Dhatu (AP) Private Limited,"February 17, 2025",Long Term Bank Facilities (including Proposed),Rs. 12.15 Cr.,IVR BB- (INC)(Downgraded),Negative,490,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Marshal Manufacturing and Exports,"February 17, 2025",Long term/ Short term Bank Facilities,Rs. 10.50 Cr.,IVR BB-/IVR A4; (INC)(Downgraded),Negative/-,490,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Marshal Manufacturing and Exports,"February 17, 2025",Long Term Bank Facilities,Rs. 2.09 Cr.,IVR BB- (INC)(Downgraded),Negative,490,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Nikitha Buildtech Private Limited,"February 17, 2025",Long Term Bank Facilities,Rs. 5.29 Cr. (includes proposed limits of Rs. 1.49 Crore),IVR B+ (INC)(Downgraded),Negative,490,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Nikitha Buildtech Private Limited,"February 17, 2025",Short Term Bank Facilities,Rs. 40.00 Cr.,IVR A4 (INC)(Reaffirmed),Nil,490,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
RMC Medical Services Private Limited,"February 17, 2025",Long Term Bank Facilities,Rs. 5.82 Cr.,IVR BB- (INC)(Downgraded),Negative,490,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Akarshan Spinners Private Limited,"February 17, 2025",Long Term Bank Facilities,Rs. 15.00 Cr.,IVR B (INC) (Downgraded),Negative,490,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Akarshan Spinners Private Limited,"February 17, 2025",Short Term Bank Facilities,(Rs. 4.25 Cr.),IVR A4 (INC) (Reaffirmed),Nil,490,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
National Steel Company,"February 17, 2025",Long Term Bank Facilities,Rs. 30.20 Cr.,IVR B+ (INC)(Downgraded),Negative,490,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Rajasthan Metals,"February 18, 2025",Long Term Bank Facilities,Rs. 6.00 Cr.,IVR B+ (INC)(Downgraded),Negative,489,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Rajasthan Metals,"February 18, 2025",Short Term Bank Facility,Rs. 14.00 Cr.,IVR A4 (INC)(Reaffirmed),Nil,489,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
D.K. Tissues & Papers Private Limited,"February 18, 2025",Long Term Bank Facilities,Rs. 54.85 Cr.,IVR D (INC) (Reaffirmed),Nil,489,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Nayati Healthcare & Research Private Limited,"February 19, 2025",Long Term Bank Facilities,Rs. 295.00 Cr.,IVR D (INC)(Reaffirmed),Nil,488,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Mayuri Broiler Breeding Farms Private Limited,"February 19, 2025",Long Term Facilities,Rs. 60.00 Cr.,IVR BB (INC) (Downgraded),Negative,488,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Abraq Agro Fresh LLP,"February 19, 2025",Long Term Bank Facilities,Rs. 26.77 Cr.,IVR B+ (INC)(Downgraded),Negative,488,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Nayati Healthcare & Research NCR Private Limited (Formerly known as OSL Healthcare Private Limited),"February 20, 2025",Long Term Bank Facilities,Rs. 850.00 Cr.,IVR D (INC)(Reaffirmed),Nil,487,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
United Ciigma Institute of Medical Sciences Private Limited,"February 21, 2025",Long Term Facilities,Rs. 158.82 Cr.,IVR BB- (INC)(Downgraded),Negative,486,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Vinci Global Private Limited,"February 21, 2025",Long Term Bank Facilities,Rs. 12.22 Cr.,IVR B+ (INC)(Downgraded),Negative,486,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Vinci Global Private Limited,"February 21, 2025",Short Term Bank Facilities,Rs. 14.00 Cr.,IVR A4 (INC)(Reaffirmed),Nil,486,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Vinci Global Private Limited,"February 21, 2025",Proposed Long Term Bank Facilities,Rs. 5.78 Cr.,IVR B+ (INC)(Downgraded),Negative,486,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Future Enterprises Limited,"February 24, 2025",Short Term Facilities,Rs. 500.00 Cr.,IVR D (INC)(Reaffirmed),Nil,483,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Future Enterprises Limited,"February 24, 2025",Short Term Facilities,Rs. 500.00 Cr.,IVR D (INC)(Reaffirmed),Nil,483,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
JMJ Charitable Education Society,"February 24, 2025",Long Term Facility - Fund Based - Proposed Term Loan,Rs. 20.00 Cr.,IVR B+ (INC)(Downgraded),Negative,483,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Himalaya Polytech Private Limited,"February 25, 2025",Long Term Facilities,Rs. 14.30 Cr.,IVR D (INC)(Reaffirmed),Nil,482,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Himalaya Polytech Private Limited,"February 25, 2025",Short Term Facilities,Rs. 7.00 Cr.,IVR D (INC)(Reaffirmed),Nil,482,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Nickunj Eximp Enterprises Private Limited,"February 25, 2025",Long Term Bank Facilities,Rs. 20.00 Cr.,IVR B+ (INC)(Downgraded),Negative,482,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Nickunj Eximp Enterprises Private Limited,"February 25, 2025",Short Term Bank Facilities,Rs. 9.48 Cr.,IVR A4 (INC)(Reaffirmed),Nil,482,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Linen Art Private Limited,"February 25, 2025",Long Term Bank Facilities,Rs. 79.00 Cr.,IVR BB (INC)(Downgraded),Negative,482,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Puranik Builders Limited,"February 25, 2025",Long Term Facilities,Rs. 5.24 Cr.,IVR BB- (INC)(Downgraded),Negative,482,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Puranik Builders Limited,"February 25, 2025",Short Term Facilities,Rs. 12.65 Cr.,IVR A4 (INC)(Reaffirmed),Nil,482,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Turnrest Resources Private Limited,"February 28, 2025",Long Term Facilities,Rs. 68.00 Cr.,IVR D (INC)(Downgraded),Nil,479,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Turnrest Resources Private Limited,"February 28, 2025",Short Term Facilities,Rs. 184.00 Cr.,IVR D (INC)(Downgraded),Nil,479,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Varun Agro Processing Foods Private Limited,"February 28, 2025",Long Term Bank Facilities,Rs. 48.59 Cr.,IVR BB- (INC)(Downgraded),Negative,479,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Chadha Papers Limited,"March 3, 2025",Long Term Bank Facilities,Rs. 31.50 Cr.,IVR BB (INC)(Downgraded),Negative,476,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Chadha Papers Limited,"March 3, 2025",Short Term Bank Facilities,Rs. 30.00 Cr.,IVR A4 (INC)(Downgraded),Nil,476,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Srivatsa Encivil Private Limited,"March 4, 2025",Long Term Instruments - Non-Convertible Debentures,Rs. 100.00 Cr.,IVR D (INC)(Reaffirmed),Nil,475,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Srivatsa Encivil Private Limited,"March 4, 2025",Long Term Instruments - Non-Convertible Debentures,Rs. 30.00 Cr.,IVR D (INC)(Reaffirmed),Nil,475,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
NAR Infra Private Limited,"March 4, 2025",Long Term Bank Facilities,Rs. 13.07 Cr.,IVR D (INC)(Reaffirmed),Nil,475,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
NAR Infra Private Limited,"March 4, 2025",Short Term Bank Facilities,Rs. 39.93 Cr.,IVR D (INC)(Reaffirmed),Nil,475,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Libra International Limited,"March 4, 2025",Long Term Bank Facilities,Rs. 49.44 Cr.,IVR BB- (INC)(Downgraded),Negative,475,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Moksha Thermoplastics Private Limited,"March 6, 2025",Long Term Facilities,Rs. 23.00 Cr.,IVR B+ (INC)(Downgraded),Negative,473,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Moksha Thermoplastics Private Limited,"March 6, 2025",Short Term Facilities,Rs. 12.00 Cr.,IVR A4 (INC)(Reaffirmed),Nil,473,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Sanson Floorings LLP,"March 6, 2025",Long Term Bank Facilities,Rs. 25.00 Cr.,IVR B- (INC)(Downgraded),Negative,473,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Farm Fresh Kashmir,"March 6, 2025",Long Term Bank Facilities,Rs. 23.11 Cr.,IVR C+ (INC)(Downgraded),Negative,473,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Shanthi Vijaya Saw Mill (SVSM),"March 10, 2025",Long Term Bank Facilities - Cash Credit,Rs. 3.00 Cr.,IVR B (INC)(Downgraded),Negative,469,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Shanthi Vijaya Saw Mill (SVSM),"March 10, 2025",Long Term/Short Term fund based/non- fund-based bank facilities - Cash credit/ Inland / Import LC,Rs. 4.00 Cr.,IVR B/IVR A4; (INC)(Downgraded/Reaffirmed),Negative/-,469,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Shanthi Vijaya Saw Mill (SVSM),"March 10, 2025",Short Term Non-fund- based bank facilities - Inland/ Import LC,Rs. 8.00 Cr.,IVR A4 (INC)(Reaffirmed),Nil,469,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Chaitanya Energy Private Limited,"March 10, 2025",Long Term Bank Facilities,Rs. 55.36 Cr.,IVR D (INC)(Reaffirmed),Nil,469,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Chaitanya Energy Private Limited,"March 10, 2025",Short Term Bank Facilities,Rs. 85.00 Cr.,IVR D (INC)(Reaffirmed),Nil,469,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Jay Formulations Limited (JFL),"March 11, 2025",Long Term Bank Facilities,Rs. 33.80 Cr.,IVR D (INC)(Reaffirmed),Nil,468,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Jay Formulations Limited (JFL),"March 11, 2025",Short Term Bank Facilities,Rs. 16.25 Cr.,IVR D (INC)(Reaffirmed),Nil,468,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Siddhant Vedant Cold Storage Private Limited,"March 12, 2025",Long Term Bank Facilities,Rs. 15.74 Cr.,IVR D (INC)(Reaffirmed),Nil,467,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
PM Contractors Private Limited,"March 12, 2025",Long Term Facilities,Rs. 5.50 Cr.,IVR BB- (INC) (Downgraded),Negative,467,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
PM Contractors Private Limited,"March 12, 2025",Short Term Facilities,Rs. 7.60 Cr.,IVR A4 (INC) (Reaffirmed),Nil,467,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Anshika Fasteners Private Limited,"March 12, 2025",Long Term Bank Facilities,Rs. 28.80 Cr.,IVR B+ (INC)(Downgraded),Negative,467,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Siddhi Weaves Private Limited,"March 13, 2025",Long Term Bank Facilities,Rs. 26.39 Cr.,IVR BB (INC)(Downgraded),Negative,466,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Siddhi Weaves Private Limited,"March 13, 2025",Long/Short Term Bank Facilities,Rs. 27.00 Cr.,IVR BB/IVR A4; (INC)(Downgraded),Negative/-,466,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Supreet Chemicals Private Limited,"March 17, 2025",Long Term Facilities,Rs. 4.00 Cr.,IVR B+ (INC)(Downgraded),Negative,462,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Supreet Chemicals Private Limited,"March 17, 2025",Short Term Facilities,Rs. 21.00 Cr.,IVR A4 (INC)(Reaffirmed),Nil,462,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Hira Automobiles Limited,"March 17, 2025",Long Term Bank Facilities,Rs. 56.12 Cr.,IVR B+ (INC)(Downgraded),Negative,462,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
MVR Technology,"March 17, 2025",Long Term Facilities,Rs. 30.00 Cr.,IVR B (INC)(Downgraded),Negative,462,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
MVR Technology,"March 17, 2025",Short Term Facilities,Rs. 40.00 Cr.,IVR A4 (INC)(Reaffirmed),Nil,462,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
RV Wines LLP,"March 18, 2025",Long Term Bank Facilities,Rs. 27.85 Cr.,IVR C- (INC)(Downgraded),Negative,461,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Namo Alloys Private Limited,"March 18, 2025",Long Term Bank Facilities,Rs. 50.00 Cr.,IVR BB (INC)(Downgraded),Negative,461,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Mahakali Ispat Private Limited,"March 19, 2025",Long Term Bank Facility,Rs. 5.65 Cr.,IVR B+ (INC)(Downgraded),Negative,460,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Anadrone Systems Private Limited,"March 19, 2025",Long Term Bank Facilities,Rs. 74.50 Cr.,IVR BB+ (INC)(Downgraded),Negative,460,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Anadrone Systems Private Limited,"March 19, 2025",Short Term Bank Facilities,Rs. 55.50 Cr.,IVR A4+ (INC)(Downgraded),Nil,460,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Siddhi Vinayak Himghar Private Limited,"March 20, 2025",Long Term Bank Facilities,Rs. 14.38 Cr.,IVR D (INC)(Reaffirmed),Nil,459,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Siddhi Vinayak Himghar Private Limited,"March 20, 2025",Short Term Bank Facility,Rs. 0.21 Cr.,IVR D (INC)(Reaffirmed),Nil,459,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Siddhi Vinayak Himghar Private Limited,"March 20, 2025",Issuer Rating,-,IVR D (INC)(Reaffirmed),Nil,459,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Riddhi Siddhi Cold Storage Private Limited,"March 20, 2025",Long Term Bank Facilities,Rs. 20.69 Cr.,IVR D (INC)(Reaffirmed),Nil,459,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Sri Kanya Iron & Steel Private Limited,"March 20, 2025",Long Term Bank Facilities,Rs. 47.79 Cr.,IVR BB- (INC)(Downgraded),Negative,459,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Giga Pipe Systems India Private Limited,"March 20, 2025",Long Term Bank Facilities,Rs. 11.94 Cr.,IVR D (INC)(Reaffirmed),Nil,459,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Giga Pipe Systems India Private Limited,"March 20, 2025",Short Term Bank Facilities,Rs. 30.00 Cr.,IVR D (INC)(Reaffirmed),Nil,459,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
ICL Fincorp Limited,"March 21, 2025",Non-Convertible Debentures,Rs. 100.00 Cr.,IVR BB (INC) (Reaffirmed),Negative,458,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
ICL Fincorp Limited,"March 21, 2025",Fund based Long Term loans - Term loans,Rs. 20.47 Cr.,IVR BB (INC) (Reaffirmed),Negative,458,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
ICL Fincorp Limited,"March 21, 2025",Fund based Long Term - Proposed Loans,Rs. 25.00 Cr.,IVR BB (INC) (Reaffirmed),Negative,458,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
KMC Constructions Limited,"March 21, 2025",Long Term Bank Facilities,Rs. 230.00 Cr.,IVR BB+ (INC)(Downgraded),Negative,458,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
