Company,Current_Rater,Instruments,Rating,Latest_Rating_Date,Days_Since_Latest,Urgency,Is_INC,INC_Agencies,Amount_Cr,Data_Source,Sector,Also_in_Infomerics,Also_in_D365,INC_Status,Why_Target,ACER_Pitch,Multi_Agency
Pragati Ingots & Power Pvt. Ltd.,CRISIL,Long term Loans | Term loans,B+,2025-12-22,183.0,HOT,True,,5.20 | 0.60,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 183.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
The Kolhapur Steel Ltd. [Merged],CARE,Fund based financial facility/instrument | Non-government debt,AA(CE),2025-12-22,183.0,HOT,False,,,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by CARE, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Mightysteelflow Industries Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-12-22,183.0,HOT,False,,Rs. 70.83 Cr. (reduced from Rs. 80.00 Cr.),Infomerics,Steel & Metals,,NO,Active,180-365 days — approaching renewal,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Super Iron Foundry Limited,Infomerics,Long Term Bank Facilities | Long Term Bank Facilities- FCTL/ GECL | Short Term Bank Facilities,IVR BBB- (Reaffirmed),2025-12-22,183.0,HOT,False,,Rs. 4.80 Cr. | Rs. 110.65 Cr.,Infomerics,Steel & Metals,,NO,Active,180-365 days — approaching renewal,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",YES
Maa Bhagawati Re-Rolling Mills Pvt. Ltd.,CARE | IND-RA,Term loans,B-,2026-01-16,182.0,HOT,True,,2.28 | 7.41,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE | IND-RA has been INC for 182.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Swastika Steel & Allied Products Pvt. Ltd.,CRISIL,Bank Guarantee | Long term Loans,A 4,2025-12-23,182.0,HOT,True,,0.80 | 8.90,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 182.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Devi Iron & Power Private Limited,Infomerics,Long Term Bank Facilities,IVR A (Upgraded),2025-12-23,182.0,HOT,False,,Rs. 172.48 Cr. (enhanced from Rs. 153.61 Cr.),Infomerics,Steel & Metals,,NO,Active,180-365 days — approaching renewal,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",YES
Mahamaya Sponge Iron Private Limited,Infomerics,Long Term Bank Facilities,IVR A (Upgraded),2025-12-23,182.0,HOT,False,,Rs. 35.00 Cr.,Infomerics,Steel & Metals,,NO,Active,180-365 days — approaching renewal,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Shree Shakti Iron & Alloys Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB (Upgraded),2025-12-23,182.0,HOT,False,,Rs. 64.37 Cr. (enhanced from Rs. 47.54 Cr.),Infomerics,Steel & Metals,,NO,Active,180-365 days — approaching renewal,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Arora Iron & Steel Rolling Mills Pvt. Ltd.,CRISIL,Letter Of credit | Non-fund-based financial facility/instrument | Term loans,A,2025-12-24,181.0,HOT,False,,99.00 | 75.00,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Brass Copper & Alloy (India) Ltd.,CRISIL,Fund based financial facility/instrument | Letter Of credit,A 2,2025-12-24,181.0,HOT,False,,1.50 | 1.00,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
K I C Metaliks Ltd.,CARE,Non-government debt | Term loans,BBB/A3,2025-12-24,181.0,HOT,False,,25.00 | 3.75,D365,Steel & Metals,NO,,Active,180-365 days — approaching renewal,"As an active steel company rated by CARE, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Shriram Power & Steel Pvt. Ltd.,BRICKWORK | CRISIL,Bank Guarantee,A 4,2025-12-26,181.0,HOT,True,,0.60 | 5.60,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at BRICKWORK | CRISIL has been INC for 181.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Sri Venkatesh Iron & Alloys (India) Ltd.,ACUITE | BRICKWORK,Bank Guarantee | Long term Loans,A 3+,2026-03-25,181.0,HOT,True,,2.50 | 7.00,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at ACUITE | BRICKWORK has been INC for 181.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
Sun Rolling Mills Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-12-24,181.0,HOT,True,,1.50,D365,Steel & Metals,NO,,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE has been INC for 181.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.,NO
FeX Foundry Alloys Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facility,IVR BBB- (Assigned),2025-12-24,181.0,HOT,False,,Rs. 40.00 Cr. | Rs. 5.00 Cr.,Infomerics,Steel & Metals,,NO,Active,180-365 days — approaching renewal,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",YES
Kalisma Steel Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,D,2025-12-26,179.0,MEDIUM,True,,122.19 | 70.00,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at BRICKWORK went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Kharagpur Metal Reforming Inds. Pvt. Ltd.,CRISIL,Bank Guarantee | Term loans,A-,2025-12-26,179.0,MEDIUM,False,,50.00 | 10.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Ramgarh Sponge Iron Pvt. Ltd.,CRISIL,Bank Guarantee | Fund based financial facility/instrument | Term loans,A 2,2025-12-26,179.0,MEDIUM,False,,2.60 | 2.40,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Berry Alloys Ltd.,ICRA,Letter Of credit | Term loans,A+,2026-04-02,175.0,MEDIUM,False,,60.00 | 340.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by ICRA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Kirloskar Ferrous Inds. Ltd.,ICRA,Non-government debt | Term loans,AA/A1+,2025-12-30,175.0,MEDIUM,False,,1136.51 | 2195.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by ICRA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Mahabal Metals Pvt. Ltd.,CARE,Bank Guarantee | Non-government debt | Term loans,A/A1,2025-12-30,175.0,MEDIUM,False,,105.00 | 91.53,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CARE, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Modison Copper Pvt. Ltd.,CARE,Bank Guarantee | Term loans,A 3+,2025-12-30,175.0,MEDIUM,False,,20.00 | 3.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CARE, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Shri Ambika Metaliks Pvt. Ltd.,BRICKWORK,Bank Guarantee | Letter Of credit,A 4,2025-12-30,175.0,MEDIUM,True,,1.50 | 0.50,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at BRICKWORK went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Tuf Metallurgical Pvt. Ltd.,CARE,Non-government debt,BB+/A4+,2025-12-30,175.0,MEDIUM,False,,87.50,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CARE, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Mahamaya Steel Industries Limited,Infomerics,Long Term Bank Facilities,IVR BBB (Reaffirmed),2025-12-30,175.0,MEDIUM,False,,Rs. 53.07 Cr. (Reduced from Rs. 57.00 Crore),Infomerics,Steel & Metals,,NO,Active,90-180 days — pre-renewal window,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Bhagwati Power & Steel Ltd.,ICRA,Letter Of credit,A 2+,2025-12-31,174.0,MEDIUM,False,,40.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by ICRA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Gajanan Ferro Pvt. Ltd.,ICRA,Bank Guarantee | Term loans,A-,2025-12-31,174.0,MEDIUM,False,,259.75 | 35.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by ICRA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Shree Shakambari Ferro Alloys Private Limited,Infomerics,Long Term Bank Facility,IVR BB- (Reaffirmed and Withdrawn),2025-12-31,174.0,MEDIUM,False,,Rs. 10.74 Cr. (reduced from Rs. 37.76 Crore),Infomerics,Steel & Metals,,NO,Active,90-180 days — pre-renewal window,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Shiv krupa Steel and Alloys Private Limited,Infomerics,Long Term - Short Term Bank Facilities â€“ Proposed | Long Term Bank Facilities | Short Term Bank Facilities,IVR BBB- (Reaffirmed),2026-01-02,172.0,MEDIUM,False,,Rs. 22.54 Cr. (Reduced from Rs. 46.71 Crore) | Rs. 27.21 Cr.,Infomerics,Steel & Metals,,NO,Active,90-180 days — pre-renewal window,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Euroteck Environmental Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BBB,2026-01-05,169.0,MEDIUM,False,,Rs. 23.39 Cr. (reduced from Rs. 23.70 Cr.) | Rs. 71.00 Cr.,Infomerics,Steel & Metals,,NO,Active,90-180 days — pre-renewal window,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Himenviro Environmental Engineering Company Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BBB (Reaffirmed),2026-01-05,169.0,MEDIUM,False,,Rs. 15.75 Cr. (Reduced from Rs. 21.20 Crore) | Rs. 67.50 Cr. (Enhanced from Rs. 54.50 Crore),Infomerics,Steel & Metals,,NO,Active,90-180 days — pre-renewal window,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Sunshine Steel Industries,Infomerics,Long Term Bank Facility,IVR BB (Assigned),2026-01-05,169.0,MEDIUM,False,,Rs. 24.00 Cr.,Infomerics,Steel & Metals,,NO,Active,90-180 days — pre-renewal window,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
A N S Steel Tubes Ltd.,CARE,Non-government debt,A/A2+,2026-01-06,168.0,MEDIUM,False,,20.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CARE, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Prakash Ferrous Inds. Pvt. Ltd.,CARE,Bank Guarantee | Letter Of credit,A 2,2026-04-09,168.0,MEDIUM,False,,1.50 | 48.50,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CARE, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Ottimo Metals Private Limited,Infomerics,Long Term Bank Facilities,Withdrawn,2026-01-06,168.0,MEDIUM,False,,-,Infomerics,Steel & Metals,,NO,Active,90-180 days — pre-renewal window,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Quality Steels,Infomerics,Long Term Bank Facilities,IVR BB+ (Upgraded and Withdrawn),2026-01-06,168.0,MEDIUM,False,,Rs. 20.00 Cr.,Infomerics,Steel & Metals,,NO,Active,90-180 days — pre-renewal window,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Rashtriya Metal Industries Limited,Infomerics,Long Term Facilities | Short Term Facilities,IVR A (Reaffirmed),2026-01-06,168.0,MEDIUM,False,,Rs. 162.00 Cr. (Enhanced from Rs. 125.00 Cr.) | Rs. 133.00 Cr. (Reduced from Rs. 150.00 Cr.),Infomerics,Steel & Metals,,NO,Active,90-180 days — pre-renewal window,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Sugna Metals Ltd.,CARE,Fund based financial facility/instrument | Letter Of credit | Term loans,BBB-,2026-01-07,167.0,MEDIUM,False,,0.18 | 20.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CARE, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Jaisingh Alloys Pvt. Ltd.,CARE,Non-government debt,BB/A4,2026-01-08,166.0,MEDIUM,False,,68.00 | 12.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CARE, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Oriental Foundry Pvt. Ltd.,CARE,Non-government debt | Term loans,BBB/A3,2026-01-08,166.0,MEDIUM,False,,115.50 | 3.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CARE, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Tankeshwari Metal Powder Products Pvt. Ltd.,BRICKWORK | CRISIL,Fund based financial facility/instrument | Non-government debt | Term loans,A 4,2026-02-10,166.0,MEDIUM,True,,1.35 | 2.61,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at BRICKWORK | CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Tanmay Dhyata Steel Concast Limited,Infomerics,Long Term Bank Facilities,IVR BBB (Upgraded),2026-01-08,166.0,MEDIUM,False,,Rs. 100.75 Cr. (Reduced from Rs. 103.18 Crore),Infomerics,Steel & Metals,,NO,Active,90-180 days — pre-renewal window,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
A K P Ferrocast Pvt. Ltd.,CRISIL,Bank Guarantee | Long term Loans | Term loans,A 3+,2026-01-09,165.0,MEDIUM,False,,1.00 | 1.65,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
I U P Jindal Metals & Alloys Ltd.,CARE,Non-government debt | Term loans,A-/A2+,2026-01-09,165.0,MEDIUM,False,,40.00 | 4.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CARE, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Kothi Steels Ltd.,CARE,Non-government debt | Term loans,BBB-/A3,2026-01-09,165.0,MEDIUM,False,,33.00 | 5.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CARE, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Thalaivar Steels Ltd.,CARE,Bank Guarantee | Term loans,D,2026-01-09,165.0,MEDIUM,True,,269.13 | 1095.79,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CARE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Vraj Iron & Steel Ltd.,CARE,Non-government debt | Term loans,A-/A2+,2026-02-26,165.0,MEDIUM,False,,30.00 | 50.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CARE, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
JS Auto Cast Foundry India Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR B+ (INC)(Downgraded),2026-01-09,165.0,MEDIUM,True,Infomerics,Rs. 39.25 Cr. | Rs. 14.50 Cr.,Infomerics,Steel & Metals,,NO,INC,INC at Infomerics | 90-180 days — pre-renewal window,Your rating at Infomerics went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Millenium Steel India Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR C+ (INC)(Downgraded),2026-01-09,165.0,MEDIUM,True,Infomerics,Rs. 9.00 Cr. | Rs. 16.00 Cr.,Infomerics,Steel & Metals,,NO,INC,INC at Infomerics | 90-180 days — pre-renewal window,Your rating at Infomerics went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,YES
Bharat Steel Yard Pvt. Ltd.,CRISIL,Fund based financial facility/instrument | Letter Of credit | Long term Loans,B,2026-01-12,162.0,MEDIUM,True,,5.00 | 6.00,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Sunvik Steels Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR A- (Reaffirmed),2026-01-12,162.0,MEDIUM,False,,Rs. 300.47 Cr. (Reduced from Rs. 355.74 Cr.) | Rs. 15.00 Cr.,Infomerics,Steel & Metals,,NO,Active,90-180 days — pre-renewal window,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Barnala Steel Inds. Pvt. Ltd.,CRISIL,Term loans,D,2026-01-13,161.0,MEDIUM,True,,6.00,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
S K P Steel Inds. Pvt. Ltd.,ACUITE,Bank Guarantee | Long term Loans | Term loans,A 4,2026-01-13,161.0,MEDIUM,True,,0.75 | 0.21,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at ACUITE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Arya Iron & Steel Co. Pvt. Ltd.,CRISIL,Bank Guarantee,A 2,2026-01-14,160.0,MEDIUM,False,,5.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Saluja Steel and Power Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR A- (Reaffirmed),2026-01-14,160.0,MEDIUM,False,,Rs. 113.50 Cr. (Enhanced from Rs. 67.54 Crore and includes proposed limit of Rs. 45.42 Crore) | Rs. 36.50 Cr. (Enhanced from Rs. 6.46 Crore),Infomerics,Steel & Metals,,NO,Active,90-180 days — pre-renewal window,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Anant Steels Pvt. Ltd.,IND-RA,Term loans,B-,2026-01-16,158.0,MEDIUM,True,,6.00,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at IND-RA went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Bajrang Steel & Alloys Pvt. Ltd.,IND-RA,Term loans,B,2026-01-16,158.0,MEDIUM,True,,14.00,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at IND-RA went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Jainex Metaliks Ltd.,IND-RA,Non-government debt,D,2026-01-16,158.0,MEDIUM,True,,7.05,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at IND-RA went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Kaizen Cold Formed Steel Pvt. Ltd.,CARE | IND-RA,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument,B-/A4,2026-02-03,158.0,MEDIUM,True,,11.07 | 1.00,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CARE | IND-RA went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Kannappan Iron & Steel Co. Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-01-16,158.0,MEDIUM,True,,63.40,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at IND-RA went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Mauryaa Alloys Pvt. Ltd.,CRISIL,Bank Guarantee | Term loans,A 3+,2026-01-16,158.0,MEDIUM,False,,4.00 | 10.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Puneet Iron & Steel Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-01-16,158.0,MEDIUM,True,,22.00,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at IND-RA went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Sagar Metallics Pvt. Ltd.,CARE | IND-RA,Non-government debt | Term loans,B-/A4,2026-02-12,158.0,MEDIUM,True,,13.39 | 11.00,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CARE | IND-RA went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Sun Steel Inds. Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-01-16,158.0,MEDIUM,True,,17.50,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at IND-RA went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
V S Metallic Pvt. Ltd.,IND-RA,Non-government debt,D,2026-01-16,158.0,MEDIUM,True,,20.00,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at IND-RA went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Satyam Iron & Steel Company Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities (Including Proposed),IVR BBB+ (Reaffirmed),2026-01-16,158.0,MEDIUM,False,,Rs. 405.65 Cr. | Rs. 30.00 Cr.,Infomerics,Steel & Metals,,NO,Active,90-180 days — pre-renewal window,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",YES
Shri Tirupati Steelcast Limited,Infomerics,Long Term Facilities | Short Term Facilities,IVR BBB+ (Reaffirmed),2026-01-19,155.0,MEDIUM,False,,Rs. 114.11 Cr. (Reduced from Rs. 121.64 Cr.) | 0.00 (Reduced from Rs. 22.36 Cr.),Infomerics,Steel & Metals,,NO,Active,90-180 days — pre-renewal window,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Jayalakshmi Alloys India Pvt. Ltd.,BRICKWORK,Bank Guarantee | Term loans,D,2026-01-20,154.0,MEDIUM,True,,1.00 | 1.25,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at BRICKWORK went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Neelkamal Steels Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument | Term loans,A 4,2026-01-20,154.0,MEDIUM,True,,5.00 | 10.00,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at ICRA went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
R B A Ferro Inds. Pvt. Ltd.,IND-RA,Term loans,BB+,2026-01-20,154.0,MEDIUM,False,,18.40,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by IND-RA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Sumangala Steel Pvt. Ltd.,CRISIL,Letter Of credit | Term loans,A 3+,2026-01-20,154.0,MEDIUM,False,,19.50 | 10.24,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Bindal Stainless Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BBB (Reaffirmed),2026-01-20,154.0,MEDIUM,False,,Rs. 20.00 Cr. (Reduced from Rs. 35.00 Cr.) | Rs. 11.00 Cr.,Infomerics,Steel & Metals,,NO,Active,90-180 days — pre-renewal window,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
DMSONS Metals Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BBB- (Downgraded),2026-01-20,154.0,MEDIUM,False,,Rs. 2.00 Cr. | Rs. 152.00 Cr.,Infomerics,Steel & Metals,,NO,Active,90-180 days — pre-renewal window,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Shree Rupanadham Steel Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB (Reaffirmed),2026-01-20,154.0,MEDIUM,False,,Rs. 105.32 Cr. (Reduced from Rs. 118.61 Crore),Infomerics,Steel & Metals,,NO,Active,90-180 days — pre-renewal window,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Steel Exchange India Limited,Infomerics,Long Term Bank Facilities â€“ Cash Credit | Long Term Bank Facilities â€“ Term Loans | Non-Convertible Debentures,IVR BBB- (Assigned),2026-01-20,154.0,MEDIUM,False,,Rs. 50.00 Cr. | Rs. 150.00 Cr.,Infomerics,Steel & Metals,,NO,Active,90-180 days — pre-renewal window,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",YES
J V L Steel Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,BB-,2026-01-21,153.0,MEDIUM,False,,5.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
R K Steel Udyog Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,A 4+,2026-02-06,153.0,MEDIUM,True,,3.00,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Sikkim Ferro Alloys Ltd.,CRISIL,Letter Of credit,D,2026-01-21,153.0,MEDIUM,False,,140.00 | 10.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
D R Steel Construction Company Private Limited,Infomerics,Long Term Facility | Short Term Facility,IVR BB (INC)(Downgraded),2026-01-21,153.0,MEDIUM,True,Infomerics,Rs. 15.00 Cr. | Rs. 10.00 Cr.,Infomerics,Steel & Metals,,NO,INC,INC at Infomerics | 90-180 days — pre-renewal window,Your rating at Infomerics went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Sovereign Metals Ltd.,CARE | ICRA,Fund based financial facility/instrument | Letter Of credit | Non-fund-based financial facility/instrument,A 3+,2026-04-21,152.0,MEDIUM,False,,150.00 | 140.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CARE | ICRA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
