Company Name,Rating Date,Current Rater,Instrument,Grade,Rating,Days Since Rating,Urgency,Why Target,ACER Pitch Angle
Stmp Ventures Pvt. Ltd.,30-01-2026,ICRA,Term loans,Default,D,144,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 144 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Unity Care & Health Services Pvt. Ltd.,30-01-2026,ICRA,Term loans,High Risk,B+,144,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 144 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
S P Mani & Mohan Dairy (India) Pvt. Ltd.,03-02-2026,ICRA,Term loans,Inadequate Safety,BB+,140,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 140 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Mittal Udyog Indore Pvt. Ltd.,05-02-2026,ICRA,Short-term loan,High Risk,A 4,138,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 138 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Iron Triangle Ltd.,05-02-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,138,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 138 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Jagdambay Cotspin Ltd.,05-02-2026,ICRA,Term loans,High Risk,B+,138,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 138 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Vihita Chem Pvt. Ltd.,06-02-2026,ICRA,Fund based financial facility/instrument,Default,D,137,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 137 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Hitech Cellphone Pvt. Ltd.,11-02-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,132,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 132 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Sarvesh Cars & Motors Pvt. Ltd.,11-02-2026,ICRA,Term loans,High Risk,B+,132,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 132 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Brijbasi Art Press Ltd.,11-02-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,132,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 132 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Jeppiaar Power Corp. Pvt. Ltd.,11-02-2026,ICRA,Term loans,Default,D,132,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 132 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Peel-Works Pvt. Ltd.,12-02-2026,ICRA,Debentures / Bonds / notes / bills,Default,D,131,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 131 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Divine Alloys & Power Co. Ltd.,13-02-2026,ICRA,Non-government debt,Default,D,130,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 130 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Western Hill Foods Ltd.,13-02-2026,ICRA,Term loans,Default,D,130,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 130 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Claystone Granito Pvt. Ltd.,13-02-2026,ICRA,Term loans,High Risk,B+,130,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 130 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Sri Maharaja Oil Imports & Exports India Pvt. Ltd.,13-02-2026,ICRA,Non-government debt,Default,D,130,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 130 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Indus Integrated Information Mgmt. Ltd.,13-02-2026,ICRA,Term loans,Default,D,130,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 130 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
M D A Mineral Dhatu (A P) Pvt. Ltd.,13-02-2026,ICRA,Term loans,Substantial Risk,C+,130,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 130 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Balaji Toll Road Pvt. Ltd.,13-02-2026,ICRA,Term loans,Default,D,130,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 130 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Barasat-Krishnagar Expressways Ltd.,13-02-2026,ICRA,Term loans,Default,D,130,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 130 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Sri K P R Industries Ltd.,13-02-2026,ICRA,Term loans,Substantial Risk,C+,130,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 130 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Quality Wovensacks Pvt. Ltd.,13-02-2026,ICRA,Non-government debt,High Risk,B+/A4,130,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 130 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Darpan Infrastructure Pvt. Ltd.,13-02-2026,ICRA,Term loans,High Risk,B+,130,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 130 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Candeur Constructions Pvt. Ltd.,13-02-2026,ICRA,Fund based financial facility/instrument,High Risk,B+,130,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 130 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Mackintosh Burn Ltd.,13-02-2026,ICRA,Non-government debt,High Risk,B+/A4,130,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 130 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Addi Alloys Pvt. Ltd.,16-02-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,127,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 127 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Yashodhara Super-Speciality Hospital Pvt. Ltd.,16-02-2026,ICRA,Term loans,High Risk,B+,127,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 127 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Valencia Ceramic Pvt. Ltd.,16-02-2026,ICRA,Term loans,High Risk,B+,127,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 127 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Nishi Forex & Leisure Pvt. Ltd.,16-02-2026,ICRA,Term loans,Default,D,127,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 127 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Surya Vikas Plywood Ltd.,16-02-2026,ICRA,Non-government debt,Default,D,127,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 127 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Raman Agro Exports Pvt. Ltd.,16-02-2026,ICRA,Term loans,High Risk,B+,127,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 127 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
G V K Jaipur Expressway Ltd.,16-02-2026,ICRA,Term loans,Default,D,127,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 127 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Akal Information Systems Ltd.,16-02-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,B+,127,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 127 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
V I R Foods Ltd.,16-02-2026,ICRA,Term loans,Default,D,127,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 127 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
M N R Cottons Pvt. Ltd.,16-02-2026,ICRA,Term loans,High Risk,B+,127,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 127 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
U-Goenka Sons Pvt. Ltd.,16-02-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,127,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 127 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Singhal Strips Ltd.,17-02-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,126,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 126 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
A P R Constructions Ltd.,17-02-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,126,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 126 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Ajnara India Ltd.,17-02-2026,ICRA,Term loans,Default,D,126,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 126 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
South India Paper Mills Ltd.,18-02-2026,ICRA,Term loans,High Risk,B+,125,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 125 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Homera Tanning Inds. Pvt. Ltd.,18-02-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,125,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 125 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Bochem Healthcare Pvt. Ltd.,18-02-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,125,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 125 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Crevita Granito Pvt. Ltd.,18-02-2026,ICRA,Term loans,High Risk,B+,125,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 125 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Vidya Polymer Pvt. Ltd.,18-02-2026,ICRA,Term loans,High Risk,B+,125,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 125 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Cenosphere India Pvt. Ltd.,18-02-2026,ICRA,Term loans,High Risk,B-,125,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 125 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Gupta Solvent Pvt. Ltd.,18-02-2026,ICRA,Fund based financial facility/instrument,High Risk,B+,125,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 125 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Kala Genset Pvt. Ltd.,18-02-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,125,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 125 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Shankara Vehicles Pvt. Ltd.,19-02-2026,ICRA,Term loans,High Risk,B+,124,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 124 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Prabhu Poly Color Ltd. (2004),19-02-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,124,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 124 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Shri Banke Bihari Polyfab Pvt. Ltd.,19-02-2026,ICRA,Non-government debt,High Risk,B-/A4,124,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 124 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Vijayshree Electromech Pvt. Ltd.,19-02-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,124,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 124 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Venkar Chemicals Pvt. Ltd.,19-02-2026,ICRA,Non-government debt,High Risk,B+/A4,124,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 124 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Arambhan Hospitality Services Ltd.,19-02-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,124,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 124 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Keltech Energies Ltd.,23-02-2026,ICRA,Term loans,Inadequate Safety,BB+,120,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 120 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Samrat Sea Brines Pvt. Ltd.,23-02-2026,ICRA,Term loans,Default,D,120,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 120 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Gold Star Steels Pvt. Ltd.,24-02-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,119,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 119 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Raghava Life Sciences Pvt. Ltd.,24-02-2026,ICRA,Term loans,High Risk,B+,119,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 119 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Affil Vitrified Pvt. Ltd.,25-02-2026,ICRA,Term loans,High Risk,B+,118,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 118 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Zeco Aircon Ltd.,25-02-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,118,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 118 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Bardhaman Agro Products (I) Pvt. Ltd.,25-02-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,118,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 118 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Trineva Infra Projects Pvt. Ltd.,25-02-2026,ICRA,Non-government debt,High Risk,B+/A4,118,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 118 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Mahalaxmi Associates Pvt. Ltd.,25-02-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,118,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 118 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Zenith Exports Ltd.,25-02-2026,ICRA,Non-government debt,High Risk,B+/A4,118,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 118 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Skanray Technologies Ltd.,25-02-2026,ICRA,Term loans,High Risk,B+,118,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 118 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Hemani Industries Ltd.,25-02-2026,ICRA,Term loans,Inadequate Safety,BB+,118,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 118 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Divyasree N S L Infrastructure Pvt. Ltd.,25-02-2026,ICRA,Term loans,High Risk,B+,118,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 118 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Laser Fibers Pvt. Ltd.,25-02-2026,ICRA,Term loans,High Risk,B+,118,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 118 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Nalari Ferro Alloys Pvt. Ltd.,26-02-2026,ICRA,Non-government debt,High Risk,B-/A4,117,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 117 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Tristar Intercontinental Pvt. Ltd.,26-02-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,117,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 117 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Frank Lifecare Pvt. Ltd.,26-02-2026,ICRA,Term loans,High Risk,B+,117,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 117 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Fedora Sea Foods Pvt. Ltd.,26-02-2026,ICRA,Term loans,High Risk,B+,117,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 117 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Sun Metallics & Alloys Pvt. Ltd. [Merged],26-02-2026,ICRA,Non-government debt,High Risk,B+/A4,117,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 117 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Swastik Polyvinyls Pvt. Ltd.,27-02-2026,ICRA,Term loans,High Risk,B+,116,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 116 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
T B P R Infra Projects Pvt. Ltd.,27-02-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,116,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 116 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Secure Industries Pvt. Ltd.,27-02-2026,ICRA,Long term Loans,High Risk,B+,116,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 116 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Sree Sudheer Ceramics Pvt. Ltd.,27-02-2026,ICRA,Term loans,High Risk,B+,116,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 116 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Prateek Apparels Pvt. Ltd.,27-02-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,116,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 116 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Padia Exports Pvt. Ltd.,27-02-2026,ICRA,Non-government debt,High Risk,B+/A4,116,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 116 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Suprabha Protective Products Pvt. Ltd.,27-02-2026,ICRA,Term loans,High Risk,B+,116,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 116 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Mridul International Pvt. Ltd.,27-02-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,116,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 116 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Delhi Waste Mgmt. Ltd.,05-03-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,110,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 110 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Jet Airways (India) Ltd.,06-03-2026,ICRA,Long term Loans,Default,D,109,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 109 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Siddarth Organisation Ltd.,09-03-2026,ICRA,Non-government debt,Substantial Risk,C/A4,106,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 106 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
K C Toolroom Pvt. Ltd.,09-03-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,106,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 106 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Jagrut Motors Pvt. Ltd.,09-03-2026,ICRA,Term loans,High Risk,B+,106,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 106 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Yamuna Machine Works Ltd.,11-03-2026,ICRA,Fund based financial facility/instrument,High Risk,A 4,104,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 104 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Machino Plastics Ltd.,11-03-2026,ICRA,Term loans,Inadequate Safety,BB+,104,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 104 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Agrotrade Enterprises Ltd.,11-03-2026,ICRA,Fund based financial facility/instrument,Default,D,104,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 104 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Chayagraphics Healthcare Pvt. Ltd.,11-03-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,104,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 104 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Krish Agro Farms Pvt. Ltd.,12-03-2026,ICRA,Term loans,Default,D,103,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 103 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Merit Technologies India Ltd.,12-03-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,103,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 103 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
V S Ferrous Enterprises Pvt. Ltd.,12-03-2026,ICRA,Non-government debt,High Risk,B+,103,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 103 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Kay Bouvet Engineering Ltd.,13-03-2026,ICRA,Term loans,Default,D,102,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 102 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Agarwal Fastners Pvt. Ltd.,13-03-2026,ICRA,Term loans,High Risk,B+,102,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 102 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Dureza Granito Pvt. Ltd.,13-03-2026,ICRA,Term loans,High Risk,B,102,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 102 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Adishakti Medical Center Pvt. Ltd.,13-03-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,102,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 102 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Bisman Industries Ltd.,13-03-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,102,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 102 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Strawberry Studio Exports Pvt. Ltd.,16-03-2026,ICRA,Non-government debt,High Risk,B+/A4,99,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 99 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Surajbhan Rajkumar Pvt. Ltd.,16-03-2026,ICRA,Non-government debt,High Risk,B+/A4,99,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 99 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Sri Venkata Umasankar Spintex Pvt. Ltd.,16-03-2026,ICRA,Term loans,Default,D,99,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 99 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Mamta Transformers Pvt. Ltd.,17-03-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,98,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 98 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Glitter Metals Pvt. Ltd.,18-03-2026,ICRA,Non-government debt,High Risk,B+/A4,97,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 97 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Disha Communications Pvt. Ltd.,18-03-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,B+,97,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 97 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
L E Marble Gallery Pvt. Ltd.,18-03-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,97,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 97 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Anantha Pvc Pipes Pvt. Ltd.,18-03-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,97,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 97 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Repute Foods Pvt. Ltd.,19-03-2026,ICRA,Term loans,Default,D,96,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 96 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Winfab Equipments Pvt. Ltd.,19-03-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,96,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 96 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Sterling Distillers Pvt. Ltd.,19-03-2026,ICRA,Term loans,Inadequate Safety,BB+,96,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 96 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
K B K Chem-Engineering Pvt. Ltd.,19-03-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,96,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 96 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Gina Engineering Co. Pvt. Ltd.,19-03-2026,ICRA,Non-government debt,Inadequate Safety,BB+/A4+,96,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 96 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
I V R C L Chandrapur Tollways Ltd.,19-03-2026,ICRA,Term loans,Default,D,96,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 96 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Shiga Energy Pvt. Ltd.,19-03-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,96,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 96 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
