Company Name,Primary Agency,All Agencies INC,Num Agencies INC,Primary Instrument,All Instruments,Rating,Rating Date,Days Since Rating,Urgency,Sector,Total Amount Cr,Source,Is Super Target T1,Is Super Target T2,Is Three Way INC,Is April2026 Dual INC,Multi Agency INC,Priority Score,Why Target,ACER Pitch
Rajshri Iron Inds. Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee,Bank Guarantee,A 4+,26-11-2025,209.0,HOT,Steel & Metals,0.60,D365,0,0,0,0,0,5.09,HOT (209 days INC),"Your rating at CRISIL has been INC for 209 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Shivaganga Polymers Pvt. Ltd.,BRICKWORK,BRICKWORK,1,Term loans,Term loans,C,26-11-2025,209.0,HOT,Chemicals/Pharma,5.00,D365,0,0,0,0,0,5.09,HOT (209 days INC),"Your rating at BRICKWORK has been INC for 209 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Monalisa Ceramics India Pvt. Ltd.,CARE,CARE,1,Fund based financial facility/instrument,Fund based financial facility/instrument,D,26-11-2025,209.0,HOT,Other,2.00,D365,0,0,0,0,0,5.09,HOT (209 days INC),"Your rating at CARE has been INC for 209 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Jaliyan Proteins Pvt. Ltd.,ACUITE,ACUITE,1,Term loans,Term loans,B-,26-11-2025,209.0,HOT,Other,14.00,D365,0,0,0,0,0,5.09,HOT (209 days INC),"Your rating at ACUITE has been INC for 209 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Greatwall Corporate Services Pvt. Ltd.,CARE,CARE,1,Term loans,Term loans,D,26-11-2025,209.0,HOT,Other,1.79,D365,0,0,0,0,0,5.09,HOT (209 days INC),"Your rating at CARE has been INC for 209 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Suncity Synthetics Ltd.,ICRA,ICRA,1,Term loans,Term loans,D,26-11-2025,209.0,HOT,Other,1.74,D365,0,0,0,0,0,5.09,HOT (209 days INC),"Your rating at ICRA has been INC for 209 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Rosha Alloys Pvt. Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,B+,26-11-2025,209.0,HOT,Steel & Metals,1.00,D365,0,0,0,0,0,5.09,HOT (209 days INC),"Your rating at ICRA has been INC for 209 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Neptune Ispat Private Limited,Infomerics,Infomerics,1,Short Term Bank Facilities,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),"November 26, 2025",209.0,HOT,Other,4.5,Infomerics,0,0,0,0,0,5.09,HOT (209 days INC),"Your rating at Infomerics has been INC for 209 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Shreesatya Steel & Power Private Limited,Infomerics,Infomerics,1,Short Term Bank Facilities,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),"November 26, 2025",209.0,HOT,Steel & Metals,10.0,Infomerics,0,0,0,0,0,5.09,HOT (209 days INC),"Your rating at Infomerics has been INC for 209 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Tinna Trade Limited,Infomerics,Infomerics,1,Long Term Bank Facilities,Long Term Bank Facilities,IVR B (INC)(Downgraded),"November 26, 2025",209.0,HOT,Other,35.2,Infomerics,0,0,0,0,0,5.09,HOT (209 days INC),"Your rating at Infomerics has been INC for 209 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Shreesatya Metals & Alloys Private Limited,Infomerics,Infomerics,1,Short Term Bank Facilities,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),"November 26, 2025",209.0,HOT,Steel & Metals,0.45,Infomerics,0,0,0,0,0,5.09,HOT (209 days INC),"Your rating at Infomerics has been INC for 209 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Ace Kudale Corporation Limited,Infomerics,Infomerics,1,Long Term Bank Facilities,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),"November 26, 2025",209.0,HOT,Agro/Food,32.43,Infomerics,0,0,0,0,0,5.09,HOT (209 days INC),"Your rating at Infomerics has been INC for 209 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Shreesatya Sponge & Power Private Limited,Infomerics,Infomerics,1,Long Term Bank Facilities,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),"November 26, 2025",209.0,HOT,Energy,,Infomerics,0,0,0,0,0,5.09,HOT (209 days INC),"Your rating at Infomerics has been INC for 209 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Shrushti Contech Private Limited,Infomerics,Infomerics,1,Short Term Bank Facilities,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),"November 26, 2025",209.0,HOT,IT/Software,50.0,Infomerics,0,0,0,0,0,5.09,HOT (209 days INC),"Your rating at Infomerics has been INC for 209 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Simha Motors Pvt. Ltd.,CARE,CARE,1,Term loans,Term loans,BB-,27-11-2025,208.0,HOT,Automobiles,,D365,0,0,0,0,0,5.08,HOT (208 days INC),"Your rating at CARE has been INC for 208 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Aqylon Nexus Ltd.,CRISIL,CRISIL,1,Term loans,Term loans,D,27-11-2025,208.0,HOT,Other,75.00,D365,0,0,0,0,0,5.08,HOT (208 days INC),"Your rating at CRISIL has been INC for 208 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Uma Converter Ltd.,CRISIL,CRISIL,1,Long term Loans,Long term Loans,B,27-11-2025,208.0,HOT,Other,9.00,D365,0,0,0,0,0,5.08,HOT (208 days INC),"Your rating at CRISIL has been INC for 208 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Parekh Aluminex Ltd.,CRISIL,CRISIL,1,Letter Of credit,Letter Of credit,D,27-11-2025,208.0,HOT,Other,145.00,D365,0,0,0,0,0,5.08,HOT (208 days INC),"Your rating at CRISIL has been INC for 208 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Narmada Extrusions Ltd.,BRICKWORK,BRICKWORK,1,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,D,27-11-2025,208.0,HOT,Other,44.00,D365,0,0,0,0,0,5.08,HOT (208 days INC),"Your rating at BRICKWORK has been INC for 208 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Infinity Infotech Parks Ltd.,BRICKWORK,BRICKWORK,1,Fund based financial facility/instrument,Fund based financial facility/instrument,BB,27-11-2025,208.0,HOT,IT/Software,2.00,D365,0,0,0,0,0,5.08,HOT (208 days INC),"Your rating at BRICKWORK has been INC for 208 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Sun Shine Autos Pvt. Ltd.,CARE,CARE,1,Fund based financial facility/instrument,Fund based financial facility/instrument,B-,27-11-2025,208.0,HOT,Automobiles,0.87,D365,0,0,0,0,0,5.08,HOT (208 days INC),"Your rating at CARE has been INC for 208 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Ruchira Papers Ltd.,CRISIL,CRISIL,1,Term loans,Term loans,B,27-11-2025,208.0,HOT,Paper/Packaging,1.20,D365,0,0,0,0,0,5.08,HOT (208 days INC),"Your rating at CRISIL has been INC for 208 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Raiganj Agro Tech Pvt. Ltd.,BRICKWORK,BRICKWORK,1,Bank Guarantee,Bank Guarantee,A 4,27-11-2025,208.0,HOT,Agro/Food,0.65,D365,0,0,0,0,0,5.08,HOT (208 days INC),"Your rating at BRICKWORK has been INC for 208 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Unistar Oils Pvt. Ltd.,BRICKWORK,BRICKWORK,1,Letter Of credit,Letter Of credit,D,27-11-2025,208.0,HOT,Agro/Food,39.00,D365,0,0,0,0,0,5.08,HOT (208 days INC),"Your rating at BRICKWORK has been INC for 208 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Airan Steel & Power Pvt. Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,B+,27-11-2025,208.0,HOT,Steel & Metals,0.50,D365,0,0,0,0,0,5.08,HOT (208 days INC),"Your rating at ICRA has been INC for 208 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Madhucon Granites Ltd.,BRICKWORK,BRICKWORK,1,Term loans,Term loans,D,27-11-2025,208.0,HOT,Mining/Minerals,24.57,D365,0,0,0,0,0,5.08,HOT (208 days INC),"Your rating at BRICKWORK has been INC for 208 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Hindustan Fluoro Carbons Ltd.,CRISIL,CRISIL,1,Bank Guarantee,Bank Guarantee,A 4,27-11-2025,208.0,HOT,Other,0.50,D365,0,0,0,0,0,5.08,HOT (208 days INC),"Your rating at CRISIL has been INC for 208 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Jayantisuper Construction Pvt. Ltd.,BRICKWORK,BRICKWORK,1,Fund based financial facility/instrument,Fund based financial facility/instrument,BB,27-11-2025,208.0,HOT,Construction,,D365,0,0,0,0,0,5.08,HOT (208 days INC),"Your rating at BRICKWORK has been INC for 208 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
C N C India Tools & Services Pvt. Ltd.,CARE,CARE,1,Term loans,Term loans,BB-,27-11-2025,208.0,HOT,Other,2.49,D365,0,0,0,0,0,5.08,HOT (208 days INC),"Your rating at CARE has been INC for 208 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Alchemist Ltd.,CRISIL,CRISIL,1,Long term Loans,Long term Loans,D,27-11-2025,208.0,HOT,Chemicals/Pharma,21.82,D365,0,0,0,0,0,5.08,HOT (208 days INC),"Your rating at CRISIL has been INC for 208 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Mahalaxmi Seamless Ltd.,CRISIL,CRISIL,1,Bank Guarantee,Bank Guarantee,A 4,27-11-2025,208.0,HOT,Other,1.50,D365,0,0,0,0,0,5.08,HOT (208 days INC),"Your rating at CRISIL has been INC for 208 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Reliance Chemotex Inds. Ltd.,CRISIL,CRISIL,1,Term loans,Term loans,B,27-11-2025,208.0,HOT,Other,25.30,D365,0,0,0,0,0,5.08,HOT (208 days INC),"Your rating at CRISIL has been INC for 208 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Rockwell Industries Ltd.,CRISIL,CRISIL,1,Letter Of credit,Letter Of credit,A 4+,27-11-2025,208.0,HOT,Other,25.00,D365,0,0,0,0,0,5.08,HOT (208 days INC),"Your rating at CRISIL has been INC for 208 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Weaverly Jute Mills Pvt. Ltd.,CRISIL,CRISIL,1,Bank Guarantee,Bank Guarantee,A 4,27-11-2025,208.0,HOT,Agro/Food,2.50,D365,0,0,0,0,0,5.08,HOT (208 days INC),"Your rating at CRISIL has been INC for 208 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Shahi Shipping Ltd.,CRISIL,CRISIL,1,Long term Loans,Long term Loans,B+,27-11-2025,208.0,HOT,Logistics,3.00,D365,0,0,0,0,0,5.08,HOT (208 days INC),"Your rating at CRISIL has been INC for 208 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Karvy Data Mgmt. Services Ltd.,CRISIL,CRISIL,1,Letter Of credit,Letter Of credit,D,27-11-2025,208.0,HOT,IT/Software,105.00,D365,0,0,0,0,0,5.08,HOT (208 days INC),"Your rating at CRISIL has been INC for 208 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Auro Impex & Chemicals Ltd.,CARE,CARE,1,Bank Guarantee,Bank Guarantee,A 4,27-11-2025,208.0,HOT,Chemicals/Pharma,4.00,D365,0,0,0,0,0,5.08,HOT (208 days INC),"Your rating at CARE has been INC for 208 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Patel Beer Pvt. Ltd.,CARE,CARE,1,Bank Guarantee,Bank Guarantee,A 4,28-11-2025,207.0,HOT,Other,15.48,D365,0,0,0,0,0,5.07,HOT (207 days INC),"Your rating at CARE has been INC for 207 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Karnataka Commercial & Indl. Corpn. Pvt. Ltd.,ICRA,ICRA,1,Short-term loan,Short-term loan,A 4,28-11-2025,207.0,HOT,Other,18.30,D365,0,0,0,0,0,5.07,HOT (207 days INC),"Your rating at ICRA has been INC for 207 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Hindustan Mint & Agro Products Pvt. Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,A 4,28-11-2025,207.0,HOT,Agro/Food,0.95,D365,0,0,0,0,0,5.07,HOT (207 days INC),"Your rating at ICRA has been INC for 207 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Hariom Polypacks Ltd.,ACUITE,ACUITE,1,Term loans,Term loans,BB+,28-11-2025,207.0,HOT,Other,11.85,D365,0,0,0,0,0,5.07,HOT (207 days INC),"Your rating at ACUITE has been INC for 207 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Mohan Mutha Exports Pvt. Ltd.,ICRA,ICRA,1,Term loans,Term loans,B+,28-11-2025,207.0,HOT,Trading/Exports,35.00,D365,0,0,0,0,0,5.07,HOT (207 days INC),"Your rating at ICRA has been INC for 207 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
C L R K Extractions & Exports Pvt. Ltd.,CARE,CARE,1,Bank Guarantee,Bank Guarantee,D,28-11-2025,207.0,HOT,Trading/Exports,3.00,D365,0,0,0,0,0,5.07,HOT (207 days INC),"Your rating at CARE has been INC for 207 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Shri Maa Polyfabs Ltd.,ACUITE,ACUITE,1,Term loans,Term loans,BB+,28-11-2025,207.0,HOT,Other,26.00,D365,0,0,0,0,0,5.07,HOT (207 days INC),"Your rating at ACUITE has been INC for 207 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Garg Duplex & Paper Mills Pvt. Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,A 4,28-11-2025,207.0,HOT,Agro/Food,3.00,D365,0,0,0,0,0,5.07,HOT (207 days INC),"Your rating at ICRA has been INC for 207 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Jayakumari Logistics Pvt. Ltd.,BRICKWORK,BRICKWORK,1,Bank Guarantee,Bank Guarantee,A 4,28-11-2025,207.0,HOT,Logistics,0.05,D365,0,0,0,0,0,5.07,HOT (207 days INC),"Your rating at BRICKWORK has been INC for 207 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Chorus Labs Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,A 4,28-11-2025,207.0,HOT,Other,2.75,D365,0,0,0,0,0,5.07,HOT (207 days INC),"Your rating at ICRA has been INC for 207 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Ozone P B Spintex Ltd.,BRICKWORK,BRICKWORK,1,Fund based financial facility/instrument,Fund based financial facility/instrument,C,28-11-2025,207.0,HOT,Other,,D365,0,0,0,0,0,5.07,HOT (207 days INC),"Your rating at BRICKWORK has been INC for 207 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Mentha & Allied Products Pvt. Ltd.,BRICKWORK,BRICKWORK,1,Fund based financial facility/instrument,Fund based financial facility/instrument,BB-,28-11-2025,207.0,HOT,Other,6.32,D365,0,0,0,0,0,5.07,HOT (207 days INC),"Your rating at BRICKWORK has been INC for 207 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Real Growth Corpn. Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,D,28-11-2025,207.0,HOT,Other,4.00,D365,0,0,0,0,0,5.07,HOT (207 days INC),"Your rating at ICRA has been INC for 207 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Onkar Dies Pvt. Ltd.,CARE,CARE,1,Term loans,Term loans,B,28-11-2025,207.0,HOT,Other,12.00,D365,0,0,0,0,0,5.07,HOT (207 days INC),"Your rating at CARE has been INC for 207 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Backbone Projects Ltd.,CARE,CARE,1,Term loans,Term loans,D,28-11-2025,207.0,HOT,Other,0.86,D365,0,0,0,0,0,5.07,HOT (207 days INC),"Your rating at CARE has been INC for 207 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Shri Dakshineshwari Maa Polyfabs Ltd.,ACUITE,ACUITE,1,Bank Guarantee,Bank Guarantee,A 4+,28-11-2025,207.0,HOT,Other,8.00,D365,0,0,0,0,0,5.07,HOT (207 days INC),"Your rating at ACUITE has been INC for 207 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Baldev Textile Mills Pvt. Ltd.,ICRA,ICRA,1,Term loans,Term loans,B+,28-11-2025,207.0,HOT,Agro/Food,2.50,D365,0,0,0,0,0,5.07,HOT (207 days INC),"Your rating at ICRA has been INC for 207 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Jinaehat Export Pvt. Ltd.,ICRA,ICRA,1,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,A 4,28-11-2025,207.0,HOT,Trading/Exports,15.00,D365,0,0,0,0,0,5.07,HOT (207 days INC),"Your rating at ICRA has been INC for 207 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
ECR Buildtech Private Limited,Infomerics,Infomerics,1,Long Term Bank Facilities,Long Term Bank Facilities,IVR BBB- (INC) (Downgraded),"November 28, 2025",207.0,HOT,Construction,58.0,Infomerics,0,0,0,0,0,5.07,HOT (207 days INC),"Your rating at Infomerics has been INC for 207 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Grospinz Fabz Limited,Infomerics,Infomerics,1,Short Term Bank Facilities,Short Term Bank Facilities,IVR A3 (INC) (Downgraded),"November 28, 2025",207.0,HOT,Other,125.5,Infomerics,0,0,0,0,0,5.07,HOT (207 days INC),"Your rating at Infomerics has been INC for 207 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Fable Food Products Private Limited,Infomerics,Infomerics,1,Short Term Bank Facilities,Short Term Bank Facilities,IVR A4+ (INC) (Downgraded),"November 28, 2025",207.0,HOT,Agro/Food,10.0,Infomerics,0,0,0,0,0,5.07,HOT (207 days INC),"Your rating at Infomerics has been INC for 207 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
SRC Company Infra Private Limited,Infomerics,Infomerics,1,Short Term Facilities,Short Term Facilities,IVR A4+ (INC) (Downgraded),"November 28, 2025",207.0,HOT,Other,170.0,Infomerics,0,0,0,0,0,5.07,HOT (207 days INC),"Your rating at Infomerics has been INC for 207 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Shreesatya Mines Private Limited,Infomerics,Infomerics,1,Short-Term Bank Facilities,Short-Term Bank Facilities,IVR A4 (INC) (Reaffirmed),"November 28, 2025",207.0,HOT,Other,109.5,Infomerics,0,0,0,0,0,5.07,HOT (207 days INC),"Your rating at Infomerics has been INC for 207 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
G D Dyestuff Inds. Ltd.,IND-RA,IND-RA,1,Bank Guarantee,Bank Guarantee,A 4,01-12-2025,204.0,HOT,Chemicals/Pharma,0.30,D365,0,0,0,0,0,5.04,HOT (204 days INC),"Your rating at IND-RA has been INC for 204 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Yash Metal Impex Pvt. Ltd.,ACUITE,ACUITE,1,Letter Of credit,Letter Of credit,A 4,01-12-2025,204.0,HOT,Steel & Metals,4.25,D365,0,0,0,0,0,5.04,HOT (204 days INC),"Your rating at ACUITE has been INC for 204 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Viswaat Chemicals Ltd.,CARE,CARE,1,Non-government debt,Non-government debt,BB/A4,01-12-2025,204.0,HOT,Chemicals/Pharma,44.00,D365,0,0,0,0,0,5.04,HOT (204 days INC),"Your rating at CARE has been INC for 204 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
J R M Foods Pvt. Ltd.,BRICKWORK,BRICKWORK,1,Term loans,Term loans,B+,01-12-2025,204.0,HOT,Agro/Food,8.25,D365,0,0,0,0,0,5.04,HOT (204 days INC),"Your rating at BRICKWORK has been INC for 204 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Kapeeshwar Sugars & Chemicals Ltd.,IND-RA,IND-RA,1,Term loans,Term loans,BB,01-12-2025,204.0,HOT,Agro/Food,74.50,D365,0,0,0,0,0,5.04,HOT (204 days INC),"Your rating at IND-RA has been INC for 204 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Inox World Inds. Pvt. Ltd.,BRICKWORK,BRICKWORK,1,Bank Guarantee,Bank Guarantee,A 4,01-12-2025,204.0,HOT,Other,0.40,D365,0,0,0,0,0,5.04,HOT (204 days INC),"Your rating at BRICKWORK has been INC for 204 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Invreco Pvt. Ltd.,CARE,CARE,1,Non-government debt,Non-government debt,BBB+/A2,01-12-2025,204.0,HOT,Other,250.00,D365,0,0,0,0,0,5.04,HOT (204 days INC),"Your rating at CARE has been INC for 204 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
S V P Industries Ltd.,BRICKWORK,BRICKWORK,1,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,A 4,01-12-2025,204.0,HOT,Other,4.00,D365,0,0,0,0,0,5.04,HOT (204 days INC),"Your rating at BRICKWORK has been INC for 204 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Turbhe Chemicals Pvt. Ltd.,CARE,CARE,1,Term loans,Term loans,B+,01-12-2025,204.0,HOT,Chemicals/Pharma,1.21,D365,0,0,0,0,0,5.04,HOT (204 days INC),"Your rating at CARE has been INC for 204 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Ronak Processors Pvt. Ltd.,CARE,CARE,1,Term loans,Term loans,B-,01-12-2025,204.0,HOT,Other,3.44,D365,0,0,0,0,0,5.04,HOT (204 days INC),"Your rating at CARE has been INC for 204 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
A B Grain Spirits Pvt. Ltd.,BRICKWORK,BRICKWORK,1,Bank Guarantee,Bank Guarantee,A 4,01-12-2025,204.0,HOT,Agro/Food,28.00,D365,0,0,0,0,0,5.04,HOT (204 days INC),"Your rating at BRICKWORK has been INC for 204 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Chandresh Cables Ltd.,ACUITE,ACUITE,1,Term loans,Term loans,BB+,01-12-2025,204.0,HOT,Other,31.16,D365,0,0,0,0,0,5.04,HOT (204 days INC),"Your rating at ACUITE has been INC for 204 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Kay Jay Forgings Ltd.,ICRA,ICRA,1,Term loans,Term loans,B+,01-12-2025,204.0,HOT,Other,79.61,D365,0,0,0,0,0,5.04,HOT (204 days INC),"Your rating at ICRA has been INC for 204 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
T C S & Associates Pvt. Ltd.,ICRA,ICRA,1,Term loans,Term loans,B+,01-12-2025,204.0,HOT,Other,0.71,D365,0,0,0,0,0,5.04,HOT (204 days INC),"Your rating at ICRA has been INC for 204 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
N S C Projects Pvt. Ld.,CRISIL,CRISIL,1,Bank Guarantee,Bank Guarantee,A 2,01-12-2025,204.0,HOT,Other,218.00,D365,0,0,0,0,0,5.04,HOT (204 days INC),"Your rating at CRISIL has been INC for 204 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Navbharat Explosives Co. Ltd.,CARE,CARE,1,Bank Guarantee,Bank Guarantee,D,01-12-2025,204.0,HOT,Other,7.50,D365,0,0,0,0,0,5.04,HOT (204 days INC),"Your rating at CARE has been INC for 204 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Sunil Sponge Pvt. Ltd.,CARE,CARE,1,Letter Of credit,Letter Of credit,A 4,01-12-2025,204.0,HOT,Other,10.00,D365,0,0,0,0,0,5.04,HOT (204 days INC),"Your rating at CARE has been INC for 204 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Jagaran Microfin Pvt. Ltd.,ACUITE,ACUITE,1,Term loans,Term loans,BB,01-12-2025,204.0,HOT,BFSI,27.50,D365,0,0,0,0,0,5.04,HOT (204 days INC),"Your rating at ACUITE has been INC for 204 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Alfa-Therm Ltd.,CARE,CARE,1,Non-government debt,Non-government debt,B-/A4,01-12-2025,204.0,HOT,Other,2.67,D365,0,0,0,0,0,5.04,HOT (204 days INC),"Your rating at CARE has been INC for 204 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Livenza Granito LLP,Infomerics,Infomerics,1,Short Term Bank Facilities,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),"December 1, 2025",204.0,HOT,Other,4.0,Infomerics,0,0,0,0,0,5.04,HOT (204 days INC),"Your rating at Infomerics has been INC for 204 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Mehar Mediserve LLP,Infomerics,Infomerics,1,Long Term Bank Facilities,Long Term Bank Facilities,IVR C+ (INC) (Downgraded),"December 1, 2025",204.0,HOT,Other,20.0,Infomerics,0,0,0,0,0,5.04,HOT (204 days INC),"Your rating at Infomerics has been INC for 204 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Indraprastha Foods Limited,Infomerics,Infomerics,1,Long Term Bank Facilities,Long Term Bank Facilities,IVR B (INC) (Downgraded),"December 1, 2025",204.0,HOT,Agro/Food,42.25,Infomerics,0,0,0,0,0,5.04,HOT (204 days INC),"Your rating at Infomerics has been INC for 204 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
India Mega Agro Anaj Limited,Infomerics,Infomerics,1,Long Term Bank Facilities,Long Term Bank Facilities,IVR D (INC) (Reaffirmed),"December 1, 2025",204.0,HOT,Agro/Food,195.9,Infomerics,0,0,0,0,0,5.04,HOT (204 days INC),"Your rating at Infomerics has been INC for 204 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
Mathan Caar Decors,Infomerics,Infomerics,1,Long Term Bank Facilities,Long Term Bank Facilities,IVR B- (INC) (Downgraded),"December 1, 2025",204.0,HOT,Other,20.0,Infomerics,0,0,0,0,0,5.04,HOT (204 days INC),"Your rating at Infomerics has been INC for 204 days. ACER offers a fresh, active rating in 15 days with dedicated analyst access — call before July 31."
