Company,Agencies_INC_April2026,Agency_Count,Instruments,Max_Days_Since_Rating,Urgency,Data_Source,Why_Target,ACER_Pitch
Natvar Cotex Pvt. Ltd.,CRISIL,1,Long term Loans,61.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Nidan Laboratories & Healthcare Ltd.,CRISIL,1,Term loans,61.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Novagen Healthcare Pvt. Ltd.,CRISIL,1,Term loans,61.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Nutri Feeds & Farms Pvt. Ltd.,CRISIL,1,Term loans,61.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
P S V Precast Pvt. Ltd.,CARE,1,Term loans,61.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Paradigm Tunneling Pvt. Ltd.,CRISIL,1,Bank Guarantee | Letter Of credit,61.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Passion Vitrified Pvt. Ltd.,CRISIL,1,Bank Guarantee | Long term Loans | Term loans,61.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Phenil Sugars Ltd.,CARE,1,Bank Guarantee,61.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Planet Agencies Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,61.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Renaatus Projects Pvt. Ltd.,CRISIL,1,Bank Guarantee | Letter Of credit,61.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
S Pal Enterprises Pvt. Ltd.,CARE,1,Bank Guarantee | Letter Of credit | Term loans,61.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Shivank Udyog Ltd.,CRISIL,1,Non-fund-based financial facility/instrument,61.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Tomar Builders & Contractors Pvt. Ltd.,CRISIL,1,Bank Guarantee,61.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Vallabh Steels Ltd.,ACUITE,1,Letter Of credit | Long term Loans | Term loans,61.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Vatika Seven Elements Pvt. Ltd.,CARE,1,Term loans,61.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Aarti Suitings Pvt. Ltd.,CARE,1,Bank Guarantee | Letter Of credit | Term loans,60.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Adig Jemtex Pvt. Ltd.,CARE,1,Term loans,60.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Alom Poly Extrusions Ltd.,ACUITE,1,Long term Loans | Term loans,60.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Ankit Pulps & Boards Pvt. Ltd.,ICRA,1,Long term Loans | Term loans,60.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Aryan Castings Pvt. Ltd.,ACUITE,1,Letter Of credit,60.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Bagga Link Motors Ltd.,ICRA,1,Fund based financial facility/instrument | Letter Of credit | Term loans,60.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Capital Electricals Pvt. Ltd.,CRISIL,1,Bank Guarantee | Letter Of credit | Short-term loan,60.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Corodex Infrastructure Pvt. Ltd.,CARE,1,Non-government debt,60.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Great Value Fuels Pvt. Ltd.,ICRA,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,60.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Hi-Tech Pharmaceuticals Pvt. Ltd.,ACUITE,1,Long term Loans | Term loans,60.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Kamtanath Food Product Pvt. Ltd.,CRISIL,1,Long term Loans,60.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Kissan Riceland Pvt. Ltd.,CRISIL,1,Long term Loans | Non-fund-based financial facility/instrument | Term loans,60.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
M S Support Services Ltd.,CARE,1,Bank Guarantee | Non-government debt,60.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Magnum Lubricants (India) Pvt. Ltd.,CRISIL,1,Letter Of credit,60.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Mahesh Industries Pvt. Ltd.,CRISIL,1,Letter Of credit,60.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Mahesh Timber Pvt. Ltd.,CRISIL,1,Letter Of credit,60.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Maheshwari Fabtex Pvt. Ltd.,CRISIL,1,Long term Loans,60.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Makharia Machineries Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,60.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Marut Nandan Textiles Ltd.,CRISIL,1,Term loans,60.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Mayasheel Retail India Ltd.,CRISIL,1,Fund based financial facility/instrument | Term loans,60.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Megamiles Bearing Cups Pvt. Ltd.,CRISIL,1,Letter Of credit,60.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Mhetre Foods Pvt. Ltd.,CRISIL,1,Long term Loans,60.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Mudrakshi Hytech India Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument | Term loans,60.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Mulpuri Foods & Feeds Pvt. Ltd.,CRISIL,1,Long term Loans,60.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Multiple Special Steel Pvt. Ltd.,CRISIL,1,Letter Of credit | Long term Loans | Term loans,60.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
My Car (Bhopal) Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument | Long term Loans,60.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
My Car (Indore) Pvt. Ltd.,CRISIL,1,Bank Guarantee | Term loans,60.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
My Equipments Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument | Term loans,60.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
My Store Pvt. Ltd.,CRISIL,1,Bank Guarantee | Term loans,60.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Narmada Spinning Pvt. Ltd.,CRISIL,1,Bank Guarantee | Long term Loans | Term loans,60.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Navitas Green Solutions Pvt. Ltd.,CRISIL,1,Bank Guarantee | Letter Of credit | Term loans,60.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Nucleus Satellite Communications (Madras) Pvt. Ltd.,CRISIL,1,Bank Guarantee | Long term Loans,60.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
P Dass Forging Pvt. Ltd.,ACUITE,1,Term loans,60.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Pellet-Energy Systems Pvt. Ltd.,CARE,1,Term loans,60.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Regent Granito India Ltd.,ICRA,1,Non-fund-based financial facility/instrument | Term loans,60.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
S V R Drugs Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument | Term loans,60.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
S V R Laboratories Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt,60.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Sab Media Networks Pvt. Ltd.,ACUITE,1,Term loans,60.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Shree Ishan Equipment Pvt. Ltd.,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument,60.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Shree Ram Proteins Ltd.,ICRA,1,Bank Guarantee | Term loans,60.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Sundaram Steels Pvt. Ltd.,CARE,1,Term loans,60.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Swadesh Green Infra Ltd.,ICRA,1,Bank Guarantee | Term loans,60.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Sweety Infrastructure Pvt. Ltd.,CARE,1,Bank Guarantee,60.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Trie-Viz Infracon Pvt. Ltd.,ACUITE,1,Bank Guarantee,60.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Turbovent Industries Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt | Term loans,60.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Alpha Milkfoods Pvt. Ltd.,ICRA,1,Term loans,57.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Chavan Motors Division India Pvt. Ltd.,CRISIL,1,Bank Guarantee | Term loans,57.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Hotcrete Infrastructure Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt,57.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Kisha Telelinks Pvt. Ltd.,ACUITE,1,Bank Guarantee,57.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Metal Crafts Constructors Pvt. Ltd.,CRISIL,1,Bank Guarantee | Term loans,57.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Mighty Auto Wheels Pvt. Ltd.,CARE,1,Term loans,57.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Mohini Health & Hygiene Ltd.,CARE,1,Term loans,57.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Pommys Garments (India) Pvt. Ltd.,ICRA,1,Term loans,57.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Radius Water Ltd.,ICRA,1,Non-government debt | Term loans,57.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Rawmet Resources Pvt. Ltd.,CARE,1,Letter Of credit | Non-government debt,57.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Shining Engineers & Founders Pvt. Ltd.,CRISIL,1,Letter Of credit | Long term Loans | Term loans,57.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Shiva Industrial Security Agency (Gujarat) Ltd.,CARE,1,Bank Guarantee | Non-government debt,57.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Shreyans Oils Pvt. Ltd.,ICRA,1,Non-government debt,57.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Shri Mahavir Iron & Steel Pvt. Ltd.,CARE,1,Term loans,57.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Singlacherra Tea Co. Pvt. Ltd.,CARE,1,Term loans,57.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Sivana Steel & Power Pvt. Ltd.,CARE,1,Term loans,57.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Spansules Formulations India Pvt. Ltd.,CARE,1,Non-government debt | Term loans,57.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Spansules Pharmatech Pvt. Ltd.,CARE,1,Non-government debt | Term loans,57.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Sri Venkata Umasankar Spintex Pvt. Ltd.,ICRA,1,Term loans,57.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Transglobal Securities Ltd.,ICRA,1,Non-government debt,57.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Vishwakarma Automotive Pvt. Ltd.,CARE,1,Term loans,57.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Welcome Distilleries Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt,57.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Aaradhya Disposal Inds. Ltd.,CRISIL,1,Term loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Aditya Vidyut Appliances Ltd.,ICRA,1,Non-fund-based financial facility/instrument | Term loans,56.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Agarwal Toughened Glass India Ltd.,CRISIL,1,Fund based financial facility/instrument | Letter Of credit | Long term Loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Balarka Fabricon Pvt. Ltd.,CARE,1,Bank Guarantee | Term loans,56.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Bulland Buildtech Pvt. Ltd.,CARE,1,Fund based financial facility/instrument,56.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
D T L Ancillaries Ltd.,CRISIL,1,Bank Guarantee | Letter Of credit,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
E C Blades & Tools Pvt. Ltd.,CRISIL,1,Bank Guarantee,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Eco Polyfibres Pvt. Ltd.,CARE,1,Letter Of credit,56.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Enam Castings Pvt. Ltd.,CRISIL,1,Term loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Epicu Agro Products Pvt. Ltd.,ICRA,1,Non-government debt | Term loans,56.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Eppeltone Engineers Ltd.,CRISIL,1,Bank Guarantee,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Esmario Export Enterprises Pvt. Ltd.,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Ezone Security Solutions (India) Pvt. Ltd.,CRISIL,1,Bank Guarantee | Letter Of credit,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Galco Extrusions Pvt. Ltd.,CRISIL,1,Long term Loans | Term loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Golden Mandhir Retail Pvt. Ltd.,CARE,1,Fund based financial facility/instrument | Term loans,56.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Goodluck Carbon Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument | Term loans,56.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Hari Om Retail Pvt. Ltd.,CARE,1,Fund based financial facility/instrument,56.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Hubli Electricity Supply Co. Ltd.,CRISIL,1,Letter Of credit | Long term Loans | Short-term loan,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
K B S C Auto Pvt. Ltd.,CARE,1,Fund based financial facility/instrument | Non-government debt,56.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Krupalu Rice Inds. Pvt. Ltd.,CARE,1,Bank Guarantee | Letter Of credit | Term loans,56.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
L G F Vitrified Pvt. Ltd.,CRISIL,1,Bank Guarantee | Term loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Lalitha Chem Inds. Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument | Letter Of credit | Non-fund-based financial facility/instrument,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Maa Annapurna Jute & Carpets Inds. Pvt. Ltd.,CRISIL,1,Term loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Nachiketa Papers Ltd.,CRISIL,1,Term loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Neco Heavy Engg. & Castings Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument,56.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Para Products Pvt. Ltd.,ICRA,1,Non-government debt,56.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Parul Foods Specialities Pvt. Ltd.,CRISIL,1,Term loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Quadragen Vethealth Pvt. Ltd.,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
R A Kraft Paper Pvt. Ltd.,CRISIL,1,Letter Of credit,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
R K G International Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument,56.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
R L J Polyfab Ltd.,ICRA,1,Non-fund-based financial facility/instrument | Term loans,56.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
R M P Fab Sourcing Pvt. Ltd.,CRISIL,1,Long term Loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Radha Industries Pvt. Ltd.,CRISIL,1,Bank Guarantee,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Ramji Acro Ltd.,CRISIL,1,Long term Loans | Term loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Ratnadeep Metal & Tubes Ltd.,IND-RA,1,Non-government debt,56.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Ravina Health Care Pvt. Ltd.,CRISIL,1,Long term Loans | Term loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
