Company Name,Current Rating Agency,Instrument,Instrument Type,Rating,Rating Date,Days Since Rating,Urgency,Amount Cr,Sector,Why Target,ACER Pitch
Anik Industries Ltd.,Brickwork,Letter Of credit,Letter of Credit,D,2025-09-10,287.0,HOT,153.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Anil Buildcon (India) Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-05-13,407.0,ULTRA HOT,28.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Anil Trading India Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,A 4,2025-11-11,225.0,HOT,6.00,Trading/Exports,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Anlon Healthcare Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,C,2025-11-20,216.0,HOT,1.89,Automobiles,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Anmol Steel Processors Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,D,2025-06-12,377.0,ULTRA HOT,75.00,Steel,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Annapurna Pet Pvt. Ltd. [Merged],Brickwork,Term loans,Term Loan,D,2025-10-15,252.0,HOT,8.73,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Annu Projects Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-06-16,373.0,ULTRA HOT,74.50,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Ansal A P I Infrastructure Ltd.,Brickwork,Term loans,Term Loan,D,2025-11-20,216.0,HOT,275.18,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Ansal Buildwell Ltd.,Brickwork,Term loans,Term Loan,D,2025-05-21,399.0,ULTRA HOT,1.91,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Ansal Hi-Tech Townships Ltd.,Brickwork,Term loans,Term Loan,D,2025-11-20,216.0,HOT,140.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Ansal Properties & Infrastructure Ltd.,Brickwork,Term loans,Term Loan,D,2025-09-03,294.0,HOT,140.62,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Anshul Steels Ltd.,Brickwork,Term loans,Term Loan,D,2025-10-07,260.0,HOT,2.52,Steel,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Anupama Steel Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-05-23,397.0,ULTRA HOT,100.00,Steel,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Anusaya Auto Press Parts Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,C,2025-12-03,203.0,HOT,1.69,Manufacturing,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Apex Coco & Solar Energy Ltd.,Brickwork,Term loans,Term Loan,D,2025-12-02,204.0,HOT,127.71,Energy,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Apis India Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,BB-,2025-08-28,300.0,HOT,83.50,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Aplab Ltd.,Brickwork,Term loans,Term Loan,D,2025-11-11,225.0,HOT,13.45,Chemicals/Pharma,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Apollo Vikas Steels Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-10-15,252.0,HOT,42.00,Steel,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Apoorva I T Solutions Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-09-09,288.0,HOT,3.50,IT/Technology,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Aqua-Tech Solutions Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,BB-,2026-01-07,168.0,MEDIUM,3.10,IT/Technology,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Aquatech Infra Projects Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-07-31,328.0,HOT,9.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Aradhya Wire & Ropes Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,D,2025-06-13,376.0,ULTRA HOT,1.50,Manufacturing,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Aravind Milkfoods Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-07-14,345.0,HOT,0.18,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Archon Engicon Ltd.,Brickwork,Non-fund-based financial facility/instrument,Non-Fund Based,D,2026-01-28,147.0,MEDIUM,243.50,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Arco Steel Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2026-01-23,152.0,MEDIUM,5.00,Steel,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Arham Petrochem Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-08-13,315.0,HOT,3.51,Chemicals/Pharma,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Ariando Infra Machines India Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2026-01-23,152.0,MEDIUM,10.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Aries Corporate Services Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-12-03,203.0,HOT,5.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Arihant Publications (India) Ltd.,Brickwork,Term loans,Term Loan,B-,2026-01-19,156.0,MEDIUM,2.86,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Arihant Retail Pvt. Ltd.,Brickwork,Non-government debt,NCD,D,2025-05-13,407.0,ULTRA HOT,9.50,Media/Retail,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Arise Automotives Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2026-02-04,140.0,MEDIUM,1.31,Automobiles,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Aristocraft Papers Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-11-24,212.0,HOT,1.16,Paper/Packaging,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Arjun Chemicals Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,D,2025-09-19,278.0,HOT,1.00,Chemicals/Pharma,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Arochem Industries Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-08-12,316.0,HOT,5.08,Chemicals/Pharma,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Arora Aromatics Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2026-02-16,128.0,MEDIUM,,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Arora Construction Co. Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,C,2026-01-23,152.0,MEDIUM,13.50,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Arora Udyog Ltd.,Brickwork,Term loans,Term Loan,B-,2026-04-06,79.0,LOW,49.83,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Arthanari Loom Centre (Textile) Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,BB,2026-04-07,78.0,LOW,21.42,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Artsy Homes Real Estate Pvt. Ltd.,Brickwork,Debentures / Bonds / notes / bills,NCD,D,2025-11-18,218.0,HOT,25.16,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Arun Spinning Mills Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,D,2026-03-17,99.0,MEDIUM,5.00,Textiles,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Arunnachala Impex Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2026-01-02,173.0,MEDIUM,5.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Aruppukottai Sri Jaya Vilas Pvt. Ltd.,Brickwork,Non-fund-based financial facility/instrument,Non-Fund Based,A 4,2025-10-07,260.0,HOT,11.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Arvind Motors Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,Fund Based,C,2025-10-14,253.0,HOT,3.47,Automobiles,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Arya Steels Rolling (India) Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-05-30,390.0,ULTRA HOT,5.00,Steel,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Aryas Grains Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-12-04,202.0,HOT,4.00,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Aryavrat Tollways Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2025-10-16,251.0,HOT,71.93,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Asahi Infrastructure & Projects Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,D,2025-06-24,365.0,ULTRA HOT,7.00,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Ascan Plyboard India Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-12-05,201.0,HOT,9.00,Paper/Packaging,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Asclepius Hospitals & Health Care Pvt. Ltd.,Brickwork,Non-fund-based financial facility/instrument,Non-Fund Based,A 4,2025-06-23,366.0,ULTRA HOT,80.75,Automobiles,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Ashiana Ispat Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,D,2025-06-13,376.0,ULTRA HOT,5.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Ashiana Manufacturing India Ltd.,Brickwork,Term loans,Term Loan,B-,2025-08-04,324.0,HOT,4.74,Manufacturing,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Ashish Infracon Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2026-04-02,83.0,LOW,1.83,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Ashish Vessel Demolition Pvt. Ltd.,Brickwork,Non-government debt,NCD,C/A4,2025-07-31,328.0,HOT,30.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Ashok Bricks Inds. Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2025-05-20,400.0,ULTRA HOT,4.47,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Asian Fertilizers Ltd.,Brickwork,Non-fund-based financial facility/instrument,Non-Fund Based,A 4,2025-06-05,384.0,ULTRA HOT,3.50,Chemicals/Pharma,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Asian Hotels (North) Ltd.,Brickwork,Term loans,Term Loan,D,2025-09-03,294.0,HOT,,Hotels/Tourism,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Asian Warehousing Ltd.,Brickwork,Term loans,Term Loan,D,2026-01-29,146.0,MEDIUM,7.19,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Asianet News Network Pvt. Ltd.,Brickwork,Non-fund-based financial facility/instrument,Non-Fund Based,A 4,2026-03-12,104.0,MEDIUM,66.73,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Asiatic Colour-Chem Inds. Pvt. Ltd.,Brickwork,Non-fund-based financial facility/instrument,Non-Fund Based,A 4,2026-03-13,103.0,MEDIUM,1.00,Chemicals/Pharma,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Asolution Pharmaceuticals Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-05-21,399.0,ULTRA HOT,1.00,Chemicals/Pharma,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Assam Roofing Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2025-05-16,404.0,ULTRA HOT,5.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Associated Appliances Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,D,2026-04-03,82.0,LOW,3.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Assorted Plastics Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2026-04-06,79.0,LOW,2.76,Chemicals/Pharma,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Astec Valves & Fittings Pvt. Ltd.,Brickwork,Letter Of credit,Letter of Credit,A 4,2025-05-23,397.0,ULTRA HOT,4.00,Manufacturing,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Astila Ceramic Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,A 4,2026-03-17,99.0,MEDIUM,2.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Astra Lifecare (India) Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2026-01-29,146.0,MEDIUM,18.00,Automobiles,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Aswani Industries Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-05-16,404.0,ULTRA HOT,9.34,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Atam Manohar Ship Breakers Pvt. Ltd.,Brickwork,Non-fund-based financial facility/instrument,Non-Fund Based,A 4,2026-03-18,98.0,MEDIUM,1.35,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Atarson Overseas Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2025-12-01,205.0,HOT,9.38,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Athitheya Kshema Hotels Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2025-05-28,392.0,ULTRA HOT,2.32,Hotels/Tourism,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Atlanta Infra Assets Ltd.,Brickwork,Term loans,Term Loan,D,2025-06-05,384.0,ULTRA HOT,222.12,Construction,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Atlanta Ropar Tollways Pvt. Ltd.,Brickwork,Term loans,Term Loan,D,2025-06-05,384.0,ULTRA HOT,134.00,Other,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Atluri Foods Pvt. Ltd.,Brickwork,Term loans,Term Loan,C,2025-11-04,232.0,HOT,15.10,Agro/Food,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
Atul Generators Pvt. Ltd.,Brickwork,Bank Guarantee,Bank Guarantee,C,2026-04-08,77.0,LOW,0.95,Energy,Brickwork INC — displacement opportunity,Brickwork has INC'd your rating — ACER can replace with a fresh rating within 30 days
