Company Name,Current Rater,Instrument Type,Grade,Rating,Last Rating Date,Days Since Downgrade,Is INC,Urgency,Why Target,ACER Pitch Angle
Victory Spinning Mills Pvt. Ltd.,ACUITE,Long term Loans,High Risk,B,2026-04-01,80.0,True,MEDIUM,"Downgraded in last 90 days by ACUITE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Lido Commercial Co. Ltd.,ACUITE,Term loans,Inadequate Safety,BB-,2026-04-01,80.0,True,MEDIUM,"Downgraded in last 90 days by ACUITE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Indrajit Properties Pvt. Ltd. (2011),BRICKWORK,Term loans,High Risk,B-,2026-04-01,80.0,True,MEDIUM,"Downgraded in last 90 days by BRICKWORK — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Prime Mover Auto Associates Pvt. Ltd.,ACUITE,Bank Guarantee,Default,D,2026-04-01,80.0,True,MEDIUM,"Downgraded in last 90 days by ACUITE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Vindhya Telelinks Ltd.,CARE,Term loans,Adequate Safety,A,2026-04-01,80.0,False,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Arth Micro Finance Pvt. Ltd.,ACUITE,Term loans,Default,D,2026-04-01,80.0,True,MEDIUM,"Downgraded in last 90 days by ACUITE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Birla Cable Ltd.,CARE,Bank Guarantee,Highest Safety,A 1(CE),2026-04-01,80.0,False,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Sew Bellary Highways Ltd.,BRICKWORK,Term loans,High Risk,B,2026-04-01,80.0,True,MEDIUM,"Downgraded in last 90 days by BRICKWORK — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Paul & Co. Steel Merchants Pvt. Ltd.,ACUITE,Fund based financial facility/instrument,High Risk,B,2026-03-31,81.0,True,MEDIUM,"Downgraded in last 90 days by ACUITE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Micron Precision Screws Pvt. Ltd.,BRICKWORK,Term loans,Substantial Risk,C,2026-03-31,81.0,True,MEDIUM,"Downgraded in last 90 days by BRICKWORK — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Premier Plasmotec Pvt. Ltd.,CARE,Non-government debt,Moderate Safety,BBB-/A3,2026-03-31,81.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Chandra Hasni Ispat Pvt. Ltd.,CRISIL,Long term Loans,Moderate Safety,BBB,2026-03-31,81.0,False,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Astra Rafael Comsys Pvt. Ltd.,ICRA,Non-government debt,Moderate Safety,BBB/A3+,2026-03-31,81.0,False,MEDIUM,"Downgraded in last 90 days by ICRA — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Wardwizard Innovations & Mobility Ltd.,CRISIL,Long term Loans,High Risk,B,2026-03-31,81.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Konkan Speciality Poly Products Pvt. Ltd.,BRICKWORK,Letter Of credit,High Risk,A 4+,2026-03-31,81.0,False,MEDIUM,"Downgraded in last 90 days by BRICKWORK — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
L & W Construction Pvt. Ltd.,ICRA,Non-government debt,Inadequate Safety,BB+/A4+,2026-03-31,81.0,True,MEDIUM,"Downgraded in last 90 days by ICRA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
L & W Building Solutions Pvt. Ltd.,ICRA,Non-government debt,Inadequate Safety,BB+/A4+,2026-03-31,81.0,True,MEDIUM,"Downgraded in last 90 days by ICRA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Jindal Intellicom Ltd.,CARE,Non-government debt,Moderate Safety,BBB-/A3,2026-03-31,81.0,False,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Sudha Business Enterprises Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,High Risk,B,2026-03-31,81.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Rathi Special Steels Ltd.,CARE,Term loans,Inadequate Safety,BB+,2026-03-31,81.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Renew Solar Power Pvt. Ltd.,IND-RA,Term loans,Adequate Safety,A,2026-03-31,81.0,False,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
S V E Drilling Tools Pvt. Ltd.,CRISIL,Letter Of credit,High Risk,B,2026-03-31,81.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Shree Tribhuvan Ispat Pvt. Ltd.,CRISIL,Term loans,High Risk,B,2026-03-31,81.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Shiva Pharmachem Ltd.,CARE,Non-fund-based financial facility/instrument,High Safety,A 2,2026-03-31,81.0,False,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Sheetal Cool Products Ltd.,CRISIL,Term loans,High Risk,B,2026-03-31,81.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
R M N Infrastructures Ltd.,CARE,Non-government debt,Inadequate Safety,BB+/A4+,2026-03-31,81.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Covalent Laboratories Pvt. Ltd.,ICRA,Fund based financial facility/instrument,Adequate Safety,A-,2026-03-31,81.0,False,MEDIUM,"Downgraded in last 90 days by ICRA — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Telangana Fiber Grid Corpn. Ltd.,IND-RA,Term loans,Inadequate Safety,BB,2026-03-31,81.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Upcountry Vehicle Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,High Risk,B,2026-03-31,81.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Yamir Packaging Pvt. Ltd.,CRISIL,Non-fund-based financial facility/instrument,High Risk,A 4,2026-03-31,81.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Zorin Interiors Pvt. Ltd.,CRISIL,Long term Loans,High Risk,B,2026-03-31,81.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Vruksha Microfin Pvt. Ltd.,CRISIL,Long term Loans,High Risk,B,2026-03-30,82.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Vajra Rubber Products Pvt. Ltd.,ACUITE,Bank Guarantee,High Risk,A 4,2026-03-30,82.0,True,MEDIUM,"Downgraded in last 90 days by ACUITE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Salona Cotspin Ltd.,CARE,Term loans,Moderate Safety,BBB-,2026-03-30,82.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Selvam Broilers Pvt. Ltd.,CRISIL,Long term Loans,High Risk,B,2026-03-30,82.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Sigma Metal & Power Pvt. Ltd.,CARE,Term loans,Inadequate Safety,BB,2026-03-30,82.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Radheshyam Paper Mills Pvt. Ltd.,CRISIL,Long term Loans,High Risk,B,2026-03-30,82.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Ratnapriya Dyeing & Printing Mills Pvt. Ltd.,CRISIL,Term loans,High Risk,B,2026-03-30,82.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Republic Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,High Risk,A 4,2026-03-30,82.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Simla Chemicals Pvt. Ltd.,CRISIL,Bank Guarantee,High Risk,A 4,2026-03-30,82.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Shree Radhey Radhey Ispat Pvt. Ltd.,CARE,Term loans,Inadequate Safety,BB,2026-03-30,82.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Moped House Pvt. Ltd.,CRISIL,Long term Loans,High Risk,B,2026-03-30,82.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Narmada Cars Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,High Risk,B,2026-03-30,82.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Om Infra Ltd.,CARE,Non-government debt,Inadequate Safety,BB+/A4+,2026-03-30,82.0,False,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Oval Projects Engg. Ltd.,CRISIL,Bank Guarantee,High Risk,A 4,2026-03-30,82.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Pasupala Foods Pvt. Ltd.,CRISIL,Long term Loans,High Risk,B,2026-03-30,82.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Pasupati Spinning & Wvg. Mills Ltd.,CRISIL,Long term Loans,High Risk,B,2026-03-30,82.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Meena Agency Ltd.,CARE,Letter Of credit,High Risk,A 4+,2026-03-30,82.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Magalir Micro Capital Pvt. Ltd.,CARE,Term loans,Inadequate Safety,BB,2026-03-30,82.0,False,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Sungwoo Stamping Pvt. Ltd.,ICRA,Term loans,Inadequate Safety,BB+,2026-03-30,82.0,True,MEDIUM,"Downgraded in last 90 days by ICRA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Mamta Transformers Pvt. Ltd.,CRISIL,Bank Guarantee,Default,D,2026-03-30,82.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Dvara Kshetriya Gramin Financial Services Pvt. Ltd.,CARE,Non-government debt,Moderate Safety,BBB/A3+,2026-03-30,82.0,False,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Cinevista Ltd.,CRISIL,Term loans,High Risk,B,2026-03-30,82.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Blow Packaging (India) Pvt. Ltd.,ACUITE,Bank Guarantee,High Risk,A 4,2026-03-30,82.0,True,MEDIUM,"Downgraded in last 90 days by ACUITE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Grentex & Co. Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4+,2026-03-30,82.0,True,MEDIUM,"Downgraded in last 90 days by ICRA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Tejpal Motors Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,High Risk,B,2026-03-30,82.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Pune Polymers Pvt. Ltd.,CARE,Term loans,Inadequate Safety,BB+,2026-03-27,85.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Shree Ganesh Bakery Nandani Pvt. Ltd.,CRISIL,Term loans,High Risk,B,2026-03-27,85.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Sharda Flour Pvt. Ltd.,CRISIL,Term loans,High Risk,B,2026-03-27,85.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Sriya Farms & Feeds Pvt. Ltd.,ACUITE,Term loans,Default,D,2026-03-27,85.0,True,MEDIUM,"Downgraded in last 90 days by ACUITE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Smart Login Solutions Pvt. Ltd.,CRISIL,Letter Of credit,High Risk,B,2026-03-27,85.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Shree Ganesh Poly Plast Pvt. Ltd.,BRICKWORK,Term loans,Default,D,2026-03-27,85.0,True,MEDIUM,"Downgraded in last 90 days by BRICKWORK — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Mohan Brothers (Drinks) Pvt. Ltd.,CRISIL,Letter Of credit,High Risk,B,2026-03-27,85.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Mercury Industries Ltd.,CRISIL,Long term Loans,High Risk,B,2026-03-27,85.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Mr. Brown Bakery & Food Products Pvt. Ltd.,CRISIL,Term loans,High Risk,B,2026-03-27,85.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Namdhari Seeds Pvt. Ltd.,CRISIL,Term loans,High Risk,B,2026-03-27,85.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Oja Motors Dealer Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,High Risk,B,2026-03-27,85.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Celon Laboratories Pvt. Ltd.,IND-RA,Term loans,Inadequate Safety,BB-,2026-03-27,85.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Central India Engg. Pvt. Ltd.,CARE,Non-government debt,Inadequate Safety,BB/A4,2026-03-27,85.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Diwanka Energy Pvt. Ltd.,CRISIL,Bank Guarantee,High Risk,A 4,2026-03-27,85.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Fratelli Wines Pvt. Ltd.,ACUITE,Bank Guarantee,Inadequate Safety,BB+,2026-03-27,85.0,True,MEDIUM,"Downgraded in last 90 days by ACUITE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Katara Dental Pvt. Ltd.,CRISIL,Term loans,High Risk,B,2026-03-27,85.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Intertex Pvt. Ltd.,ICRA,Letter Of credit,High Risk,A 4,2026-03-27,85.0,False,MEDIUM,"Downgraded in last 90 days by ICRA — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
J R Transformers Pvt. Ltd.,BRICKWORK,Non-government debt,High Risk,B-,2026-03-27,85.0,True,MEDIUM,"Downgraded in last 90 days by BRICKWORK — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
R S Infra-Transmission Ltd.,BRICKWORK,Fund based financial facility/instrument,High Risk,B,2026-03-27,85.0,True,MEDIUM,"Downgraded in last 90 days by BRICKWORK — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Sanmar Shipping Ltd.,CRISIL,Long term Loans,Adequate Safety,A,2026-03-27,85.0,False,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Sai Sidhi Swagat Health Services Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,High Risk,B,2026-03-27,85.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Santlal Industries Ltd.,ACUITE,Long term Loans,Inadequate Safety,BB-,2026-03-27,85.0,True,MEDIUM,"Downgraded in last 90 days by ACUITE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Asclepius Hospitals & Health Care Pvt. Ltd.,IND-RA,Non-government debt,High Risk,B-/A4,2026-03-27,85.0,True,MEDIUM,"Downgraded in last 90 days by IND-RA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Hempshier Steel Pvt. Ltd.,CRISIL,Letter Of credit,High Risk,A 4,2026-03-27,85.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Backbone Construction Pvt. Ltd.,CRISIL,Bank Guarantee,High Risk,A 4,2026-03-27,85.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Gujarat Polyfilms Pvt. Ltd.,CRISIL,Long term Loans,High Risk,B,2026-03-27,85.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Krishna Buildestates Pvt. Ltd.,CARE,Non-government debt,Moderate Safety,BBB/A3+,2026-03-26,86.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
