Company Name,Date,Agency,Instrument,Grade,Rating,Status,Ammount,INC_Flag,Urgency,Months_Since_Rating,Days_Since_Rating,is_INC,Category
P R G Buildcon India Pvt. Ltd.,2025-06-13,CRISIL,Letter Of credit,Default,D,Reaffirmed,25.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
P R G Buildcon India Pvt. Ltd.,2025-06-13,CRISIL,Long term Loans,Default,D,Reaffirmed,19.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
P R L Projects & Infrastructure Ltd.,2025-05-21,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,42.60,Y,HIGH,13.2,395.0,True,ULTRA HOT
P R L Projects & Infrastructure Ltd.,2025-05-21,CRISIL,Non-fund-based financial facility/instrument,High Risk,A 4,Reaffirmed,2.56,Y,HIGH,13.2,395.0,True,ULTRA HOT
P V R Spinning & Wvg. Ltd.,2025-06-12,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,1.00,Y,HIGH,12.4,373.0,True,ULTRA HOT
P V R Spinning & Wvg. Ltd.,2025-06-12,CRISIL,Long term Loans,High Risk,B,Reaffirmed,2.72,Y,HIGH,12.4,373.0,True,ULTRA HOT
Pakiza Retail Pvt. Ltd.,2025-06-25,CRISIL,Bank Guarantee,High Risk,A 4,Downgraded,0.20,Y,HIGH,12.0,360.0,True,ULTRA HOT
Pandit Automobiles Pvt. Ltd.,2025-05-26,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,1.00,Y,HIGH,13.0,390.0,True,ULTRA HOT
Pandit Automobiles Pvt. Ltd.,2025-05-26,CRISIL,Long term Loans,High Risk,B,Reaffirmed,0.65,Y,HIGH,13.0,390.0,True,ULTRA HOT
Pandit Automobiles Pvt. Ltd.,2025-05-26,CRISIL,Term loans,High Risk,B,Reaffirmed,1.00,Y,HIGH,13.0,390.0,True,ULTRA HOT
Paramashiva Motors Pvt. Ltd.,2025-06-13,CRISIL,Fund based financial facility/instrument,High Risk,B+,Reaffirmed,10.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
Paramashiva Motors Pvt. Ltd.,2025-06-13,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,2.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
Paramashiva Motors Pvt. Ltd.,2025-06-13,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,3.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
Partap Wires (India) Pvt. Ltd.,2025-06-13,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,0.20,Y,HIGH,12.4,372.0,True,ULTRA HOT
Partap Wires (India) Pvt. Ltd.,2025-06-13,CRISIL,Term loans,High Risk,B,Reaffirmed,0.30,Y,HIGH,12.4,372.0,True,ULTRA HOT
Peaton Electrical Co. Ltd.,2025-05-30,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,1.50,Y,HIGH,12.9,386.0,True,ULTRA HOT
Peaton Electrical Co. Ltd.,2025-05-30,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,2.50,Y,HIGH,12.9,386.0,True,ULTRA HOT
Peaton Electrical Co. Ltd.,2025-05-30,CRISIL,Term loans,High Risk,B+,Reaffirmed,0.50,Y,HIGH,12.9,386.0,True,ULTRA HOT
Pee Cee Cosma Sope Ltd.,2025-05-30,CRISIL,Long term Loans,High Risk,B,Reaffirmed,2.50,Y,HIGH,12.9,386.0,True,ULTRA HOT
Peethambra Granites Pvt. Ltd.,2025-05-29,CRISIL,Term loans,High Risk,B,Reaffirmed,20.00,Y,HIGH,12.9,387.0,True,ULTRA HOT
Periwal Polymers Pvt. Ltd.,2025-05-30,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,1.00,Y,HIGH,12.9,386.0,True,ULTRA HOT
Periwal Polymers Pvt. Ltd.,2025-05-30,CRISIL,Long term Loans,High Risk,B,Reaffirmed,1.00,Y,HIGH,12.9,386.0,True,ULTRA HOT
Permeshwar Fashion Impex Pvt. Ltd.,2025-05-14,CRISIL,Bank Guarantee,High Risk,A 4+,Downgraded,0.25,Y,HIGH,13.4,402.0,True,ULTRA HOT
Permeshwar Fashion Impex Pvt. Ltd.,2025-05-14,CRISIL,Letter Of credit,High Risk,A 4+,Downgraded,1.00,Y,HIGH,13.4,402.0,True,ULTRA HOT
Phadnis Clinic Pvt. Ltd.,2025-05-15,CRISIL,Term loans,High Risk,B+,Withdrawn,39.50,Y,HIGH,13.4,401.0,True,ULTRA HOT
Podder & Podder (Equipment & Project) Pvt. Ltd.,2025-05-30,CRISIL,Fund based financial facility/instrument,High Risk,A 4,Reaffirmed,10.00,Y,HIGH,12.9,386.0,True,ULTRA HOT
Positive Metering Pumps (India) Pvt. Ltd.,2025-06-12,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,2.00,Y,HIGH,12.4,373.0,True,ULTRA HOT
Positive Metering Pumps (India) Pvt. Ltd.,2025-06-12,CRISIL,Long term Loans,High Risk,B,Reaffirmed,0.75,Y,HIGH,12.4,373.0,True,ULTRA HOT
Positive Metering Pumps (India) Pvt. Ltd.,2025-06-12,CRISIL,Long term Loans,High Risk,B,Reaffirmed,4.05,Y,HIGH,12.4,373.0,True,ULTRA HOT
Prasad Cotton Inds. Pvt. Ltd.,2025-05-29,CRISIL,Long term Loans,High Risk,B,Reaffirmed,1.00,Y,HIGH,12.9,387.0,True,ULTRA HOT
Prem Jain Ispat Udyog Pvt. Ltd.,2025-05-14,CRISIL,Long term Loans,Inadequate Safety,BB+,Reaffirmed,1.42,Y,HIGH,13.4,402.0,True,ULTRA HOT
Prem Jain Ispat Udyog Pvt. Ltd.,2025-05-14,CRISIL,Term loans,Inadequate Safety,BB+,Reaffirmed,3.58,Y,HIGH,13.4,402.0,True,ULTRA HOT
Pride East Entertainments Pvt. Ltd.,2025-06-16,CRISIL,Term loans,High Risk,B,Reaffirmed,13.00,Y,HIGH,12.3,369.0,True,ULTRA HOT
Prime Hitech Engg. Ltd.,2025-05-29,CRISIL,Bank Guarantee,Default,D,Reaffirmed,9.00,Y,HIGH,12.9,387.0,True,ULTRA HOT
Prime Hitech Engg. Ltd.,2025-05-29,CRISIL,Letter Of credit,Default,D,Reaffirmed,14.00,Y,HIGH,12.9,387.0,True,ULTRA HOT
Prime Hitech Engg. Ltd.,2025-05-29,CRISIL,Term loans,Default,D,Reaffirmed,73.30,Y,HIGH,12.9,387.0,True,ULTRA HOT
Pro-Interactive Services (India) Pvt. Ltd.,2025-06-23,CRISIL,Bank Guarantee,High Risk,A 4+,Reaffirmed,2.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Proarch I T Solutions Pvt. Ltd.,2025-06-13,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,15.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
Protac Foods International Pvt. Ltd.,2025-05-30,CRISIL,Long term Loans,Default,D,Reaffirmed,2.50,Y,HIGH,12.9,386.0,True,ULTRA HOT
Protac Foods International Pvt. Ltd.,2025-05-30,CRISIL,Term loans,Default,D,Reaffirmed,18.50,Y,HIGH,12.9,386.0,True,ULTRA HOT
Proventus Life Sciences Pvt. Ltd.,2025-05-29,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,1.00,Y,HIGH,12.9,387.0,True,ULTRA HOT
R D Forge Pvt. Ltd.,2025-06-13,CRISIL,Long term Loans,High Risk,B,Reaffirmed,3.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
R D Forge Pvt. Ltd.,2025-06-13,CRISIL,Term loans,High Risk,B,Reaffirmed,3.50,Y,HIGH,12.4,372.0,True,ULTRA HOT
R K Electric Automation Ltd.,2025-06-16,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,10.00,Y,HIGH,12.3,369.0,True,ULTRA HOT
R K Electric Automation Ltd.,2025-06-16,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,2.00,Y,HIGH,12.3,369.0,True,ULTRA HOT
R K Electric Automation Ltd.,2025-06-16,CRISIL,Long term Loans,High Risk,B,Reaffirmed,17.80,Y,HIGH,12.3,369.0,True,ULTRA HOT
R L Agro Foods Pvt. Ltd.,2025-06-16,CRISIL,Fund based financial facility/instrument,Default,D,Reaffirmed,5.00,Y,HIGH,12.3,369.0,True,ULTRA HOT
R N K Agro & Chemicals Pvt. Ltd.,2025-05-30,CRISIL,Term loans,High Risk,B+,Reaffirmed,2.00,Y,HIGH,12.9,386.0,True,ULTRA HOT
R Q S Engineering Pvt. Ltd.,2025-05-29,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,13.00,Y,HIGH,12.9,387.0,True,ULTRA HOT
R Q S Engineering Pvt. Ltd.,2025-05-29,CRISIL,Long term Loans,High Risk,B,Reaffirmed,9.95,Y,HIGH,12.9,387.0,True,ULTRA HOT
R Q S Engineering Pvt. Ltd.,2025-05-29,CRISIL,Term loans,High Risk,B,Reaffirmed,19.05,Y,HIGH,12.9,387.0,True,ULTRA HOT
R S Development & Constructions India Pvt. Ltd.,2025-06-25,CRISIL,Bank Guarantee,High Risk,A 4+,Reaffirmed,70.00,Y,HIGH,12.0,360.0,True,ULTRA HOT
R S Development & Constructions India Pvt. Ltd.,2025-06-25,CRISIL,Term loans,Inadequate Safety,BB+,Reaffirmed,3.50,Y,HIGH,12.0,360.0,True,ULTRA HOT
Race Eco Chain Ltd.,2025-05-30,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,1.00,Y,HIGH,12.9,386.0,True,ULTRA HOT
Race Eco Chain Ltd.,2025-05-30,CRISIL,Long term Loans,High Risk,B,Reaffirmed,2.00,Y,HIGH,12.9,386.0,True,ULTRA HOT
Radium Creation Ltd.,2025-06-13,CRISIL,Long term Loans,High Risk,B,Reaffirmed,15.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
Rai Metal Works Pvt. Ltd.,2025-05-30,CRISIL,Letter Of credit,High Risk,A 4,Downgraded,72.00,Y,HIGH,12.9,386.0,True,ULTRA HOT
Rajeev Tradecomm Pvt. Ltd.,2025-05-30,CRISIL,Fund based financial facility/instrument,High Risk,B,Reaffirmed,7.00,Y,HIGH,12.9,386.0,True,ULTRA HOT
Rajiv Automobiles Pvt. Ltd.,2025-06-16,CRISIL,Letter Of credit,High Risk,B,Reaffirmed,1.50,Y,HIGH,12.3,369.0,True,ULTRA HOT
Rajiv Automobiles Pvt. Ltd.,2025-06-16,CRISIL,Term loans,High Risk,B,Reaffirmed,1.05,Y,HIGH,12.3,369.0,True,ULTRA HOT
Ram Fashion Exports Pvt. Ltd.,2025-05-14,CRISIL,Term loans,Default,D,Downgraded,4.00,Y,HIGH,13.4,402.0,True,ULTRA HOT
Rama Ferro Alloys & Finance Pvt. Ltd.,2025-06-16,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,3.00,Y,HIGH,12.3,369.0,True,ULTRA HOT
Ramabhadra Industries Pvt. Ltd.,2025-06-06,CRISIL,Long term Loans,Inadequate Safety,BB+,Downgraded,20.37,Y,HIGH,12.6,379.0,True,ULTRA HOT
Rambaran Singh Apex Pvt. Ltd.,2025-06-06,CRISIL,Bank Guarantee,High Risk,A 4+,Downgraded,34.05,Y,HIGH,12.6,379.0,True,ULTRA HOT
Rambaran Singh Apex Pvt. Ltd.,2025-06-06,CRISIL,Bank Guarantee,High Risk,A 4+,Downgraded,5.65,Y,HIGH,12.6,379.0,True,ULTRA HOT
Ramelex Pvt. Ltd.,2025-05-30,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,9.00,Y,HIGH,12.9,386.0,True,ULTRA HOT
Ramelex Pvt. Ltd.,2025-05-30,CRISIL,Term loans,High Risk,B,Reaffirmed,10.00,Y,HIGH,12.9,386.0,True,ULTRA HOT
Ramelex Pvt. Ltd.,2025-06-23,CRISIL,Letter Of credit,High Risk,A 4,Withdrawn,9.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Ramelex Pvt. Ltd.,2025-06-23,CRISIL,Term loans,High Risk,B,Withdrawn,10.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Rayalaseema Steel Re-Rolling Mills Pvt. Ltd. (Part- Ix),2025-05-26,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,3.00,Y,HIGH,13.0,390.0,True,ULTRA HOT
Rayalaseema Steel Re-Rolling Mills Pvt. Ltd. (Part- Ix),2025-05-26,CRISIL,Long term Loans,High Risk,B,Reaffirmed,0.30,Y,HIGH,13.0,390.0,True,ULTRA HOT
Reach Logistics Pvt. Ltd.,2025-06-13,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,1.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
Relcom Technology Pvt. Ltd.,2025-06-13,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,2.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
Relcom Technology Pvt. Ltd.,2025-06-13,CRISIL,Long term Loans,High Risk,B,Reaffirmed,3.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
Remi Edelstahl Tubulars Ltd.,2025-06-06,CRISIL,Bank Guarantee,High Risk,A 4+,Reaffirmed,20.00,Y,HIGH,12.6,379.0,True,ULTRA HOT
Remi Edelstahl Tubulars Ltd.,2025-06-06,CRISIL,Letter Of credit,High Risk,A 4+,Reaffirmed,10.75,Y,HIGH,12.6,379.0,True,ULTRA HOT
Remi Edelstahl Tubulars Ltd.,2025-06-06,CRISIL,Long term Loans,Inadequate Safety,BB,Reaffirmed,2.50,Y,HIGH,12.6,379.0,True,ULTRA HOT
Resonance Paper Mill Pvt. Ltd.,2025-06-13,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,1.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
Resonance Paper Mill Pvt. Ltd.,2025-06-13,CRISIL,Fund based financial facility/instrument,High Risk,B,Reaffirmed,3.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
Resonance Paper Mill Pvt. Ltd.,2025-06-13,CRISIL,Term loans,High Risk,B,Reaffirmed,3.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
Resonance Specialties Ltd.,2025-05-21,CRISIL,Long term Loans,Inadequate Safety,BB+,Downgraded,6.00,Y,HIGH,13.2,395.0,True,ULTRA HOT
Rine Engineering Pvt. Ltd.,2025-06-13,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,1.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
Rubber King Tyre Pvt. Ltd.,2025-05-06,CRISIL,Bank Guarantee,High Risk,A 4+,Downgraded,1.60,Y,HIGH,13.7,410.0,True,ULTRA HOT
Rubber King Tyre Pvt. Ltd.,2025-05-06,CRISIL,Letter Of credit,High Risk,A 4+,Downgraded,6.00,Y,HIGH,13.7,410.0,True,ULTRA HOT
Rubber King Tyre Pvt. Ltd.,2025-05-06,CRISIL,Long term Loans,Inadequate Safety,BB+,Downgraded,27.79,Y,HIGH,13.7,410.0,True,ULTRA HOT
Rudra Global Infra Products Ltd.,2025-06-24,CRISIL,Bank Guarantee,High Risk,A 4,Withdrawn,6.00,Y,HIGH,12.0,361.0,True,ULTRA HOT
Rudra Global Infra Products Ltd.,2025-06-24,CRISIL,Long term Loans,High Risk,B,Withdrawn,24.10,Y,HIGH,12.0,361.0,True,ULTRA HOT
Rudra Global Infra Products Ltd.,2025-06-24,CRISIL,Term loans,High Risk,B,Withdrawn,2.50,Y,HIGH,12.0,361.0,True,ULTRA HOT
Rupal Plastics Pvt. Ltd.,2025-05-29,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,0.50,Y,HIGH,12.9,387.0,True,ULTRA HOT
Rupal Plastics Pvt. Ltd.,2025-05-29,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,8.75,Y,HIGH,12.9,387.0,True,ULTRA HOT
Rupal Plastics Pvt. Ltd.,2025-05-29,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,0.75,Y,HIGH,12.9,387.0,True,ULTRA HOT
S A Iron & Alloys Pvt. Ltd.,2025-06-06,CRISIL,Term loans,High Risk,B,Withdrawn,1.00,Y,HIGH,12.6,379.0,True,ULTRA HOT
S A Iron & Alloys Pvt. Ltd.,2025-06-06,CRISIL,Term loans,High Risk,B,Withdrawn,20.00,Y,HIGH,12.6,379.0,True,ULTRA HOT
S C L Healthcare Pvt. Ltd.,2025-05-29,CRISIL,Term loans,High Risk,B,Reaffirmed,90.00,Y,HIGH,12.9,387.0,True,ULTRA HOT
S D Auto Engg. Works Pvt. Ltd.,2025-06-13,CRISIL,Term loans,High Risk,B,Reaffirmed,2.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
S K P Project Pvt. Ltd.,2025-05-13,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,15.00,Y,HIGH,13.4,403.0,True,ULTRA HOT
S M P Exim Pvt. Ltd.,2025-05-08,CRISIL,Long term Loans,High Risk,B,Reaffirmed,1.50,Y,HIGH,13.6,408.0,True,ULTRA HOT
S M P L Life Sciences Pvt. Ltd.,2025-05-13,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,2.00,Y,HIGH,13.4,403.0,True,ULTRA HOT
S M Sun Power Ltd.,2025-06-13,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,2.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
S M Sun Power Ltd.,2025-06-13,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,2.00,Y,HIGH,12.4,372.0,True,ULTRA HOT
S N Enviro-Tech Pvt. Ltd.,2025-05-13,CRISIL,Bank Guarantee,Default,D,Reaffirmed,65.00,Y,HIGH,13.4,403.0,True,ULTRA HOT
S N Enviro-Tech Pvt. Ltd.,2025-05-13,CRISIL,Long term Loans,Default,D,Reaffirmed,15.50,Y,HIGH,13.4,403.0,True,ULTRA HOT
S P Jaiswal Estates Pvt. Ltd.,2025-05-26,CRISIL,Term loans,High Risk,B,Reaffirmed,14.28,Y,HIGH,13.0,390.0,True,ULTRA HOT
S P P Polymer Ltd.,2025-06-10,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,2.00,Y,HIGH,12.5,375.0,True,ULTRA HOT
S P P Polymer Ltd.,2025-06-10,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,1.50,Y,HIGH,12.5,375.0,True,ULTRA HOT
S P P Polymer Ltd.,2025-06-10,CRISIL,Term loans,High Risk,B+,Reaffirmed,4.50,Y,HIGH,12.5,375.0,True,ULTRA HOT
S T Constructions Pvt. Ltd.,2025-06-10,CRISIL,Bank Guarantee,High Risk,A 4+,Reaffirmed,26.00,Y,HIGH,12.5,375.0,True,ULTRA HOT
S V M Cars Pvt. Ltd.,2025-05-27,CRISIL,Fund based financial facility/instrument,High Risk,A 4+,Reaffirmed,21.00,Y,HIGH,13.0,389.0,True,ULTRA HOT
S V M Cars Pvt. Ltd.,2025-05-27,CRISIL,Long term Loans,Inadequate Safety,BB,Reaffirmed,26.00,Y,HIGH,13.0,389.0,True,ULTRA HOT
S V S V S Projects Pvt. Ltd.,2025-06-24,CRISIL,Bank Guarantee,Default,D,Reaffirmed,48.00,Y,HIGH,12.0,361.0,True,ULTRA HOT
S V S V S Projects Pvt. Ltd.,2025-06-24,CRISIL,Long term Loans,Default,D,Reaffirmed,6.50,Y,HIGH,12.0,361.0,True,ULTRA HOT
Safex Fire Services Ltd.,2025-05-13,CRISIL,Short-term loan,High Risk,A 4+,Downgraded,5.00,Y,HIGH,13.4,403.0,True,ULTRA HOT
Safex Fire Services Ltd.,2025-05-13,CRISIL,Long term Loans,Inadequate Safety,BB+,Downgraded,5.00,Y,HIGH,13.4,403.0,True,ULTRA HOT
Sahuwala Cylinders Pvt. Ltd.,2025-06-13,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,2.50,Y,HIGH,12.4,372.0,True,ULTRA HOT
Sahuwala Cylinders Pvt. Ltd.,2025-06-13,CRISIL,Term loans,High Risk,B,Reaffirmed,5.30,Y,HIGH,12.4,372.0,True,ULTRA HOT
Samarth Dairy & Agro Products Pvt. Ltd.,2025-05-29,CRISIL,Fund based financial facility/instrument,High Risk,B+,Reaffirmed,1.50,Y,HIGH,12.9,387.0,True,ULTRA HOT
Samarth Dairy & Agro Products Pvt. Ltd.,2025-05-29,CRISIL,Term loans,High Risk,B+,Reaffirmed,3.50,Y,HIGH,12.9,387.0,True,ULTRA HOT
Sami Spices & Herbs Pvt. Ltd.,2025-06-10,CRISIL,Short-term loan,High Risk,A 4,Downgraded,0.50,Y,HIGH,12.5,375.0,True,ULTRA HOT
Samrat Forgings Ltd.,2025-06-18,CRISIL,Bank Guarantee,High Risk,A 4+,Downgraded,2.00,Y,HIGH,12.2,367.0,True,ULTRA HOT
Samrat Forgings Ltd.,2025-06-18,CRISIL,Letter Of credit,High Risk,A 4+,Downgraded,5.00,Y,HIGH,12.2,367.0,True,ULTRA HOT
Samrat Forgings Ltd.,2025-06-18,CRISIL,Term loans,Inadequate Safety,BB,Downgraded,12.75,Y,HIGH,12.2,367.0,True,ULTRA HOT
Samriddhi Automations Pvt. Ltd.,2025-05-23,CRISIL,Letter Of credit,High Risk,A 4+,Withdrawn,10.00,Y,HIGH,13.1,393.0,True,ULTRA HOT
Samriddhi Automations Pvt. Ltd.,2025-05-23,CRISIL,Term loans,Inadequate Safety,BB+,Withdrawn,0.50,Y,HIGH,13.1,393.0,True,ULTRA HOT
Sandhya Organic Chemicals Pvt. Ltd.,2025-06-13,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,2.50,Y,HIGH,12.4,372.0,True,ULTRA HOT
Sandhya Organic Chemicals Pvt. Ltd.,2025-06-13,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,2.50,Y,HIGH,12.4,372.0,True,ULTRA HOT
Santhosh Buildwel Infra Pvt. Ltd.,2025-05-26,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,5.50,Y,HIGH,13.0,390.0,True,ULTRA HOT
Saraogi Super Sales Pvt. Ltd.,2025-05-29,CRISIL,Long term Loans,High Risk,B,Downgraded,4.00,Y,HIGH,12.9,387.0,True,ULTRA HOT
Sarla Medical Centre Pvt. Ltd.,2025-05-27,CRISIL,Long term Loans,Default,D,Reaffirmed,10.00,Y,HIGH,13.0,389.0,True,ULTRA HOT
Satchidananda Agro Tech Pvt. Ltd.,2025-06-13,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,0.82,Y,HIGH,12.4,372.0,True,ULTRA HOT
Satchidananda Agro Tech Pvt. Ltd.,2025-06-13,CRISIL,Long term Loans,High Risk,B,Reaffirmed,0.34,Y,HIGH,12.4,372.0,True,ULTRA HOT
Satchidananda Agro Tech Pvt. Ltd.,2025-06-13,CRISIL,Term loans,High Risk,B,Reaffirmed,2.34,Y,HIGH,12.4,372.0,True,ULTRA HOT
Seven Hills Minerals Pvt. Ltd.,2025-05-28,CRISIL,Bank Guarantee,High Risk,A 4+,Downgraded,10.00,Y,HIGH,12.9,388.0,True,ULTRA HOT
Seven Hills Minerals Pvt. Ltd.,2025-05-28,CRISIL,Bank Guarantee,High Risk,A 4+,Downgraded,10.00,Y,HIGH,12.9,388.0,True,ULTRA HOT
Seven Hills Minerals Pvt. Ltd.,2025-05-28,CRISIL,Long term Loans,Inadequate Safety,BB+,Downgraded,10.50,Y,HIGH,12.9,388.0,True,ULTRA HOT
Sharma Orthopedic (India) Ltd.,2025-05-27,CRISIL,Term loans,High Risk,B,Reaffirmed,3.75,Y,HIGH,13.0,389.0,True,ULTRA HOT
Sharplex Filters (India) Pvt. Ltd.,2025-05-14,CRISIL,Bank Guarantee,High Risk,A 4+,Downgraded,6.00,Y,HIGH,13.4,402.0,True,ULTRA HOT
Sharplex Filters (India) Pvt. Ltd.,2025-05-14,CRISIL,Long term Loans,Inadequate Safety,BB+,Downgraded,6.00,Y,HIGH,13.4,402.0,True,ULTRA HOT
Shivdhara Spinners & Spinners Pvt. Ltd.,2025-06-13,CRISIL,Term loans,High Risk,B-,Reaffirmed,35.50,Y,HIGH,12.4,372.0,True,ULTRA HOT
Shiven Yarn Pvt. Ltd.,2025-06-24,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,1.00,Y,HIGH,12.0,361.0,True,ULTRA HOT
Shiven Yarn Pvt. Ltd.,2025-06-24,CRISIL,Long term Loans,High Risk,B,Reaffirmed,1.35,Y,HIGH,12.0,361.0,True,ULTRA HOT
Shiven Yarn Pvt. Ltd.,2025-06-24,CRISIL,Term loans,High Risk,B,Reaffirmed,19.45,Y,HIGH,12.0,361.0,True,ULTRA HOT
Shree Bharat Motors Ltd.,2025-05-29,CRISIL,Fund based financial facility/instrument,Default,D,Reaffirmed,27.50,Y,HIGH,12.9,387.0,True,ULTRA HOT
Shree Bharat Motors Ltd.,2025-05-29,CRISIL,Term loans,Default,D,Reaffirmed,0.50,Y,HIGH,12.9,387.0,True,ULTRA HOT
Shree Bharat Motors Ltd.,2025-05-29,CRISIL,Term loans,Default,D,Reaffirmed,22.91,Y,HIGH,12.9,387.0,True,ULTRA HOT
Shree Gopal Proteins India Pvt. Ltd.,2025-06-23,CRISIL,Fund based financial facility/instrument,High Risk,B,Withdrawn,2.00,Y,HIGH,12.1,362.0,True,ULTRA HOT
Shree Satguru Agro & Oil Products Pvt. Ltd.,2025-05-29,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,1.50,Y,HIGH,12.9,387.0,True,ULTRA HOT
Shree Sidhbali Steels Pvt. Ltd.,2025-06-11,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,2.50,Y,HIGH,12.5,374.0,True,ULTRA HOT
Shree Sidhbali Steels Pvt. Ltd.,2025-06-11,CRISIL,Letter Of credit,High Risk,A 4,Reaffirmed,5.00,Y,HIGH,12.5,374.0,True,ULTRA HOT
Shree Sidhbali Steels Pvt. Ltd.,2025-06-11,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,4.75,Y,HIGH,12.5,374.0,True,ULTRA HOT
Shree Sidhbali Steels Pvt. Ltd.,2025-06-11,CRISIL,Term loans,High Risk,B+,Reaffirmed,0.75,Y,HIGH,12.5,374.0,True,ULTRA HOT
Shree Sita Agro Foods Pvt. Ltd.,2025-06-12,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,2.00,Y,HIGH,12.4,373.0,True,ULTRA HOT
Shree Sita Agro Foods Pvt. Ltd.,2025-06-12,CRISIL,Long term Loans,High Risk,B,Reaffirmed,0.45,Y,HIGH,12.4,373.0,True,ULTRA HOT
Shree Sita Edibles Ltd.,2025-06-12,CRISIL,Fund based financial facility/instrument,High Risk,B,Reaffirmed,15.00,Y,HIGH,12.4,373.0,True,ULTRA HOT
Shree Sita Edibles Ltd.,2025-06-12,CRISIL,Term loans,High Risk,B,Reaffirmed,2.89,Y,HIGH,12.4,373.0,True,ULTRA HOT
Shree Sita Pulses Pvt. Ltd.,2025-06-10,CRISIL,Term loans,High Risk,B,Reaffirmed,12.70,Y,HIGH,12.5,375.0,True,ULTRA HOT
Shree Sita Refiners Pvt. Ltd.,2025-06-12,CRISIL,Term loans,High Risk,B,Reaffirmed,2.31,Y,HIGH,12.4,373.0,True,ULTRA HOT
Shreeji Cotfab Ltd.,2025-06-10,CRISIL,Long term Loans,High Risk,B+,Reaffirmed,4.50,Y,HIGH,12.5,375.0,True,ULTRA HOT
Shreyans Creation Global Pvt. Ltd.,2025-06-11,CRISIL,Non-fund-based financial facility/instrument,High Risk,A 4,Reaffirmed,5.00,Y,HIGH,12.5,374.0,True,ULTRA HOT
Shreyans Oils Pvt. Ltd.,2025-05-26,CRISIL,Long term Loans,High Risk,B,Reaffirmed,6.50,Y,HIGH,13.0,390.0,True,ULTRA HOT
