Company Name,Current Agency,Instrument,Rating,Original Rating Date,12mo Due Date,Recommended Call Date,Day of Week,Months Since Rating
Kapilansh Dhatu Udyog Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Kapilansh Dhatu Udyog Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Kapilansh Dhatu Udyog Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Kapilansh Dhatu Udyog Pvt. Ltd.,CRISIL,Term loans,B,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Karan Trading (India) Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Karan Trading (India) Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Maa Sheetla Autowheels Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Maa Sheetla Autowheels Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Madhav Tex Spin Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Madhav Tex Spin Pvt. Ltd.,CRISIL,Term loans,B,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Mansi Share & Stock Advisors Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Minop Innovative Technologies Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Minop Innovative Technologies Pvt. Ltd.,CRISIL,Short-term loan,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Mistry Enterprises Ltd.,CRISIL,Bank Guarantee,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Mor Techfab Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Mor Techfab Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Mor Techfab Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Moreish Foods Ltd.,CRISIL,Term loans,B,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Mother India Construction Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Mother India Construction Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Multifilms Plastics Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Multifilms Plastics Pvt. Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Multifilms Plastics Pvt. Ltd.,CRISIL,Term loans,B,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Multifilms Plastics Pvt. Ltd.,CRISIL,Term loans,B,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
My Mobile Payments Ltd.,CRISIL,Long term Loans,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
N S Engineering Projects Pvt. Ltd.,CRISIL,Bank Guarantee,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
N S Engineering Projects Pvt. Ltd.,CRISIL,Bank Guarantee,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
N S Engineering Projects Pvt. Ltd.,CRISIL,Letter Of credit,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
N S Engineering Projects Pvt. Ltd.,CRISIL,Long term Loans,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
N S Engineering Projects Pvt. Ltd.,CRISIL,Term loans,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
N S Engineering Projects Pvt. Ltd.,CRISIL,Term loans,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
N S K Builders Pvt. Ltd.,CRISIL,Bank Guarantee,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Natraj Rice Mills Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Natraj Rice Mills Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Naturagreen Food Products Pvt. Ltd.,CRISIL,Term loans,B,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Neev Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Neev Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
New Horizons Asphalt Pvt. Ltd.,CRISIL,Letter Of credit,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
New Horizons Asphalt Pvt. Ltd.,CRISIL,Long term Loans,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
New Horizons Asphalt Pvt. Ltd.,CRISIL,Term loans,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Neysa Jewellery Ltd.,CRISIL,Term loans,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Nimbus Motors Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B+,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Nimbus Motors Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B+,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Pasupati Breeding Farm Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Patnaik Steels & Alloys Ltd. [Merged],CRISIL,Bank Guarantee,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Patnaik Steels & Alloys Ltd. [Merged],CRISIL,Fund based financial facility/instrument,B,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Patnaik Steels & Alloys Ltd. [Merged],CRISIL,Term loans,B,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Prism Services Property Solutions Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Prism Services Property Solutions Pvt. Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Prism Services Property Solutions Pvt. Ltd.,CRISIL,Term loans,B,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
R K D Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,B,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
R K S Steel Inds. Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
R K S Steel Inds. Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Rajhans Impex Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Rajhans Impex Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Raman Agro Exports Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Ran India Steels Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Ran India Steels Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Ran India Steels Pvt. Ltd.,CRISIL,Term loans,B,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Regency Linx Exports Pvt. Ltd.,CRISIL,Term loans,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Ric Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Surya International Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Surya International Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Unijules Life Sciences Ltd.,CRISIL,Bank Guarantee,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Unijules Life Sciences Ltd.,CRISIL,Letter Of credit,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Unijules Life Sciences Ltd.,CRISIL,Letter Of credit,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Unijules Life Sciences Ltd.,CRISIL,Term loans,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Vidarbha Infotech Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Vidarbha Infotech Pvt. Ltd.,CRISIL,Term loans,BB,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Vidarbha Infotech Pvt. Ltd.,CRISIL,Term loans,BB,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Action Financial Services (India) Ltd.,CRISIL,Bank Guarantee,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Action Financial Services (India) Ltd.,CRISIL,Bank Guarantee,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Baba Akhila Saijyothi Inds. Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Baba Akhila Saijyothi Inds. Pvt. Ltd.,ICRA,Term loans,D,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Diach Chemicals & Pigments Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Kalthia Bhavnagar Pipli Highway Pvt. Ltd.,ICRA,Non-government debt,B+/A4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Kalthia Infra Projects Pvt. Ltd.,ICRA,Term loans,B+,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Kandhari Beverages Pvt. Ltd.,ICRA,Non-government debt,BBB+/A2,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Kandhari Beverages Pvt. Ltd.,ICRA,Term loans,BBB+,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Mundhra Exim Pvt. Ltd.,ICRA,Non-government debt,B+/A4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Plasmix Pvt. Ltd.,ICRA,Bank Guarantee,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Plasmix Pvt. Ltd.,ICRA,Fund based financial facility/instrument,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Plasmix Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Safeflex International Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Safeflex International Ltd.,ICRA,Non-government debt,B+/A4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Safeflex International Ltd.,ICRA,Term loans,B+,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Shree Govardhan Steels Pvt. Ltd.,ICRA,Term loans,B+,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Shree Umiya Cotspin Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Shree Umiya Cotspin Pvt. Ltd.,ICRA,Short-term loan,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Shree Umiya Cotspin Pvt. Ltd.,ICRA,Term loans,B+,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Synco Industries Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Tulip Granites Pvt. Ltd.,ICRA,Non-government debt,B+/A4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
U P Telelinks Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Amazoone Ceramics Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-07-25,2026-07-25,2026-07-25,Saturday,11.0
Prafful Overseas Pvt. Ltd.,ACUITE,Bank Guarantee,D,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Prafful Overseas Pvt. Ltd.,ACUITE,Letter Of credit,D,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Prafful Overseas Pvt. Ltd.,ACUITE,Term loans,D,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
S K A Steel & Power Pvt. Ltd.,ACUITE,Long term Loans,BB+,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
S K A Steel & Power Pvt. Ltd.,ACUITE,Term loans,BB+,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
S N S Infraprojects Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
S N S Infraprojects Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
S N S Infraprojects Pvt. Ltd.,ACUITE,Term loans,B,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Bansal Spinning Mills Pvt. Ltd.,BRICKWORK,Non-fund-based financial facility/instrument,A 4+,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Bansal Spinning Mills Pvt. Ltd.,BRICKWORK,Non-fund-based financial facility/instrument,A 4+,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Bansal Spinning Mills Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,BB,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Bholaram Metal Inds. Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Bholaram Metal Inds. Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Bholaram Metal Inds. Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,C,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Bholaram Metal Inds. Pvt. Ltd.,BRICKWORK,Term loans,C,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Biosynergy Lifecare Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Biosynergy Lifecare Pvt. Ltd.,BRICKWORK,Term loans,C,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Sri Lakshmi Constructions & Exports Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Vikas Organics Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Vikas Organics Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Vikas Organics Pvt. Ltd.,BRICKWORK,Non-government debt,C,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Asia Pacific Resources Pvt. Ltd.,CARE,Non-government debt,B-/A4,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Bridge & Roof Co. (India) Ltd.,CARE,Bank Guarantee,BB,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Bridge & Roof Co. (India) Ltd.,CARE,Non-government debt,BB/A4,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Crest Merchandise Pvt. Ltd.,CARE,Non-government debt,B-/A4,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Jakhapur Jagdamba Construction Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Jakhapur Jagdamba Construction Pvt. Ltd.,CARE,Term loans,B-,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Rajhans Nutriments Pvt. Ltd.,CARE,Term loans,BB+,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
S N Dairy Foods Pvt. Ltd.,CARE,Term loans,B-,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
S S S Fibre Pvt. Ltd.,CARE,Term loans,B,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Bommidala Ventures Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
G S Autocomp Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
G S Autocomp Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
G S Autocomp Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Gajanan Extraction Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Geeta Threads Ltd.,CRISIL,Term loans,B,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Geo Connect Ltd.,CRISIL,Long term Loans,B-,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Gunina Alloy & Steel Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Gunina Alloy & Steel Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Integrated Electric Co. Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Integrated Electric Co. Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Integrated Electric Co. Pvt. Ltd.,CRISIL,Long term Loans,C,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Integrated Electric Co. Pvt. Ltd.,CRISIL,Term loans,C,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Kandoi Transport Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Kandoi Transport Ltd.,CRISIL,Long term Loans,B,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Samaro Global Inds. Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Samaro Global Inds. Pvt. Ltd.,CRISIL,Term loans,BB-,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
D S Toll Road Ltd.,ICRA,Term loans,B,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Flourish Paper & Chemicals Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Flourish Paper & Chemicals Ltd.,ICRA,Term loans,D,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Sarvodaya Polymers Pvt. Ltd.,ICRA,Term loans,B+,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Xrbia Developers Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Xrbia Developers Ltd.,ICRA,Term loans,D,2025-07-28,2026-07-28,2026-07-28,Tuesday,10.9
Motilal Dhoot Infrastructure Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Motilal Dhoot Infrastructure Pvt. Ltd.,ACUITE,Long term Loans,B-,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Motilal Dhoot Infrastructure Pvt. Ltd.,ACUITE,Term loans,B-,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Energie Elecinfra Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Energie Elecinfra Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Energie Elecinfra Pvt. Ltd.,BRICKWORK,Term loans,C,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Five Vision Promoters Pvt. Ltd.,BRICKWORK,Term loans,C,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Gemini Dyeing & Prtg. Mills Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Gemini Dyeing & Prtg. Mills Pvt. Ltd.,BRICKWORK,Term loans,C,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
J P Dyechem Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Jayashree Electromech Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Jayashree Electromech Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Namaste Airport Services Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Sara Textiles Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Shri Rewa Rice Mills Pvt. Ltd.,BRICKWORK,Term loans,C,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Team Ferro Alloys Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
P P Rubber Products Pvt. Ltd.,CARE,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
P P Rubber Products Pvt. Ltd.,CARE,Term loans,B-,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Supreme Polytubes Ltd.,CARE,Letter Of credit,D,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Venkatalakshmi Paper & Boards Pvt. Ltd.,CARE,Term loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Y C D Industries Ltd.,CARE,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Y C D Industries Ltd.,CARE,Term loans,B-,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Bihar Raffia Inds. Ltd.,CRISIL,Long term Loans,D,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Bihar Raffia Inds. Ltd.,CRISIL,Term loans,D,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Bihar Raffia Inds. Ltd.,CRISIL,Term loans,D,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
G R S Ispat Co. Pvt. Ltd.,CRISIL,Long term Loans,D,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Galaxy Transmissions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Galaxy Transmissions Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B+,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Galaxy Transmissions Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Galaxy Transmissions Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Gemus Engineering Ltd.,CRISIL,Bank Guarantee,D,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Gemus Engineering Ltd.,CRISIL,Term loans,D,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Green Village Agros Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
H P Valves & Fittings India Pvt. Ltd.,CRISIL,Term loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Hail Tea Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Hail Tea Ltd.,CRISIL,Long term Loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Hail Tea Ltd.,CRISIL,Term loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Hansa Vahan India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Hansa Vahan India Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Hansa Vahan India Pvt. Ltd.,CRISIL,Term loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Heera Panna Communications Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Heera Panna Communications Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Hercules Pigments Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Hercules Pigments Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Hotel Ganesh Pvt. Ltd.,CRISIL,Term loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
India Fashions Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Lakhani Rubber Products Pvt. Ltd.,CRISIL,Bank Guarantee,D,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Lakhani Rubber Products Pvt. Ltd.,CRISIL,Letter Of credit,D,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Lakhani Rubber Products Pvt. Ltd.,CRISIL,Long term Loans,D,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Nik -San Engineering Co. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Nik -San Engineering Co. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
P M K Distillations Pvt. Ltd.,CRISIL,Term loans,BB+,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
P M K Distillations Pvt. Ltd.,CRISIL,Term loans,BB+,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Radhey Narayan Inds. Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B-,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Radhey Narayan Inds. Pvt. Ltd.,CRISIL,Long term Loans,B-,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
S M Corporation Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
S M Corporation Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
S M Corporation Ltd.,CRISIL,Long term Loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
S M Corporation Ltd.,CRISIL,Long term Loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
S T B L Projects Ltd.,CRISIL,Long term Loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
