Company Name,Current Rater,Instrument Type,Current Rating,Last Rating Date,Days Overdue,Urgency,DeadRisk,Why Target,ACER Pitch Angle
Bhagawati Oxygen Ltd.,BRICKWORK,Term loans,C,2025-06-06,379.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Phoenix Structural & Engg. Pvt. Ltd.,CARE,Letter Of credit,A 4,2025-06-06,379.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Remi Edelstahl Tubulars Ltd.,CRISIL,Bank Guarantee,A 4+,2025-06-06,379.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Roger Industries Limited,INFOMERICS,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2025-06-06,379.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
La Reliant Aluminium Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-06,379.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Melcon (Vizag) Pvt. Ltd.,BRICKWORK,Non-government debt,C/A4,2025-06-06,379.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
M P S Telecom Retail Pvt. Ltd.,CARE,Term loans,B-,2025-06-06,379.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Paawan Energy India Private Limited,INFOMERICS,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-06-06,379.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Shyam Indus Power Solutions Pvt. Ltd.,BRICKWORK,Bank Guarantee,BB-,2025-06-06,379.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Ramabhadra Industries Pvt. Ltd.,CRISIL,Long term Loans,BB+,2025-06-06,379.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Jewel Overseas Pvt. Ltd.,BRICKWORK,Letter Of credit,D,2025-06-06,379.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Chaitra Civil Ventures LLP,INFOMERICS,Long Term Facilities,IVR B+ (INC)(Downgraded),2025-06-06,379.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
G S Auto International Ltd.,BRICKWORK,Letter Of credit,A 4,2025-06-06,379.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Rawalwasia Textile Inds. Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-06-06,379.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Deccan Ferro Alloys Pvt. Ltd.,ACUITE,Letter Of credit,A 4+,2025-06-06,379.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sree Rengaraj Ispat Industries Private Limited,INFOMERICS,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-06-06,379.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Shri Gautam Shipbreaking Inds. Pvt. Ltd.,CARE,Non-government debt,BB+/A4+,2025-06-06,379.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Jewel Consumer Care Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,BB,2025-06-06,379.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Bharat Motors Ltd.,CRISIL,Fund based financial facility/instrument,D,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Bhardwaj Overseas Pvt. Ltd.,CARE | CRISIL,Term loans,BB-,2025-06-19,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Shalaka Infra-Tech (India) Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Thiese Precision Pvt. Ltd.,CRISIL,Letter Of credit,A 4+,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Mangalam Alloys Ltd.,BRICKWORK,Non-fund-based financial facility/instrument,A 4,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Tirupati Niryat Pvt. Ltd.,CARE,Letter Of credit,A 4,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Pakka Ltd.,BRICKWORK,Non-fund-based financial facility/instrument,A 4,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Bismi Connect Ltd.,CARE,Term loans,B,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Divine Motors Pvt. Ltd.,BRICKWORK,Term loans,B+,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Divya Agro Roller Flour Mills Pvt. Ltd.,CARE,Term loans,D,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Simplex Castings Ltd.,BRICKWORK,Fund based financial facility/instrument,D,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Mahalakshmi Spintex Pvt. Ltd.,CRISIL,Term loans,BB+,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Integra Automation Pvt. Ltd.,CRISIL,Long term Loans,BB+,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sonkamal Enterprises Pvt. Ltd.,CRISIL,Letter Of credit,A 4+,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
J B R Processors Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,C,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Mahadev Prestressed Products Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Continental Corrugators Pvt. Ltd.,CARE,Term loans,B,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Fex Foundry Alloys Pvt. Ltd.,CRISIL,Letter Of credit,A 4+,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Trualt Bioenergy Ltd.,ACUITE,Term loans,BB+,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Kumar Spintex Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 4+,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Adorn Speciality Polymers Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,B-,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Kothari Fermentation & Biochem Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 4+,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Kridhan Infra Ltd.,BRICKWORK,Letter Of credit,D,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Singhal Commodities Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Window Magic India Pvt. Ltd.,CRISIL,Letter Of credit,A 4+,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
East West Products Ltd.,CRISIL,Long term Loans,BB,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Ramoji Granite Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Super Plastic Coats Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Rajnandini Metal Ltd.,CARE,Term loans,B,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Rajsriya Automotive Inds. Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,C,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
R P P Infra Projects Ltd.,BRICKWORK,Non-fund-based financial facility/instrument,A 4,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Rika Global Impex Ltd.,CARE,Bank Guarantee,A 4,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Balaji Cellphone Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
C I C O Technologies Ltd.,CRISIL,Long term Loans,BB,2025-06-19,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
A V Rambabu Infra Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-06-09,376.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Bagkiya Constructions Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Patwari Electricals Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Passion Vitrified Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Rajyalakshmi Coated Wires Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Swaraj Green Power & Fuel Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Suyash Kraft & Papers Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Revankar Motors Pvt. Ltd.,BRICKWORK,Term loans,C,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
A K Infraprojects Pvt. Ltd.,CARE,Fund based financial facility/instrument,BB-,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sree Ayyanar Spg. & Wvg. Mills Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sami Spices & Herbs Pvt. Ltd.,CRISIL,Short-term loan,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Fastway Transmissions Pvt. Ltd.,CRISIL,Long term Loans,B,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Arjav Diamonds (India) Pvt. Ltd.,ACUITE,Long term Loans,C,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
R B Rungta Steels & Food Products Pvt. Ltd.,BRICKWORK,Term loans,C,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Airwave International Pvt. Ltd.,BRICKWORK,Letter Of credit,D,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Rajaramsevak Multipurpose Cold Storage Pvt. Ltd.,ACUITE,Bank Guarantee,D,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Lingraj Steel & Power Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Shweta Infrastructure & Housing (India) Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Aditya Motocorp Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,C,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Kripa Anand Rishi Cellular Pvt. Ltd.,ACUITE,Fund based financial facility/instrument,B+,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Accutime Logistics Pvt. Ltd.,ACUITE,Long term Loans,C,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Finvent Finance & Invts. Ltd.,CRISIL,Long term Loans,B-,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Frontier Trucks Pvt. Ltd.,CRISIL,Long term Loans,B,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Econ Cylinders Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Divine Infracon Pvt. Ltd.,CRISIL,Term loans,D,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Pab Organics Pvt. Ltd.,CARE,Non-fund-based financial facility/instrument,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Shreeji Cotfab Ltd.,ACUITE | CRISIL,Term loans,B+,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Dev Bhoomi Cars Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Dhoot Developers Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Eros Grand Resorts & Hotels Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Debson Pumps Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Digiana Industries Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Eastern Foods Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Nithyabharath Textile Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Nextgen Printers Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
S T Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Ran India Steels Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Blue Star Diamonds Pvt. Ltd.,ACUITE,Long term Loans,C,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Texwin Spinning Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sigma Heavy Engg. Inds. Bhopal Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sangal Papers Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
S P P Polymer Ltd.,CRISIL,Bank Guarantee,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sotefin Bharat Ltd.,CARE,Non-government debt,B+/A4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sonalac Paints & Coatings Ltd.,CARE | CRISIL,Term loans,B-,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Harman Rice Pvt. Ltd.,CARE,Non-government debt,D,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Fairdeal Agencies Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
HQ Lamps Manufacturing Company Private Limited,INFOMERICS,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
