Company Name,Instrument Type,Current Agency,Rating,Rating Date,Urgency,Months Since Rating
Premier Polyfilm Ltd.,Non-government debt,ICRA,BBB+/A2,2026-04-30,LOW,1.7
R P A Unibakes Pvt. Ltd.,Non-government debt,ICRA,BB+/A4+,2026-04-29,LOW,1.7
R P A Unibakes Pvt. Ltd.,Non-government debt,ICRA,BB+/A4+,2026-04-29,LOW,1.7
Vikram Roller Flour Mills Ltd.,Non-government debt,CARE,B-/A4,2026-04-29,LOW,1.7
A K R Impex Pvt. Ltd.,Non-government debt,ICRA,D,2026-04-29,LOW,1.7
Agri-Best India Ltd.,Non-government debt,CARE,D,2026-04-29,LOW,1.7
Andhra Polymers Pvt. Ltd.,Non-government debt,ICRA,B+,2026-04-29,LOW,1.7
Libra International Ltd.,Non-government debt,CARE,B/A4,2026-05-04,LOW,1.6
Jay Formulations Ltd.,Non-government debt,ICRA,D,2025-06-26,MEDIUM,12.0
Mahamaya Steel Inds. Ltd.,Non-government debt,ICRA,B+/A4,2025-06-26,MEDIUM,12.0
Sukshetra Infra Projects Pvt. Ltd.,Non-government debt,BRICKWORK,B-/A4,2025-06-26,MEDIUM,12.0
Sunvoice Electronics Pvt. Ltd.,Non-government debt,BRICKWORK,B-/A4,2025-06-26,MEDIUM,12.0
Future Consumer Ltd.,Non-government debt,CARE,D,2025-06-27,MEDIUM,11.9
Hans Industries Pvt. Ltd.,Non-government debt,BRICKWORK,B+/A4,2025-06-27,MEDIUM,11.9
Malati Founders Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-06-27,MEDIUM,11.9
Omshree Agro Tech Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-06-27,MEDIUM,11.9
Prometrik Engineering Ltd.,Non-government debt,ICRA,B+/A4,2025-06-27,MEDIUM,11.9
Zenith Precision Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-06-27,MEDIUM,11.9
Chowgule Construction Chemicals Pvt. Ltd.,Non-government debt,ICRA,BB-/A4,2025-06-30,MEDIUM,11.8
Rohit Iron & Steel (India) Pvt. Ltd.,Non-government debt,BRICKWORK,BB+/A4+,2025-07-01,MEDIUM,11.8
Therdose Pharma Pvt. Ltd.,Non-government debt,ICRA,D,2025-07-02,MEDIUM,11.8
Troix Chemicals Pvt. Ltd.,Non-government debt,CARE,C/A4,2025-07-01,MEDIUM,11.8
Vikran Engineering Ltd.,Non-government debt,CARE,BB-/A4,2025-07-02,MEDIUM,11.8
Ami Riddhi Chem Pvt. Ltd.,Non-government debt,BRICKWORK,C/A4,2025-07-02,MEDIUM,11.8
Dodsal Enterprises Pvt. Ltd.,Non-government debt,CARE,D,2025-07-04,MEDIUM,11.7
Kaveri Infraprojects Pvt. Ltd.,Non-government debt,ICRA,BB+/A4+,2025-07-04,MEDIUM,11.7
Lakshmi Infrastructure & Developers India Pvt. Ltd.,Non-government debt,CARE,D,2025-07-03,MEDIUM,11.7
Lall Steels Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2025-07-03,MEDIUM,11.7
Mantra Softech (India) Pvt. Ltd.,Non-government debt,BRICKWORK,A 4,2025-07-03,MEDIUM,11.7
Mantra Softech (India) Pvt. Ltd.,Non-government debt,BRICKWORK,A 4,2025-07-03,MEDIUM,11.7
Maschio Gaspardo India Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,2025-07-04,MEDIUM,11.7
Mayur Leather Products Ltd.,Non-government debt,CARE,D,2025-07-04,MEDIUM,11.7
Supreme & Co. Pvt. Ltd.,Non-government debt,CARE,D,2025-07-04,MEDIUM,11.7
Supreme & Co. Pvt. Ltd.,Non-government debt,CARE,D,2025-07-04,MEDIUM,11.7
U M Green Lighting Pvt. Ltd.,Non-government debt,CARE,D,2025-07-04,MEDIUM,11.7
Blossom Grocery & Foods India Pvt. Ltd.,Non-government debt,BRICKWORK,D,2025-07-07,MEDIUM,11.6
Jeevaka Industries Pvt. Ltd.,Non-government debt,ICRA,BB+/A4+,2025-07-08,MEDIUM,11.6
Sai Surfactants Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-07-08,MEDIUM,11.6
Sai Surfactants Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-07-08,MEDIUM,11.6
Satyadeeptha Pharmaceuticals Ltd.,Non-government debt,ICRA,BBB-/A3,2025-07-08,MEDIUM,11.6
B R Designs Pvt. Ltd.,Non-government debt,CARE,D,2025-07-11,MEDIUM,11.5
Balar Synthetics Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2025-07-09,MEDIUM,11.5
C M I Ltd.,Non-government debt,CARE,D,2025-07-09,MEDIUM,11.5
Milando Fashions Ltd.,Non-government debt,CARE,B-/A4,2025-07-11,MEDIUM,11.5
Nutrionex Manufacturers Ltd.,Non-government debt,CARE,D,2025-07-11,MEDIUM,11.5
Nutrionex Manufacturers Ltd.,Non-government debt,CARE,D,2025-07-11,MEDIUM,11.5
Palacial Real Estate Pvt. Ltd.,Debentures / Bonds / notes / bills,BRICKWORK,D,2025-07-10,MEDIUM,11.5
Rakhoh Industries Pvt. Ltd.,Non-government debt,BRICKWORK,C,2025-07-11,MEDIUM,11.5
Rational Business Corpn. Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-07-11,MEDIUM,11.5
S R S Ltd.,Non-government debt,ICRA,D,2025-07-11,MEDIUM,11.5
Shree Krishna Stevedores Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-07-09,MEDIUM,11.5
I L & F S Wind Energy Ltd.,Debentures / Bonds / notes / bills,ICRA,D,2025-07-14,MEDIUM,11.4
Nuevo Polymers Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-07-14,MEDIUM,11.4
Gayatri Projects Ltd.,Non-government debt,CARE,D,2025-07-17,MEDIUM,11.3
J M V L P S Ltd.,Non-government debt,CARE,D,2025-07-16,MEDIUM,11.3
J M V L P S Ltd.,Non-government debt,CARE,D,2025-07-16,MEDIUM,11.3
M B E Coal & Mineral Technology India Pvt. Ltd.,Non-government debt,CARE,D,2025-07-15,MEDIUM,11.3
M R T Signals Ltd.,Non-government debt,CARE,BB/A4+,2025-07-17,MEDIUM,11.3
Modi Naturals Ltd.,Non-government debt,CARE,BB/A4,2025-07-16,MEDIUM,11.3
Softel Solutions Pvt. Ltd.,Non-government debt,CARE,B/A4,2025-07-17,MEDIUM,11.3
Softel Solutions Pvt. Ltd.,Non-government debt,CARE,B/A4,2025-07-17,MEDIUM,11.3
Softel Solutions Pvt. Ltd.,Non-government debt,CARE,B/A4,2025-07-17,MEDIUM,11.3
T R B Industries Ltd.,Non-government debt,BRICKWORK,A 4,2025-07-16,MEDIUM,11.3
Tejas Agro Irrigation Systems Pvt. Ltd.,Non-government debt,CARE,D,2025-07-16,MEDIUM,11.3
Desein Pvt. Ltd.,Non-government debt,ICRA,D,2025-07-18,MEDIUM,11.2
Gagan Trexpo Pvt. Ltd.,Non-government debt,BRICKWORK,C/A4,2025-07-18,MEDIUM,11.2
Global Ispaat Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-07-18,MEDIUM,11.2
Ocean Pearl Hotels Pvt. Ltd.,Non-government debt,ICRA,C+/A4,2025-07-18,MEDIUM,11.2
Prabhu Agarwalla Construction Pvt. Ltd.,Non-government debt,ICRA,D,2025-07-18,MEDIUM,11.2
Rayban Foods Pvt. Ltd.,Non-government debt,BRICKWORK,D,2025-07-18,MEDIUM,11.2
Royalline Resources Ltd.,Non-government debt,IND-RA,A 4,2025-07-18,MEDIUM,11.2
B Fouress Pvt. Ltd.,Non-government debt,ICRA,BB+/A4+,2025-07-23,MEDIUM,11.1
Climax Overseas Pvt. Ltd.,Non-government debt,CARE,D,2025-07-21,MEDIUM,11.1
Das Garage Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-07-23,MEDIUM,11.1
E-Procurement Technologies Ltd.,Non-government debt,CARE,B+/A4,2025-07-23,MEDIUM,11.1
Gammon India Ltd.,Non-government debt,CARE,D,2025-07-22,MEDIUM,11.1
Infrastil Global Impex Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-07-22,MEDIUM,11.1
Man Structurals Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2025-07-21,MEDIUM,11.1
Panchwati Prayogshala Pvt. Ltd.,Non-government debt,CARE,B/A4,2025-07-22,MEDIUM,11.1
Sai Industries Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-07-23,MEDIUM,11.1
Sai Industries Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-07-23,MEDIUM,11.1
Saluja Steel & Power Pvt. Ltd.,Non-government debt,CARE,BB/A4,2025-07-21,MEDIUM,11.1
Vibracoustic India Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-07-21,MEDIUM,11.1
Vibracoustic India Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-07-21,MEDIUM,11.1
Adarsha Automotives Pvt. Ltd.,Non-government debt,ICRA,C/A4,2025-07-21,MEDIUM,11.1
Webfil Ltd.,Non-government debt,ICRA,C+/A4,2025-07-21,MEDIUM,11.1
Emgee Infrastructure Holdings (India) Pvt. Ltd.,Non-government debt,BRICKWORK,D,2025-07-24,MEDIUM,11.0
Gomtesh Ginning & Pressing Pvt. Ltd.,Non-government debt,BRICKWORK,C,2025-07-24,MEDIUM,11.0
Jayshri Gayatri Food Products Pvt. Ltd.,Non-government debt,CARE,D,2025-07-25,MEDIUM,11.0
Kalthia Bhavnagar Pipli Highway Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-07-25,MEDIUM,11.0
Kandhari Beverages Pvt. Ltd.,Non-government debt,ICRA,BBB+/A2,2025-07-25,MEDIUM,11.0
Metrro Waste Handling Pvt. Ltd.,Non-government debt,CARE,BB/A4,2025-07-25,MEDIUM,11.0
Mundhra Exim Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-07-25,MEDIUM,11.0
Pan Intellecom Ltd.,Non-government debt,CARE,B+/A4,2025-07-25,MEDIUM,11.0
Pan Intellecom Ltd.,Non-government debt,CARE,B+/A4,2025-07-25,MEDIUM,11.0
Safeflex International Ltd.,Non-government debt,ICRA,B+/A4,2025-07-25,MEDIUM,11.0
Tulip Granites Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-07-25,MEDIUM,11.0
Unimax Chemicals Pvt. Ltd.,Non-government debt,BRICKWORK,B/A4,2025-07-25,MEDIUM,11.0
Asia Pacific Resources Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-07-28,MEDIUM,10.9
Bridge & Roof Co. (India) Ltd.,Non-government debt,CARE,BB/A4,2025-07-28,MEDIUM,10.9
Crest Merchandise Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-07-28,MEDIUM,10.9
Magna Projects Pvt. Ltd.,Non-government debt,ICRA,D,2025-07-29,MEDIUM,10.9
Vikas Organics Pvt. Ltd.,Non-government debt,BRICKWORK,C,2025-07-28,MEDIUM,10.9
Assorted Plastics Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-07-30,MEDIUM,10.8
Asuti Trading Pvt. Ltd.,Non-government debt,CARE,D,2025-07-31,MEDIUM,10.8
Bend-N-Fab Engineering Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-08-01,MEDIUM,10.8
Deneb & Pollux Tours & Travels Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-07-30,MEDIUM,10.8
Feather Spintex Pvt. Ltd.,Non-government debt,BRICKWORK,C/A4,2025-07-30,MEDIUM,10.8
Harsh Constructions Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-07-30,MEDIUM,10.8
Harsh Constructions Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-07-30,MEDIUM,10.8
Lakshanya Ventures Pvt. Ltd.,Non-government debt,ICRA,D,2025-07-30,MEDIUM,10.8
Mira Exim Ltd.,Non-government debt,ICRA,B+/A4,2025-07-30,MEDIUM,10.8
Pentech Metals Ltd.,Non-government debt,CARE,D,2025-07-30,MEDIUM,10.8
Simola Vitrified Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-07-30,MEDIUM,10.8
Anjali Labtech Ltd.,Non-government debt,CARE,BB+/A4+,2025-07-31,MEDIUM,10.8
Ashiana Manufacturing India Ltd.,Non-government debt,CARE,B/A4,2025-07-30,MEDIUM,10.8
Ashish Vessel Demolition Pvt. Ltd.,Non-government debt,BRICKWORK,C/A4,2025-07-31,MEDIUM,10.8
G K B Lens Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2025-08-04,MEDIUM,10.7
Vform Technopack Pvt. Ltd.,Non-government debt,BRICKWORK,BB/A4,2025-08-04,MEDIUM,10.7
Bhopal Tractors Pvt. Ltd.,Non-government debt,CARE,B/A4,2025-08-06,MEDIUM,10.6
Bium Industries Pvt. Ltd.,Non-government debt,BRICKWORK,C,2025-08-06,MEDIUM,10.6
Flash Forge Pvt. Ltd.,Non-government debt,CARE,C/A4,2025-08-07,MEDIUM,10.6
Hitech Saw Ltd.,Non-government debt,BRICKWORK,BB-/A4,2025-08-06,MEDIUM,10.6
Hyper Filteration Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-08-05,MEDIUM,10.6
M K M Diamonds Pvt. Ltd.,Non-government debt,CARE,D,2025-08-06,MEDIUM,10.6
Metcon India Realty & Infrastructure Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-08-05,MEDIUM,10.6
Periwal Polymers Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-08-07,MEDIUM,10.6
Periwal Polymers Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-08-07,MEDIUM,10.6
Rajda Industries & Export Pvt. Ltd.,Non-government debt,CARE,B/A4,2025-08-07,MEDIUM,10.6
Shreeji Woodcraft Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-08-05,MEDIUM,10.6
Shrijee Lifestyle Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,2025-08-05,MEDIUM,10.6
Shrijee Lifestyle Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,2025-08-05,MEDIUM,10.6
Sri Lakshmi Godavari Spinning Mills Pvt. Ltd.,Non-government debt,CARE,D,2025-08-05,MEDIUM,10.6
Telogica Ltd.,Non-government debt,CARE,D,2025-08-07,MEDIUM,10.6
Vaishnavi Bio Tech Intl. Ltd.,Non-government debt,ICRA,B+/A4,2025-08-07,MEDIUM,10.6
Aditi Infrabuild & Services Ltd.,Non-government debt,CARE,B-/A4,2025-08-05,MEDIUM,10.6
Jai Gopal Intl. Impex Pvt. Ltd.,Non-government debt,CARE,A 4,2025-08-08,MEDIUM,10.5
M R L Tyres Ltd.,Non-government debt,CARE,BBB/A3+,2025-08-08,MEDIUM,10.5
Agile Security Force Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,2025-08-08,MEDIUM,10.5
Exclusive Steel & Casting Ltd.,Non-government debt,CARE,B-/A4,2025-08-12,MEDIUM,10.4
Harsh Polyfabric Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-08-11,MEDIUM,10.4
Kobe Suspension Co. Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-08-13,MEDIUM,10.4
Pride Coke Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-13,MEDIUM,10.4
Shakti Polyweave Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-08-13,MEDIUM,10.4
Apurvakriti Infrastructure Pvt. Ltd.,Non-government debt,CARE,B/A4,2025-08-11,MEDIUM,10.4
Apurvakriti Infrastructure Pvt. Ltd.,Non-government debt,CARE,B/A4,2025-08-11,MEDIUM,10.4
Armour Steel Buildings India Pvt. Ltd.,Non-government debt,CARE,B+/A4,2025-08-12,MEDIUM,10.4
G V P Infotech Ltd.,Non-government debt,CARE,D,2025-08-14,MEDIUM,10.3
B I L Infratech Ltd.,Non-government debt,CARE,D,2025-08-18,MEDIUM,10.2
B P Food Products Pvt. Ltd.,Non-government debt,ICRA,D,2025-08-18,MEDIUM,10.2
Bairathi Shoe Co. Pvt. Ltd.,Non-government debt,BRICKWORK,C,2025-08-19,MEDIUM,10.2
Bakeri Urban Devp. Pvt. Ltd.,Non-government debt,BRICKWORK,B+,2025-08-19,MEDIUM,10.2
G B Engineering Enterprises Pvt. Ltd.,Non-government debt,ICRA,D,2025-08-18,MEDIUM,10.2
Needle Industries (India) Pvt. Ltd.,Non-government debt,ICRA,B+/A4,2025-08-18,MEDIUM,10.2
Patwari Steels Pvt. Ltd.,Non-government debt,ICRA,D,2025-08-18,MEDIUM,10.2
Saravana Spinners Ltd.,Non-government debt,ICRA,B-/A4,2025-08-18,MEDIUM,10.2
Sobti Infratech Ltd.,Non-government debt,CARE,BB+/A4+,2025-08-18,MEDIUM,10.2
Sobti Infratech Ltd.,Non-government debt,CARE,BB+/A4+,2025-08-18,MEDIUM,10.2
Turquoise & Gold Apparels Pvt. Ltd.,Non-government debt,ICRA,D,2025-08-18,MEDIUM,10.2
Andhra Pradesh Power Finance Corpn. Ltd.,Debentures / Bonds / notes / bills,CRISIL,D,2025-08-19,MEDIUM,10.2
Andhra Pradesh Power Finance Corpn. Ltd.,Debentures / Bonds / notes / bills,CRISIL,D,2025-08-19,MEDIUM,10.2
Andhra Pradesh Power Finance Corpn. Ltd.,Debentures / Bonds / notes / bills,CRISIL,D,2025-08-19,MEDIUM,10.2
Andhra Pradesh Power Finance Corpn. Ltd.,Debentures / Bonds / notes / bills,CRISIL,D,2025-08-19,MEDIUM,10.2
Axis Overseas Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Azafran Innovacion Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
B M R Blue Genetics Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
Badri Ecofibres Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Bansal Spinning Mills Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
Batliboi Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Bellatrix Infrastructure Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Bharamari Steels Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
Bhola Ram Steels Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Bhopal Switch Gears Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Biosynergy Lifecare Pvt. Ltd.,Non-government debt,CARE,B-/A4,2025-08-22,MEDIUM,10.1
Birbal International Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Birmi International Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
Bloom Dekor Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
C V S Infrastructure Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Canaan Engineering Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Cee Dee Vacuum Equipment Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
Crown Cashew Impex Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Dayana Polyplast Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Dev Shree Cotsyn Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Digiflic Controls (India) Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Elljay Textiles Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Enginemates Heat Transfer Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Esco Couplings & Transmissions Pvt. Ltd.,Non-government debt,IND-RA,BB-/A4+,2025-08-21,MEDIUM,10.1
Esmario Export Enterprises Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Fuso Glass India Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
G C Threads Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
G S Atwal & Co. (Engineers) Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
G S Developers & Contractors Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
G S N Ferro Alloys Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
G T C Oilfield Services Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
G7 Sugar Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Garg Granites Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Gold Star Steels Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Guru Laxmi Cottex Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
H A Q Steels Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
H M Industrial Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Himanchal Construction Co. Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
Ideal Hotels & Inds. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Iris Regtech Solutions Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
J P B Chemical Inds. Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Janardan Nirman Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
John Energy Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Justclick Travels Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
K B A Infrastructure Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
K P Packaging Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Kalpataru Cold Storage Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Kannappan Textile Mill Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Kasturchand Fertilisers Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Krishna Coil Cutters Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
M P Board & Paper Mills Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Maa Bala Sundri Plywood Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Magnolia Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
Maha Hydraulics Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Maharashtra Fastners Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Malabar Hotels Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Malar Solvent Extraction Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Manman Manufacturing Co. Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Map Cotton Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Maps Granito Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Meghaaarika International Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Meghdoot Ginning & Pressing Inds. Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Metamorphosis Engitech India Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Mining Associates Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
Mittal Hospitals Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Mukand Systems & Networking Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
Mukka Proteins Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
N I M P Healthcare Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
N K C M Spinners Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Nirmala Infra Projects India Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Northern India Leather Cloth Mfg. Co. Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Noslar International Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Nufuture Digital (India) Ltd.,Non-government debt,IND-RA,C/A4,2025-08-21,MEDIUM,10.1
Osnar Chemical Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Pawan Communications Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Phthalo Colours & Chemicals (India) Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Pink Rose Lingerie Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Prime Technoplast Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Prins Polytech Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Prithvi Polymer Inds. Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Radiant Bizcom Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
Raga Motors Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Raghunandan Jewellers (Delhi) Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Rajlaxmi Agrotech India Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Ranger Cotton Mills India Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Rank Cranes Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
Rejeuvine Enterprises Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
Roots Cooling Systems Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
S A S International Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2025-08-21,MEDIUM,10.1
S B Cold Storage Inds. Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
S G R Exim Pvt. Ltd.,Non-government debt,IND-RA,C/A4,2025-08-21,MEDIUM,10.1
S K I Himalayas Ropeway Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,10.1
S R S Modern Sales Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,10.1
