Company Name,Instrument Type,Current Rating Agency,Rating,Rating Date,Urgency,Months Since Rating,Category,Multi Agency INC,Why Target,ACER Pitch Angle
Meenakshi Polymers Pvt. Ltd.,Long term Loans,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Melt-O-Therm Furnaces Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Melt-O-Therm Furnaces Pvt. Ltd.,Term loans,CRISIL,B-,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Miryalguda Rice Inds. Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Moped House Pvt. Ltd.,Long term Loans,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Mozart Vitrified Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Mozart Vitrified Pvt. Ltd.,Long term Loans,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Narmada Cars Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Narmada Cars Pvt. Ltd.,Long term Loans,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Narmada Cars Pvt. Ltd.,Term loans,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Oval Projects Engg. Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Oval Projects Engg. Ltd.,Term loans,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Pasupala Foods Pvt. Ltd.,Long term Loans,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Pasupati Spinning & Wvg. Mills Ltd.,Letter Of credit,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Pasupati Spinning & Wvg. Mills Ltd.,Long term Loans,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Pasupati Spinning & Wvg. Mills Ltd.,Term loans,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Pentagon Steels India Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Pentagon Steels India Pvt. Ltd.,Term loans,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Premier Carworld Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Premier Carworld Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Premier Carworld Pvt. Ltd.,Term loans,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Puja Quench Distributors India Pvt. Ltd.,Long term Loans,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Pushpanjali Enggcon Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Pushpanjali Enggcon Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
R B Rungta Steels & Food Products Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-03-31,LOW,2.7,WARM,BRICKWORK_INC,CRISIL INC (3 months overdue) + BRICKWORK_INC — multi-agency SME,"CRISIL INC company — alternative rater pitch, speed + accessibility."
R B Rungta Steels & Food Products Pvt. Ltd.,Term loans,CRISIL,B,2026-03-31,LOW,2.7,WARM,BRICKWORK_INC,CRISIL INC (3 months overdue) + BRICKWORK_INC — multi-agency SME,"CRISIL INC company — alternative rater pitch, speed + accessibility."
Radheshyam Paper Mills Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Radheshyam Paper Mills Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Radheshyam Paper Mills Pvt. Ltd.,Long term Loans,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Radheshyam Paper Mills Pvt. Ltd.,Long term Loans,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Raj Conbuild Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Ratnapriya Dyeing & Printing Mills Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Ratnapriya Dyeing & Printing Mills Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Ratnapriya Dyeing & Printing Mills Pvt. Ltd.,Term loans,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Republic Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Republic Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Republic Pvt. Ltd.,Long term Loans,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Repute Foods Pvt. Ltd.,Term loans,CRISIL,D,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
S T S Manufacturing Pvt. Ltd.,Long term Loans,CRISIL,B,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
S T S Manufacturing Pvt. Ltd.,Long term Loans,CRISIL,B,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
S V E Drilling Tools Pvt. Ltd.,Letter Of credit,CRISIL,B,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
S V E Drilling Tools Pvt. Ltd.,Long term Loans,CRISIL,B,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
S V E Drilling Tools Pvt. Ltd.,Long term Loans,CRISIL,B,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Salicylates & Chemicals Pvt. Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Salvo Industries Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Salvo Industries Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Salvo Industries Pvt. Ltd.,Long term Loans,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Satkar Paper Mills Pvt. Ltd.,Term loans,CRISIL,B,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Saurabh (India) Pvt. Ltd.,Letter Of credit,CRISIL,D,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Saurabh (India) Pvt. Ltd.,Letter Of credit,CRISIL,D,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Saxena Marine-Tech Pvt. Ltd.,Bank Guarantee,CRISIL,D,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Saxena Marine-Tech Pvt. Ltd.,Letter Of credit,CRISIL,D,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Saxena Marine-Tech Pvt. Ltd.,Long term Loans,CRISIL,D,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Selvam Broilers Pvt. Ltd.,Long term Loans,CRISIL,B,2026-03-30,LOW,2.7,WARM,BRICKWORK_INC,CRISIL INC (3 months overdue) + BRICKWORK_INC — multi-agency SME,"CRISIL INC company — alternative rater pitch, speed + accessibility."
Shanker Wood Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,BRICKWORK_INC,CRISIL INC (3 months overdue) + BRICKWORK_INC — multi-agency SME,"CRISIL INC company — alternative rater pitch, speed + accessibility."
Sheetal Cool Products Ltd.,Term loans,CRISIL,B,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Shirt Company (India) Pvt. Ltd.,Letter Of credit,CRISIL,D,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Shirt Company (India) Pvt. Ltd.,Long term Loans,CRISIL,D,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Shirt Company (India) Pvt. Ltd.,Term loans,CRISIL,D,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Shree Tribhuvan Ispat Pvt. Ltd.,Term loans,CRISIL,B,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Shri Lakshmi Agro Foods Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Shri Lakshmi Agro Foods Pvt. Ltd.,Term loans,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Simla Chemicals Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Skyline Engineering Contracts (India) Pvt. Ltd.,Bank Guarantee,CRISIL,D,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Skyline Engineering Contracts (India) Pvt. Ltd.,Long term Loans,CRISIL,D,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Solus Security Systems Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Sree Koppammal Cotton Spinning Mills Pvt. Ltd.,Short-term loan,CRISIL,A 4,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
St.George Electronica Pvt. Ltd.,Term loans,CRISIL,C,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Sudha Business Enterprises Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Sudha Business Enterprises Pvt. Ltd.,Long term Loans,CRISIL,B,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Sudha Business Enterprises Pvt. Ltd.,Long term Loans,CRISIL,B,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Super Safe Logistics (India) Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Super Safe Logistics (India) Pvt. Ltd.,Long term Loans,CRISIL,B,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Tarapur Environment Protection Society,Term loans,CRISIL,B,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Tejpal Motors Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Travel Tours Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Trina N R E Transportation Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Trina N R E Transportation Ltd.,Letter Of credit,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Trina N R E Transportation Ltd.,Long term Loans,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Tulsa Gas Technologies India Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
U D Solution Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Upcountry Vehicle Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Upcountry Vehicle Pvt. Ltd.,Long term Loans,CRISIL,B,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Uttarakhand Engineering Products Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-03-31,LOW,2.7,WARM,BRICKWORK_INC,CRISIL INC (3 months overdue) + BRICKWORK_INC — multi-agency SME,"CRISIL INC company — alternative rater pitch, speed + accessibility."
Uttarakhand Engineering Products Pvt. Ltd.,Long term Loans,CRISIL,B,2026-03-31,LOW,2.7,WARM,BRICKWORK_INC,CRISIL INC (3 months overdue) + BRICKWORK_INC — multi-agency SME,"CRISIL INC company — alternative rater pitch, speed + accessibility."
V S C Infra Pvt. Ltd.,Bank Guarantee,CRISIL,D,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
V S C Infra Pvt. Ltd.,Bank Guarantee,CRISIL,D,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Vaishno Devi Dairy Products Ltd.,Bank Guarantee,CRISIL,D,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Vaishno Devi Dairy Products Ltd.,Long term Loans,CRISIL,D,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Vaishno Devi Dairy Products Ltd.,Term loans,CRISIL,D,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Vansh Electromechanical Devices Pvt. Ltd.,Term loans,CRISIL,C,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Vashu Yarn Mills India Pvt. Ltd.,Letter Of credit,CRISIL,D,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Vashu Yarn Mills India Pvt. Ltd.,Term loans,CRISIL,D,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Versatile Bonds Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Versatile Bonds Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Vruksha Microfin Pvt. Ltd.,Long term Loans,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
A K I India Ltd.,Letter Of credit,CRISIL,A 4,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
A K I India Ltd.,Long term Loans,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
A K I India Ltd.,Term loans,CRISIL,B,2026-03-30,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Wardwizard Innovations & Mobility Ltd.,Long term Loans,CRISIL,B,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Wardwizard Innovations & Mobility Ltd.,Term loans,CRISIL,B,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Yamir Packaging Pvt. Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 4,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Yamir Packaging Pvt. Ltd.,Term loans,CRISIL,B,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Zorin Interiors Pvt. Ltd.,Long term Loans,CRISIL,B,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Zorin Interiors Pvt. Ltd.,Short-term loan,CRISIL,A 4,2026-03-31,LOW,2.7,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Karvy Digikonnect Ltd.,Term loans,CRISIL,D,2026-04-02,LOW,2.6,WARM,,CRISIL INC (3 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Supreme Manor Wada Bhiwandi Infrastructure Pvt. Ltd.,Term loans,CRISIL,D,2026-04-06,LOW,2.5,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Capital Record Centre Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-09,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Capital Record Centre Pvt. Ltd.,Term loans,CRISIL,B,2026-04-09,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Divya Jyoti Inds. Ltd.,Bank Guarantee,CRISIL,D,2026-04-10,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Divya Jyoti Inds. Ltd.,Letter Of credit,CRISIL,D,2026-04-10,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Divya Jyoti Inds. Ltd.,Long term Loans,CRISIL,D,2026-04-10,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Fibro Plastichem (India) Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-10,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Fibro Plastichem (India) Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-04-10,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Fibro Plastichem (India) Pvt. Ltd.,Long term Loans,CRISIL,B,2026-04-10,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Fibro Plastichem (India) Pvt. Ltd.,Term loans,CRISIL,B,2026-04-10,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Finecrete Eco Blocks Pvt. Ltd. [Merged],Term loans,CRISIL,D,2026-04-10,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Friends Agrichem Pvt. Ltd.,Long term Loans,CRISIL,B,2026-04-10,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Friends Agrichem Pvt. Ltd.,Long term Loans,CRISIL,B,2026-04-10,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Fusion Voice Solutions Pvt. Ltd.,Long term Loans,CRISIL,B,2026-04-10,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
G P C Infrastructure Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-09,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
G P C Infrastructure Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-04-09,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Gajanan Oil Pvt. Ltd.,Letter Of credit,CRISIL,D,2026-04-10,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Gajanan Oil Pvt. Ltd.,Term loans,CRISIL,D,2026-04-10,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Galaxy Life Care Services Pvt. Ltd.,Term loans,CRISIL,B,2026-04-10,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Gandhi Spices Pvt. Ltd.,Long term Loans,CRISIL,B,2026-04-10,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Heidelco Medicore Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-09,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Heidelco Medicore Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-04-09,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Hind Offshore Pvt. Ltd.,Term loans,CRISIL,B,2026-04-09,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Huldibari Industries & Plantation Co. Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-10,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Huldibari Industries & Plantation Co. Ltd.,Term loans,CRISIL,B,2026-04-10,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Huldibari Industries & Plantation Co. Ltd.,Term loans,CRISIL,B,2026-04-10,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Inarco Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-10,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Inarco Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-04-10,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Inarco Pvt. Ltd.,Long term Loans,CRISIL,B,2026-04-10,LOW,2.4,WARM,,CRISIL INC (2 months overdue),"CRISIL INC company — alternative rater pitch, speed + accessibility."
Jayachandran Industries Pvt. Ltd.,Long term Loans,CRISIL,B,2026-04-09,LOW,2.4,WARM,ACUITE_INC,CRISIL INC (2 months overdue) + ACUITE_INC — multi-agency SME,"CRISIL INC company — alternative rater pitch, speed + accessibility."
Jayachandran Industries Pvt. Ltd.,Term loans,CRISIL,B,2026-04-09,LOW,2.4,WARM,ACUITE_INC,CRISIL INC (2 months overdue) + ACUITE_INC — multi-agency SME,"CRISIL INC company — alternative rater pitch, speed + accessibility."
