Company Name,Instrument Type,Current Rating,Rating Date,Urgency,Category,Is INC,Size
Punjab and Sind Bank (PSB),BASEL III Complaint Tier II Bonds,IVR AA (Reaffirmed),"March 3, 2025",HIGH,NON-INC,False,Rs. 237.30 Cr.
Paralam Global Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),"May 26, 2025",HIGH,NON-INC,False,Rs. 2.00 Cr.
Jodas Expoim Private Limited,Long Term Bank Facilities - Proposed,IVR BBB (Reaffirmed),"July 29, 2025",MEDIUM,NON-INC,False,Rs. 25.00 Cr.
Shri Bajrang Chemical Distillery LLP,Short Term Facilities,IVR A3 (Assigned),"March 28, 2025",HIGH,NON-INC,False,Rs. 12.50 Cr.
Ankur Biochem Private Limited,Long Term/ Short Term Bank Facilities,IVR BBB+/IVR A2; (Upgraded and Withdrawn),"September 12, 2025",MEDIUM,NON-INC,False,Rs. 30.00 Cr.
Grand Bazaar Developers LLP,Proposed Long Term Bank Facilities,IVR BBB- (Upgraded),"January 2, 2025",HIGH,NON-INC,False,Rs. 25.00 Cr. (reduced from Rs. 90.00 Crore)
Core Jewellery Private Limited,Short term Bank Facilities,IVR A3 (Upgraded),"August 1, 2025",MEDIUM,NON-INC,False,Rs. 3.00 Cr.
Core Jewellery Private Limited,Long term/ Short Term Bank Facilities,IVR BBB-/IVR A3 (Upgraded),"August 1, 2025",MEDIUM,NON-INC,False,Rs. 97.50 Cr. (Enhanced from Rs.75.00 Crore)
Ubitech Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),"August 13, 2025",MEDIUM,NON-INC,False,Rs. 105.00 Cr.
Ubitech Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),"August 13, 2025",MEDIUM,NON-INC,False,Rs. 25.00 Cr.
Orient Green Power Company Limited,Long Term Bank Facilities,Withdrawn,"September 13, 2023",HIGH,NON-INC,False,-
Rahul Cables Private Limited,Long Term/ Short Term Facilities (Proposed),IVR BBB/ IVR A3+ (Upgraded),"January 1, 2025",HIGH,NON-INC,False,Rs. 0.58 Cr. (Reduced from Rs. 23.52 crore)
Rahul Cables Private Limited,Short Term Facilities,IVR A3+ (Upgraded),"January 1, 2025",HIGH,NON-INC,False,Rs. 120.50 Cr. (Enhanced from Rs. 89.10 crore)
Rahul Cables Private Limited,Long Term Facilities,IVR BBB (Upgraded),"January 1, 2025",HIGH,NON-INC,False,Rs. 151.42 Cr. (Enhanced from Rs. 87.38 crore)
Ankur Biochem Private Limited,Long Term Bank Facilities,IVR BBB+ (Upgraded and Withdrawn),"September 12, 2025",MEDIUM,NON-INC,False,Rs. 413.08 Cr.
Core Energy Systems Limited,Short Term Bank Facilities,IVR A3+ (Upgraded),"January 14, 2025",HIGH,NON-INC,False,Rs. 61.75 Cr. (Enhanced from Rs. 56.75 Crore)
RK Laxmi General Sales Limited,Long Term Bank Facilities,IVR BBB- (Upgraded),"June 20, 2025",HIGH,NON-INC,False,Rs. 95.50 Cr. (includes proposed facility of Rs 6.33 crore)
Sanvijay Rolling and Engineering Limited,Short Term Facilities,IVR A2+  (Reaffirmed),"February 19, 2025",HIGH,NON-INC,False,Rs. 20.00 Cr.
Sanvijay Rolling and Engineering Limited,Long Term Facilities,IVR A- (Reaffirmed),"February 19, 2025",HIGH,NON-INC,False,Rs. 450.00 Cr. (Decreased from Rs. 467.43 Cr.)
Satin Housing Finance Limited,Non-Convertible Debentures (NCDs),IVR A- (Reaffirmed),"April 16, 2025",HIGH,NON-INC,False,Rs. 20.00 Cr.
Satin Housing Finance Limited,Fund Based - Long Term Bank Facilities - Term loans,IVR A- (Reaffirmed)(Withdrawn),"April 16, 2025",HIGH,NON-INC,False,Rs. 312.87 Cr.
Bharat industrial Enterprises Private Limited,Short Term Bank Facilities,IVR A3+ (Reaffirmed),"July 1, 2025",MEDIUM,NON-INC,False,Rs. 30.50 Cr.
Bharat industrial Enterprises Private Limited,Long Term Bank Facilities,IVR BBB (Reaffirmed),"July 1, 2025",MEDIUM,NON-INC,False,Rs. 157.23 Cr.
LMJ Services Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),"March 12, 2025",HIGH,NON-INC,False,Rs. 3.27 Cr.
LMJ Services Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),"March 12, 2025",HIGH,NON-INC,False,Rs. 153.84 Cr.
Core Energy Systems Limited,Long Term Bank Facilities,IVR BBB (Upgraded),"January 14, 2025",HIGH,NON-INC,False,Rs. 54.25 Cr. (Enhanced from Rs. 34.25 Crore)
Jodas Expoim Private Limited,Long Term Bank Facilities,IVR BBB (Reaffirmed and Withdrawn),"July 29, 2025",MEDIUM,NON-INC,False,0.00 (reduced from Rs. 1.00 Cr.)
Jodas Expoim Private Limited,Long term/Short Term Bank Facilities,Withdrawn,"July 29, 2025",MEDIUM,NON-INC,False,0.00 (reduced from Rs. 49.00 Cr.)
Jodas Expoim Private Limited,Long term/Short Term Bank Facilities,IVR BBB/IVR A3+; (Reaffirmed),"July 29, 2025",MEDIUM,NON-INC,False,Rs. 75.00 Cr. (Enhanced from Rs. 74.00 Cr.)
Ganges Internationale Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),"April 24, 2025",HIGH,NON-INC,False,Rs. 150.05 Cr.
Ganges Internationale Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),"April 24, 2025",HIGH,NON-INC,False,Rs. 75.00 Cr.
GTEX,Long Term Bank Facilities,IVR B+ (Reaffirmed),"October 31, 2025",MEDIUM,NON-INC,False,Rs. 31.58 Cr. (Enhanced from Rs. 29.16 Crore)
SMC Power Generation Limited,Short Term Bank Facilities,IVR A2 (Reaffirmed),"March 28, 2025",HIGH,NON-INC,False,Rs. 13.00 Cr.
SMC Power Generation Limited,Long Term Bank Facilities,IVR BBB+ (Reaffirmed),"March 28, 2025",HIGH,NON-INC,False,Rs. 887.00 Cr. (enhanced from Rs. 724.00 Cr. and includes proposed facility of Rs. 193.94 Cr.)
Reliance Asset Reconstruction Company Limited,Proposed Fund Based Short Term Bank Facilities - Secured Overdraft,IVR A1 (Reaffirmed),"February 18, 2025",HIGH,NON-INC,False,Rs. 130.00 Cr.
Reliance Asset Reconstruction Company Limited,Fund Based Short Term Bank Facilities - Secured Overdraft,IVR A1 (Reaffirmed),"February 18, 2025",HIGH,NON-INC,False,Rs. 45.00 Cr.
Reliance Asset Reconstruction Company Limited,Proposed Non-Convertible Debentures,IVR A (Reaffirmed),"February 18, 2025",HIGH,NON-INC,False,Rs. 100.00 Cr.
Reliance Asset Reconstruction Company Limited,Proposed Non-Convertible Debentures,IVR A (Reaffirmed),"February 18, 2025",HIGH,NON-INC,False,Rs. 100.00 Cr.
Asrec India Limited,Fund Based Long Term Bank Facilities - Term Loans,IVR A (Reaffirmed),"March 17, 2025",HIGH,NON-INC,False,Rs. 5.81 Cr. (decreased from Rs. 11.32 Cr.)
Satish Sugars Limited,Short Term Bank Facilities,IVR A2 (Upgraded),"January 12, 2026",LOW,NON-INC,False,Rs. 18.00 Cr.
Hans Industries Private Limited,Long Term/Short Term Bank Facilities,IVR BB+/IVR A4+; (Reaffirmed),"March 13, 2025",HIGH,NON-INC,False,Rs. 40.00 Cr.
Hans Industries Private Limited,Long Term Bank Facilities,IVR BB+ (Reaffirmed),"March 13, 2025",HIGH,NON-INC,False,Rs. 8.97 Cr.
Ravitej Projects,Short Term Bank Facilities - Bank Guarantee,IVR A3+ (Upgraded),"July 15, 2025",MEDIUM,NON-INC,False,Rs. 79.00 Cr. (Enhanced from Rs.24.00 crore)
Ravitej Projects,Long Term Bank Facilities - UGECL,Withdrawn,"July 15, 2025",MEDIUM,NON-INC,False,0.00 (Reduced from 0.35 crore)
Ravitej Projects,Long Term Bank Facilities - ECLGS,IVR BBB (Upgraded),"July 15, 2025",MEDIUM,NON-INC,False,Rs. 0.64 Cr. (Reduced from Rs. 1.10 crore)
Ravitej Projects,Long Term Bank Facilities - Equipment Loan,IVR BBB (Upgraded),"July 15, 2025",MEDIUM,NON-INC,False,Rs. 4.40 Cr. (Reduced from Rs. 7.00 crore)
Ravitej Projects,Long Term Bank Facilities - Cash Credit,IVR BBB (Upgraded),"July 15, 2025",MEDIUM,NON-INC,False,Rs. 60.00 Cr. (Enhanced from Rs.24.00 crore)
Kalika Steel Alloys Private Limited,Short Term Bank Facilities - Proposed,IVR A2+ (Assigned),"July 21, 2025",MEDIUM,NON-INC,False,Rs. 30.00 Cr.
Kalika Steel Alloys Private Limited,Short Term Bank Facilities,IVR A2+ (Reaffirmed),"July 21, 2025",MEDIUM,NON-INC,False,Rs. 40.00 Cr.
Satish Sugars Limited,Long Term Bank Facilities,IVR BBB+ (Upgraded),"January 12, 2026",LOW,NON-INC,False,Rs. 717.01 Cr. (Enhanced from Rs. 435.00 Crore)
Asrec India Limited,Fund Based Long Term Bank Facilities - Proposed Long Term Loans,IVR A (Reaffirmed),"March 17, 2025",HIGH,NON-INC,False,Rs. 84.19 Cr. (increased from Rs. 78.68 Cr.)
Asrec India Limited,Fund Based Short Term Bank Facilities - Secured Overdraft,IVR A1 (Reaffirmed),"March 17, 2025",HIGH,NON-INC,False,Rs. 10.00 Cr.
Kamakshi Amman Constructions,Long/Short Term Bank Facilities,IVR D (Downgraded),"March 25, 2025",HIGH,NON-INC,False,Rs. 20.00 Cr.
Millennium Suppliers Private Limited,Short Term Facilities,IVR D (Downgraded),"January 17, 2025",HIGH,NON-INC,False,Rs. 14.50 Cr
Millennium Suppliers Private Limited,Long Term Facilities,IVR D (Downgraded),"January 17, 2025",HIGH,NON-INC,False,Rs. 52.41 Cr. (decreased from Rs.69.58 crore)
HRMM Agro Overseas Private Limited,Short Term Bank Facilities,IVR A3+ (Upgraded),"May 29, 2025",HIGH,NON-INC,False,Rs. 10.50 Cr.
HRMM Agro Overseas Private Limited,Long Term Bank Facility,IVR BBB (Upgraded),"May 29, 2025",HIGH,NON-INC,False,Rs. 65.00 Cr.
Mangalam Alloys Limited,Short Term Bank Facilities,IVR A3+ (Reaffirmed),"July 8, 2025",MEDIUM,NON-INC,False,Rs. 21.36 Cr.
Mangalam Alloys Limited,Long Term Bank Facilities,IVR BBB (Reaffirmed),"July 8, 2025",MEDIUM,NON-INC,False,Rs. 160.79 Cr.
Wave Hospitality Private Limited,Short Term Bank Facilities,IVR A3+ (Upgraded),"June 2, 2025",HIGH,NON-INC,False,Rs. 0.80 Cr.
Wave Hospitality Private Limited,Long Term Bank Facilities,IVR BBB (Upgraded),"June 2, 2025",HIGH,NON-INC,False,Rs. 94.92 Cr.
East India Udyog Limited,Short Term Bank Facilities - Proposed,IVR A3+ (Assigned),"June 17, 2025",HIGH,NON-INC,False,Rs. 52.90 Cr.
East India Udyog Limited,Long Term Bank Facilities - Proposed,IVR BBB (Upgraded),"June 17, 2025",HIGH,NON-INC,False,Rs. 9.40 Cr.
East India Udyog Limited,Long Term Bank Facilities,IVR BBB (Upgraded),"June 17, 2025",HIGH,NON-INC,False,Rs. 499.51 Cr.
Voora Property Developers Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),"June 6, 2025",HIGH,NON-INC,False,Rs. 98.54 Cr.
Kanodia Global Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),"November 21, 2025",MEDIUM,NON-INC,False,Rs. 35.47 Cr. (Enhanced from Rs. 33.00 crore)
Kanodia Global Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),"November 21, 2025",MEDIUM,NON-INC,False,Rs. 46.34 Cr. (Enhanced from Rs.43.38 crore)
Shrachi Realty Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),"July 23, 2025",MEDIUM,NON-INC,False,Rs. 50.00 Cr. (Enhanced from Rs. 30.00 Crore)
Chandrakala Resort Hotels Private Limited,Long Term Facilities,IVR BB,"June 4, 2025",HIGH,NON-INC,False,Rs. 70.74 Cr. (reduced from Rs. 84.47 Cr.)
Innovators Facade Systems Limited,Short Term Bank Facilities,IVR A3+ (Reaffirmed),"June 13, 2025",HIGH,NON-INC,False,Rs. 190.00 Cr.
Innovators Facade Systems Limited,Long Term Bank Facilities,IVR BBB (Reaffirmed),"June 13, 2025",HIGH,NON-INC,False,Rs. 59.43 Cr.
MKS Constro-Venture Private Limited,Short Term Bank Facilities (including proposed limit of Rs.10.00 crore),IVR A3+ (Reaffirmed),"January 3, 2025",HIGH,NON-INC,False,Rs. 100.00 Cr.
MKS Constro-Venture Private Limited,Long Term Bank Facilities (including proposed limit of Rs.5.00 crore),IVR BBB (Reaffirmed),"January 3, 2025",HIGH,NON-INC,False,Rs. 50.00 Cr.
Kamakshi Amman Constructions,Long Term Facilities,Withdrawn,"March 25, 2025",HIGH,NON-INC,False,0.00 (Decreased from Rs.8.93 Cr.)
Aegios Polyfilms Private Limited,Short Term Bank Facilities,IVR A1 [CE] (Reaffirmed),"November 28, 2025",MEDIUM,NON-INC,False,Rs. 5.00 Cr.
Aegios Polyfilms Private Limited,Long Term Bank Facilities,IVR A [CE] (Reaffirmed),"November 28, 2025",MEDIUM,NON-INC,False,Rs. 299.52 Cr.
Golkunda Diamonds and Jewellery Limited,Short Term Bank Facility,IVR A3 (Reaffirmed),"March 19, 2025",HIGH,NON-INC,False,Rs. 0.50 Cr.
Golkunda Diamonds and Jewellery Limited,Long Term Bank Facilities,IVR BBB-,"March 19, 2025",HIGH,NON-INC,False,Rs. 35.00 Cr. (reduced from Rs. 36.73 Cr.)
Rashmi Sponge Iron And Power Industries Private Limited,Long Term Bank Facilities,IVR BBB+ (Upgraded),"February 5, 2025",HIGH,NON-INC,False,Rs. 59.25 Cr.
Padmavati Chains and Jewels Private Limited,Long Term Bank Facilities - Term loan (GECL),IVR BBB- (Reaffirmed),"February 20, 2025",HIGH,NON-INC,False,Rs. 1.58 Cr.
Padmavati Chains and Jewels Private Limited,Long Term Bank Facilities - CC,IVR BBB- (Reaffirmed),"February 20, 2025",HIGH,NON-INC,False,Rs. 150.00 Cr. (enhanced from Rs.98.00 Crore)
Bentec India Limited,Short Term Bank Facilities,IVR A2+ (Upgraded),"September 26, 2025",MEDIUM,NON-INC,False,Rs. 126.00 Cr. (Enhanced from Rs. 89.00 Crore)
Bentec India Limited,Long Term Bank Facilities,IVR A- (Upgraded),"September 26, 2025",MEDIUM,NON-INC,False,Rs. 112.45 Cr. (Enhanced from Rs. 72.68 Crore)
Beta Wind Farm Private Limited,Long Term Bank Facility,IVR BBB (Upgraded),"December 3, 2025",MEDIUM,NON-INC,False,Rs. 518.95 Cr. (Reduced from Rs. 598.53 crore)
Agroh Vadodara Mumbai Expressway Private Limited,Short Term Bank Facilities,IVR A3+ (CE)(Reaffirmed),"February 5, 2025",HIGH,NON-INC,False,Rs. 29.70 Cr.
Agroh Vadodara Mumbai Expressway Private Limited,Long Term Bank Facilities,IVR BBB (CE)(Reaffirmed),"February 5, 2025",HIGH,NON-INC,False,Rs. 475.00 Cr.
Agroh Vadodara Mumbai Expressway Private Limited,Short Term Bank Facilities,IVR A3 (Upgraded),"February 5, 2025",HIGH,NON-INC,False,Rs. 29.70 Cr.
Rashmi Sponge Iron And Power Industries Private Limited,Short Term Bank Facilities,IVR A2 (Upgraded),"February 5, 2025",HIGH,NON-INC,False,Rs. 15.00 Cr.
Agroh Vadodara Mumbai Expressway Private Limited,Long Term Bank Facilities,IVR BBB- (Upgraded),"February 5, 2025",HIGH,NON-INC,False,Rs. 475.00 Cr.
GMR Power and Urban Infra Limited,Non-Convertible Debentures,IVR BBB- (Reaffirmed),"March 3, 2025",HIGH,NON-INC,False,Rs. 24.65 Cr.
GMR Power and Urban Infra Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),"March 3, 2025",HIGH,NON-INC,False,Rs. 380.00 Cr.
Cineline India Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed and Withdrawn),"February 29, 2024",HIGH,NON-INC,False,Rs. 117.00 Cr.
Marwadi Chandarana Intermediaries Brokers Private Limited,Proposed Commercial Paper Issue,IVR A2+ (Assigned),"August 11, 2025",MEDIUM,NON-INC,False,Rs. 50.00 Cr.
Marwadi Chandarana Intermediaries Brokers Private Limited,Proposed Non-Convertible Debentures,IVR A- (Assigned),"August 11, 2025",MEDIUM,NON-INC,False,Rs. 100.00 Cr.
Marwadi Chandarana Intermediaries Brokers Private Limited,Proposed Non-Convertible Debentures,IVR A- (Reaffirmed),"August 11, 2025",MEDIUM,NON-INC,False,Rs. 150.00 Cr.
Marwadi Chandarana Intermediaries Brokers Private Limited,Proposed Non-Convertible Debentures,IVR A- (Reaffirmed),"August 11, 2025",MEDIUM,NON-INC,False,Rs. 50.00 Cr.
Marwadi Chandarana Intermediaries Brokers Private Limited,Non-Fund Based Long Term/Short Term Bank Facilities - Bank Guarantee,IVR A-/IVR A2+; (Reaffirmed),"August 11, 2025",MEDIUM,NON-INC,False,Rs. 320.00 Cr.
Marwadi Chandarana Intermediaries Brokers Private Limited,Fund Based Long Term Bank Facilities- Term Loan,IVR A- (Reaffirmed),"August 11, 2025",MEDIUM,NON-INC,False,Rs. 180.00 Cr.
GMR Power and Urban Infra Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),"March 3, 2025",HIGH,NON-INC,False,Rs. 5.30 Cr.
Marwadi Chandarana Intermediaries Brokers Private Limited,Non-Fund Based Long Term/Short Term Bank Facilities - Proposed Bank Guarantee,IVR A-/IVR A2+; (Reaffirmed),"August 11, 2025",MEDIUM,NON-INC,False,Rs. 210.00 Cr.
Tanmay Dhyata Steel Concast Limited,Long Term Bank Facilities,IVR BBB (Upgraded),"January 8, 2026",LOW,NON-INC,False,Rs. 100.75 Cr. (Reduced from Rs. 103.18 Crore)
The Abraham Memorial Educational Trust,Long Term Bank Facilities,IVR BBB+ (Reaffirmed),"April 22, 2025",HIGH,NON-INC,False,Rs. 72.58 Cr. (Reduced from Rs.77.00 crore)
Shah Foils Limited,Short Term Bank Facility,Withdrawn,"March 21, 2025",HIGH,NON-INC,False,-
Shah Foils Limited,Long Term Bank Facilities,IVR BBB+ (Reaffirmed and Withdrawn),"March 21, 2025",HIGH,NON-INC,False,Rs. 94.54 Cr.
County Projects Private Limited,Short Term Bank Facilities,Withdrawn,"February 25, 2025",HIGH,NON-INC,False,0
County Projects Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),"February 25, 2025",HIGH,NON-INC,False,Rs. 64.76 Cr.
IMAI Farms Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),"January 29, 2026",LOW,NON-INC,False,Rs. 49.30 Cr. (enhanced from Rs. 16.30 Cr.) (including proposed limit of Rs. 5.00 Cr.)
Jai Raj Ispat Limited,Proposed NCD,IVR A- (Reaffirmed),"October 17, 2025",MEDIUM,NON-INC,False,Rs. 5.00 Cr.
Jai Raj Ispat Limited,NCD,IVR A- (Reaffirmed),"October 17, 2025",MEDIUM,NON-INC,False,Rs. 95.00 Cr.
Jai Raj Ispat Limited,Proposed Long Term Bank Facilities,IVR A- (Reaffirmed),"October 17, 2025",MEDIUM,NON-INC,False,Rs. 65.00 Cr.
Jai Raj Ispat Limited,Short Term Bank Facilities,IVR A2+ (Reaffirmed),"October 17, 2025",MEDIUM,NON-INC,False,Rs. 10.17 Cr.
CIEL HR Services Private Limited,Long Term/ Short Term Bank Facility - OD,Withdrawn,"November 21, 2023",HIGH,NON-INC,False,0.00  (Previously Rated 30.00 Cr.)
Jai Raj Ispat Limited,Long Term Bank Facilities - Cash Credit,IVR A- (Reaffirmed),"October 17, 2025",MEDIUM,NON-INC,False,Rs. 420.00 Cr. (enhanced from Rs 375.00 Cr.)
Kiara Microcredit Private Limited,Proposed Long Term Fund Based Facility - Term Loan,IVR BB+ (Reaffirmed),"February 27, 2025",HIGH,NON-INC,False,Rs. 30.55 Cr. (Reduced from Rs. 35.50 Cr.)
Kiara Microcredit Private Limited,Long Term Fund Based Bank Facility - Term Loan,Withdrawn,"February 27, 2025",HIGH,NON-INC,False,0.00 (Previously  Rs.11.98 Cr.)
Kiara Microcredit Private Limited,Long Term Fund Based Bank Facility - Term Loan,IVR BB+ (Assigned),"February 27, 2025",HIGH,NON-INC,False,Rs. 25.25 Cr.
Kiara Microcredit Private Limited,Long Term Fund Based Bank Facility - Term Loan,IVR BB+ (Reaffirmed),"February 27, 2025",HIGH,NON-INC,False,Rs. 4.20 Cr. (Reduced from Rs. 24.50 Cr.)
K K Agro Trade Ventures Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),"February 20, 2025",HIGH,NON-INC,False,Rs. 60.00 Cr.
KC Montessori Educational Society,Short Term Bank Facilities,Withdrawn,"May 8, 2025",HIGH,NON-INC,False,Nil (Previous rated amount Rs.2.00 crore)
KC Montessori Educational Society,Long Term Bank Facilities,Withdrawn,"May 8, 2025",HIGH,NON-INC,False,Nil (Previous rated amount Rs.100.00 crore)
Chiripal Industries Limited,Short Term Bank Facilities,IVR A1+ (Reaffirmed),"February 19, 2025",HIGH,NON-INC,False,Rs. 98.00 Cr.
Chiripal Industries Limited,Long Term Bank Facilities,IVR A+ (Reaffirmed),"February 19, 2025",HIGH,NON-INC,False,Rs. 234.70 Cr. (Reduced from Rs. 289.30 Crore)
Jai Raj Ispat Limited,Long Term Bank Facilities - Term Loan,IVR A- (Reaffirmed),"October 17, 2025",MEDIUM,NON-INC,False,Rs. 1000.00 Cr.
Marwadi Chandarana Intermediaries Brokers Private Limited,Non-Fund Based Long Term/Short Term Bank Facilities - Bank Guarantee,IVR A-/IVR A2+; (Reaffirmed),"August 11, 2025",MEDIUM,NON-INC,False,Rs. 140.00 Cr.
Shri Balaji Construction Co,Short Term Facilities,IVR A3 (Reaffirmed),"December 29, 2025",LOW,NON-INC,False,Rs. 162.95 Cr.
Shri Balaji Construction Co,Long Term Facilities,IVR BBB- (Reaffirmed),"December 29, 2025",LOW,NON-INC,False,Rs. 6.78 Cr. (Increased from Rs. 5.78 crore)
Gemini Equipment and Rentals Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),"February 10, 2026",LOW,NON-INC,False,Rs. 20.34 Cr. (reduced from Rs. 24.56 Cr.)
Tirubala International Private Limited,Short Term Bank Facilities,IVR A4 (ISSUER NOT COOPERATING),"January 27, 2026",LOW,NON-INC,False,Rs. 7.40 Cr.
Sharp Agricom Limited,Long Term/Short Term Bank Facilities,IVR BBB-/IVR A3; (Reaffirmed/Assigned),"March 10, 2025",HIGH,NON-INC,False,Rs. 15.00 Cr. (reduced from Rs. 17.10 Crore)
Metro Eco Green Resorts Limited,Long Term Bank Facility- Cash Credit,Withdrawn,"May 6, 2025",HIGH,NON-INC,False,-
Metro Eco Green Resorts Limited,Long Term Bank Facilities- GECL,Withdrawn,"May 6, 2025",HIGH,NON-INC,False,-
Metro Eco Green Resorts Limited,Short Term Bank Facility- Bank Guarantee,IVR A4 (Reaffirmed),"May 6, 2025",HIGH,NON-INC,False,Rs. 5.38 Cr.
Metro Eco Green Resorts Limited,Long Term Bank Facility- Overdraft,IVR BB (Assigned),"May 6, 2025",HIGH,NON-INC,False,Rs. 4.00 Cr.
Metro Eco Green Resorts Limited,Long Term Bank Facility- LAP,IVR BB (Assigned),"May 6, 2025",HIGH,NON-INC,False,Rs. 16.00 Cr.
Metro Eco Green Resorts Limited,Long Term Bank Facilities- Term Loans & vehicle loans,IVR BB (Reaffirmed),"May 6, 2025",HIGH,NON-INC,False,Rs. 35.57 Cr.
Gemini Equipment and Rentals Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),"February 10, 2026",LOW,NON-INC,False,Rs. 4.00 Cr.
Ayyappa Infra Projects Private Limited,Short Term Bank Facilities,IVR A2 (Reaffirmed),"May 22, 2025",HIGH,NON-INC,False,Rs. 189.80 Cr.
Paswara Papers Limited,Long Term/ Short Term,Withdrawn,"March 31, 2025",HIGH,NON-INC,False,0
Paswara Papers Limited,Long Term Bank Facilities,IVR BB (Upgraded and Withdrawn),"March 31, 2025",HIGH,NON-INC,False,Rs. 155.80 Cr.
Arham Wealth Management Private Limited,Proposed Non-Fund Based - Short Term Bank Facilities - Bank Guarantee,IVR A3+ (Reaffirmed),"January 30, 2025",HIGH,NON-INC,False,Rs. 15.00 Cr.
Arham Wealth Management Private Limited,Non-Fund Based - Short Term Bank Facilities - Bank Guarantee,IVR A3+  (Reaffirmed),"January 30, 2025",HIGH,NON-INC,False,Rs. 125.00 Cr. (increased from Rs. 80.00 Cr.)
Arham Wealth Management Private Limited,Non-Fund Based - Long Term/Short Term Bank Facilities - Revolving loan facility (Intraday),IVR BBB/ IVR A3+ (Reaffirmed),"January 30, 2025",HIGH,NON-INC,False,Rs. 38.50 Cr.
Arham Wealth Management Private Limited,Fund Based Long Term Bank Facilities - Proposed Facilities,IVR BBB (Reaffirmed),"January 30, 2025",HIGH,NON-INC,False,Rs. 22.00 Cr.
Arham Wealth Management Private Limited,Fund Based Long Term Bank Facilities - Overdraft,IVR BBB (Reaffirmed),"January 30, 2025",HIGH,NON-INC,False,Rs. 45.00 Cr. (increased from Rs. 40.00 Cr.)
Platinum Finleasing & Infra Development Private Limited,Long Term Bank Facilities (LRD),Withdrawn,"November 7, 2023",HIGH,NON-INC,False,-
Suresh Patil Sugar & Agro Private Limited  (Formerly SP Sugar & Agro Private Limited),Long Term Bank Facilities,IVR BBB- (Reaffirmed),"February 10, 2026",LOW,NON-INC,False,Rs. 250.60 Cr. (enhanced from Rs. 47.59 Crore)  (including proposed limit of Rs. 0.48 Crore)
Ayyappa Infra Projects Private Limited,Long Term Bank Facility,IVR BBB+ (Reaffirmed),"May 22, 2025",HIGH,NON-INC,False,Rs. 27.00 Cr.
Gemini Equipment and Rentals Private Limited,Long Term/Short Term Bank Facilities - Proposed,IVR BBB-/IVR A3; (Reaffirmed),"February 10, 2026",LOW,NON-INC,False,Rs. 5.66 Cr. (enhanced from Rs. 1.44 Cr.)
Shiv krupa Steel and Alloys Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),"January 2, 2026",LOW,NON-INC,False,Rs. 22.54 Cr. (Reduced from Rs. 46.71 Crore)
Shiv krupa Steel and Alloys Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),"January 2, 2026",LOW,NON-INC,False,Rs. 27.21 Cr.
Kasturi Poultry Farms,Long/Short Term Bank Facilities (Proposed),Withdrawn,"January 3, 2023",HIGH,NON-INC,False,Rs. 8.44 Cr.
Kasturi Poultry Farms,Long Term Bank Facilities,IVR BB+ (Reaffirmed and Withdrawn),"January 3, 2023",HIGH,NON-INC,False,Rs. 64.52 Cr.
Flags Hotels Private Limited,Proposed Long Term Bank Facilities,IVR BB- (Reaffirmed),"January 21, 2025",HIGH,NON-INC,False,Rs. 4.91 Cr.
Flags Hotels Private Limited,Long Term Bank Facilities,IVR BB- (Reaffirmed),"January 21, 2025",HIGH,NON-INC,False,Rs. 35.09 Cr.
Criyagen Agri & Biotech Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),"May 21, 2025",HIGH,NON-INC,False,Rs. 33.93 Cr. (reduced from Rs. 36.56 Crore)
VMS TMT Limited,Short Term Bank Facilities,IVR A3+ (Upgraded),"January 10, 2025",HIGH,NON-INC,False,Rs. 62.10 Cr. (enhanced from Rs. 3.00 Crore)
VMS TMT Limited,Long Term Bank Facilities,IVR BBB (Upgraded),"January 10, 2025",HIGH,NON-INC,False,Rs. 211.83 Cr. (enhanced from Rs.100.93 crore) (includes proposed facility of Rs.29.00 Cr)
Shanti Foundation,Short Term Bank Facilities,IVR A3 (Reaffirmed),"January 10, 2025",HIGH,NON-INC,False,Rs. 10.50 Cr.
Shanti Foundation,Long Term Bank Facilities,IVR BBB- (Reaffirmed),"January 10, 2025",HIGH,NON-INC,False,Rs. 313.12 Cr.
