Company Name,Instrument Type,Current Rating Agency,Rating,Rating Date,Urgency,Sector,State,Lead Segment,Why Target,ACER Pitch Angle,Priority Score,Contact Person,Contact Info
Shapoorji Pallonji and Company Private Limited,Long Term/ Short Term Bank Facilities - Non fund based (including proposed),Infomerics,IVR BBB/IVR A3+; (Reaffirmed),2025-04-01,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 437 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sharad Constructions Private Limited (SCPL),Short Term Facilities,Infomerics,IVR A4+ (Reaffirmed),2025-04-04,HIGH,Construction,Unknown,Overdue Renewal — Infomerics,Rating is 434 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sharad Sahakari Sakhar Karkhana Limited,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),2025-01-10,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 518 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sharp Agricom Limited,Long Term/Short Term Bank Facilities,Infomerics,IVR BBB-/IVR A3; (Reaffirmed/Assigned),2025-03-10,HIGH,Agro/Food,Unknown,Overdue Renewal — Infomerics,Rating is 459 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shelar Properties Private Limited,Long Term Facilities,Infomerics,IVR BBB- (Assigned),2025-05-09,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 399 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sheranwali Infrastructure Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-03-21,HIGH,Infrastructure,Unknown,Overdue Renewal — Infomerics,Rating is 448 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shital Fibres Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-03-12,HIGH,Textiles,Unknown,Overdue Renewal — Infomerics,Rating is 457 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shre Devaraja Agro Aseptic Industries (SDAAI),Long term Bank Facilities - Proposed,Infomerics,IVR A4+ (Assigned),2025-03-06,HIGH,Agro/Food,Unknown,Overdue Renewal — Infomerics,Rating is 463 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shree Agro Crop Sciences Private Limited,Long Term Facilities,Infomerics,IVR BB,2025-02-07,HIGH,Agro/Food,Unknown,Overdue Renewal — Infomerics,Rating is 490 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shree Associates Infraventures Private Limited,Proposed Long Term/ Short Term Bank Facilities,Infomerics,IVR BBB-/IVR A3; (Assigned),2025-04-01,HIGH,Infrastructure,Unknown,Overdue Renewal — Infomerics,Rating is 437 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shree Balaji Alumnicast Private Limited,Short Term Bank Facility,Infomerics,IVR A3+ (Upgraded),2025-03-27,HIGH,Steel & Metals,Unknown,Overdue Renewal — Infomerics,Rating is 442 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shree Balaji Roadlines,Short Term Bank Facilities - Bill Discounting,Infomerics,IVR A3 (Assigned),2025-04-17,HIGH,Infrastructure,Unknown,Overdue Renewal — Infomerics,Rating is 421 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shree Balaji Roadlines73 Private Limited,Long Term Bank Facilities - Term Loan,Infomerics,IVR BBB- (Assigned),2025-04-17,HIGH,Infrastructure,Unknown,Overdue Renewal — Infomerics,Rating is 421 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shree Ganpatlal Onkarlal Agrawal and Company,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-01-16,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 512 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shree Jay Jagdamba Flanges Private Limited,Long Term Facilities(Fund Based- CC/PC/PCFC/FDBP),Infomerics,IVR BBB- (Issuer Not Cooperating),2024-12-26,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 533 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shree Mahasagar Impex Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-03-10,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 459 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shree Nestbuild Infra Private Limited,Long Term Facilities,Infomerics,IVR BB (Assigned),2025-03-27,HIGH,Infrastructure,Unknown,Overdue Renewal — Infomerics,Rating is 442 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shree Ramdev Metalex LLP (SRML),Long term fund-based facility - Cash Credit,Infomerics,IVR BBB- (Reaffirmed),2025-04-24,HIGH,Steel & Metals,Unknown,Overdue Renewal — Infomerics,Rating is 414 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shree Ramdoot Ispat Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),2025-04-28,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 410 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shree Siddhi Procon LLP,Long Term Facilities,Infomerics,IVR BBB- (Assigned),2025-04-17,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 421 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shree Tatyasaheb Kore Warana Sahakari Sakhar Karkhana Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-05-05,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 403 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shreeji Education Trust,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-05-19,HIGH,Education,Unknown,Overdue Renewal — Infomerics,Rating is 389 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shreeyam Power And Steel Industries Limited,Proposed Long Term/Short Term Bank Facilities,Infomerics,IVR BBB+/IVR A2; (Assigned),2025-03-17,HIGH,Infrastructure,Unknown,Overdue Renewal — Infomerics,Rating is 452 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shreyash Aluminium & Alloys Private Limited,Short Term Bank Facility,Infomerics,IVR A3 (Reaffirmed),2025-03-24,HIGH,Steel & Metals,Unknown,Overdue Renewal — Infomerics,Rating is 445 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shri Bajrang Alliance Limited,Long Term Facilities,Infomerics,IVR BBB,2025-03-28,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 441 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shri Bajrang Chemical Distillery LLP,Long Term Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-03-28,HIGH,Chemicals,Unknown,Overdue Renewal — Infomerics,Rating is 441 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shri Bajrang Power & Ispat Limited,Short Term Facilities,Infomerics,IVR A1 (Reaffirmed),2025-03-28,HIGH,Infrastructure,Unknown,Overdue Renewal — Infomerics,Rating is 441 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shri Dutt India Private Limited,Short Term Facilities,Infomerics,IVR A2 (Reaffirmed and Withrawn),2024-10-22,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 598 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shri Gangajali Education Society,Long Term Bank Facilities,Infomerics,IVR BBB+ (Upgraded),2025-05-14,HIGH,Education,Unknown,Overdue Renewal — Infomerics,Rating is 394 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shri Keshav Cements and Infra Limited,Long term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-04-03,HIGH,Infrastructure,Unknown,Overdue Renewal — Infomerics,Rating is 435 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shri Krishna Steelage Private Limited,Long Term Bank Facilities (Proposed),Infomerics,IVR BB+ (Assigned),2025-04-08,HIGH,Steel & Metals,Unknown,Overdue Renewal — Infomerics,Rating is 430 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shri Maa Marketing Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-06-04,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 373 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shri Ramswaroop Memorial Charitable Trust,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-01-17,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 511 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shri Sai Construction Company,Long Term Bank Facilities - Proposed,Infomerics,IVR BB+ (Upgraded),2025-05-28,HIGH,Construction,Unknown,Overdue Renewal — Infomerics,Rating is 380 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shri Saptashrungi Company (SSC),Long Term Facilities,Infomerics,IVR BBB- (Upgraded),2025-03-12,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 457 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shri Shyam Agro Biotech Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),2025-02-03,HIGH,Agro/Food,Unknown,Overdue Renewal — Infomerics,Rating is 494 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shri Sourab Sagar Trading Company Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2024-12-31,HIGH,Trading,Unknown,Overdue Renewal — Infomerics,Rating is 528 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shri Tirupati Industries,Short Term Bank Facilities,Infomerics,IVR D (Downgraded),2025-04-01,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 437 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shri Vighnahar Sahakari Sakhar Karkhana Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-02-18,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 479 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shubh Motors Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),2025-04-11,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 427 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shyam Enterprises,Long Term Bank Facilities,Infomerics,IVR BBB- (CE)(Assigned),2025-01-15,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 513 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shyama Power India Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Reaffirmed),2025-02-18,HIGH,Infrastructure,Unknown,Overdue Renewal — Infomerics,Rating is 479 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Shyamalan Modern Rice Industries,Long term Facilities,Infomerics,IVR BB (Assigned),2025-02-07,HIGH,Agro/Food,Unknown,Overdue Renewal — Infomerics,Rating is 490 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sibin Group,Long Term Bank Facilities,Infomerics,IVR BBB- (Upgraded),2025-03-05,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 464 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Siddha Real Estate Development Private Limited,Long Term Bank Facility,Infomerics,IVR BBB+ (Reaffirmed),2025-03-27,HIGH,Construction,Unknown,Overdue Renewal — Infomerics,Rating is 442 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Siddhi Cotspin Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Upgraded),2025-04-22,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 416 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Siddhi Industries Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Upgraded),2025-05-23,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 385 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Siddhi Knitfab Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (CE)(Upgraded),2025-05-23,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 385 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Signet Industries Limited,Long Term Bank Facilities,Infomerics,IVR BBB+ (Reaffirmed),2025-05-29,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 379 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Silver Oak Shops & Offices Co. Op. Housing Society Limited,Long Term Bank Facilities - Term Loans,Infomerics,IVR BBB (Assigned),2025-05-13,HIGH,Construction,Unknown,Overdue Renewal — Infomerics,Rating is 395 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sindh Renewable Power Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-03-17,HIGH,Infrastructure,Unknown,Overdue Renewal — Infomerics,Rating is 452 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Singal Transport Corporation,Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),2025-06-04,HIGH,Infrastructure,Unknown,Overdue Renewal — Infomerics,Rating is 373 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sivana Steel & Power Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),2025-03-29,HIGH,Infrastructure,Unknown,Overdue Renewal — Infomerics,Rating is 440 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sivanta Spuntex Private Limited,Long term Bank Facilities,Infomerics,IVR BBB- (Upgraded),2025-06-04,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 373 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Skilltech Engineers and Contractors Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Upgraded),2025-03-07,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 462 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Skyway RMC Plants Private Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Assigned),2025-02-28,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 469 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Skyz Stones Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (Reaffirmed),2025-04-07,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 431 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Smilax Laboratories Limited,Long Term Fund Based Facilities- Cash Credit,Infomerics,-,2018-04-26,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 2969 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Smt. Shakuntla Educational and Welfare Society,Long Term Bank Facilities,Infomerics,IVR A- (Upgraded),2025-02-20,HIGH,Education,Unknown,Overdue Renewal — Infomerics,Rating is 477 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Solarfusion Renewables Private Limited,Long/Short Term Bank Facilities,Infomerics,IVR BB-/IVR A4; (Assigned),2025-03-07,HIGH,Infrastructure,Unknown,Overdue Renewal — Infomerics,Rating is 462 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Solux Galfab Private Limited,Long Term Bank Facilities,Infomerics,IVR B+ (Assigned),2025-01-31,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 497 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Somya Vehicle Solutions Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-03-28,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 441 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Somya Vehicles Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-03-28,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 441 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Somya Wheels Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),2025-04-30,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 408 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sona Agrotech,Proposed Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-02-25,HIGH,Agro/Food,Unknown,Overdue Renewal — Infomerics,Rating is 472 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sonal Irons Industry Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-04-02,HIGH,Steel & Metals,Unknown,Overdue Renewal — Infomerics,Rating is 436 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sonal Vyapar Private Limited,Short Term Bank Facility,Infomerics,IVR A3 (Assigned),2025-04-02,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 436 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sonam Homes Private Limited,Long Term Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-04-07,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 431 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sonam Spark Infra Private Limited,Proposed Long Term Facilities,Infomerics,IVR BBB- (Assigned),2025-04-07,HIGH,Infrastructure,Unknown,Overdue Renewal — Infomerics,Rating is 431 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sonar Casting Limited,Long Term Bank Facilities - Term Loan,Infomerics,IVR A- (CE) (Reaffirmed),2025-03-25,HIGH,Steel & Metals,Unknown,Overdue Renewal — Infomerics,Rating is 444 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sonu Infratech Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),2025-05-14,HIGH,Infrastructure,Unknown,Overdue Renewal — Infomerics,Rating is 394 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sooriya Hospital,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-01-30,HIGH,Healthcare,Unknown,Overdue Renewal — Infomerics,Rating is 498 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Southern Agrifurane Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Reaffirmed),2025-02-07,HIGH,Agro/Food,Unknown,Overdue Renewal — Infomerics,Rating is 490 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sova Electrocasting Limited,Long Term Bank Facilities,Infomerics,IVR C (Assigned),2025-03-11,HIGH,Steel & Metals,Unknown,Overdue Renewal — Infomerics,Rating is 458 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sova Solar Limited,Short Term Bank Instruments,Infomerics,IVR A2 (Reaffirmed),2025-02-27,HIGH,Infrastructure,Unknown,Overdue Renewal — Infomerics,Rating is 470 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Spansules Formulations India Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-03-11,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 458 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Spansules Pharmatech Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-03-11,HIGH,Chemicals,Unknown,Overdue Renewal — Infomerics,Rating is 458 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sparkk Life Sciences (SLS),Long term Bank Facilities,Infomerics,IVR BBB-,2025-04-03,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 435 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Special Blasts Limited,Short Term Bank Facilities,Infomerics,IVR A2+ (Assigned),2025-04-23,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 415 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Specon Tiles LLP,Long Term Facilities,Infomerics,IVR BB- (Assigned),2025-05-29,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 379 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Spectra & Star Convergence Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Reaffirmed),2025-05-09,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 399 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Spider Fashions Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (Reaffirmed),2024-11-27,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 562 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sponge Enterprises Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Upgraded),2025-01-13,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 515 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sponge Sales India Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Upgraded),2025-01-03,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 525 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Spray Engineering Devices Limited,Short Term Bank Facilities,Infomerics,IVR A2 (Upgraded),2024-12-09,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 550 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sravan Shipping Services Private Limited,Short Term Facilities,Infomerics,IVR A2 (Reaffirmed),2024-12-20,HIGH,Logistics,Unknown,Overdue Renewal — Infomerics,Rating is 539 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sree Krishna Rice Industries,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),2025-05-29,HIGH,Agro/Food,Unknown,Overdue Renewal — Infomerics,Rating is 379 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sree Shivmaya Industries LLP,Long Term Facilities,Infomerics,IVR BB (Assigned),2025-04-28,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 410 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sree Subha Sales,Long Term Facilities,Infomerics,IVR BBB+ (Upgraded),2025-04-02,HIGH,Other/Unknown,Unknown,Overdue Renewal — Infomerics,Rating is 436 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sree Vidyanikethan Educational Trust,Long Term Bank Facilities,Infomerics,IVR BBB (Upgraded),2025-03-20,HIGH,Education,Unknown,Overdue Renewal — Infomerics,Rating is 449 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sri Avantika Contractors Highways (Anuskura) Private Limited (SACHAPL),Long Term Facilities,Infomerics,IVR BBB- (Assigned),2025-03-12,HIGH,Infrastructure,Unknown,Overdue Renewal — Infomerics,Rating is 457 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sri Bhagirath Textiles Limited,Short Term Facilities,Infomerics,IVR A2 (Reaffirmed),2025-04-03,HIGH,Textiles,Unknown,Overdue Renewal — Infomerics,Rating is 435 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
Sri Devaraaja Agro Industries (SDAI),Short term Bank Facilities,Infomerics,IVR A4+ (Reaffirmed),2025-03-06,HIGH,Agro/Food,Unknown,Overdue Renewal — Infomerics,Rating is 463 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80,,
