Company Name,Agencies Used,Agency Count,Last Rating Date,Rating,Instrument,Urgency,Last Rating Urgency,Sector,INC_Flag,Why Target,Pitch Angle
Modern Transformers Pvt. Ltd.,ACUITE | CRISIL | ICRA,3,2026-02-06,A 3+,Bank Guarantee,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Shraddha Energy & Infraprojects Pvt. Ltd.,ACUITE | CARE | ICRA,3,2026-02-06,BBB,Long term Loans,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Aadarsh Pvt. Ltd.,BRICKWORK | CARE | CRISIL,3,2026-02-09,A 4,Bank Guarantee,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Aditya Birla Capital Ltd.,CRISIL | ICRA | IND-RA,3,2026-02-09,AAA/A1+,Non-government debt,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Khairwala International Ltd.,ACUITE | BRICKWORK | CRISIL,3,2026-02-09,D,Term loans,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Rupa Infotech & Infrastructure Pvt. Ltd.,ACUITE | BRICKWORK | ICRA,3,2026-02-09,BBB-,Non-government debt,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Satya Microcapital Ltd.,CRISIL | ICRA | IND-RA,3,2026-02-09,BB,Term loans,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Bostin Engineers Pvt. Ltd.,ACUITE | CRISIL | IND-RA,3,2026-02-10,D,Bank Guarantee,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Cube Highways Trust,CRISIL | ICRA | IND-RA,3,2026-02-10,AAA,Bank Guarantee,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Khedut Solvexp Pvt. Ltd.,CARE | CRISIL | IND-RA,3,2026-02-10,BB+,Term loans,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Hitech Cellphone Pvt. Ltd.,CRISIL | ICRA | IND-RA,3,2026-02-11,A 4,Non-fund-based financial facility/instrument,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Preeti Buildcon Pvt. Ltd.,CARE | CRISIL | IND-RA,3,2026-02-11,BB-,Term loans,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Asha Enterprises Pvt. Ltd.,CARE | CRISIL | IND-RA,3,2026-02-12,B-/A4,Non-government debt,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Essar Oil & Gas Exploration & Production Ltd.,CRISIL | ICRA | IND-RA,3,2026-02-12,A-,Term loans,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
P C B L Chemical Ltd.,CARE | CRISIL | ICRA,3,2026-02-12,AA,Term loans,LOW,LOW,Chemicals,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Supreme Paper Mills Ltd.,BRICKWORK | CARE | CRISIL,3,2026-02-12,A 4,Bank Guarantee,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
S I Creva Capital Services Pvt. Ltd.,ACUITE | CRISIL | IND-RA,3,2026-02-13,A-,Term loans,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Raman Agro Exports Pvt. Ltd.,BRICKWORK | CRISIL | ICRA,3,2026-02-16,B+,Term loans,LOW,LOW,Infrastructure,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Venkateshwara Power Project Ltd.,CARE | CRISIL | IND-RA,3,2026-02-16,B+,Term loans,LOW,LOW,Infrastructure,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
K B C Infrastructures Pvt. Ltd.,ACUITE | BRICKWORK | CARE,3,2026-02-17,BB/A4,Non-government debt,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Plasto Eltronics Pvt. Ltd.,CARE | CRISIL | IND-RA,3,2026-02-17,A 4,Bank Guarantee,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Cenosphere India Pvt. Ltd.,CARE | CRISIL | ICRA,3,2026-02-18,A 4,Non-fund-based financial facility/instrument,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Indus Infra Trust,CARE | CRISIL | IND-RA,3,2026-02-18,AAA,Long term Loans,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Muthoot Mcred Ltd.,CARE | ICRA | IND-RA,3,2026-02-18,A,Non-government debt,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Swastik Coal Corpn. Pvt. Ltd.,CARE | CRISIL | IND-RA,3,2026-02-18,D,Letter Of credit,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Uco Bank,ACUITE | CARE | IND-RA,3,2026-02-18,AA,Debentures / Bonds / notes / bills,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Vishal Infraglobal Pvt. Ltd.,BRICKWORK | CRISIL | IND-RA,3,2026-02-18,D,Bank Guarantee,LOW,LOW,Infrastructure,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Enginemates Heat Transfer Pvt. Ltd.,ACUITE | BRICKWORK | IND-RA,3,2026-02-19,BBB,Term loans,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Nido Home Finance Ltd.,CARE | CRISIL | ICRA,3,2026-02-19,A+,Long term Loans,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Rangoli Industries Pvt. Ltd.,BRICKWORK | CARE | CRISIL,3,2026-02-19,A 4,Bank Guarantee,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
N H P C Ltd.,CARE | ICRA | IND-RA,3,2026-02-20,AAA,Debentures / Bonds / notes / bills,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Nuvama Clearing Services Ltd.,CARE | CRISIL | ICRA,3,2026-02-20,AA/A1+,Non-government debt,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Kalpataruvu Spinning Mills Pvt. Ltd.,CARE | CRISIL | IND-RA,3,2026-02-23,D,Long term Loans,LOW,LOW,Textiles,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
M N C Electricals Pvt. Ltd.,CARE | CRISIL | IND-RA,3,2026-02-23,A 4,Bank Guarantee,LOW,LOW,Infrastructure,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Ashoka Buildcon Ltd.,ACUITE | CARE | CRISIL,3,2026-02-24,AA,Bank Guarantee,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
I L & F S Transportation Networks Ltd.,CARE | ICRA | IND-RA,3,2026-02-24,D,Term loans,LOW,LOW,Infrastructure,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Jagdamba Liquified Steels Ltd.,ACUITE | BRICKWORK | CRISIL,3,2026-02-24,D,Bank Guarantee,LOW,LOW,Steel & Metals,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Katyaini Products Pvt. Ltd.,ACUITE | CARE | CRISIL,3,2026-02-24,A 4,Letter Of credit,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Milando Fashions Ltd.,BRICKWORK | CARE | IND-RA,3,2026-02-24,C/A4,Non-government debt,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Shree Bhavya Fabrics Ltd.,BRICKWORK | CARE | CRISIL,3,2026-02-24,A 4,Letter Of credit,LOW,LOW,Textiles,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Affil Vitrified Pvt. Ltd.,CRISIL | ICRA | IND-RA,3,2026-02-25,B+,Fund based financial facility/instrument,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Avanse Financial Services Ltd.,CARE | CRISIL | IND-RA,3,2026-02-25,AA,Term loans,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Empire Multipack Pvt. Ltd.,BRICKWORK | CRISIL | IND-RA,3,2026-02-25,A 4,Letter Of credit,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Famous Stationery Pvt. Ltd.,BRICKWORK | CRISIL | IND-RA,3,2026-02-25,D,Term loans,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Infosoft Digital Design & Services Pvt. Ltd.,CARE | CRISIL | IND-RA,3,2026-02-25,A 4,Bank Guarantee,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Prahlad Flour Mills Pvt. Ltd.,ACUITE | CRISIL | ICRA,3,2026-02-25,B,Fund based financial facility/instrument,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Sophisticated Industrial Materials Analytic Labs Pvt. Ltd.,CARE | CRISIL | ICRA,3,2026-02-25,A 4+,Non-fund-based financial facility/instrument,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Apis India Ltd.,BRICKWORK | CARE | CRISIL,3,2026-02-26,BBB,Long term Loans,LOW,LOW,Chemicals,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Shri Mookambiga Spg. Mills Pvt. Ltd.,ACUITE | BRICKWORK | IND-RA,3,2026-02-26,D,Term loans,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Anunay Fab Ltd.,ACUITE | CRISIL | IND-RA,3,2026-02-27,D,Non-government debt,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Atmastco Ltd.,ACUITE | CARE | IND-RA,3,2026-02-27,B/A4,Non-government debt,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Juniper Green Energy Ltd.,CRISIL | ICRA | IND-RA,3,2026-02-27,A+,Term loans,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Purvanchal Flour Mill Pvt. Ltd.,BRICKWORK | CRISIL | IND-RA,3,2026-02-27,B,Term loans,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Shakumbhri Pulp & Paper Mills Ltd.,BRICKWORK | CRISIL | ICRA,3,2026-02-27,B,Long term Loans,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Sree Venkateswara Road Constructions Pvt. Ltd.,BRICKWORK | CARE | CRISIL,3,2026-02-27,A 4,Bank Guarantee,LOW,LOW,Infrastructure,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Man Structurals Pvt. Ltd.,BRICKWORK | CARE | CRISIL,3,2026-02-28,A 3+,Letter Of credit,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Vallabhaneni Constructions Pvt. Ltd.,CARE | CRISIL | IND-RA,3,2026-02-28,B,Term loans,LOW,LOW,Construction,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Jagannath Polymers Ltd.,ACUITE | CRISIL | IND-RA,3,2026-03-02,A 4,Bank Guarantee,LOW,LOW,Chemicals,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Manohar Infrastructure & Constructions Pvt. Ltd.,BRICKWORK | CARE | IND-RA,3,2026-03-02,B-,Term loans,LOW,LOW,Infrastructure,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Mantra Softech (India) Pvt. Ltd.,BRICKWORK | CARE | CRISIL,3,2026-03-04,BBB+/A2,Non-government debt,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Viswaat Chemicals Ltd.,ACUITE | CARE | CRISIL,3,2026-03-04,A-,Long term Loans,LOW,LOW,Chemicals,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Desai Infra Projects (India) Pvt. Ltd.,BRICKWORK | CRISIL | IND-RA,3,2026-03-05,A 3+,Bank Guarantee,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Midas Agrofoods Ltd.,BRICKWORK | CRISIL | ICRA,3,2026-03-05,B,Term loans,LOW,LOW,Agro/Food,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
N L C Tamil Nadu Power Ltd.,CARE | ICRA | IND-RA,3,2026-03-05,AA+,Term loans,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Sonalac Paints & Coatings Ltd.,ACUITE | CARE | CRISIL,3,2026-03-05,A 4,Letter Of credit,LOW,LOW,Chemicals,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Bhagyanagar Copper Pvt. Ltd.,ACUITE | CARE | CRISIL,3,2026-03-06,BBB+,Long term Loans,LOW,LOW,Steel & Metals,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Geojit Financial Services Ltd.,CARE | CRISIL | ICRA,3,2026-03-06,A 1,Bank Guarantee,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
H A Q Steels Pvt. Ltd.,ACUITE | CARE | IND-RA,3,2026-03-06,B-,Term loans,LOW,LOW,Steel & Metals,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Pakka Ltd.,BRICKWORK | CARE | IND-RA,3,2026-03-06,A 3,Bank Guarantee,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Santhosh Buildwel Infra Pvt. Ltd.,ACUITE | BRICKWORK | CRISIL,3,2026-03-06,BB,Long term Loans,LOW,LOW,Infrastructure,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Sharu Steels Pvt. Ltd.,BRICKWORK | CRISIL | ICRA,3,2026-03-06,A 4,Letter Of credit,LOW,LOW,Steel & Metals,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
T & T Infra Ltd.,CRISIL | ICRA | IND-RA,3,2026-03-06,A 2+,Non-fund-based financial facility/instrument,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Gujarat Gas Ltd.,CARE | CRISIL | IND-RA,3,2026-03-09,AAA,Non-fund-based financial facility/instrument,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
India Shelter Finance Corpn. Ltd.,CARE | ICRA | IND-RA,3,2026-03-09,AA-,Term loans,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Relcom Technology Pvt. Ltd.,BRICKWORK | CRISIL | ICRA,3,2026-03-09,C,Term loans,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Samvardhana Motherson Intl. Ltd.,CRISIL | ICRA | IND-RA,3,2026-03-09,A 1+,Non-fund-based financial facility/instrument,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Ilasakaa Steels Ltd.,BRICKWORK | CARE | CRISIL,3,2026-03-11,D,Letter Of credit,LOW,LOW,Steel & Metals,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Neo Metaliks Ltd.,CARE | CRISIL | ICRA,3,2026-03-11,A 4,Letter Of credit,LOW,LOW,Steel & Metals,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Nuvama Wealth & Invst. Ltd.,CARE | CRISIL | ICRA,3,2026-03-11,PP-MLD AA,Debentures / Bonds / notes / bills,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Nuvama Wealth Finance Ltd.,CARE | CRISIL | ICRA,3,2026-03-11,PP-MLD AA,Debentures / Bonds / notes / bills,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
B L Agro Inds. Ltd.,BRICKWORK | CARE | IND-RA,3,2026-03-12,A-,Term loans,LOW,LOW,Agro/Food,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Edel Finance Co. Ltd.,CARE | CRISIL | ICRA,3,2026-03-12,PP-MLD A 1+,Debentures / Bonds / notes / bills,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Hansraj Agrofresh Pvt. Ltd.,BRICKWORK | CRISIL | IND-RA,3,2026-03-12,D,Bank Guarantee,LOW,LOW,Agro/Food,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
K A I International Pvt. Ltd.,ACUITE | CARE | CRISIL,3,2026-03-12,BBB,Long term Loans,LOW,LOW,Other/Unknown,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Lendingkart Finance Ltd.,CRISIL | ICRA | IND-RA,3,2026-03-12,PP-MLD BBB+,Debentures / Bonds / notes / bills,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
F T Textiles Pvt. Ltd.,BRICKWORK | CARE | CRISIL,3,2026-03-13,BB-,Term loans,LOW,LOW,Textiles,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Sri Shyam Fashion India Pvt. Ltd.,ACUITE | BRICKWORK | CRISIL,3,2026-03-13,B,Non-government debt,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Indian Bank,BRICKWORK | CARE | CRISIL,3,2026-03-16,AAA,Debentures / Bonds / notes / bills,LOW,LOW,BFSI,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Inox Wind Ltd.,ACUITE | CARE | CRISIL,3,2026-03-16,A+/A1+,Non-government debt,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Phenix Spinning Pvt. Ltd.,ACUITE | BRICKWORK | CRISIL,3,2026-03-16,A 4,Bank Guarantee,LOW,LOW,Textiles,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
B N R Infrastructure Projects Pvt. Ltd.,CARE | CRISIL | ICRA,3,2026-03-17,BB/A4,Non-government debt,LOW,LOW,Infrastructure,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Pawan Communications Pvt. Ltd.,BRICKWORK | CARE | IND-RA,3,2026-03-17,A 4,Bank Guarantee,LOW,LOW,Other/Unknown,Y,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Seil Energy India Ltd.,CARE | CRISIL | IND-RA,3,2026-03-17,AA+,Term loans,LOW,LOW,Infrastructure,N,Uses 3 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
