Company Name,Instrument,Current Rating (Full),Current Rating,Action,Rating Date,Days Since Rating,Urgency,Outlook,Sector,Is INC,Current Rater,Why Target,Pitch Angle
Universal Starch Chem Allied Limited (USCAL),Long Term Bank Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-05-12,396,HIGH,Negative,Chemicals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Valentis Cancer Care Hospital Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-05-09,399,HIGH,Negative,Healthcare,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
APRN Enterprises Private Limited,Short Term Non-Fund Based Bank Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-05-09,399,HIGH,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Spinora Tiles Private Limited,Long Term Bank Facilities,IVR C (INC)(Downgraded),IVR C (INC),Downgraded,2025-05-09,399,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Spinora Tiles Private Limited,Long Term Bank Facilities,IVR C (INC)(Downgraded),IVR C (INC),Downgraded,2025-05-09,399,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
APRN Enterprises Private Limited,Long Term Fund Based Bank Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-05-09,399,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Asset Homes Private Limited,Long Term Bank Facilities- Proposed,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-05-08,400,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Santhagarik Agro Private Limited,Long Term Facilities,IVR C+ (INC) (Downgraded),IVR C+ (INC),Downgraded,2025-05-08,400,HIGH,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Hillman Hosiery Mills Private Limited,Long Term Bank Facilities,IVR B- (INC)(Downgraded),IVR B- (INC),Downgraded,2025-05-08,400,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Baba Kailashpati Agro Processing Private Limited,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2025-05-08,400,HIGH,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Baba Kailashpati Agro Processing Private Limited,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2025-05-08,400,HIGH,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Radiant Lubes Private Limited,Long Term Bank Facilities,IVR BB- (INC) (Downgraded),IVR BB- (INC),Downgraded,2025-05-07,401,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Radiant Lubes Private Limited,Long Term/short Term Bank Facilities,IVR BB-/IVR A4 (INC) (Downgraded/ Reaffirmed),IVR BB-/IVR A4 (INC) (Downgraded/ Reaffirmed),Downgraded,2025-05-07,401,HIGH,Negative/-,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Alok Buildtech Private Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-05-06,402,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Interlace India Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-05-05,403,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Interlace India Private Limited,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),IVR A4+ (INC),Downgraded,2025-05-05,403,HIGH,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Asian Sealing Products Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-05-05,403,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
NRC Industries Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-05-05,403,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Quick Builders,Long Term Bank Facilities - Bank Guarantee,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-05-02,406,HIGH,Negative,Construction,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
AR Ispat,Long Term Bank Facilities,IVR BB (INC) (Downgraded),IVR BB (INC),Downgraded,2025-05-02,406,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Dhosa Chandaneswar Bratyajana Samity,Long Term Bank Facility,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-04-30,408,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
ARM Commercial Services Private Limited,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-04-30,408,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Glowmore Finance Private Limited,Proposed Long-term Bank Facilities,IVR B- (INC)(Downgraded),IVR B- (INC),Downgraded,2025-04-30,408,HIGH,Negative,BFSI,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Dhosa Chandaneswar Bratyajana Samity,Long Term Bank Facility,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-04-30,408,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Raviraj Foils Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-04-29,409,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Raviraj Foils Limited,Long Term Bank Facilities - Proposed,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-04-29,409,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Raviraj Foils Limited,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-04-29,409,HIGH,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Singhvi Tradelink LLP,Long Term/Short Term Bank Facilities,IVR BB-/IVR A4; (INC)(Downgraded/Reaffirmed),IVR BB-/IVR A4; (INC)(Downgraded/Reaffirmed),Downgraded,2025-04-28,410,HIGH,Negative/-,Trading,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Singhvi Tradelink LLP,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-04-28,410,HIGH,Negative,Trading,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Vitthalrao Shinde Sahakari Sakhar Karkhana Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-04-24,414,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Global Mercantile Private Limited,Long Term Bank Facilities,IVR B- (INC)(Downgraded),IVR B- (INC),Downgraded,2025-04-23,415,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Agri Process Innovations & Technologies LLP,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-04-23,415,HIGH,Nil,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Agri Process Innovations & Technologies LLP,Long Term Bank Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-04-23,415,HIGH,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
G & R Associates,Long Term Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-04-22,416,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Tirumala Enterprises,Long Term Bank Facilities,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-04-22,416,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Muktainagar Shahpur Corridor Private Limited,Long Term / Short Term Bank Facilities,IVR BB-/IVR A4; (INC)(Downgraded),IVR BB-/IVR A4; (INC),Downgraded,2025-04-21,417,HIGH,Negative/-,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Muktainagar Shahpur Corridor Private Limited,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-04-21,417,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Kamco Chew Food Private Limited (KCFPL),Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-04-21,417,HIGH,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Marque Impex Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-04-21,417,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Marque Impex Private Limited,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),IVR A4+ (INC),Downgraded,2025-04-21,417,HIGH,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Kamco Chew Food Private Limited (KCFPL),Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),IVR A4+ (INC),Downgraded,2025-04-21,417,HIGH,Nil,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Praful Enterprises Private Limited,Long Term Bank Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-04-18,420,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Praful Enterprises Private Limited,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-04-18,420,HIGH,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Shri Dhanalakshmi Spinntex Privat Limited,Short Term Bank Facilities - Letter of Credit,IVR A4+ (INC)(Downgraded),IVR A4+ (INC),Downgraded,2025-04-18,420,HIGH,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Comet Granito Private Limited,Proposed Long Term,IVR D (Downgraded),IVR D,Downgraded,2025-04-18,420,HIGH,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Ascent E Digit Solutions Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-04-18,420,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Comet Granito Private Limited,Long Term Facilities,IVR D (Downgraded),IVR D,Downgraded,2025-04-18,420,HIGH,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Tiwarta Coal Beneficiation Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-04-18,420,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Vijay Suraksha Realty LLP,Long Term Bank Facilities,IVR C (INC)(Downgraded),IVR C (INC),Downgraded,2025-04-18,420,HIGH,Negative,Construction,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Comet Granito Private Limited,Long Term Facilities,IVR D (Downgraded),IVR D,Downgraded,2025-04-18,420,HIGH,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Comet Granito Private Limited,Proposed Short Term Facilities,IVR D (Downgraded),IVR D,Downgraded,2025-04-18,420,HIGH,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Comet Granito Private Limited,Proposed Long Term,IVR D (Downgraded),IVR D,Downgraded,2025-04-18,420,HIGH,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Comet Granito Private Limited,Proposed Long Term,IVR D (Downgraded),IVR D,Downgraded,2025-04-18,420,HIGH,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Comet Granito Private Limited,Proposed Short Term Facilities,IVR D (Downgraded),IVR D,Downgraded,2025-04-18,420,HIGH,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Vijay Suraksha Realty LLP,Long Term Bank Facilities,IVR C (INC)(Downgraded),IVR C (INC),Downgraded,2025-04-18,420,HIGH,Negative,Construction,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Comet Granito Private Limited,Short Term Facilities,IVR D (Downgraded),IVR D,Downgraded,2025-04-18,420,HIGH,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Comet Granito Private Limited,Proposed Short Term Facilities,IVR D (Downgraded),IVR D,Downgraded,2025-04-18,420,HIGH,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Comet Granito Private Limited,Proposed Long Term,IVR D (Downgraded),IVR D,Downgraded,2025-04-18,420,HIGH,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Shri Dhanalakshmi Spinntex Privat Limited,Long Term Bank Facilities - GECL,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-04-18,420,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Shri Dhanalakshmi Spinntex Privat Limited,Long Term Bank Facilities - Term Loans,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-04-18,420,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Shri Dhanalakshmi Spinntex Privat Limited,Long Term Bank Facilities - Cash Credit,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-04-18,420,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Comet Granito Private Limited,Short Term Facilities,IVR D (Downgraded),IVR D,Downgraded,2025-04-18,420,HIGH,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Comet Granito Private Limited,Long Term Facilities,IVR D (Downgraded),IVR D,Downgraded,2025-04-18,420,HIGH,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Comet Granito Private Limited,Long Term Facilities,IVR D (Downgraded),IVR D,Downgraded,2025-04-18,420,HIGH,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Times Infrabuild LLP,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-04-18,420,HIGH,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Comet Granito Private Limited,Short Term Facilities,IVR D (Downgraded),IVR D,Downgraded,2025-04-18,420,HIGH,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Comet Granito Private Limited,Short Term Facilities,IVR D (Downgraded),IVR D,Downgraded,2025-04-18,420,HIGH,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Comet Granito Private Limited,Proposed Short Term Facilities,IVR D (Downgraded),IVR D,Downgraded,2025-04-18,420,HIGH,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Adwalpalkar Construction and Resort Private Limited,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-04-15,423,HIGH,Negative,Construction,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Saisrushti Bidalur Projects Private Limited,Non-Convertible Debentures (NCDs),IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-04-15,423,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Rungta Projects Limited,Long Term Bank Facilities,IVR C (INC)(Downgraded),IVR C (INC),Downgraded,2025-04-15,423,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Balaji Industrial and Agricultural Castings Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-04-11,427,HIGH,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sai Babuji Projects Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-04-11,427,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Balaji Industrial and Agricultural Castings Private Limited,Long Term/ Short Term Bank Facilities,IVR B/ IVR A4 (INC) (Downgraded/Reaffirmed),IVR B/ IVR A4 (INC) (Downgraded/Reaffirmed),Downgraded,2025-04-11,427,HIGH,Negative/-,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Swarup Rolling Mills Private Limited (erstwhile Swarup Rolling Mills Limited),Long Term Bank Facility,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-04-11,427,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Swati Industries,Long Term Bank Facilities,IVR BB (INC) (Downgraded),IVR BB (INC),Downgraded,2025-04-07,431,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Jeyyam Global Foods Limited (Erstwhile Jeyyam Global Foods Private Limited),Long Term Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-04-07,431,HIGH,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Swati Industries,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-04-07,431,HIGH,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Ray Engineering Private Limited,Short Term Non-fund-based Bank Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-04-07,431,HIGH,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Jalna Siddhivinayak Alloys Private Limited,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-04-07,431,HIGH,Nil,Steel & Metals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Jalna Siddhivinayak Alloys Private Limited,Long Term Bank Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-04-07,431,HIGH,Negative,Steel & Metals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Ray Engineering Private Limited,Long Term fund-based Bank Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-04-07,431,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
National Capsules Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-04-07,431,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Lifeline Multi Ventures Private Limited,Long Term Bank Facilities - Term Loans,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-04-04,434,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Lifeline Multi Ventures Private Limited,Long Term Bank Facilities - LRD Loan,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-04-04,434,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sai Srushti Kengeri Projects Private Limited,Long term Instruments - Non-Convertible Debentures,IVR D (Downgraded),IVR D,Downgraded,2025-04-04,434,HIGH,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Lifeline Multi Ventures Private Limited,Long Term Bank Facilities - Term Loans,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-04-04,434,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
