Company Name,Current Rater,Instrument,Rating,Rating Date,Days Since Rating,Days Overdue,Urgency,Status,Sector,Why Target,Pitch Angle
Ran India Steels Pvt. Ltd.,BRICKWORK,Term loans,C,2025-06-10,367,2,HIGH,Reaffirmed,Steel & Metals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Arjav Diamonds (India) Pvt. Ltd.,ACUITE,Long term Loans,C,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Lingraj Steel & Power Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Polestar Maritime Ltd.,CRISIL,Term loans,A,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Azure Power (Gujrat) Pvt. Ltd.,CRISIL,Term loans,AA-,2025-06-10,367,2,HIGH,Rating Watch,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Azure Power (Gujrat) Pvt. Ltd.,CRISIL,Term loans,AA-,2025-06-10,367,2,HIGH,Rating Watch,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Bhagyalaxmi Dairy Farms Pvt. Ltd.,IND-RA,Term loans,BBB-,2025-06-10,367,2,HIGH,Initial Rating,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Rajyalakshmi Coated Wires Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Timarpur-Okhla Waste Mgmt. Co. Ltd.,CARE,Bank Guarantee,A 2+,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Ghaziabad Water Solutions Pvt. Ltd.,IND-RA,Term loans,A-,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Global Engineers Ltd.,CRISIL,Bank Guarantee,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Tejas Networks Ltd.,ICRA,Non-government debt,A+/A1+,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Tatva Chintan Pharma Chem Ltd.,CRISIL,Long term Loans,BBB+,2025-06-10,367,2,HIGH,Downgraded,Chemicals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Tatva Chintan Pharma Chem Ltd.,CRISIL,Term loans,BBB+,2025-06-10,367,2,HIGH,Downgraded,Chemicals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Technova Imaging Systems Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,A-,2025-06-10,367,2,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Accutime Logistics Pvt. Ltd.,ACUITE,Long term Loans,C,2025-06-10,367,2,HIGH,Reaffirmed,Logistics,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Kushal Polysacks Pvt. Ltd.,IND-RA,Term loans,BB-,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Dakshin Gujarat Vij Co. Ltd.,ICRA,Non-fund-based financial facility/instrument,AA,2025-06-10,367,2,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Dakshin Gujarat Vij Co. Ltd.,ICRA,Non-government debt,AA/A1+,2025-06-10,367,2,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Dakshin Gujarat Vij Co. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 1+,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sigma Heavy Engg. Inds. Bhopal Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sigma Heavy Engg. Inds. Bhopal Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Rajyalakshmi Coated Wires Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Kushal Polysacks Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 4+,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sree Akkamamba Textiles Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Textiles,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sowmiya Textiles Pvt. Ltd.,CRISIL,Term loans,BBB,2025-06-10,367,2,HIGH,Reaffirmed,Textiles,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Spandana Sphoorty Financial Ltd.,IND-RA,Term loans,A-,2025-06-10,367,2,HIGH,Downgraded,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sotefin Bharat Ltd.,CARE,Term loans,B+,2025-06-10,367,2,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sowmiya Spinners Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,A 3+,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Rajshree Polypack Ltd.,CRISIL,Term loans,BBB+,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Rational Engineers Ltd.,CRISIL,Letter Of credit,A 2,2025-06-10,367,2,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Hinduja Renewables Energy Pvt. Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 1+,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Hinduja Renewables Energy Pvt. Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 1+,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Nextgen Printers Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Nextgen Printers Pvt. Ltd.,BRICKWORK,Term loans,C,2025-06-10,367,2,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sowmiya Spinners Pvt. Ltd.,CRISIL,Term loans,BBB,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sonalac Paints & Coatings Ltd.,CARE,Term loans,B-,2025-06-10,367,2,HIGH,Reaffirmed,Chemicals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sonalac Paints & Coatings Ltd.,CRISIL,Term loans,B+,2025-06-10,367,2,HIGH,Reaffirmed,Chemicals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sotefin Bharat Ltd.,CARE,Non-government debt,B+/A4,2025-06-10,367,2,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Shreeji Cotfab Ltd.,ACUITE,Term loans,B+,2025-06-10,367,2,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Shreeji Cotfab Ltd.,CRISIL,Long term Loans,B+,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Shreeyam Power & Steel Inds. Ltd.,CRISIL,Fund based financial facility/instrument,BBB,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Shreeyam Power & Steel Inds. Ltd.,CRISIL,Long term Loans,BBB,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Shreeyam Power & Steel Inds. Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 3+,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
D E C Infrastructure & Projects (India) Pvt. Ltd.,CRISIL,Bank Guarantee,A 1+,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
D E C Infrastructure & Projects (India) Pvt. Ltd.,CRISIL,Bank Guarantee,A 1+,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Progfin Pvt. Ltd.,ICRA,Non-government debt,BBB+/A2,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Dyna Glycols Pvt. Ltd.,ICRA,Term loans,BBB,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
E N Renewable Energy Pvt. Ltd.,CRISIL,Term loans,AA,2025-06-10,367,2,HIGH,Rating Watch,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
E N Renewable Energy Pvt. Ltd.,CRISIL,Term loans,AA,2025-06-10,367,2,HIGH,Rating Watch,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
E S P Urja Pvt. Ltd.,CRISIL,Term loans,A+,2025-06-10,367,2,HIGH,Rating Watch,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
E S P Urja Pvt. Ltd.,CRISIL,Term loans,A+,2025-06-10,367,2,HIGH,Rating Watch,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Shree Sita Pulses Pvt. Ltd.,CRISIL,Term loans,B,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Suyash Kraft & Papers Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Suyash Kraft & Papers Pvt. Ltd.,BRICKWORK,Term loans,C,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Kripa Anand Rishi Cellular Pvt. Ltd.,ACUITE,Long term Loans,B+,2025-06-10,367,2,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Indo Count Inds. Ltd.,ICRA,Non-government debt,AA-/A1,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Indo Count Inds. Ltd.,ICRA,Term loans,AA-,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Ami Lifesciences Pvt. Ltd.,CARE,Non-government debt,A-/A2+,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Ami Lifesciences Pvt. Ltd.,CARE,Non-government debt,A-/A2+,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Ami Lifesciences Pvt. Ltd.,CARE,Term loans,A-,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
S P D Constructions Ltd.,CRISIL,Bank Guarantee,A 3+,2025-06-10,367,2,HIGH,Reaffirmed,Construction,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
S P D Constructions Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 3+,2025-06-10,367,2,HIGH,Reaffirmed,Construction,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Uttar Gujarat Vij Co. Ltd.,ICRA,Fund based financial facility/instrument,AA,2025-06-10,367,2,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Uttar Gujarat Vij Co. Ltd.,ICRA,Non-fund-based financial facility/instrument,AA,2025-06-10,367,2,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
I I F L Samasta Finance Ltd.,CRISIL,Long term Loans,AA-,2025-06-10,367,2,HIGH,Reaffirmed,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
I I F L Samasta Finance Ltd.,CRISIL,Term loans,AA-,2025-06-10,367,2,HIGH,Reaffirmed,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Calsea Footwear Pvt. Ltd.,ICRA,Term loans,BBB-,2025-06-10,367,2,HIGH,Rating Watch,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
C F S Management Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
S P P Polymer Ltd.,CRISIL,Bank Guarantee,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Chemicals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Kripa Anand Rishi Cellular Pvt. Ltd.,ACUITE,Fund based financial facility/instrument,B+,2025-06-10,367,2,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Gujarat Urja Vikas Nigam Ltd.,ICRA,Fund based financial facility/instrument,AA,2025-06-10,367,2,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
I I F L Samasta Finance Ltd.,CRISIL,Debentures / Bonds / notes / bills,PP-MLD AA-,2025-06-10,367,2,HIGH,Reaffirmed,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Fairdeal Agencies Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Fastway Transmissions Pvt. Ltd.,CRISIL,Long term Loans,B,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Fastway Transmissions Pvt. Ltd.,CRISIL,Term loans,B,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Revankar Motors Pvt. Ltd.,BRICKWORK,Term loans,C,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Harman Rice Pvt. Ltd.,CARE,Non-government debt,D,2025-06-10,367,2,HIGH,Reaffirmed,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Gandhar Coals & Mines Pvt. Ltd.,ACUITE,Letter Of credit,A 2+,2025-06-10,367,2,HIGH,Initial Rating,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
C P L Pharmaceuticals Pvt. Ltd.,IND-RA,Term loans,BBB+,2025-06-10,367,2,HIGH,Initial Rating,Chemicals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
C P L Pharmaceuticals Pvt. Ltd.,IND-RA,Term loans,BBB+,2025-06-10,367,2,HIGH,Initial Rating,Chemicals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Swaraj Green Power & Fuel Ltd.,BRICKWORK,Term loans,B+,2025-06-10,367,2,HIGH,Downgraded,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Swiss Parenterals Ltd.,CRISIL,Bank Guarantee,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Swiss Parenterals Ltd.,CRISIL,Letter Of credit,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Swiss Parenterals Ltd.,CRISIL,Long term Loans,B,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Gujarat State Electricity Corpn. Ltd.,ICRA,Fund based financial facility/instrument,A 1+,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Gujarat State Electricity Corpn. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 1+,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
V I P Industries Ltd.,CRISIL,Short-term loan,A 1+,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Ami Lifesciences Pvt. Ltd.,CARE,Letter Of credit,A 2+,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Ami Lifesciences Pvt. Ltd.,CARE,Letter Of credit,A 2+,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Ideal Industrial Explosives Ltd.,CRISIL,Bank Guarantee,A 1,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Ideal Industrial Explosives Ltd.,CRISIL,Letter Of credit,A 1,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Varindera Constructions Ltd.,CRISIL,Term loans,A+,2025-06-10,367,2,HIGH,Reaffirmed,Construction,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Varindera Constructions Ltd.,CRISIL,Bank Guarantee,A 1,2025-06-10,367,2,HIGH,Reaffirmed,Construction,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Varindera Constructions Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 1,2025-06-10,367,2,HIGH,Reaffirmed,Construction,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Mavis Satcom Ltd.,CRISIL,Long term Loans,B+,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sei Sitara Pvt. Ltd.,CRISIL,Term loans,AA,2025-06-10,367,2,HIGH,Rating Watch,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sei Sitara Pvt. Ltd.,CRISIL,Term loans,AA,2025-06-10,367,2,HIGH,Rating Watch,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Digiana Industries Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Digiana Industries Pvt. Ltd.,BRICKWORK,Term loans,B-,2025-06-10,367,2,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Digiana Industries Pvt. Ltd.,BRICKWORK,Term loans,B-,2025-06-10,367,2,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Divine Infracon Pvt. Ltd.,CRISIL,Term loans,D,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Uttar Gujarat Vij Co. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 1+,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Rajinder Infrastructure Pvt. Ltd.,CRISIL,Long term Loans,BBB+,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Rajinder Infrastructure Pvt. Ltd.,CRISIL,Term loans,BBB+,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Indo Count Inds. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 1+,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Rajinder Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,A 2,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Nirmiti Precision Pvt. Ltd.,CRISIL,Long term Loans,BBB-,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Nirmiti Precision Pvt. Ltd.,CRISIL,Term loans,BBB-,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
R B Rungta Steels & Food Products Pvt. Ltd.,BRICKWORK,Term loans,C,2025-06-10,367,2,HIGH,Reaffirmed,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Tatva Chintan Pharma Chem Ltd.,CRISIL,Bank Guarantee,A 2,2025-06-10,367,2,HIGH,Downgraded,Chemicals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Rajinder Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,BBB+,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Rajinder Infrastructure Pvt. Ltd.,CRISIL,Long term Loans,BBB+,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Rajaramsevak Multipurpose Cold Storage Pvt. Ltd.,ACUITE,Bank Guarantee,D,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Rajaramsevak Multipurpose Cold Storage Pvt. Ltd.,ACUITE,Term loans,D,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Criss Financial Ltd.,IND-RA,Term loans,BBB+,2025-06-10,367,2,HIGH,Downgraded,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sei Suryalabh Pvt. Ltd.,CRISIL,Term loans,A+,2025-06-10,367,2,HIGH,Rating Watch,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sei Suryalabh Pvt. Ltd.,CRISIL,Term loans,A+,2025-06-10,367,2,HIGH,Rating Watch,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
R1 International (India) Pvt. Ltd.,CARE,Non-government debt,BB+/A4+,2025-06-10,367,2,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Gandhar Coals & Mines Pvt. Ltd.,ACUITE,Bank Guarantee,A 2+,2025-06-10,367,2,HIGH,Initial Rating,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sree Ayyanar Spg. & Wvg. Mills Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sree Ayyanar Spg. & Wvg. Mills Pvt. Ltd.,CRISIL,Term loans,B+,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Shweta Infrastructure & Housing (India) Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Shweta Infrastructure & Housing (India) Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Shweta Infrastructure & Housing (India) Pvt. Ltd.,CRISIL,Term loans,B+,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
