Company Name,Instrument Type,Current Rating Agency,Rating,Rating Date,Urgency,Sector,State,Lead Segment,Why Target,ACER Pitch Angle,Priority Score,Contact Person,Contact Info
P R G Buildcon India Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — IND-RA,"Downgraded by IND-RA in last 90 days — fresh dissatisfaction, prime window to approach.",Your IND-RA rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
P S K Textiles India Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,Textiles,Unknown,Recently Downgraded (90 days) — IND-RA,"Downgraded by IND-RA in last 90 days — fresh dissatisfaction, prime window to approach.",Your IND-RA rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Papcon (Indore) Pvt. Ltd.,Term loans,ACUITE,B-,2026-03-23,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — ACUITE,"Downgraded by ACUITE in last 90 days — fresh dissatisfaction, prime window to approach.",Your ACUITE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Paragon Apparel Pvt. Ltd.,Letter Of credit,CRISIL,D,2026-04-13,LOW,Textiles,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Paras Intermediates Pvt. Ltd.,Term loans,ACUITE,B,2026-03-17,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — ACUITE,"Downgraded by ACUITE in last 90 days — fresh dissatisfaction, prime window to approach.",Your ACUITE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Parshvanath Printex Pvt. Ltd.,Term loans,CARE,B-,2026-04-22,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Partap Fabrics Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,B,2026-04-06,LOW,Textiles,Unknown,Recently Downgraded (90 days) — BRICKWORK,"Downgraded by BRICKWORK in last 90 days — fresh dissatisfaction, prime window to approach.",Your BRICKWORK rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Parul Foods Specialities Pvt. Ltd.,Term loans,CRISIL,B,2026-04-28,LOW,Agro/Food,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Passion Vitrified Pvt. Ltd.,Term loans,CRISIL,B,2026-04-23,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Pasupala Foods Pvt. Ltd.,Long term Loans,CRISIL,B,2026-03-30,LOW,Agro/Food,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Pasupati Spinning & Wvg. Mills Ltd.,Long term Loans,CRISIL,B,2026-03-30,LOW,Textiles,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Patel Infrastructure Ltd.,Non-government debt,CARE,BBB+/A2,2026-04-10,LOW,Infrastructure,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Patiala Cotspin Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-04-02,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — IND-RA,"Downgraded by IND-RA in last 90 days — fresh dissatisfaction, prime window to approach.",Your IND-RA rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Paul & Co. Steel Merchants Pvt. Ltd.,Fund based financial facility/instrument,ACUITE,B,2026-03-31,LOW,Steel & Metals,Unknown,Recently Downgraded (90 days) — ACUITE,"Downgraded by ACUITE in last 90 days — fresh dissatisfaction, prime window to approach.",Your ACUITE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Pearl Distillery Pvt. Ltd.,Term loans,ACUITE,BB-,2026-03-23,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — ACUITE,"Downgraded by ACUITE in last 90 days — fresh dissatisfaction, prime window to approach.",Your ACUITE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Peekay Agencies Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-04-30,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Peekay Petrochem Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-04-30,LOW,Chemicals,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Phoenix Structural & Engg. Pvt. Ltd.,Long term Loans,ACUITE,B-,2026-04-20,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — ACUITE,"Downgraded by ACUITE in last 90 days — fresh dissatisfaction, prime window to approach.",Your ACUITE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Polyrub Cooper Standard F T S Pvt. Ltd.,Long term Loans,CRISIL,BBB,2026-04-28,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Popular Wheelers (India) Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-04-09,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Prachi (India) Pvt. Ltd.,Term loans,BRICKWORK,C,2026-04-09,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — BRICKWORK,"Downgraded by BRICKWORK in last 90 days — fresh dissatisfaction, prime window to approach.",Your BRICKWORK rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Pradeep Stainless India Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-04-09,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Prasad International Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-29,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Precise Chemi Pharma Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-04-29,LOW,Chemicals,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Premier Plasmotec Pvt. Ltd.,Term loans,CARE,BBB-,2026-03-31,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Prime Gold Intl. Ltd.,Long term Loans,ACUITE,BB+,2026-03-17,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — ACUITE,"Downgraded by ACUITE in last 90 days — fresh dissatisfaction, prime window to approach.",Your ACUITE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Prime Gold-Sail Jvc Ltd.,Term loans,ACUITE,BB+,2026-03-17,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — ACUITE,"Downgraded by ACUITE in last 90 days — fresh dissatisfaction, prime window to approach.",Your ACUITE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Prime Mover Auto Associates Pvt. Ltd.,Bank Guarantee,ACUITE,D,2026-04-01,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — ACUITE,"Downgraded by ACUITE in last 90 days — fresh dissatisfaction, prime window to approach.",Your ACUITE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Profive Engineering Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — IND-RA,"Downgraded by IND-RA in last 90 days — fresh dissatisfaction, prime window to approach.",Your IND-RA rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Pune Polymers Pvt. Ltd.,Term loans,CARE,BB+,2026-03-27,LOW,Chemicals,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Purple Microport Cardiovascular Pvt. Ltd.,Term loans,ACUITE,BB-,2026-03-25,LOW,Infrastructure,Unknown,Recently Downgraded (90 days) — ACUITE,"Downgraded by ACUITE in last 90 days — fresh dissatisfaction, prime window to approach.",Your ACUITE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Q Max Test Equipments Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-28,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Q-Line Biotech Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-09,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Quadragen Vethealth Pvt. Ltd.,Long term Loans,CRISIL,B,2026-04-28,LOW,Healthcare,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Quarterfold Printabilities Pvt. Ltd.,Term loans,ACUITE,BB+,2026-04-02,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — ACUITE,"Downgraded by ACUITE in last 90 days — fresh dissatisfaction, prime window to approach.",Your ACUITE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
R 3 Crop Care Pvt. Ltd.,Letter Of credit,CRISIL,A 2+,2026-03-20,LOW,Agro/Food,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
R A C Papers Ltd.,Term loans,BRICKWORK,C,2026-04-10,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — BRICKWORK,"Downgraded by BRICKWORK in last 90 days — fresh dissatisfaction, prime window to approach.",Your BRICKWORK rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
R D Samant Contractors Pvt. Ltd.,Long term Loans,CRISIL,B,2026-04-30,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
R L Kalthia Ship Breaking Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,2026-04-10,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
R M N Infrastructures Ltd.,Non-government debt,CARE,BB+/A4+,2026-03-31,LOW,Infrastructure,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
R M P Fab Sourcing Pvt. Ltd.,Long term Loans,CRISIL,B,2026-04-28,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
R P A Unibakes Pvt. Ltd.,Term loans,ICRA,BB+,2026-03-16,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — ICRA,"Downgraded by ICRA in last 90 days — fresh dissatisfaction, prime window to approach.",Your ICRA rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
R S Infra-Transmission Ltd.,Fund based financial facility/instrument,BRICKWORK,B,2026-03-27,LOW,Infrastructure,Unknown,Recently Downgraded (90 days) — BRICKWORK,"Downgraded by BRICKWORK in last 90 days — fresh dissatisfaction, prime window to approach.",Your BRICKWORK rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
R S R Infra Works (India) Pvt. Ltd.,Bank Guarantee,CARE,A 4,2026-04-02,LOW,Infrastructure,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
R S V Constructions Pvt. Ltd.,Bank Guarantee,CARE,A 4,2026-04-06,LOW,Construction,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Radheshyam Paper Mills Pvt. Ltd.,Long term Loans,CRISIL,B,2026-03-30,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Rajdhani Crafts Inds. Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,2026-04-09,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — IND-RA,"Downgraded by IND-RA in last 90 days — fresh dissatisfaction, prime window to approach.",Your IND-RA rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Ramiya Constructions Pvt. Ltd.,Bank Guarantee,CRISIL,A 3,2026-04-13,LOW,Construction,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Ramji Acro Ltd.,Term loans,CRISIL,B,2026-04-28,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Raphe Mphibr Pvt. Ltd.,Term loans,CARE,BB+,2026-04-06,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Rasha Ind. Pvt Ltd,Term loans,ACUITE,BB+,2026-04-17,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — ACUITE,"Downgraded by ACUITE in last 90 days — fresh dissatisfaction, prime window to approach.",Your ACUITE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Ratan Buildtech Pvt. Ltd.,Term loans,BRICKWORK,C,2026-03-25,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — BRICKWORK,"Downgraded by BRICKWORK in last 90 days — fresh dissatisfaction, prime window to approach.",Your BRICKWORK rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Rathi Bars Ltd.,Term loans,CARE,B-,2026-04-14,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Rathi Special Steels Ltd.,Term loans,CARE,BB+,2026-03-31,LOW,Steel & Metals,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Ratnapriya Dyeing & Printing Mills Pvt. Ltd.,Term loans,CRISIL,B,2026-03-30,LOW,Chemicals,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Ratnesh Metal Inds. Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,C,2026-03-16,LOW,Steel & Metals,Unknown,Recently Downgraded (90 days) — BRICKWORK,"Downgraded by BRICKWORK in last 90 days — fresh dissatisfaction, prime window to approach.",Your BRICKWORK rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Rawalwasia Textile Inds. Pvt. Ltd.,Non-government debt,CARE,B-/A4,2026-04-08,LOW,Textiles,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Rawmet Resources Pvt. Ltd.,Non-government debt,CARE,BB-/A4,2026-04-27,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Ray Engineering Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,2026-04-06,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Rchem Organics (Bangalore) Pvt. Ltd.,Bank Guarantee,BRICKWORK,B-,2026-03-17,LOW,Agro/Food,Unknown,Recently Downgraded (90 days) — BRICKWORK,"Downgraded by BRICKWORK in last 90 days — fresh dissatisfaction, prime window to approach.",Your BRICKWORK rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Reeshav Automobiles Pvt. Ltd.,Long term Loans,CRISIL,B,2026-04-28,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Reliable Automotive Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,2026-03-20,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Renaatus Projects Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-23,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Renew Solar Power Pvt. Ltd.,Term loans,IND-RA,A,2026-03-31,LOW,Infrastructure,Unknown,Recently Downgraded (90 days) — IND-RA,"Downgraded by IND-RA in last 90 days — fresh dissatisfaction, prime window to approach.",Your IND-RA rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Republic Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A 4,2026-03-30,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Right Tight Fastners Pvt. Ltd.,Long term Loans,CRISIL,B,2026-04-29,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Rishabh Metals & Chemicals Pvt. Ltd.,Long term Loans,ACUITE,BB,2026-04-29,LOW,Steel & Metals,Unknown,Recently Downgraded (90 days) — ACUITE,"Downgraded by ACUITE in last 90 days — fresh dissatisfaction, prime window to approach.",Your ACUITE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Riya Travel & Tours (India) Pvt. Ltd.,Bank Guarantee,CRISIL,A 3+,2026-04-21,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Rohan Rajdeep Toll Roads Ltd.,Term loans,CARE,A-,2026-03-24,LOW,Infrastructure,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Ronch Polymers Pvt. Ltd.,Bank Guarantee,CARE,A 2,2026-04-10,LOW,Chemicals,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
S B W Udyog Ltd.,Term loans,CARE,BB-,2026-04-09,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
S C T Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — IND-RA,"Downgraded by IND-RA in last 90 days — fresh dissatisfaction, prime window to approach.",Your IND-RA rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
S D M Projects Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — IND-RA,"Downgraded by IND-RA in last 90 days — fresh dissatisfaction, prime window to approach.",Your IND-RA rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
S I Air Springs Pvt. Ltd.,Letter Of credit,CARE,BBB+,2026-04-10,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CARE,"Downgraded by CARE in last 90 days — fresh dissatisfaction, prime window to approach.",Your CARE rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
S J S Healthcare Ltd.,Long term Loans,CRISIL,BB-,2026-04-14,LOW,Healthcare,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
S K Translines Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — IND-RA,"Downgraded by IND-RA in last 90 days — fresh dissatisfaction, prime window to approach.",Your IND-RA rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
S M L Ltd.,Letter Of credit,CRISIL,A 1,2026-03-20,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
S N S Infracon Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2026-04-09,LOW,Infrastructure,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
S O W I L Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — IND-RA,"Downgraded by IND-RA in last 90 days — fresh dissatisfaction, prime window to approach.",Your IND-RA rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
S P S Construction India Pvt. Ltd.,Term loans,CRISIL,A,2026-03-25,LOW,Construction,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
S Poddar Intl. (India) Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2026-03-25,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
S S V Fab Inds. Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2026-03-24,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — IND-RA,"Downgraded by IND-RA in last 90 days — fresh dissatisfaction, prime window to approach.",Your IND-RA rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
S S V Spinners Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — IND-RA,"Downgraded by IND-RA in last 90 days — fresh dissatisfaction, prime window to approach.",Your IND-RA rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
S V E Drilling Tools Pvt. Ltd.,Letter Of credit,CRISIL,B,2026-03-31,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Safal Seeds & Biotech Ltd.,Long term Loans,CRISIL,B,2026-04-28,LOW,Agro/Food,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Sahara Engineering Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,2026-04-02,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — IND-RA,"Downgraded by IND-RA in last 90 days — fresh dissatisfaction, prime window to approach.",Your IND-RA rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Sahib Tradelinks Pvt. Ltd.,Term loans,CRISIL,B,2026-04-28,LOW,Trading,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
Sahney Commutators (P) Ltd.,Letter Of credit,CRISIL,A 3,2026-04-16,LOW,Other/Unknown,Unknown,Recently Downgraded (90 days) — CRISIL,"Downgraded by CRISIL in last 90 days — fresh dissatisfaction, prime window to approach.",Your CRISIL rating was recently downgraded. ACER provides independent assessment — we may rate you differently.,90,,
