Company,Current_Rater,Instrument_Type,Rating,Date,Urgency,Sector,INC_Status,Status,Why_Target,ACER_Pitch,Source
Jana Small Finance Bank Ltd.,CARE,Debentures / Bonds / notes / bills,A,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Janakalyan Financial Services Pvt. Ltd.,ACUITE,Term loans,BBB-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
K I F S Housing Finance Ltd.,ACUITE,Long term Loans,A-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Kaabil Finance Pvt. Ltd.,ICRA,Fund based financial facility/instrument,BBB-,,UNKNOWN,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Kalupur Commercial Co-Op. Bank Ltd.,CARE,Bank Guarantee,A 2+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Karnataka Bank Ltd.,CARE,Debentures / Bonds / notes / bills,A+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Karvy Financial Services Ltd.,ICRA,Fund based financial facility/instrument,D,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Khush Housing Finance Pvt. Ltd.,ACUITE,Term loans,BB,,UNKNOWN,BFSI,INC,Downgraded,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Kisetsu Saison Finance (India) Pvt. Ltd.,CRISIL,Long term Loans,AAA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Kotak Mahindra Bank Ltd.,IND-RA,Debentures / Bonds / notes / bills,AAA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Kusalava Finance Ltd.,CARE,Long term Loans,BB,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
L & T Finance Ltd.,CARE,Debentures / Bonds / notes / bills,PP-MLD AAA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
L R N Finance Ltd.,CRISIL,Long term Loans,D,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Lendingkart Finance Ltd.,ICRA,Debentures / Bonds / notes / bills,AA-,,UNKNOWN,BFSI,Active,Upgraded,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Lok Suvidha Finance Ltd.,ICRA,Fund based financial facility/instrument,BBB-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
M A S Financial Services Ltd.,ACUITE,Long term Loans,AA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
M Power Micro Finance Pvt. Ltd.,CRISIL,Long term Loans,BB-,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Mahaveer Finance India Ltd.,ICRA,Term loans,BBB+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Mahindra & Mahindra Financial Services Ltd.,IND-RA,Debentures / Bonds / notes / bills,PP-MLD AAA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Mahindra & Mahindra Financial Services Ltd.,CRISIL,Long term Loans,AAA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Manappuram Asset Finance Ltd.,CARE,Fund based financial facility/instrument,BBB-,,UNKNOWN,BFSI,Active,Rating Watch,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Manappuram Finance Ltd.,CRISIL,Long term Loans,AA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Manappuram Home Finance Ltd.,CRISIL,Long term Loans,AA-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Manba Finance Ltd.,ACUITE,Long term Loans,A-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Manipal Housing Finance Syndicate Ltd.,ACUITE,Long term Loans,A-,,UNKNOWN,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Mansukh Securities & Finance Ltd.,CRISIL,Bank Guarantee,A 3+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Margdarshak Financial Services Ltd.,BRICKWORK,Term loans,D,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Mercedes-Benz Financial Services India Pvt. Ltd.,IND-RA,Non-government debt,AAA/A1+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Mercedes-Benz Financial Services India Pvt. Ltd.,CRISIL,Long term Loans,AAA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Mirae Asset Financial Services (India) Pvt. Ltd.,ICRA,Fund based financial facility/instrument,AA+,,UNKNOWN,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Mizuho Capsave Finance Pvt. Ltd.,CRISIL,Long term Loans,AAA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Money2Me Finance Pvt. Ltd.,IND-RA,Term loans,BB+,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Moneywise Financial Services Pvt. Ltd.,ICRA,Debentures / Bonds / notes / bills,PP-MLD A-,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Motilal Oswal Home Finance Ltd.,IND-RA,Term loans,AA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Muthoot Finance Ltd.,CRISIL,Debentures / Bonds / notes / bills,PP-MLD AA+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Muthoot Housing Finance Co. Ltd.,CRISIL,Long term Loans,A+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Muthoot Vehicle & Asset Finance Ltd.,CRISIL,Long term Loans,A,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Nabkisan Finance Ltd.,CRISIL,Long term Loans,AAA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Nabkisan Finance Ltd.,CARE,Debentures / Bonds / notes / bills,AAA,,UNKNOWN,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
National Bank For Agriculture & Rural Development,IND-RA,Debentures / Bonds / notes / bills,AAA,,UNKNOWN,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
National Bank For Agriculture & Rural Development,ICRA,Long term Loans,AAA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
National Bank For Financing Infrastructure & Devp.,CRISIL,Long term Loans,AAA,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
National Bank For Financing Infrastructure & Devp.,CARE,Term loans,AAA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
National Bank For Financing Infrastructure & Devp.,ICRA,Long term Loans,AAA,,UNKNOWN,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
National Housing Bank,CRISIL,Debentures / Bonds / notes / bills,AAA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
National Housing Bank,ICRA,Long term Loans,AAA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
National Housing Bank,IND-RA,Debentures / Bonds / notes / bills,AAA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
National Minorities Devp. & Finance Corpn.,CARE,Term loans,A,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Navarathna Housing Finance Ltd.,CRISIL,Long term Loans,BB-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Need Livelihood Microfinance Pvt. Ltd.,CARE,Term loans,B-,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Nido Home Finance Ltd.,CARE,Fund based financial facility/instrument,A,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Nido Home Finance Ltd.,ICRA,Fund based financial facility/instrument,A+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Nipun Projects & Finance Pvt. Ltd.,CARE,Non-government debt,BBB/A3+,,UNKNOWN,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Nissan Renault Financial Services India Pvt. Ltd.,ICRA,Term loans,A,,UNKNOWN,BFSI,Active,Downgraded,Recently downgraded — dissatisfied client window open.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Nivara Home Finance Ltd.,CARE,Term loans,A-,,UNKNOWN,BFSI,Active,Upgraded,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Niwas Housing Finance Pvt. Ltd.,CRISIL,Long term Loans,AA-,,UNKNOWN,BFSI,Active,Rating Watch,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Niyogin Fintech Ltd.,CRISIL,Long term Loans,BBB-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
North Eastern Devp. Finance Corpn. Ltd.,CARE,Term loans,A,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Orange City Housing Finance Pvt. Ltd.,BRICKWORK,Term loans,BB,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Orange Retail Finance India Pvt. Ltd.,CRISIL,Long term Loans,BBB-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Orix Leasing & Financial Services India Ltd.,IND-RA,Term loans,AAA,,UNKNOWN,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Oxyzo Financial Services Ltd.,ICRA,Debentures / Bonds / notes / bills,PP-MLD A+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
P N B Housing Finance Ltd.,CRISIL,Debentures / Bonds / notes / bills,AA+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
P N B Housing Finance Ltd.,IND-RA,Term loans,AAA,,UNKNOWN,BFSI,Active,Upgraded,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
P N B Housing Finance Ltd.,ICRA,Debentures / Bonds / notes / bills,AA+,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
P N Y Sabha Finance Ltd.,BRICKWORK,Term loans,C,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Pahal Financial Services Pvt. Ltd.,ICRA,Term loans,BBB-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Paisabuddy Finance Pvt. Ltd.,CARE,Term loans,BBB-,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Peerless General Finance & Invst. Co. Ltd.,CRISIL,Long term Loans,BBB+,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Piramal Finance Ltd.,ICRA,Debentures / Bonds / notes / bills,AA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Polo Queen Indl. & Fintech Ltd.,CRISIL,Bank Guarantee,A 4+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Power Finance Corpn. Ltd.,ICRA,Non-government debt,AA/A1+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Power Finance Corpn. Ltd.,CRISIL,Debentures / Bonds / notes / bills,AAA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Premier Financial Services Pvt. Ltd.,CRISIL,Short-term loan,A 2+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Protium Finance Ltd.,ACUITE,Long term Loans,AA-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Punjab & Sind Bank,BRICKWORK,Debentures / Bonds / notes / bills,AA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Punjab & Sind Bank,CARE,Debentures / Bonds / notes / bills,AA-,,UNKNOWN,BFSI,Active,Upgraded,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Punjab Kashmir Finance Ltd.,CRISIL,Term loans,BBB+,,UNKNOWN,BFSI,Active,Upgraded,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Punjab National Bank,BRICKWORK,Debentures / Bonds / notes / bills,AA+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Pushpak Airport Leasing Solution Pvt. Ltd.,IND-RA,Term loans,A+,,UNKNOWN,BFSI,Active,Upgraded,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
R B A Finance Pvt. Ltd.,CRISIL,Term loans,BB+,,UNKNOWN,BFSI,Active,Downgraded,Recently downgraded — dissatisfied client window open.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
R B A Finance Pvt. Ltd.,ACUITE,Long term Loans,BBB-,,UNKNOWN,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
R B L Bank Ltd.,ICRA,Debentures / Bonds / notes / bills,AA-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
R B L Bank Ltd.,CARE,Debentures / Bonds / notes / bills,AA-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Rajasthan State Power Finance & Financial Services Corpn. Ltd.,ACUITE,Long term Loans,A-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Rama Ferro Alloys & Finance Pvt. Ltd.,CRISIL,Letter Of credit,A 4,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Ravi Fincorp Ltd.,CRISIL,Long term Loans,BB-,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Reliance Commercial Finance Ltd.,CARE,Debentures / Bonds / notes / bills,D,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Reliance Home Finance Ltd.,BRICKWORK,Debentures / Bonds / notes / bills,PP-MLD D,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Reliance Home Finance Ltd.,CARE,Debentures / Bonds / notes / bills,D,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Repco Home Finance Ltd.,CARE,Term loans,AA-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Repco Micro Finance Ltd.,ICRA,Fund based financial facility/instrument,A-,,UNKNOWN,BFSI,Active,Upgraded,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Riverbank Developers Pvt. Ltd.,CARE,Bank Guarantee,D,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
S B F C Finance Ltd.,ICRA,Term loans,AA-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
S B M Bank (India) Ltd.,CARE,Debentures / Bonds / notes / bills,A,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
S B M Bank (India) Ltd.,ICRA,Debentures / Bonds / notes / bills,A,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
S K Finance Ltd.,CRISIL,Debentures / Bonds / notes / bills,PP-MLD AA-,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
S K Finance Ltd.,IND-RA,Term loans,AA-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
S M F G India Home Finance Co. Ltd.,CARE,Long term Loans,AAA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
S R G Housing Finance Ltd.,CARE,Fund based financial facility/instrument,BBB,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
S T C I Finance Ltd.,CARE,Fund based financial facility/instrument,AA-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
S T C I Finance Ltd.,ICRA,Fund based financial facility/instrument,AA-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
S V C Co-Operative Bank Ltd.,ACUITE,Long term Loans,A-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Sai Point Finance Corpn. Ltd.,ACUITE,Long term Loans,BB+,,UNKNOWN,BFSI,Active,Downgraded,Recently downgraded — dissatisfied client window open.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Sakthi Finance Ltd.,ICRA,Short-term loan,A 2,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Sarala Development & Microfinance Pvt. Ltd.,CARE,Term loans,BB,,UNKNOWN,BFSI,Active,Downgraded,Recently downgraded — dissatisfied client window open.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Sarala Development & Microfinance Pvt. Ltd.,ACUITE,Term loans,BB,,UNKNOWN,BFSI,Active,Downgraded,Recently downgraded — dissatisfied client window open.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Satin Housing Finance Ltd.,ICRA,Fund based financial facility/instrument,A-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Save Housing Finance Ltd.,CRISIL,Long term Loans,BBB,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Save Microfinance Pvt. Ltd.,CRISIL,Long term Loans,BBB,,UNKNOWN,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Seajuli Developers & Finance Ltd.,CARE,Term loans,D,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Shalibhadra Finance Ltd.,ICRA,Fund based financial facility/instrument,BBB-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Shapoorji Pallonji Finance Pvt. Ltd.,CRISIL,Long term Loans,BBB+,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Shashank Nidhi Construction Pvt. Ltd.,IND-RA,Term loans,B-,,UNKNOWN,BFSI,INC,Downgraded,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Shree Nidhi Secure Print Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
