Company Name,Agency,Instrument Type,Rating,Rating Date,Amount Cr,Sector,Current Urgency,Pipeline_Window,Call_Window,NCD_Linked,Captured_In_Aug_RM_Plan,Why_Target_Note,Recommended_Action,Trigger
Himalayan Flour Mill Pvt. Ltd.,CARE,Bank Guarantee,A 4,21-Apr-2026,8.0,Agro & Food,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
J B Daruka Papers Ltd.,CRISIL,Term Loan,B,16-Apr-2026,8.0,Paper/Packaging,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Kamtanath Food Product Pvt. Ltd.,CRISIL,Term Loan,B,24-Apr-2026,8.0,Agro & Food,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
R K G International Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,28-Apr-2026,8.0,Other,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Sri Venkatesh Granites Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,8.0,Mining & Minerals,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Supreme Road Transport Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,27-Feb-2026,8.0,Logistics,LOW,October 2026 + Q1 2027,Nov Wk4 (Nov 22-30),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Friends Agrichem Pvt. Ltd.,CRISIL,Term Loan,B,10-Apr-2026,7.8,Chemicals & Pharma,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Aaradhya Disposal Inds. Ltd.,CRISIL,Term Loan,B,28-Apr-2026,7.75,Other,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Kaila Devi Health Care Services Pvt. Ltd.,CARE,Term Loan,B-,15-Apr-2026,7.72,Healthcare,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Antonova Tiles (India) Pvt. Ltd.,CARE,Term Loan,B,10-Apr-2026,7.65,Construction,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Inderjeet Bros Projects Pvt. Ltd.,CRISIL,Term Loan,B,20-Apr-2026,7.6,Construction,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Paras Cotspin Ltd.,CRISIL,Term Loan,B-,10-Apr-2026,7.58,Other,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Rathi Bars Ltd.,CARE,Term Loan,B-,14-Apr-2026,7.51,Other,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Fittech Industries Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,22-Apr-2026,7.5,IT/Technology,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Maa Bhagawati Re-Rolling Mills Pvt. Ltd.,IND-RA,Term Loan,B-,16-Jan-2026,7.41,Steel & Metals,LOW,October 2026 + Q1 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Belgachi Tea Co. Ltd.,CARE,Term Loan,B-,15-Apr-2026,7.4,Agro & Food,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Infab Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,20-Apr-2026,7.25,Construction,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Kesar Alloy & Metal Pvt. Ltd.,CRISIL,Fund-Based,B,23-Apr-2026,7.2,Steel & Metals,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Agmotex Fabrics Pvt. Ltd.,CRISIL,Term Loan,B,21-Apr-2026,7.0,Textiles,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Energy Development Co. Ltd.,CARE,Bank Guarantee,A 4,17-Apr-2026,7.0,Energy,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Gandhi Spices Pvt. Ltd.,CRISIL,Term Loan,B,10-Apr-2026,7.0,Agro & Food,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Govind Steel Co. Ltd.,CRISIL,Fund-Based,B,20-Apr-2026,7.0,Steel & Metals,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Jayachandran Industries Pvt. Ltd.,ACUITE,Letter of Credit,A 4,2025-12-24,7.0,Other,HOT,October 2026 + Q1 2027 + Q2 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,Appears in 3 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Khushbu Dye-Chem Pvt. Ltd.,CRISIL,Letter of Credit,BB+,30-Jan-2026,7.0,Chemicals & Pharma,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Krisha Distribution Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,17-Apr-2026,7.0,Trading/Exports,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Nalanda Engicon Pvt. Ltd.,CARE,Bank Guarantee,A 4,16-Apr-2026,7.0,Other,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Orion Edutech Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,09-Apr-2026,7.0,IT/Technology,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Pradeep Stainless India Pvt. Ltd.,CRISIL,Letter of Credit,A 4,09-Apr-2026,7.0,Other,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
R A C Papers Ltd.,BRICKWORK,Term Loan,C,10-Apr-2026,7.0,Paper/Packaging,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
R D Samant Contractors Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,30-Apr-2026,7.0,Automobiles,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
S S Chauhans Construction Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,07-Apr-2026,7.0,Construction,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Smaco Engineering Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,28-Apr-2026,7.0,Manufacturing,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Srinivas Infrastructure Private Limited,Infomerics,Long Term Fund based facilities â€“ Cash Credit,IVR B (INC)(Downgraded),16-Jan-2026,7.0,Construction,LOW,October 2026 + Q1 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Su-Solartech Systems Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,30-Apr-2026,7.0,Energy,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Baba Structural Pvt. Ltd.,CARE,Term Loan,B+,13-Apr-2026,6.96,Other,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Nac Jewellers Pvt. Ltd.,CRISIL,Term Loan,B,23-Apr-2026,6.85,Jewellery/Gems,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Nutri Feeds & Farms Pvt. Ltd.,CRISIL,Term Loan,B,23-Apr-2026,6.72,Agro & Food,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Sri Seshasai Spg. Mills Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,6.68,Other,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
P S V Precast Pvt. Ltd.,CARE,Term Loan,B-,23-Apr-2026,6.65,Other,LOW,October 2026 + Q1 2027 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 3 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Kallam Agro Products & Oils Pvt. Ltd.,ICRA,Term Loan,B+,16-Apr-2026,6.5,Agro & Food,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Magnum Lubricants (India) Pvt. Ltd.,CRISIL,Letter of Credit,B,24-Apr-2026,6.5,Chemicals & Pharma,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Shyamjoti Rice Mill Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,6.33,Agro & Food,HOT,October 2026 + Q1 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Manorama Ropes India Pvt. Ltd.,CRISIL,Term Loan,B,23-Apr-2026,6.3,Other,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Samay Project Services Ltd.,CRISIL,Bank Guarantee,A 4,28-Apr-2026,6.25,Construction,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Agventure Enterprises Pvt. Ltd.,CRISIL,Fund-Based,B,21-Apr-2026,6.2,Other,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
S J B Automobiles Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,14-Apr-2026,6.05,Automobiles,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Bansal Associates Pvt. Ltd.,CRISIL,Letter of Credit,A 4,21-Apr-2026,6.0,Other,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Buildmate Projects Pvt. Ltd.,CARE,Letter of Credit,A 4,15-Apr-2026,6.0,Construction,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Dighvijay Plastics & Allied Products Pvt. Ltd.,CRISIL,Fund-Based,B,30-Apr-2026,6.0,Chemicals & Pharma,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Dimple Creations Pvt. Ltd.,CRISIL,Term Loan,B,23-Apr-2026,6.0,Other,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Faizan Shoes Pvt. Ltd.,CRISIL,Term Loan,B,25-Feb-2026,6.0,Other,LOW,October 2026 + Q1 2027,Nov Wk4 (Nov 22-30),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Just Textiles Ltd.,CRISIL,Term Loan,B,10-Apr-2026,6.0,Construction,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Kisan Oleochem & Derivatives Pvt. Ltd.,BRICKWORK,Fund-Based,B+,09-Apr-2026,6.0,Chemicals & Pharma,LOW,October 2026 + Q1 2027 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 3 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Luxra Enterprises Pvt. Ltd.,CARE,Bank Guarantee,A 4,23-Apr-2026,6.0,Other,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Phi Audiocom Systems Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,17-Apr-2026,6.0,Other,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Quadragen Vethealth Pvt. Ltd.,CRISIL,Letter of Credit,A 4,28-Apr-2026,6.0,Healthcare,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
S S Civil Construction Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,30-Apr-2026,6.0,Construction,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Shreela Diamonds & Jewels Pvt. Ltd.,CRISIL,Term Loan,A 4,28-Apr-2026,6.0,Jewellery/Gems,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Sunder Marketing Associates Pvt. Ltd.,CRISIL,Letter of Credit,A 4,23-Jan-2026,6.0,Steel & Metals,LOW,October 2026 + Q1 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Triveni Knits Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,6.0,Textiles,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
S S Agri Business Pvt. Ltd.,CARE,Term Loan,B-,13-Apr-2026,5.93,Agro & Food,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
R M Drip & Sprinklers Systems Ltd.,BRICKWORK,Term Loan,B-,20-Jan-2026,5.8,Paper/Packaging,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Jalnidhi Bitumen Specialities Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,06-Apr-2026,5.55,BFSI,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Umashakti Steels Pvt. Ltd.,CARE,Fund-Based,B-,16-Apr-2026,5.55,Steel & Metals,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Bhardwaj Overseas Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-24,5.5,Other,LOW/MEDIUM,October 2026 + Q1 2027,Dec 2026 – Jan 2027,False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Filteration Engineers (India) Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-Feb-2026,5.5,Manufacturing,LOW,October 2026 + Q2 2027,Nov Wk3 (Nov 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
I F P Petro Products Pvt. Ltd.,CARE,Fund-Based,B-,17-Apr-2026,5.5,Chemicals & Pharma,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Inarco Pvt. Ltd.,CRISIL,Letter of Credit,A 4,10-Apr-2026,5.5,Other,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
S Pal Enterprises Pvt. Ltd.,CARE,Bank Guarantee,A 4,23-Apr-2026,5.5,Other,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
S V R Drugs Pvt. Ltd.,ICRA,Term Loan,B+,24-Apr-2026,5.48,Chemicals & Pharma,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Anup Malleables Ltd.,CRISIL,Term Loan,B+,09-Oct-2025,5.36,Media/Retail,MEDIUM,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Marvellous Intra Pvt. Ltd.,ACUITE,Term Loan,B-,22-Apr-2026,5.25,Other,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Kirti Stampings Pvt. Ltd.,BRICKWORK,Term Loan,C,10-Apr-2026,5.23,Other,LOW,October 2026 + Q1 2027 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 3 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Sincon Infrastructure Private Limited,Infomerics,Long Term Bank Facilities,IVR B (INC)(Downgraded),23-Jan-2026,5.2,Construction,LOW,October 2026 + Q1 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Galco Extrusions Pvt. Ltd.,CRISIL,Term Loan,B,28-Apr-2026,5.15,Other,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Arya Steels Rolling (India) Pvt. Ltd.,CRISIL,Letter of Credit,A 4,21-Apr-2026,5.0,Steel & Metals,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Ashcons Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-Apr-2026,5.0,Construction,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Balarka Fabricon Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,06-Feb-2026,5.0,Textiles,LOW,October 2026 + Q2 2027,Nov Wk1 (Nov 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Bhargavi Automobiles Pvt. Ltd.,CARE,Term Loan,BB,07-Apr-2026,5.0,Automobiles,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Chopra Lam Products Pvt. Ltd.,ACUITE,Letter of Credit,A 4,13-Apr-2026,5.0,Manufacturing,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Clean Coal Enterprises Pvt. Ltd.,ACUITE,Bank Guarantee,A 4+,23-Apr-2026,5.0,Energy,LOW,October 2026 + Q1 2027 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 3 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
D T L India Holdings Ltd.,CRISIL,Bank Guarantee,A 4,23-Apr-2026,5.0,Other,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Dilip Impex Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,20-Apr-2026,5.0,Other,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Dubas Engineering Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,10-Apr-2026,5.0,Manufacturing,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Garnet Construction Ltd.,CRISIL,Fund-Based,B,23-Apr-2026,5.0,Construction,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
