Company Name,Amt_Cr,NCD,Window_Count,Windows,Urgency,N_Instruments,Sector,Agencies,Tier,Aug_Week
Shri Govindkrupa Cotton Processing Pvt. Ltd.,5.5,0,1,October 2026,MEDIUM,1,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Suraj Products Ltd.,5.5,0,1,October 2026,LOW,2,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Trafo Power & Electricals Pvt. Ltd,5.5,0,1,October 2026,LOW,3,Energy,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Vaibhav Cotgin Pvt. Ltd.,5.5,0,1,October 2026,LOW,1,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Legency Remedies Pvt. Ltd.,5.49,0,1,Q1 2027,LOW/MEDIUM,2,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Jamkash Trucking Pvt. Ltd.,5.4,0,1,October 2026,LOW,1,Logistics,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Omega Printopack Pvt. Ltd.,5.39,0,1,October 2026,LOW,2,Paper/Packaging,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Solaroy Engineers Pvt. Ltd.,5.36,0,1,October 2026,MEDIUM,3,Manufacturing,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Shree Sai Organic Foods Pvt. Ltd.,5.35,0,1,October 2026,MEDIUM,1,Agro & Food,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Brisk Facilities (Sugar Division) Pvt. Ltd.,5.34,0,1,October 2026,LOW,2,Agro & Food,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Snam Abrasives Pvt. Ltd.,5.34,0,1,October 2026,LOW,1,Other,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
B K S Textiles Pvt. Ltd.,5.33,0,1,October 2026,LOW,1,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
D D Agro Inds. Ltd.,5.33,0,1,Q1 2027,LOW/MEDIUM,2,Agro & Food,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
S P Solvent Pvt. Ltd.,5.31,0,1,October 2026,LOW,1,Chemicals & Pharma,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
S R S Diecasting Pvt. Ltd.,5.26,0,1,October 2026,MEDIUM,1,Steel & Metals,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Machine House (India) Pvt. Ltd.,5.25,0,1,October 2026,LOW,1,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sai Primus Lifebiotech Pvt. Ltd.,5.25,0,1,Q1 2027,HOT,1,IT/Technology,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Subhash Distributors Ltd.,5.25,0,1,Q2 2027,LOW (<90 days),1,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Super Safe Logistics (India) Pvt. Ltd.,5.25,0,1,Q1 2027,LOW/MEDIUM,2,Logistics,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Ascott Electricals Pvt. Ltd.,5.2,0,1,October 2026,LOW,2,Energy,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
H V R Industries Pvt. Ltd.,5.2,0,1,October 2026,LOW,2,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Ion Healthcare Pvt. Ltd.,5.2,0,1,October 2026,MEDIUM,2,Healthcare,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Pragati Ingots & Power Pvt. Ltd.,5.2,0,1,Q1 2027,HOT,1,Energy,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Srinidhi Industries Ltd.,5.19,0,1,October 2026,LOW,2,BFSI,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Kej Minerals Pvt. Ltd.,5.18,0,1,October 2026,LOW,2,Mining & Minerals,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Mahalaxmi Paddy Products Pvt. Ltd.,5.17,0,1,October 2026,LOW,1,Manufacturing,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Himgiri Packs Pvt. Ltd.,5.16,0,1,Q1 2027,LOW/MEDIUM,1,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Mukul Overseas Pvt. Ltd.,5.15,0,1,Q1 2027,LOW/MEDIUM,1,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Ramsons Organics Ltd.,5.14,0,1,October 2026,MEDIUM,1,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Godavari Plasto Containers Pvt. Ltd.,5.12,0,1,Q1 2027,HOT,2,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Mahesh Sunny Enterprises Pvt. Ltd.,5.12,0,1,Q1 2027,HOT,2,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
A P S Power-Tech (India) Pvt. Ltd.,5.1,0,1,October 2026,LOW,2,Energy,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Arek Industries Pvt. Ltd.,5.1,0,1,October 2026,LOW,2,Manufacturing,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Bhushan Tubes Pvt. Ltd.,5.1,0,1,October 2026,LOW,2,Steel & Metals,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Vrion Global Pvt. Ltd.,5.06,0,1,Q1 2027,HOT,2,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Rajkrishna Aditya Auto Store Pvt. Ltd.,5.05,0,1,October 2026,MEDIUM,2,Automobiles,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Dev Shree Cotsyn Pvt. Ltd.,5.04,0,1,October 2026,MEDIUM,2,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
A M O Mobility Solutions Pvt. Ltd.,5.0,0,1,October 2026,MEDIUM,1,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
A One Steels India Pvt. Ltd.,5.0,0,1,Q1 2027,HOT,1,Steel & Metals,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
A S R Met Tech Pvt. Ltd.,5.0,0,1,October 2026,LOW,1,IT/Technology,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Ajooni Biotech Ltd.,5.0,0,1,October 2026,LOW,2,Healthcare,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Al-Nasir Exports Pvt. Ltd.,5.0,0,1,Q2 2027,LOW (<90 days),1,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Arrow Textiles Ltd. [Merged],5.0,0,1,October 2026,LOW,2,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Arunnachala Impex Pvt. Ltd.,5.0,0,1,Q1 2027,LOW/MEDIUM,2,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Aryan Castings Pvt. Ltd.,5.0,0,1,Q2 2027,LOW (<90 days),1,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Axel Polymers Ltd.,5.0,0,1,Q1 2027,HOT,1,Chemicals & Pharma,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Azure Switchgear Pvt. Ltd.,5.0,0,1,October 2026,LOW,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
B L A Udyog Pvt. Ltd.,5.0,0,1,October 2026,LOW,2,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Bagh Bahar Appliances Pvt. Ltd.,5.0,0,1,Q2 2027,LOW (<90 days),1,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Bapuna Alcobrew Pvt. Ltd.,5.0,0,1,Q1 2027,HOT,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Borah Agencies Pvt. Ltd.,5.0,0,1,October 2026,LOW,1,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Creative Propack Ltd.,5.0,0,1,Q1 2027,LOW/MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Deejay Plastics Pvt. Ltd.,5.0,0,1,October 2026,MEDIUM,1,Chemicals & Pharma,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Ecko Cables Pvt. Ltd.,5.0,0,1,October 2026,MEDIUM,2,Infrastructure,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Electro Teknica Switchgears Pvt. Ltd.,5.0,0,1,October 2026,LOW,2,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Gajanand Corporation Pvt. Ltd.,5.0,0,1,October 2026,MEDIUM,1,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Gilada Finance & Invsts. Ltd.,5.0,0,1,October 2026,LOW,1,BFSI,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Gogreen Warehouses Pvt. Ltd.,5.0,0,1,October 2026,LOW,1,Logistics,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Goodwill Fabrics Pvt. Ltd.,5.0,0,1,October 2026,MEDIUM,2,Textiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Gujarat Dyestuff Inds. Pvt. Ltd.,5.0,0,1,Q1 2027,HOT,1,Chemicals & Pharma,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
H K S Automobiles Pvt. Ltd.,5.0,0,1,October 2026,LOW,2,Automobiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
J B Fashions Ltd.,5.0,0,1,October 2026,MEDIUM,1,Textiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
J P Rice & Foods Pvt. Ltd.,5.0,0,1,Q1 2027,HOT,1,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Jagat Agrotech Pvt. Ltd.,5.0,0,1,October 2026,MEDIUM,1,Agro & Food,CARE; CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Jai Bhagwati Texprint Pvt. Ltd.,5.0,0,1,October 2026,LOW,1,Paper/Packaging,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Jayaraj Fortune Packaging Pvt. Ltd.,5.0,0,1,Q1 2027,HOT,1,Paper/Packaging,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Kailash Infratech Pvt. Ltd.,5.0,0,1,October 2026,MEDIUM,1,Construction,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Kala Genset Pvt. Ltd.,5.0,0,1,October 2026,LOW,1,Other,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Kamal & Associates Pvt. Ltd.,5.0,0,1,Q1 2027,HOT,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Kamlesh Greencrete Pvt. Ltd.,5.0,0,1,Q1 2027,HOT,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Kay Dee Communications Pvt. Ltd.,5.0,0,1,Q1 2027,HOT,1,IT/Technology,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Kissan Riceland Pvt. Ltd.,5.0,0,1,Q2 2027,LOW (<90 days),3,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Kohinoor India Pvt. Ltd.,5.0,0,1,October 2026,LOW,2,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Laborate Pharmaceuticals India Ltd.,5.0,0,1,October 2026,MEDIUM,1,Chemicals & Pharma,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
M R Pro Tech Pvt. Ltd.,5.0,0,1,October 2026,LOW,1,IT/Technology,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Mayar India Ltd.,5.0,0,1,October 2026,MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Meenar Polydyed Yarns Ltd.,5.0,0,1,Q1 2027,LOW/MEDIUM,1,Textiles,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Merlon Infra Projects Pvt. Ltd.,5.0,0,1,October 2026,MEDIUM,1,Construction,BRICKWORK; CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Navicom Technology Intl. Pvt. Ltd.,5.0,0,1,October 2026,LOW,1,IT/Technology,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Nis Facility Mgmt. Services Pvt. Ltd.,5.0,0,1,October 2026,MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Orion Motors Pvt. Ltd.,5.0,0,1,October 2026,MEDIUM,1,Automobiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
P K T Infra Pvt. Ltd.,5.0,0,1,Q1 2027,HOT,1,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Paramount Automotives Pvt. Ltd.,5.0,0,1,October 2026,LOW,2,Automobiles,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Patna Iron Pvt. Ltd.,5.0,0,1,October 2026,LOW,1,Steel & Metals,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
R P Foam Home Pvt. Ltd.,5.0,0,1,October 2026,MEDIUM,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
R S P Metaliks Pvt. Ltd.,5.0,0,1,October 2026,MEDIUM,1,Steel & Metals,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Rani Kothi Banquets Pvt. Ltd.,5.0,0,1,October 2026,LOW,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
S M L P G Cylinders Pvt. Ltd.,5.0,0,1,Q1 2027,HOT,1,Other,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
S T S Manufacturing Pvt. Ltd.,5.0,0,1,Q1 2027,LOW/MEDIUM,1,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sanskriti Packaging Pvt. Ltd.,5.0,0,1,October 2026,MEDIUM,2,Paper/Packaging,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Shahi Shipping Ltd.,5.0,0,1,October 2026,MEDIUM,2,Logistics,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Shailja Papers Ltd.,5.0,0,1,Q1 2027,LOW/MEDIUM,1,Paper/Packaging,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Shiv Industries (Food) Pvt. Ltd.,5.0,0,1,October 2026,MEDIUM,1,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Shivaganga Polymers Pvt. Ltd.,5.0,0,1,October 2026,MEDIUM,1,Chemicals & Pharma,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Shri Laxmibadri Agro Foods Pvt. Ltd.,5.0,0,1,October 2026,LOW,1,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Singrauli Finlease Pvt. Ltd.,5.0,0,1,Q2 2027,LOW (<90 days),1,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Soma Vine Village Pvt. Ltd.,5.0,0,1,October 2026,LOW,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sri Bhagyalakshmi Cotex Pvt. Ltd.,5.0,0,1,October 2026,MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Sumesh Engineers Pvt. Ltd.,5.0,0,1,October 2026,LOW,1,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Surface Engineering Pvt. Ltd.,5.0,0,1,October 2026,LOW,1,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Tara Syntex Pvt. Ltd.,5.0,0,1,Q2 2027,LOW (<90 days),1,Other,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Taurian M P S Ltd.,5.0,0,1,October 2026,MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Tirupati Oil Cake Industries,5.0,0,1,Q1 2027,HOT,1,Energy,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Unitech Fabricators & Engineers Pvt. Ltd.,5.0,0,1,October 2026,MEDIUM,1,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
V S Engineering Pvt. Ltd.,5.0,0,1,October 2026,MEDIUM,1,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Vaishno Devi Food Products Pvt. Ltd.,5.0,0,1,Q2 2027,LOW (<90 days),1,Agro & Food,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Vasavi Pipes Pvt. Ltd.,5.0,0,1,October 2026,MEDIUM,1,Steel & Metals,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Vidya Polymer Pvt. Ltd.,5.0,0,1,October 2026,LOW,2,Chemicals & Pharma,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Vigel Manufacturing Technologies Pvt. Ltd.,5.0,0,1,October 2026,MEDIUM,1,Manufacturing,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Vikas Road Carriers Ltd.,5.0,0,1,October 2026,MEDIUM,2,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
IRP Infra Tech Private Limited,4.98,0,1,Q1 2027,HOT,1,Construction,Infomerics,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Kadvani Forge Ltd.,4.98,0,1,October 2026,MEDIUM,2,Other,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Raymix Concrete India Pvt. Ltd.,4.98,0,1,Q2 2027,LOW (<90 days),1,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Allseas Movers Pvt. Ltd.,4.96,0,1,Q1 2027,LOW/MEDIUM,1,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Legend Cars Pvt. Ltd.,4.96,0,1,October 2026,MEDIUM,3,Automobiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
R A C Extrusions Ltd.,4.95,0,1,October 2026,LOW,1,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
M G M Infra Devp. Solutions Pvt. Ltd.,4.94,0,1,Q2 2027,LOW (<90 days),1,Construction,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Kankai Pipes & Fittings Pvt. Ltd.,4.93,0,1,October 2026,LOW,3,Steel & Metals,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Shree Radhey Radhey Ispat Pvt. Ltd.,4.93,0,1,Q1 2027,LOW/MEDIUM,1,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sri Vyshnavi Dairy Specialities Pvt. Ltd.,4.91,0,1,October 2026,LOW,1,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Baliga Lighting Equipments Pvt. Ltd.,4.9,0,1,October 2026,LOW,3,Steel & Metals,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Jesmajo Industrial Fabrications Karnataka Pvt. Ltd.,4.9,0,1,October 2026,LOW,2,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
K G N Motors Pvt. Ltd.,4.89,0,1,Q2 2027,LOW (<90 days),1,Automobiles,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Soubhagya Processor Pvt. Ltd.,4.87,0,1,October 2026,MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Howrah Gases Ltd.,4.85,0,1,October 2026,MEDIUM,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Skilled Construction Co. Ltd.,4.85,0,1,October 2026,MEDIUM,1,Construction,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
B L Foundry Pvt. Ltd.,4.84,0,1,October 2026,MEDIUM,1,Steel & Metals,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
P V M Enterprises Pvt. Ltd.,4.83,0,1,Q2 2027,LOW (<90 days),2,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sri Nath Ji Ispat Ltd.,4.82,0,1,Q1 2027,HOT,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Alamelu Balaji Spg. Mills Pvt. Ltd.,4.8,0,1,Q2 2027,LOW (<90 days),3,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Alphamed Formulations Pvt. Ltd.,4.8,0,1,Q1 2027,HOT,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Carrier Engineers Pvt. Ltd.,4.8,0,1,October 2026,MEDIUM,1,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Keaa International Pvt. Ltd.,4.8,0,1,Q1 2027,LOW/MEDIUM,3,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Evergreen Publications (India) Ltd.,4.79,0,1,Q1 2027,HOT,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Hariom Ingots & Power Pvt. Ltd.,4.77,0,1,October 2026,LOW,1,Energy,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Balson Polyplast Pvt. Ltd.,4.75,0,1,October 2026,MEDIUM,1,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Moreshwar Trading Co. Pvt. Ltd.,4.75,0,1,Q1 2027,HOT,1,Trading/Exports,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Narveda Motors Pvt. Ltd.,4.75,0,1,October 2026,MEDIUM,1,Automobiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Saini Earthmover Pvt. Ltd.,4.75,0,1,October 2026,LOW,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sanimo Polymers Pvt. Ltd.,4.75,0,1,October 2026,MEDIUM,1,Chemicals & Pharma,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Shree Subhlaxmi Foods Ltd.,4.75,0,1,October 2026,MEDIUM,2,Agro & Food,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Varahamurti Flexirub Inds. Pvt. Ltd.,4.75,0,1,October 2026,LOW,1,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Rchem Organics (Bangalore) Pvt. Ltd.,4.72,0,1,Q1 2027,LOW/MEDIUM,2,Chemicals & Pharma,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Swajit Engineering Pvt. Ltd.,4.71,0,1,October 2026,MEDIUM,2,Manufacturing,BRICKWORK; CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Aarti Suitings Pvt. Ltd.,4.67,0,1,Q2 2027,LOW (<90 days),3,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Whitegold Ceramics Pvt. Ltd.,4.65,0,1,October 2026,MEDIUM,2,Jewellery/Gems,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Smart Controls India Ltd.,4.6,0,1,October 2026,MEDIUM,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Erawat Pharma Ltd.,4.59,0,1,October 2026,LOW,1,Chemicals & Pharma,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Orissa Diesel Engines Pvt. Ltd.,4.58,0,1,October 2026,MEDIUM,3,Energy,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Vardhman Developers Ltd.,4.57,0,1,Q1 2027,HOT,1,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Growel Formulations Pvt. Ltd.,4.55,0,1,October 2026,LOW,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Kosmo Plastic Exports Pvt. Ltd.,4.55,0,1,October 2026,LOW,1,Chemicals & Pharma,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Palash Udyog Foods Pvt. Ltd.,4.55,0,1,Q1 2027,HOT,1,Agro & Food,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
United Engineering Inds. Pvt. Ltd.,4.55,0,1,Q2 2027,LOW (<90 days),2,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Ajanta Raaj Proteins Ltd.,4.52,0,1,October 2026,MEDIUM,1,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Mittapalli Spinners Pvt. Ltd.,4.51,0,1,October 2026,MEDIUM,2,Hotels & Tourism,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Aadarsh Pvt. Ltd.,4.5,0,1,October 2026,MEDIUM,3,Other,BRICKWORK; CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Asha Entrade Pvt. Ltd.,4.5,0,1,October 2026,LOW,1,Trading/Exports,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
B S B Marketing Pvt. Ltd.,4.5,0,1,October 2026,MEDIUM,1,Steel & Metals,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Bharat Road Carrier Pvt. Ltd.,4.5,0,1,October 2026,LOW,1,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Biloree Cast (India) Pvt. Ltd.,4.5,0,1,October 2026,MEDIUM,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Diach Chemicals & Pigments Pvt. Ltd.,4.5,0,1,October 2026,MEDIUM,2,Chemicals & Pharma,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Ekbote'S Logs & Lumbers Pvt. Ltd.,4.5,0,1,October 2026,MEDIUM,2,Infrastructure,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Empire Multipack Pvt. Ltd.,4.5,0,1,October 2026,LOW,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
G T P Granites Ltd.,4.5,0,1,Q1 2027,LOW/MEDIUM,2,Mining,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
K G Iron & Steel Castings Pvt. Ltd.,4.5,0,1,October 2026,LOW,1,Steel & Metals,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Kanpur Packagers Pvt. Ltd.,4.5,0,1,October 2026,LOW,1,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Melt-O-Therm Furnaces Pvt. Ltd.,4.5,0,1,Q1 2027,LOW/MEDIUM,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Nischint Foods Pvt. Ltd.,4.5,0,1,October 2026,MEDIUM,1,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Nu Chem Oils Pvt. Ltd.,4.5,0,1,October 2026,LOW,1,Chemicals & Pharma,BRICKWORK; CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Pharose Remedies Ltd.,4.5,0,1,October 2026,LOW,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
