Company Name,All Raters,Rater Count,Latest Rater,All Instruments,Latest Instrument,Latest Rating,Latest Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Data Source,Why Target,ACER Pitch Angle,New_Sector
R 3 Crop Care Pvt. Ltd.,CRISIL,1,CRISIL,Letter Of credit,Letter Of credit,A 2+,Downgraded,2026-03-20,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
R B A Ferro Inds. Pvt. Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,BB+,Withdrawn,2026-01-20,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Steel/Metals
R C C L Expressway Pvt. Ltd.,ICRA,1,ICRA,Term loans,Term loans,BBB+,Reaffirmed,2026-01-14,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Infrastructure
R D S Project Ltd.,ACUITE,1,ACUITE,Bank Guarantee | Letter Of credit | Long term Loans | Short-term loan | Term loans,Bank Guarantee,D,Reaffirmed,2026-01-07,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
R E Sustainability Ltd.,IND-RA,1,IND-RA,Non-fund based working capital limit | Non-government debt | Term loans,Non-government debt,AA/A1+,Downgraded,2026-01-07,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
R G Cellulars Pvt. Ltd.,ICRA,1,ICRA,Non-government debt,Non-government debt,BBB-/A3,Initial Rating,2025-12-29,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
R G Shah Infratech Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Fund based financial facility/instrument,Bank Guarantee,A 4,Downgraded,2026-01-20,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Infrastructure
R K B Global Ltd.,CARE,1,CARE,Letter Of credit,Letter Of credit,A 4+,Reaffirmed,2026-03-23,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
R K C Infrabuilt Pvt. Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,A/A1,Reaffirmed,2026-04-08,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
R K Infra(India) Pvt. Ltd.,ICRA,1,ICRA,Non-government debt,Non-government debt,BBB/A3+,Initial Rating,2025-12-30,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Infrastructure
R L Fine Chem Pvt. Ltd.,IND-RA,1,IND-RA,Long term Loans | Non-fund-based financial facility/instrument | Non-government debt,Non-government debt,BBB/A3+,Initial Rating,2025-12-24,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Chemicals/Pharma
R L Kalthia Ship Breaking Pvt. Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,BB+/A4+,Downgraded,2026-04-10,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
R M G Polyvinyl India Ltd.,ACUITE,1,ACUITE,Letter Of credit | Long term Loans | Term loans,Long term Loans,A+,Initial Rating,2026-02-02,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
R M S Construction Pvt. Ltd.,ICRA,1,ICRA,Non-government debt,Non-government debt,D,Downgraded,2026-02-09,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Construction
R M Z One Paramount Pvt. Ltd.,ICRA,1,ICRA,Term loans,Term loans,BBB+,Initial Rating,2026-01-16,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
R P S G Sports Pvt. Ltd.,CARE,1,CARE,Bank Guarantee | Non-government debt | Term loans,Bank Guarantee,BBB,Reaffirmed,2025-12-18,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
R R D Tex Pvt. Ltd.,CARE,1,CARE,Letter Of credit | Term loans,Term loans,A(CE),Reaffirmed,2025-12-19,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
R R Metalmakers India Ltd.,CARE,1,CARE,Letter Of credit,Letter Of credit,A 4,Reaffirmed,2026-03-23,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
R R S Shares & Stock Brokers Pvt. Ltd.,ACUITE,1,ACUITE,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2026-03-19,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
R R Stones Pvt. Ltd.,CRISIL,1,CRISIL,Letter Of credit | Term loans,Letter Of credit,A 4,Withdrawn,2026-01-21,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
R R Thulasi Builders (India) Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Term loans,Bank Guarantee,A 2,Reaffirmed,2026-02-06,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Construction
R S Expofabs Pvt. Ltd.,CRISIL,1,CRISIL,Letter Of credit,Letter Of credit,A 4,Reaffirmed,2026-04-28,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
R S H Global Pvt. Ltd.,IND-RA,1,IND-RA,Non-government debt,Non-government debt,BBB+/A2,Withdrawn,2026-02-25,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
R S Infraprojects Pvt. Ltd.,IND-RA,1,IND-RA,Non-fund based working capital limit | Non-government debt | Term loans,Non-government debt,A/A1,Initial Rating,2026-01-12,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Infrastructure
Radiance Renewables Pvt. Ltd.,ICRA,1,ICRA,Fund based financial facility/instrument | Non-government debt,Fund based financial facility/instrument,A 2,Downgraded,2026-01-09,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Energy/Power
Radiance T N Sunrise One Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,BBB+,Downgraded,2026-01-29,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Radiant Corporation Pvt. Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,A-/A2+,Reaffirmed,2026-04-09,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Radiant Innovative Manufacturing Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,BBB,Reaffirmed,2026-02-17,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Radical Bio-Organics Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,BB+,Reaffirmed,2026-04-15,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Chemicals/Pharma
Radico N V Distilleries Maharashtra Ltd.,CARE,1,CARE,Non-government debt | Term loans,Non-government debt,A+/A1,Reaffirmed,2025-12-31,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Agro/Food
Rahee Infratech Ltd.,CARE,1,CARE,Non-fund-based financial facility/instrument | Non-government debt | Term loans,Non-fund-based financial facility/instrument,A 2,Downgraded,2026-03-10,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Infrastructure
Rahee Track Technologies Pvt. Ltd.,CARE,1,CARE,Non-fund-based financial facility/instrument | Non-government debt | Term loans,Non-fund-based financial facility/instrument,A 2,Downgraded,2026-03-10,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,IT/Software
Rai Bahadur Seth Shreeram Narasingdas Pvt. Ltd.,ICRA,1,ICRA,Bank Guarantee | Term loans,Bank Guarantee,A 2,Reaffirmed,2025-12-19,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Rail Vikas Nigam Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,AAA/A1+,Reaffirmed,2026-03-09,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Railtel Corporation Of India Ltd.,ICRA,1,ICRA,Non-government debt,Non-government debt,AA/A1+,Reaffirmed,2026-02-17,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Raipur Construction Pvt. Ltd.,ACUITE,1,ACUITE,Bank Guarantee | Long term Loans,Bank Guarantee,A 3+,Reaffirmed,2026-02-17,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Construction
Raipur-Visakhapatnam-Cg-2 Highways Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,A,Upgraded,2026-01-12,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Infrastructure
Raj Cooling Systems Pvt. Ltd.,ICRA,1,ICRA,Term loans,Term loans,BBB,Initial Rating,2026-04-06,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,IT/Software
Raj Path Infracon N H-6 P K G-I Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,A+,Upgraded,2026-03-17,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Infrastructure
Raj Path Infracon P N 42 Pvt. Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,A-,Reaffirmed,2026-03-16,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Infrastructure
Raj Path Infracon Pvt. Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument,A,Upgraded,2026-03-17,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Infrastructure
Raj Rayon Inds. Ltd.,IND-RA,1,IND-RA,Non-fund based working capital limit | Term loans,Non-fund based working capital limit,A 2,Reaffirmed,2025-12-17,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Raj Shyama Constructions Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 2+,Reaffirmed,2026-04-08,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Construction
Rajaratna Mills Pvt. Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument | Long term Loans,Fund based financial facility/instrument,BBB-,Reaffirmed,2026-03-20,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Agro/Food
Rajasthan Fort & Palace Pvt. Ltd.,CARE,1,CARE,Non-government debt | Term loans,Non-government debt,BBB-/A3,Reaffirmed,2026-04-06,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Rajasthan Gum Pvt. Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument,BBB+,Reaffirmed,2026-04-30,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Rajhans Metals Pvt. Ltd.,CARE,1,CARE,Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Letter Of credit,A 3,Reaffirmed,2026-03-16,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Steel/Metals
Rajiv Petrochemicals Pvt. Ltd.,IND-RA,1,IND-RA,Non-fund based working capital limit | Term loans,Non-fund based working capital limit,A 3,Upgraded,2026-03-16,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Chemicals/Pharma
Rajkot-Vadinar Tollway Pvt. Ltd.,CARE,1,CARE,Fund based financial facility/instrument,Fund based financial facility/instrument,AA-,Reaffirmed,2026-03-26,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Infrastructure
Rajshila Synthetics Pvt. Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,BB+/A4+,Withdrawn,2026-03-18,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Rakhecha Securities Ltd.,ICRA,1,ICRA,Non-government debt,Non-government debt,BB/A4+,Withdrawn,2026-04-09,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Rakshit Drugs Pvt. Ltd.,CRISIL,1,CRISIL,Letter Of credit | Long term Loans | Term loans,Letter Of credit,A 3,Reaffirmed,2025-12-18,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Rakshit Pharmaceuticals Ltd.,CRISIL,1,CRISIL,Letter Of credit | Term loans,Letter Of credit,A 3,Reaffirmed,2025-12-18,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Chemicals/Pharma
Ralson (India) Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument | Letter Of credit | Long term Loans | Non-fund-based financial facility/instrument | Term loans,Fund based financial facility/instrument,A+,Rating Watch,2026-04-06,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Ralson Tyres Limited,CRISIL,1,CRISIL,Bank Guarantee | Fund based financial facility/instrument | Term loans,Term loans,A,Rating Watch,2026-04-06,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Automobiles/Auto
Rama Phosphates Ltd.,ICRA,1,ICRA,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,Fund based financial facility/instrument,A-,Rating Watch,2026-04-28,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Ramacivil India Construction Pvt. Ltd.,ACUITE,1,ACUITE,Bank Guarantee,Bank Guarantee,A 3,Reaffirmed,2026-01-14,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Construction
Ramalingam Construction Co. Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Long term Loans,Long term Loans,A-,Reaffirmed,2026-03-13,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Construction
Ramani Cars Pvt. Ltd.,ICRA,1,ICRA,Fund based financial facility/instrument,Fund based financial facility/instrument,BBB-,Reaffirmed,2026-01-30,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Automobiles/Auto
Ramco Cements Ltd.,ICRA,1,ICRA,Fund based financial facility/instrument | Long term Loans | Non-fund-based financial facility/instrument | Short-term loan | Term loans,Long term Loans,AA+,Reaffirmed,2025-12-23,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Ramkrishna Care Medical Sciences Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,AA-,Rating Watch,2026-02-13,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Rana Motors Pvt. Ltd.,ICRA,1,ICRA,Fund based financial facility/instrument,Fund based financial facility/instrument,BB,Initial Rating,2026-02-04,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Automobiles/Auto
Rane (Madras) Ltd.,CRISIL,1,CRISIL,Short-term loan | Term loans,Term loans,A+,Reaffirmed,2025-12-29,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Rane Holdings Ltd.,ICRA,1,ICRA,Non-government debt | Term loans,Non-government debt,AA-/A1+,Reaffirmed,2026-02-24,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Ranjit Buildcon Ltd.,CARE,1,CARE,Fund based financial facility/instrument | Non-government debt,Fund based financial facility/instrument,A,Withdrawn,2026-03-10,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Construction
Rankers International Pvt. Ltd.,ACUITE,1,ACUITE,Long term Loans,Long term Loans,BBB,Reaffirmed,2026-03-27,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Raphe Mphibr Pvt. Ltd.,CARE,1,CARE,Non-government debt | Term loans,Non-government debt,BB+/A4+,Downgraded,2026-04-06,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Rashmi Metaliks Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument,AA,Reaffirmed,2026-04-16,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Rashtriya Chemicals & Fertilizers Ltd.,ICRA,1,ICRA,Non-government debt | Term loans,Non-government debt,AA/A1+,Reaffirmed,2026-03-24,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Chemicals/Pharma
Ratan Projects & Engg. Co. Pvt. Ltd.,ICRA,1,ICRA,Non-fund-based financial facility/instrument | Non-government debt | Term loans,Non-fund-based financial facility/instrument,A 3+,Initial Rating,2026-04-06,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Rational Engineers Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument | Letter Of credit | Long term Loans,Fund based financial facility/instrument,A-,Upgraded,2026-03-27,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Ratna Sagar Pvt. Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument,Fund based financial facility/instrument,BBB+,Reaffirmed,2026-02-27,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Ravi Foods Pvt. Ltd.,IND-RA,1,IND-RA,Non-fund based working capital limit | Term loans,Term loans,A,Reaffirmed,2026-04-30,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Agro/Food
Ravi Technoforge Pvt. Ltd.,CARE,1,CARE,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Non-government debt,A/A1,Initial Rating,2026-01-08,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Ravin Cables Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument | Letter Of credit,Fund based financial facility/instrument,BBB-,Reaffirmed,2026-02-17,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Ravin Infraproject Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Letter Of credit,Bank Guarantee,A 3,Reaffirmed,2026-02-03,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Rawatsons Engineers Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Letter Of credit,Bank Guarantee,A 4+,Reaffirmed,2026-03-17,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Rawji Fine Fragrances Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Fund based financial facility/instrument | Long term Loans,Bank Guarantee,A 4+,Initial Rating,2026-02-18,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Raychem-R P G Pvt. Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,AA/A1+,Reaffirmed,2025-12-15,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Reach Dredging Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,BBB+/A2,Reaffirmed,2026-04-10,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Reach Promoters Pvt. Ltd.,CARE,1,CARE,Bank Guarantee | Fund based financial facility/instrument,Bank Guarantee,BBB,Withdrawn,2026-04-06,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Relcon Infraprojects Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 2,Reaffirmed,2026-03-13,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Infrastructure
Reliance Bp Mobility Ltd.,CARE,1,CARE,Non-government debt | Term loans,Non-government debt,AAA/A1+,Reaffirmed,2025-12-30,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Reliance Petro Mktg. Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,AAA/A1+,Reaffirmed,2025-12-24,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Reliance Securities Ltd.,CARE,1,CARE,Debentures / Bonds / notes / bills,Debentures / Bonds / notes / bills,PP-MLD BBB-,Upgraded,2026-02-03,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Reliance Sibur Elastomers Pvt. Ltd.,CARE,1,CARE,Fund based financial facility/instrument | Non-government debt | Term loans,Fund based financial facility/instrument,AAA,Reaffirmed,2026-01-08,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Renew Green (Mpr One) Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,A-,Initial Rating,2026-02-18,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Renew Jal Urja Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,A+,Reaffirmed,2026-01-05,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Renew Surya Uday Pvt. Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,A,Reaffirmed,2026-02-05,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Repro India Ltd.,ICRA,1,ICRA,Non-government debt | Term loans,Non-government debt,BBB+/A2,Reaffirmed,2026-04-29,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Resol Vinyls & Chlorides Ltd.,ACUITE,1,ACUITE,Letter Of credit,Letter Of credit,A 2,Initial Rating,2025-12-15,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Revent Precision Engg. Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,BB+/A4+,Withdrawn,2026-01-29,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Richa Global Exports Pvt. Ltd.,ICRA,1,ICRA,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,Term loans,A-,Reaffirmed,2026-02-26,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Trading/Exports
Riddhi Siddhi Gluco Biols Ltd.,CRISIL,1,CRISIL,Long term Loans | Short-term loan | Term loans,Long term Loans,BBB-,Rating Watch,2026-03-31,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Rikun Manufacturing Pvt. Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,BBB,Initial Rating,2026-03-06,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Rise Renewables Pvt. Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,A-,Withdrawn,2025-12-16,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Energy/Power
Rishabh Instruments Ltd.,CRISIL,1,CRISIL,Letter Of credit,Letter Of credit,A 2,Upgraded,2026-03-02,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Rishi Techtex Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Fund based financial facility/instrument | Term loans,Bank Guarantee,A 3,Reaffirmed,2026-02-04,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Rishita Developers Pvt. Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,BBB-,Upgraded,2026-04-28,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Construction
Rising Sun Holdings Pvt. Ltd.,CARE,1,CARE,Fund based financial facility/instrument | Non-government debt,Fund based financial facility/instrument,AAA,Reaffirmed,2025-12-31,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Rivaan Technologies Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 3+,Upgraded,2026-04-02,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,IT/Software
