Company Name,BFSI_Sub,Latest Rater,Latest Instrument,Latest Rating,Rating Date,Urgency,Priority Score,INC Flag,All Raters,Rater Count,Why Target,ACER_Pitch_NBFC
M A S Financial Services Ltd.,NBFC,ACUITE,Long term Loans,AA,2026-04-30,LOW,2,NO,ACUITE | CARE,2,Multi-agency (2 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Mahindra & Mahindra Financial Services Ltd.,NBFC,CRISIL,Long term Loans,AAA,2026-04-22,LOW,2,NO,CRISIL | IND-RA,2,Multi-agency (2 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Mahindra Rural Housing Finance Ltd.,HFC,CRISIL,Debentures / Bonds / notes / bills,PP-MLD AAA,2026-03-04,LOW,2,NO,CRISIL | IND-RA,2,Multi-agency (2 raters) — open to new entrant,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
Manappuram Asset Finance Ltd.,NBFC,CARE,Fund based financial facility/instrument,BBB-,2026-03-25,LOW,2,NO,CARE | Infomerics,2,Multi-agency (2 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Manappuram Finance Ltd.,NBFC,CARE,Bank Guarantee,AA,2026-03-20,LOW,2,NO,CARE | CRISIL,2,Multi-agency (2 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Manappuram Home Finance Ltd.,HFC,CARE,Fund based financial facility/instrument,AA-,2026-01-12,LOW,2,NO,CARE | CRISIL,2,Multi-agency (2 raters) — open to new entrant,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
Manba Finance Ltd.,NBFC,CARE,Term loans,BBB+,2026-01-09,LOW,2,NO,ACUITE | CARE,2,Multi-agency (2 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Marwadi Shares & Finance Ltd.,NBFC,CRISIL,Long term Loans,A+,2026-04-01,LOW,2,NO,CRISIL | Infomerics,2,Multi-agency (2 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Mercedes-Benz Financial Services India Pvt. Ltd.,NBFC,CRISIL,Long term Loans,AAA,2026-03-17,LOW,2,NO,CRISIL | IND-RA,2,Multi-agency (2 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Mirae Asset Financial Services (India) Pvt. Ltd.,NBFC,CRISIL,Long term Loans,AA+,2026-04-10,LOW,2,NO,CRISIL | ICRA,2,Multi-agency (2 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Moneyboxx Finance Ltd.,NBFC,CRISIL,Long term Loans,BBB,2026-02-02,LOW,2,NO,CRISIL | IND-RA,2,Multi-agency (2 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Motilal Oswal Financial Services Ltd.,NBFC,ICRA,Non-government debt,AA+,2026-02-09,LOW,2,NO,ICRA | IND-RA,2,Multi-agency (2 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Mpokket Financial Services Pvt. Ltd.,NBFC,IND-RA,Term loans,A-,2026-04-09,LOW,2,NO,CRISIL | IND-RA,2,Multi-agency (2 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Muthoot Finance Ltd.,NBFC,CRISIL,Debentures / Bonds / notes / bills,PP-MLD AA+,2026-03-24,LOW,2,NO,CRISIL | ICRA,2,Multi-agency (2 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Nido Home Finance Ltd.,HFC,CRISIL,Long term Loans,A+,2026-02-19,LOW,2,NO,CARE | CRISIL | ICRA | Infomerics,4,Multi-agency (4 raters) — open to new entrant,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
Northern Arc Capital Ltd.,NBFC,ICRA,Non-fund-based financial facility/instrument,AA-,2025-12-29,LOW,2,NO,ICRA | IND-RA,2,Multi-agency (2 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Nuvama Wealth Finance Ltd.,NBFC,ICRA,Debentures / Bonds / notes / bills,PP-MLD AA,2026-03-11,LOW,2,NO,CARE | CRISIL | ICRA,3,Multi-agency (3 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Orange City Housing Finance Pvt. Ltd.,HFC,BRICKWORK,Term loans,BB,2026-03-23,LOW,2,NO,BRICKWORK | Infomerics,2,Multi-agency (2 raters) — open to new entrant,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
Oxyzo Financial Services Ltd.,NBFC,CRISIL,Debentures / Bonds / notes / bills,PP-MLD A+,2026-04-01,LOW,2,NO,CRISIL | ICRA,2,Multi-agency (2 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
P T C India Financial Services Ltd.,NBFC,CRISIL,Long term Loans,A,2026-04-06,LOW,2,NO,CRISIL | ICRA,2,Multi-agency (2 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Pahal Financial Services Pvt. Ltd.,NBFC,IND-RA,Term loans,BBB-,2026-05-04,LOW,2,NO,ICRA | IND-RA,2,Multi-agency (2 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Piramal Finance Ltd.,NBFC,CARE,Debentures / Bonds / notes / bills,PP-MLD AA+,2026-04-08,LOW,2,NO,CARE | CRISIL | ICRA,3,Multi-agency (3 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Poonawalla Fincorp Ltd.,NBFC,CRISIL,Debentures / Bonds / notes / bills,AA+,2026-03-20,LOW,2,NO,CARE | CRISIL,2,Multi-agency (2 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Power Finance Corpn. Ltd.,NBFC,CARE,Debentures / Bonds / notes / bills,AAA,2026-04-01,LOW,2,NO,CARE | CRISIL | ICRA,3,Multi-agency (3 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Prachay Capital Ltd.,NBFC,CRISIL,Long term Loans,BBB-,2026-01-21,LOW,2,NO,CRISIL | Infomerics,2,Multi-agency (2 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Profectus Capital Pvt. Ltd.,NBFC,CARE,Long term Loans,A+,2026-01-13,LOW,2,NO,CARE | CRISIL | IND-RA,3,Multi-agency (3 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
S B F C Finance Ltd.,NBFC,IND-RA,Long term Loans,AA-,2026-04-16,LOW,2,NO,CARE | ICRA | IND-RA,3,Multi-agency (3 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
S I Creva Capital Services Pvt. Ltd.,NBFC,CRISIL,Long term Loans,A-,2026-02-13,LOW,2,NO,ACUITE | CRISIL | IND-RA,3,Multi-agency (3 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
S K Finance Ltd.,NBFC,IND-RA,Term loans,AA-,2026-01-30,LOW,2,NO,CARE | CRISIL | IND-RA,3,Multi-agency (3 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
S M F G India Credit Co. Ltd.,NBFC,CRISIL,Debentures / Bonds / notes / bills,PP-MLD AAA,2026-01-28,LOW,2,NO,CARE | CRISIL | ICRA,3,Multi-agency (3 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
S M F G India Home Finance Co. Ltd.,HFC,CRISIL,Long term Loans,AAA,2026-01-28,LOW,2,NO,CARE | CRISIL,2,Multi-agency (2 raters) — open to new entrant,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
S R G Housing Finance Ltd.,HFC,ACUITE,Long term Loans,A-,2026-04-07,LOW,2,NO,ACUITE | CARE,2,Multi-agency (2 raters) — open to new entrant,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
S T C I Finance Ltd.,NBFC,ICRA,Fund based financial facility/instrument,AA-,2026-03-30,LOW,2,NO,CARE | ICRA,2,Multi-agency (2 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Sammaan Capital Ltd.,NBFC,CRISIL,Debentures / Bonds / notes / bills,AA+,2026-04-09,LOW,2,NO,CARE | CRISIL,2,Multi-agency (2 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Sarala Development & Microfinance Pvt. Ltd.,MFI,ACUITE,Term loans,BB,2026-03-19,LOW,2,NO,ACUITE | CARE,2,Multi-agency (2 raters) — open to new entrant,"MFI lenders (SIDBI, NHB, NABARD) require accredited CRA rating — ACER is SEBI registered and can rate your instruments"
Satin Housing Finance Ltd.,HFC,ICRA,Fund based financial facility/instrument,A-,2026-04-13,LOW,2,NO,ICRA | Infomerics,2,Multi-agency (2 raters) — open to new entrant,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
Save Microfinance Pvt. Ltd.,MFI,CRISIL,Long term Loans,BBB,2026-03-30,LOW,2,NO,CARE | CRISIL | Infomerics,3,Multi-agency (3 raters) — open to new entrant,"MFI lenders (SIDBI, NHB, NABARD) require accredited CRA rating — ACER is SEBI registered and can rate your instruments"
Shriram Finance Ltd.,NBFC,IND-RA,Debentures / Bonds / notes / bills,PP-MLD AAA,2026-04-10,LOW,2,NO,CARE | CRISIL | IND-RA,3,Multi-agency (3 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Shubham Housing Devp. Finance Co. Ltd.,NBFC,CARE,Non-government debt,AA-/A1+,2026-04-06,LOW,2,NO,CARE | ICRA | IND-RA,3,Multi-agency (3 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Spandana Sphoorty Financial Ltd.,NBFC,ICRA,Term loans,BBB+,2026-04-24,LOW,2,NO,CARE | CRISIL | ICRA | IND-RA,4,Multi-agency (4 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Star Housing Finance Ltd.,HFC,CARE,Fund based financial facility/instrument,D,2026-02-20,LOW,2,NO,CARE | IND-RA,2,Multi-agency (2 raters) — open to new entrant,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
Sugmya Finance Pvt. Ltd.,NBFC,CRISIL,Long term Loans,BB+,2025-12-29,LOW,2,NO,CRISIL | Infomerics,2,Multi-agency (2 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Sundaram Home Finance Ltd.,HFC,ICRA,Non-government debt,AAA/A1+,2026-03-25,LOW,2,NO,CRISIL | ICRA,2,Multi-agency (2 raters) — open to new entrant,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
Svasti Microfinance Pvt. Ltd.,MFI,ACUITE,Long term Loans,BBB,2026-01-14,LOW,2,NO,ACUITE | CARE,2,Multi-agency (2 raters) — open to new entrant,"MFI lenders (SIDBI, NHB, NABARD) require accredited CRA rating — ACER is SEBI registered and can rate your instruments"
Svatantra Micro Housing Finance Corpn. Ltd.,HFC,CRISIL,Long term Loans,AA,2026-03-30,LOW,2,NO,CARE | CRISIL,2,Multi-agency (2 raters) — open to new entrant,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
T V S Credit Services Ltd.,NBFC,CRISIL,Debentures / Bonds / notes / bills,AA,2026-04-09,LOW,2,NO,CARE | CRISIL | ICRA,3,Multi-agency (3 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Tamilnadu Transport Devp. Finance Corpn. Ltd.,NBFC,CARE,Non-government debt,BBB/A3,2026-04-08,LOW,2,NO,CARE | ICRA | IND-RA,3,Multi-agency (3 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Tata Capital Ltd.,NBFC,CARE,Debentures / Bonds / notes / bills,AA+,2026-04-08,LOW,2,NO,CARE | CRISIL | ICRA | IND-RA,4,Multi-agency (4 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Tourism Finance Corpn. Of India Ltd.,NBFC,ACUITE,Term loans,A+,2025-12-22,LOW,2,NO,ACUITE | BRICKWORK | CARE,3,Multi-agency (3 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Truhome Finance Ltd.,HFC,CARE,Fund based financial facility/instrument,AA,2026-01-12,LOW,2,NO,CARE | CRISIL | IND-RA,3,Multi-agency (3 raters) — open to new entrant,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
Ugro Capital Ltd.,NBFC,CRISIL,Debentures / Bonds / notes / bills,PP-MLD A,2025-12-17,LOW,2,NO,CRISIL | IND-RA,2,Multi-agency (2 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Ummeed Housing Finance Pvt. Ltd.,HFC,ACUITE,Long term Loans,A,2026-04-06,LOW,2,NO,ACUITE | CARE,2,Multi-agency (2 raters) — open to new entrant,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
Unimoni Financial Services Ltd.,NBFC,ACUITE,Long term Loans,BBB,2026-03-06,LOW,2,NO,ACUITE | Infomerics,2,Multi-agency (2 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Varashakti Housing Finance Pvt. Ltd.,HFC,ACUITE,Long term Loans,BBB-,2026-01-08,LOW,2,NO,ACUITE | CRISIL,2,Multi-agency (2 raters) — open to new entrant,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
Vistaar Financial Services Pvt. Ltd.,NBFC,IND-RA,Term loans,A+,2025-12-26,LOW,2,NO,CARE | ICRA | IND-RA,3,Multi-agency (3 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Vivifi India Finance Pvt. Ltd.,NBFC,CRISIL,Long term Loans,BBB-,2026-01-19,LOW,2,NO,ACUITE | CRISIL,2,Multi-agency (2 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Vivriti Capital Ltd.,NBFC,CARE,Term loans,A+,2026-04-17,LOW,2,NO,CARE | CRISIL | ICRA,3,Multi-agency (3 raters) — open to new entrant,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Vridhi Finserv Home Finance Ltd.,HFC,CARE,Non-government debt,BBB+/A2,2026-03-10,LOW,2,NO,CARE | ICRA,2,Multi-agency (2 raters) — open to new entrant,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
A K Capital Finance Ltd.,NBFC,CARE,Non-government debt,AA-/A1+,2026-03-17,LOW,1,NO,CARE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Adi Chitragupta Finance Ltd.,NBFC,ACUITE,Long term Loans,BBB-,2026-01-28,LOW,1,NO,ACUITE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Agrim Housing Finance Pvt. Ltd.,HFC,CARE,Term loans,BBB-,2026-03-05,LOW,1,NO,CARE,1,Active rated company — relationship building,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
Anand Rathi Financial Services Ltd.,NBFC,CRISIL,Long term Loans,A,2026-02-18,LOW,1,NO,CRISIL,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Arman Financial Services Ltd.,NBFC,ACUITE,Long term Loans,A-,2026-04-15,LOW,1,NO,ACUITE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Avanti Finance Pvt. Ltd.,NBFC,CRISIL,Long term Loans,BBB,2025-12-16,LOW,1,NO,CRISIL,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Avendus Finance Pvt. Ltd.,NBFC,CRISIL,Debentures / Bonds / notes / bills,PP-MLD A+,2026-03-27,LOW,1,NO,CRISIL,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Bajaj Financial Securities Ltd.,NBFC,CRISIL,Long term Loans,AAA,2026-04-22,LOW,1,NO,CRISIL,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Blacksoil Capital Pvt. Ltd.,NBFC,ICRA,Non-government debt,A-/A2+,2026-01-28,LOW,1,NO,ICRA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
C S L Finance Ltd.,NBFC,ACUITE,Long term Loans,A-,2026-03-31,LOW,1,NO,ACUITE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Capital Foods Pvt. Ltd.,NBFC,ICRA,Non-government debt,AA+/A1+,2025-12-17,LOW,1,NO,ICRA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Capital Infra Trust,NBFC,ICRA,Term loans,AAA,2026-02-17,LOW,1,NO,ICRA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Capital Trust Ltd.,NBFC,CARE,Term loans,BB,2025-12-16,LOW,1,NO,CARE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Cashpor Micro Credit,MFI,ACUITE,Long term Loans,A,2026-02-25,LOW,1,NO,ACUITE,1,Active rated company — relationship building,"MFI lenders (SIDBI, NHB, NABARD) require accredited CRA rating — ACER is SEBI registered and can rate your instruments"
Caterpillar Financial Services India Pvt. Ltd.,NBFC,CRISIL,Long term Loans,AAA,2026-03-12,LOW,1,NO,CRISIL,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Ceejay Finance Ltd.,NBFC,CARE,Non-government debt,BBB-/A3,2026-02-12,LOW,1,NO,CARE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Cholamandalam Investment & Finance Co. Ltd.,NBFC,ICRA,Debentures / Bonds / notes / bills,AA+,2026-03-02,LOW,1,NO,ICRA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Coimbatore Capital Ltd.,NBFC,CARE,Bank Guarantee,A 4+,2025-12-18,LOW,1,NO,CARE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Credila Financial Services Ltd.,NBFC,CARE,Debentures / Bonds / notes / bills,AA-,2026-04-08,LOW,1,NO,CARE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Credit Wise Capital Pvt. Ltd.,NBFC,CRISIL,Long term Loans,BBB,2026-04-17,LOW,1,NO,CRISIL,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
D M I Finance Pvt. Ltd.,NBFC,ICRA,Non-government debt,AA/A1+,2026-01-15,LOW,1,NO,ICRA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
D M I Housing Finance Pvt. Ltd.,HFC,ICRA,Fund based financial facility/instrument,AA,2026-01-15,LOW,1,NO,ICRA,1,Active rated company — relationship building,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
Dar Credit & Capital Ltd.,NBFC,CARE,Term loans,BBB-,2026-01-06,LOW,1,NO,CARE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Eclear Leasing & Finance Pvt. Ltd.,NBFC,CARE,Term loans,BBB,2026-01-16,LOW,1,NO,CARE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Ecofy Finance Pvt. Ltd.,NBFC,CRISIL,Long term Loans,BBB+,2025-12-31,LOW,1,NO,CRISIL,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Electronica Finance Ltd.,NBFC,IND-RA,Term loans,A,2026-01-06,LOW,1,NO,IND-RA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Emerald Finance Ltd.,NBFC,CRISIL,Long term Loans,BBB-,2026-03-11,LOW,1,NO,CRISIL,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Equentia Financial Service Pvt. Ltd.,NBFC,IND-RA,Term loans,BBB,2026-03-27,LOW,1,NO,IND-RA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Financial Software & Systems Pvt. Ltd.,NBFC,ACUITE,Bank Guarantee,BBB,2026-04-21,LOW,1,NO,ACUITE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Finnable Credit Pvt. Ltd.,NBFC,CARE,Term loans,BBB+,2026-03-13,LOW,1,NO,CARE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Globe Capital Market Ltd.,NBFC,ICRA,Long term Loans,AA-,2026-04-20,LOW,1,NO,ICRA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Greaves Finance Ltd.,NBFC,IND-RA,Term loans,A-,2026-03-25,LOW,1,NO,IND-RA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
H S B C Investdirect Financial Services (India) Ltd.,NBFC,IND-RA,Long term Loans,AAA,2026-04-13,LOW,1,NO,IND-RA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
I B L Finance Ltd.,NBFC,ACUITE,Long term Loans,BBB-,2026-03-05,LOW,1,NO,ACUITE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
I D B I Capital Markets & Securities Ltd.,NBFC,CARE,Non-fund-based financial facility/instrument,A 1+,2026-01-06,LOW,1,NO,CARE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
I K F Home Finance Ltd.,HFC,CARE,Term loans,A+,2025-12-30,LOW,1,NO,CARE,1,Active rated company — relationship building,NHB-regulated HFCs need rated NCD/debenture for market borrowing — ACER processes faster than ICRA/CARE
I R E P Credit Capital Pvt. Ltd.,NBFC,CARE,Term loans,BBB,2026-02-04,LOW,1,NO,CARE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Iffco Kisan Finance Ltd.,NBFC,CRISIL,Long term Loans,AA-,2026-03-02,LOW,1,NO,CRISIL,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Ifl Finance Ltd.,NBFC,CRISIL,Long term Loans,BBB,2026-02-19,LOW,1,NO,CRISIL,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Infina Finance Pvt. Ltd.,NBFC,ICRA,Non-government debt,AA+/A1+,2026-03-27,LOW,1,NO,ICRA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Investec Capital Services (India) Pvt. Ltd.,NBFC,CRISIL,Bank Guarantee,AAA,2026-02-05,LOW,1,NO,CRISIL,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
J M Financial Institutional Securities Ltd.,NBFC,ICRA,Non-government debt,AA,2025-12-31,LOW,1,NO,ICRA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
J M Financial Properties & Holdings Ltd.,NBFC,ICRA,Non-government debt,AA,2025-12-31,LOW,1,NO,ICRA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
J M Financial Services Ltd.,NBFC,ICRA,Debentures / Bonds / notes / bills,PP-MLD AA,2026-02-06,LOW,1,NO,ICRA,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
J M J Fintech Ltd.,NBFC,ACUITE,Long term Loans,BB,2026-04-07,LOW,1,NO,ACUITE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
Jupiter Capital Pvt. Ltd.,NBFC,ACUITE,Term loans,BBB,2026-01-16,LOW,1,NO,ACUITE,1,Active rated company — relationship building,RBI requires SEBI-registered CRA rating for NBFC borrowings from banks/markets — ACER can issue this faster at competitive cost
