Company Name,All Instruments,Latest Instrument,Current Rater(s),Latest Rater,Rater Count,Rating,Rating Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Why Target,ACER Pitch Angle
A A A Roller Flour Mills Pvt. Ltd.,Term loans,Term loans,CARE,CARE,1,B-,Reaffirmed,2026-02-26,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
A L M Food Products Ltd.,Term loans,Term loans,BRICKWORK,BRICKWORK,1,BB-,Reaffirmed,2026-01-09,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Agri-Best India Ltd.,Fund based financial facility/instrument | Non-government debt,Fund based financial facility/instrument,CARE,CARE,1,D,Reaffirmed,2026-04-29,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Akshat Roller Flour Mills Pvt. Ltd.,Term loans,Term loans,ICRA,ICRA,1,B+,Reaffirmed,2026-01-22,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Albys Agro Pvt. Ltd.,Non-fund based working capital limit,Non-fund based working capital limit,IND-RA,IND-RA,1,D,Reaffirmed,2025-12-19,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
All Rich Dairy Pvt. Ltd.,Term loans,Term loans,CARE,CARE,1,B-,Reaffirmed,2026-02-26,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Anadi Rice Mill Pvt. Ltd.,Term loans,Term loans,BRICKWORK,BRICKWORK,1,D,Reaffirmed,2026-03-17,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Anjani Food Products Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit,Bank Guarantee,CARE,CARE,1,A 4,Reaffirmed,2026-01-27,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Anjani Roller Flour Mills Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Term loans,Bank Guarantee,CARE,CARE,1,A 4,Reaffirmed,2025-12-30,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Aqua-Tech Solutions Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument | Term loans,Bank Guarantee,BRICKWORK,BRICKWORK,1,A 4,Reaffirmed,2026-01-07,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
B Y Agro & Infra Ltd.,Term loans,Term loans,ACUITE,ACUITE,1,D,Reaffirmed,2026-01-28,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Baba Malleshwar Rice Mill Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,CARE,CARE,1,A 4,Reaffirmed,2026-04-15,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Babanraoji Shinde Sugar & Allied Inds. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,D,Reaffirmed,2026-01-30,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Badri Vishal Agro Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,B,Reaffirmed,2026-03-11,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Bajoria Agro Processing Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,D,Reaffirmed,2026-03-11,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Bajrang Agro Inds. Pvt. Ltd.,Bank Guarantee,Bank Guarantee,ACUITE,ACUITE,1,A 4,Reaffirmed,2026-02-09,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Bengani Food Products Pvt. Ltd.,Letter Of credit,Letter Of credit,BRICKWORK,BRICKWORK,1,A 4,Reaffirmed,2026-03-26,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Bhimseria Agro Pvt. Ltd.,Term loans,Term loans,IND-RA,IND-RA,1,B-,Downgraded,2026-01-16,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Bilagi Sugar Mill Ltd.,Term loans,Term loans,IND-RA,IND-RA,1,D,Reaffirmed,2026-02-27,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Bombay Super Hybrid Seeds Ltd.,Non-government debt,Non-government debt,CARE,CARE,1,BBB-/A3,Downgraded,2026-03-25,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Brisk Facilities (Sugar Division) Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,BRICKWORK,BRICKWORK,1,A 4,Reaffirmed,2026-02-19,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Chirag Agro Fins Pvt. Ltd.,Term loans,Term loans,ICRA,ICRA,1,D,Reaffirmed,2025-12-18,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
D D Agro Inds. Ltd.,Letter Of credit | Term loans,Letter Of credit,BRICKWORK,BRICKWORK,1,A 4,Reaffirmed,2026-03-09,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Dayal Seeds Pvt. Ltd.,Fund based financial facility/instrument,Fund based financial facility/instrument,CRISIL,CRISIL,1,BBB,Upgraded,2026-03-16,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Deepak Agro Pvt. Ltd.,Term loans,Term loans,BRICKWORK,BRICKWORK,1,C,Reaffirmed,2026-03-18,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Epicu Agro Products Pvt. Ltd.,Non-government debt | Term loans,Non-government debt,ICRA,ICRA,1,BB+/A4+,Downgraded,2026-04-28,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Federal Agro Industries Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,B,Downgraded,2026-03-12,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Finessac Food Ingredients & Colors Pvt. Ltd.,Letter Of credit | Term loans,Letter Of credit,CRISIL,CRISIL,1,A 4,Reaffirmed,2026-01-21,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Frumar Agri Foods Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,B,Reaffirmed,2026-01-27,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
G S Agri Exim Pvt. Ltd.,Letter Of credit,Letter Of credit,BRICKWORK,BRICKWORK,1,A 4,Reaffirmed,2026-03-17,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Godavari Edible Bran Oil Pvt. Ltd.,Term loans,Term loans,BRICKWORK,BRICKWORK,1,C,Downgraded,2026-03-12,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Gokul Sugar Inds. Ltd.,Term loans,Term loans,BRICKWORK,BRICKWORK,1,D,Reaffirmed,2026-03-18,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Govardanagiri Agro Inds. Pvt. Ltd.,Term loans,Term loans,IND-RA,IND-RA,1,D,Reaffirmed,2025-12-19,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Gujarat Agro Infrastructure Mega Food Park Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,B,Reaffirmed,2026-03-13,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
H N Agri Serve Pvt. Ltd.,Long term Loans | Term loans,Long term Loans,CRISIL,CRISIL,1,B,Downgraded,2026-04-17,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
H R M M Agro Overseas Pvt. Ltd.,Fund based financial facility/instrument,Fund based financial facility/instrument,BRICKWORK,BRICKWORK,1,BB,Reaffirmed,2026-02-23,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Habra Shree Lakshmi Narayan Rollar Flour & Dall Mill Pvt. Ltd.,Bank Guarantee,Bank Guarantee,CARE,CARE,1,A 4,Reaffirmed,2026-04-21,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Hiland Agro Products Pvt. Ltd.,Non-government debt,Non-government debt,IND-RA,IND-RA,1,B-/A4,Reaffirmed,2025-12-19,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Huldibari Industries & Plantation Co. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,CRISIL,CRISIL,1,A 4,Reaffirmed,2026-04-10,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Indratara Agro Inds. Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,BB,Withdrawn,2026-01-31,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Jagruti Sugar & Allied Inds. Ltd.,Non-government debt,Non-government debt,IND-RA,IND-RA,1,BB-/A4+,Downgraded,2026-01-12,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Jayajeya Agro Food Products Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,B,Reaffirmed,2026-01-30,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Jiya Agro Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,D,Reaffirmed,2026-04-20,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
K G S Sugar & Infra Corpn. Ltd.,Non-government debt | Term loans,Non-government debt,ICRA,ICRA,1,D,Reaffirmed,2026-04-16,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
K K R Agro Mills Pvt. Ltd.,Bank Guarantee | Non-government debt | Term loans,Bank Guarantee,CARE,CARE,1,D,Reaffirmed,2026-01-29,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Kailash Rice & General Mills Pvt. Ltd.,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument,CRISIL,CRISIL,1,B,Downgraded,2026-03-20,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Kakan Rice Mill Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,ACUITE,ACUITE,1,D,Reaffirmed,2026-04-01,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Kallam Agro Products & Oils Pvt. Ltd.,Term loans,Term loans,ICRA,ICRA,1,B+,Reaffirmed,2026-04-16,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Kamtanath Food Product Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,B,Downgraded,2026-04-24,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Karnal Milk Foods Ltd.,Bank Guarantee | Letter Of credit,Bank Guarantee,ACUITE,ACUITE,1,A 4,Reaffirmed,2026-02-03,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Krupalu Rice Inds. Pvt. Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee,CARE,CARE,1,A 4,Reaffirmed,2026-04-28,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Kurnool Seeds Pvt. Ltd.,Long term Loans | Term loans,Long term Loans,CRISIL,CRISIL,1,B,Downgraded,2026-02-26,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Lokmangal Sugar Ethenol & Co-Generation Inds. Ltd.,Term loans,Term loans,CARE,CARE,1,D,Reaffirmed,2026-02-11,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
M P Agro B R K Energy Foods Ltd.,Term loans,Term loans,ICRA,ICRA,1,D,Reaffirmed,2026-01-27,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Maa Gauri Poultry Pvt. Ltd.,Term loans,Term loans,ICRA,ICRA,1,D,Reaffirmed,2026-01-23,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Malwa Agro Foods Pvt. Ltd.,Term loans,Term loans,IND-RA,IND-RA,1,B,Downgraded,2026-01-16,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Miraj Dairy Pvt. Ltd.,Term loans,Term loans,BRICKWORK,BRICKWORK,1,D,Reaffirmed,2026-03-11,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Miryalguda Rice Inds. Pvt. Ltd.,Bank Guarantee,Bank Guarantee,CRISIL,CRISIL,1,A 4,Reaffirmed,2026-03-30,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Mr. Brown Bakery & Food Products Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,B,Downgraded,2026-03-27,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
N K Agro Exports (India) Pvt. Ltd.,Bank Guarantee | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Bank Guarantee,CARE,CARE,1,A 4,Reaffirmed,2026-04-02,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
N N Saha & Sons Agro Pvt. Ltd.,Term loans,Term loans,IND-RA,IND-RA,1,B-,Downgraded,2025-12-19,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Nagarjuna Agro Chemicals Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,B,Reaffirmed,2026-03-27,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Naraingarh Sugar Mills Ltd.,Term loans,Term loans,BRICKWORK,BRICKWORK,1,D,Reaffirmed,2026-03-13,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Narmada Sugar Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument,CRISIL,CRISIL,1,A-,Reaffirmed,2026-01-19,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Nav Jyoti Agro Foods Pvt. Ltd.,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument,CRISIL,CRISIL,1,D,Reaffirmed,2026-04-10,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Osaw Agro Inds. Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,CRISIL,CRISIL,1,A 4,Reaffirmed,2025-12-22,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
P K Agri Link Pvt. Ltd. [Merged],Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee,ACUITE,ACUITE,1,A 4+,Reaffirmed,2026-02-27,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Paithan Mega Food Park Pvt. Ltd.,Term loans,Term loans,CARE,CARE,1,B,Reaffirmed,2026-02-10,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Pashupati Roller Flour Mill Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,B,Downgraded,2025-12-22,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Pragana Danwar Food Processor Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,B-,Reaffirmed,2026-03-26,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Premier Poultry Products Pvt. Ltd.,Non-government debt,Non-government debt,IND-RA,IND-RA,1,B/A4,Downgraded,2026-01-16,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Pressana Flour Mills Pvt. Ltd.,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,ACUITE,ACUITE,1,A 4+,Reaffirmed,2026-01-29,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Punjab Basmati Rice Ltd.,Term loans,Term loans,BRICKWORK,BRICKWORK,1,D,Reaffirmed,2026-02-02,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Raigarh Food & Hotels Business Pvt. Ltd.,Bank Guarantee | Long term Loans,Bank Guarantee,ACUITE,ACUITE,1,D,Reaffirmed,2026-01-28,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Ranjani Sugar & Agri Inds. Ltd.,Term loans,Term loans,BRICKWORK,BRICKWORK,1,D,Reaffirmed,2026-01-20,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
S K A Dairy Foods India Pvt. Ltd.,Long term Loans | Short-term loan,Long term Loans,CRISIL,CRISIL,1,B,Downgraded,2026-02-27,LOW,3,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
