Company Name,All Instruments,Latest Instrument,Current Rater(s),Latest Rater,Rater Count,Rating,Rating Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Geographic Cluster,Why Target,ACER Pitch Angle
R G Spinning Mills Pvt. Ltd.,Term loans,Term loans,CARE,CARE,1,BB-,Reaffirmed,2026-04-02,LOW,3,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
R K Natural Fibre Pvt. Ltd.,Non-government debt,Non-government debt,IND-RA,IND-RA,1,B-/A4,Reaffirmed,2026-04-02,LOW,3,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Rajesh Rayon Silk Mills Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,B,Reaffirmed,2026-02-27,LOW,3,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Ratnapriya Dyeing & Printing Mills Pvt. Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee,CRISIL,CRISIL,1,A 4,Reaffirmed,2026-03-30,LOW,3,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Shakti Yarn Pvt. Ltd.,Term loans,Term loans,CARE,CARE,1,D,Reaffirmed,2026-02-16,LOW,3,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Shri Mahabir Dyeing & Prtg. Mills Pvt. Ltd.,Term loans,Term loans,IND-RA,IND-RA,1,B-,Downgraded,2026-04-02,LOW,3,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Skywin Spinning Pvt. Ltd.,Non-government debt,Non-government debt,IND-RA,IND-RA,1,B/A4,Downgraded,2026-04-02,LOW,3,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Sree Koppammal Cotton Spinning Mills Pvt. Ltd.,Short-term loan,Short-term loan,CRISIL,CRISIL,1,A 4,Reaffirmed,2026-03-31,LOW,3,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Sri Anjaneya Cotton Mills Ltd.,Term loans,Term loans,CARE,CARE,1,B-,Reaffirmed,2026-01-20,LOW,3,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Sri Nav Durga Textile Processors Pvt. Ltd.,Bank Guarantee | Long term Loans,Bank Guarantee,CRISIL,CRISIL,1,A 4,Reaffirmed,2025-12-22,LOW,3,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Subh Laxmi Cotton Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,B,Downgraded,2026-02-27,LOW,3,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Sustainable Spinning & Commodities Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,BRICKWORK,BRICKWORK,1,D,Reaffirmed,2026-03-24,LOW,3,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Telangana Fiber Grid Corpn. Ltd.,Term loans,Term loans,IND-RA,IND-RA,1,BB,Downgraded,2026-03-31,LOW,3,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Vardhman Textile Components Ltd.,Term loans,Term loans,CARE,CARE,1,B+,Downgraded,2026-04-06,LOW,3,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Venkateshwara Fibre Glass (Chennai) Pvt.  Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,BB-,Reaffirmed,2026-01-09,LOW,3,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Virat Weaving Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument | Long term Loans,Bank Guarantee,CRISIL,CRISIL,1,A 4,Downgraded,2026-03-11,LOW,3,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Vrijesh Natural Fibre & Fabrics (India) Pvt. Ltd.,Letter Of credit | Term loans,Letter Of credit,ACUITE,ACUITE,1,A 4,Reaffirmed,2026-02-06,LOW,3,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Kumar Cotton Mills Private Limited,Long Term Facilities,Long Term Facilities,Infomerics,Infomerics,1,IVR BB+ (INC)(Downgraded),,2026-01-06,LOW,3,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Shri Mahesh Co-operative Spinning Mills Limited,Long Term Bank Facilities | Proposed Long Term/ Short Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR B+ (INC) (Downgraded),,2026-02-06,LOW,3,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Vaibhav Ginning and Spinning Mill Private Limited,Long Term Facilities | Short Term Facilities,Long Term Facilities,Infomerics,Infomerics,1,IVR D (INC)(Reaffirmed),,2026-01-16,LOW,3,YES,Textiles,Other,"INC — rater relationship broken | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
