Company Name,Current Raters,Rater Count,Instrument,Rating,Last Rating Date,Days Since Rating,Urgency,INC Flag,Sector,Call Today Reason,ACER Pitch Angle
Dewas Bypass Tollway Pvt. Ltd.,ICRA,1,Term loans,BBB+,2025-06-23,357,MEDIUM,NO,Other,357 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Encee Aromatics Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,BBB,2025-06-23,357,MEDIUM,NO,Other,357 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Montecarlo Jabalpur Smart Metering Pvt. Ltd.,IND-RA,1,Bank Guarantee,A-,2025-06-23,357,MEDIUM,NO,Other,357 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
National Payments Corpn. Of India,ICRA,1,Fund based financial facility/instrument,A 1+,2025-06-23,357,MEDIUM,NO,Other,357 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Niyogin Fintech Ltd.,CRISIL,1,Long term Loans,BBB-,2025-06-23,357,MEDIUM,NO,BFSI,357 days since rating — banks demanding renewal | Sector: BFSI,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Ntt Global Data Centers Del2 Pvt. Ltd.,ICRA,1,Term loans,A+,2025-06-23,357,MEDIUM,NO,IT/Software,357 days since rating — banks demanding renewal | Sector: IT/Software,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Pallava Textiles Pvt. Ltd.,CRISIL,1,Long term Loans,AA-,2025-06-23,357,MEDIUM,NO,Other,357 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Punjab Renewable Energy Systems Pvt. Ltd.,IND-RA,1,Term loans,BB-,2025-06-23,357,MEDIUM,NO,Infrastructure,357 days since rating — banks demanding renewal | Sector: Infrastructure,Single-agency dependent — pitch ACER for diversification and negotiating leverage
S O T C Travel Ltd.,CRISIL,1,Bank Guarantee,A 1+,2025-06-23,357,MEDIUM,NO,Hotels/Tourism,357 days since rating — banks demanding renewal | Sector: Hotels/Tourism,Single-agency dependent — pitch ACER for diversification and negotiating leverage
S P L Towers Pvt. Ltd.,IND-RA,1,Term loans,A-,2025-06-23,357,MEDIUM,NO,Other,357 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Sam Turbo Industry Pvt. Ltd.,ICRA,1,Bank Guarantee,A 3+,2025-06-23,357,MEDIUM,NO,Manufacturing,357 days since rating — banks demanding renewal | Sector: Manufacturing,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Samrat Plywood Ltd.,CARE,1,Letter Of credit,A 4,2025-06-23,357,MEDIUM,NO,Other,357 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Shoft Shipyard Pvt. Ltd.,CRISIL,1,Bank Guarantee,A-,2025-06-23,357,MEDIUM,NO,Other,357 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
T C Tours Ltd.,CRISIL,1,Bank Guarantee,A 1+,2025-06-23,357,MEDIUM,NO,Other,357 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
T P F Engineering Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 4+,2025-06-23,357,MEDIUM,NO,Manufacturing,357 days since rating — banks demanding renewal | Sector: Manufacturing,Single-agency dependent — pitch ACER for diversification and negotiating leverage
V S M Weaves India Ltd.,CRISIL,1,Long term Loans,AA-,2025-06-23,357,MEDIUM,NO,Other,357 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
V S P Industries Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,AA-,2025-06-23,357,MEDIUM,NO,Manufacturing,357 days since rating — banks demanding renewal | Sector: Manufacturing,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Vishal Video & Appliances Pvt. Ltd.,CRISIL,1,Long term Loans,BBB-,2025-06-23,357,MEDIUM,NO,Other,357 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Autoline Industries Limited,Infomerics,1,Long Term Bank Facilities,IVR BBB- (Upgraded),2025-06-23,357,MEDIUM,NO,Manufacturing,357 days since rating — banks demanding renewal | Sector: Manufacturing,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Brightstar Foods India Private Limited (erstwhile Poonam Roller Flour Mills Private Limited),Infomerics,1,Long Term Bank Facilities,IVR BBB (Upgraded and Withdrawn),2025-06-23,357,MEDIUM,NO,Agro/Food,357 days since rating — banks demanding renewal | Sector: Agro/Food,Single-agency dependent — pitch ACER for diversification and negotiating leverage
C M Autosales Private Limited,Infomerics,1,Long Term Bank Facilities,IVR BB+ (Assigned),2025-06-23,357,MEDIUM,NO,Other,357 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Dristti Structural Engineering Private Limited,Infomerics,1,Long Term Fund -Based Bank Facilities,IVR BBB- (Assigned),2025-06-23,357,MEDIUM,NO,Manufacturing,357 days since rating — banks demanding renewal | Sector: Manufacturing,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Ganpati Infrastructure Development Company Limited,Infomerics,1,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-06-23,357,MEDIUM,NO,Construction,357 days since rating — banks demanding renewal | Sector: Construction,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Goodluck Capital Private Limited,Infomerics,1,Long Term Bank Facilities,IVR BB (Assigned),2025-06-23,357,MEDIUM,NO,BFSI,357 days since rating — banks demanding renewal | Sector: BFSI,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Lighting Technologies India Private Limited,Infomerics,1,Long Term Facilities,IVR BB+ (Downgraded),2025-06-23,357,MEDIUM,NO,Other,357 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Sree Siddarameshwara Agro Industries,Infomerics,1,Long Term Bank Facilities,IVR BBB- (Assigned),2025-06-23,357,MEDIUM,NO,Agro/Food,357 days since rating — banks demanding renewal | Sector: Agro/Food,Single-agency dependent — pitch ACER for diversification and negotiating leverage
The Trivandrum Specialists Hospital Private Limited,Infomerics,1,Long Term Bank Facilities,IVR BBB- (Assigned),2025-06-23,357,MEDIUM,NO,Healthcare,357 days since rating — banks demanding renewal | Sector: Healthcare,Single-agency dependent — pitch ACER for diversification and negotiating leverage
WMI Real Estate Developers LLP,Infomerics,1,Long Term Bank Facilities,IVR BBB (Reaffirmed),2025-06-23,357,MEDIUM,NO,Construction,357 days since rating — banks demanding renewal | Sector: Construction,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Supertron Electronics Pvt. Ltd.,CARE | ICRA,2,Term loans,A,2025-06-24,356,MEDIUM,NO,Other,356 days since rating — banks demanding renewal | Sector: Other,"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Baba Construction Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 2,2025-06-24,356,MEDIUM,NO,Other,356 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Bharat Bijlee Ltd.,ICRA,1,Non-government debt,AA-/A1+,2025-06-24,356,MEDIUM,NO,Other,356 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Coast To Coast Designs Ltd.,CRISIL,1,Fund based financial facility/instrument,BBB-,2025-06-24,356,MEDIUM,NO,Other,356 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Creative Textile Mills Pvt. Ltd. [Merged],CRISIL,1,Bank Guarantee,A 3+,2025-06-24,356,MEDIUM,NO,Textiles,356 days since rating — banks demanding renewal | Sector: Textiles,Single-agency dependent — pitch ACER for diversification and negotiating leverage
H N P E Knowledge Pvt. Ltd.,CARE,1,Non-government debt,B-/A4,2025-06-24,356,MEDIUM,NO,Other,356 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Imcola (Exports) Ltd.,ICRA,1,Fund based financial facility/instrument,A 4+,2025-06-24,356,MEDIUM,NO,Other,356 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
India Circuits Pvt. Ltd.,CARE,1,Fund based financial facility/instrument,BB+,2025-06-24,356,MEDIUM,NO,Other,356 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
K S Agro Services Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,BBB-,2025-06-24,356,MEDIUM,NO,Agro/Food,356 days since rating — banks demanding renewal | Sector: Agro/Food,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Lithium Urban Technologies Pvt. Ltd.,ICRA,1,Non-government debt,BBB-/A3,2025-06-24,356,MEDIUM,NO,Other,356 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
N I F Ispat Pvt. Ltd.,ACUITE,1,Bank Guarantee,A 3+,2025-06-24,356,MEDIUM,NO,Other,356 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
N T P C Renewable Energy Ltd.,IND-RA,1,Fund based financial facility/instrument,A 1+,2025-06-24,356,MEDIUM,NO,Infrastructure,356 days since rating — banks demanding renewal | Sector: Infrastructure,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Navkar Corporation Ltd.,CRISIL,1,Long term Loans,AA-,2025-06-24,356,MEDIUM,NO,Other,356 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
S E P C Power Pvt. Ltd.,IND-RA,1,Long term Loans,A-,2025-06-24,356,MEDIUM,NO,Infrastructure,356 days since rating — banks demanding renewal | Sector: Infrastructure,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Solitaire Powertech Pvt. Ltd.,CARE,1,Term loans,BB+,2025-06-24,356,MEDIUM,NO,Other,356 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Spinel Energy & Infrastructure Ltd.,IND-RA,1,Term loans,AA,2025-06-24,356,MEDIUM,NO,Construction,356 days since rating — banks demanding renewal | Sector: Construction,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Subhash Kabini Power Corpn. Ltd.,CARE,1,Term loans,C,2025-06-24,356,MEDIUM,NO,Infrastructure,356 days since rating — banks demanding renewal | Sector: Infrastructure,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Suyog Electricals Ltd.,CRISIL,1,Bank Guarantee,A 2,2025-06-24,356,MEDIUM,NO,Other,356 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Vagdevi Food Products Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,BB,2025-06-24,356,MEDIUM,NO,Agro/Food,356 days since rating — banks demanding renewal | Sector: Agro/Food,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Vashi Integrated Solutions Ltd.,ICRA,1,Non-fund-based financial facility/instrument,A,2025-06-24,356,MEDIUM,NO,Other,356 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Venus Home Appliances Pvt. Ltd.,CRISIL,1,Letter Of credit,A 4+,2025-06-24,356,MEDIUM,NO,Other,356 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Elysian Designs,Infomerics,1,Short Term - Fund Based Bank Facilities,IVR A3 (Reaffirmed),2025-06-24,356,MEDIUM,NO,Other,356 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Lion Engineering Consultants Private Limited,Infomerics,1,Long Term Bank Facilities,IVR BBB (Reaffirmed),2025-06-24,356,MEDIUM,NO,Manufacturing,356 days since rating — banks demanding renewal | Sector: Manufacturing,Single-agency dependent — pitch ACER for diversification and negotiating leverage
M&S Paving Private Limited,Infomerics,1,Long Term Bank Facilities,IVR BBB (Assigned),2025-06-24,356,MEDIUM,NO,Other,356 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Providence Textiles,Infomerics,1,Long Term Bank Facilities,IVR BBB- (Upgraded),2025-06-24,356,MEDIUM,NO,Other,356 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Purbanchal Concast Private Limited,Infomerics,1,Long Term Bank Facilities,IVR BBB- (Upgraded),2025-06-24,356,MEDIUM,NO,Other,356 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Shri Venkatesh Refineries Limited,Infomerics,1,Long Term Bank Facilities,IVR BBB (Upgraded),2025-06-24,356,MEDIUM,NO,Other,356 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Shubham Chemicals and Solvents Limited,Infomerics,1,Long Term Bank Facilities,IVR BB+ (Upgraded) (Withdrawn),2025-06-24,356,MEDIUM,NO,Other,356 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Simar Port Private Limited,Infomerics,1,Long Term Bank Facilities,Withdrawn,2025-06-24,356,MEDIUM,NO,Infrastructure,356 days since rating — banks demanding renewal | Sector: Infrastructure,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Synergy Engineers Group Private Limited,Infomerics,1,Long Term Bank Facilities,IVR BBB (Reaffirmed),2025-06-24,356,MEDIUM,NO,Other,356 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Arwade Infrastructure Ltd.,CARE | Infomerics,2,Bank Guarantee,A 4,2025-06-25,355,MEDIUM,NO,Construction,355 days since rating — banks demanding renewal | Sector: Construction,"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Victora Industries Pvt. Ltd.,CRISIL | ICRA,2,Non-fund-based financial facility/instrument,A 3+,2025-06-25,355,MEDIUM,NO,Manufacturing,355 days since rating — banks demanding renewal | Sector: Manufacturing,"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Airo Lam Ltd.,CARE,1,Non-fund-based financial facility/instrument,A 3+,2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Albert David Ltd.,CARE,1,Non-government debt,A/A1,2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Alicon Castalloy Ltd.,CRISIL,1,Term loans,A,2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Amerikan Steels Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,BBB-,2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Ananth Technologies Pvt. Ltd.,CARE,1,Non-government debt,A/A2+,2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Apeejay House Pvt. Ltd.,IND-RA,1,Term loans,BBB+,2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Apeejay Pvt. Ltd.,IND-RA,1,Term loans,BBB+,2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Basudeb Auto Ltd.,CRISIL,1,Fund based financial facility/instrument,BB,2025-06-25,355,MEDIUM,NO,Manufacturing,355 days since rating — banks demanding renewal | Sector: Manufacturing,Single-agency dependent — pitch ACER for diversification and negotiating leverage
C S J Infrastructure Pvt. Ltd.,CRISIL,1,Term loans,AAA,2025-06-25,355,MEDIUM,NO,Construction,355 days since rating — banks demanding renewal | Sector: Construction,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Dr. K M Cherian Institute Of Medical Sciences Pvt. Ltd.,CARE,1,Term loans,BBB-,2025-06-25,355,MEDIUM,NO,Education,355 days since rating — banks demanding renewal | Sector: Education,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Euthoria Developers Pvt. Ltd.,CRISIL,1,Term loans,AAA,2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
G S Pharmbutor Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 2,2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Great Eastern Shipping Co. Ltd.,CARE,1,Non-government debt,AAA/A1+,2025-06-25,355,MEDIUM,NO,Logistics,355 days since rating — banks demanding renewal | Sector: Logistics,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Gujarat Themis Biosyn Ltd.,CARE,1,Bank Guarantee,A 3+,2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Hamilton Housewares Pvt. Ltd.,CRISIL,1,Long term Loans,AA,2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Hyson Motors Pvt. Ltd.,CARE,1,Non-government debt,BB-/A4,2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
I F B Agro Inds. Ltd.,IND-RA,1,Term loans,A+,2025-06-25,355,MEDIUM,NO,Agro/Food,355 days since rating — banks demanding renewal | Sector: Agro/Food,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Jalansar Wind Energy Pvt. Ltd.,IND-RA,1,Term loans,BBB+,2025-06-25,355,MEDIUM,NO,Infrastructure,355 days since rating — banks demanding renewal | Sector: Infrastructure,Single-agency dependent — pitch ACER for diversification and negotiating leverage
K B R Infratech Ltd.,CRISIL,1,Bank Guarantee,A 2,2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Kailash Health Care Ltd.,CRISIL,1,Term loans,A,2025-06-25,355,MEDIUM,NO,Healthcare,355 days since rating — banks demanding renewal | Sector: Healthcare,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Kanakal Wind Energy Pvt. Ltd.,IND-RA,1,Term loans,BBB+,2025-06-25,355,MEDIUM,NO,Infrastructure,355 days since rating — banks demanding renewal | Sector: Infrastructure,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Kisankraft Ltd.,ACUITE,1,Long term Loans,BBB+,2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Lala Kashi Nath Seth Jewellers Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,BBB-,2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Modi-Mundipharma Pvt. Ltd.,CRISIL,1,Term loans,A-,2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Neraluru Thorapalli Roadways Pvt. Ltd.,IND-RA,1,Term loans,BBB-,2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Power Build Pvt. Ltd.,CARE,1,Non-government debt,A/A1,2025-06-25,355,MEDIUM,NO,Construction,355 days since rating — banks demanding renewal | Sector: Construction,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Rajasthan State Road Devp. & Construction Corpn. Ltd.,IND-RA,1,Term loans,A-,2025-06-25,355,MEDIUM,NO,Construction,355 days since rating — banks demanding renewal | Sector: Construction,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Rajhans Cine World Pvt. Ltd.,CRISIL,1,Term loans,B,2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Sharpwatch Investigation Security Services Pvt. Ltd.,CRISIL,1,Bank Guarantee,A 3+,2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Sterling Abrasives Ltd.,CRISIL,1,Term loans,A+,2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Synthetic Packers Ltd.,ICRA,1,Bank Guarantee,A 2,2025-06-25,355,MEDIUM,NO,Textiles,355 days since rating — banks demanding renewal | Sector: Textiles,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Thiagarajar Mills Pvt. Ltd.,CRISIL,1,Long term Loans,A,2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Updater Services Ltd.,ICRA,1,Fund based financial facility/instrument,AA-,2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Valiant Laboratories Ltd.,IND-RA,1,Non-fund based working capital limit,A 2,2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Win-Medicare Pvt. Ltd.,CRISIL,1,Term loans,A-,2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Aakshya Infra Projects Private Limited,Infomerics,1,Long-term Bank Facilities,IVR BBB (Assigned),2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Frontier Motocorp,Infomerics,1,Long-term Bank Facilities,IVR BB- (Assigned),2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Jeyenkay Petrogels Private Limited,Infomerics,1,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Neelkanth Infratech Private Limited,Infomerics,1,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-06-25,355,MEDIUM,NO,Other,355 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Sakthi Ferro Alloys (India) Pvt. Ltd.,CARE | Infomerics,2,Non-government debt,BB+/A4+,2025-06-26,354,MEDIUM,NO,Other,354 days since rating — banks demanding renewal | Sector: Other,"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Aroma Craft & Tissues Pvt. Ltd.,CRISIL,1,Long term Loans,A-,2025-06-26,354,MEDIUM,NO,Other,354 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Brakes India Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,AA+,2025-06-26,354,MEDIUM,NO,Other,354 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Dipty Lal Judge Mal Pvt. Ltd.,CRISIL,1,Letter Of credit,A 2,2025-06-26,354,MEDIUM,NO,Other,354 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Goyal Proteins Ltd.,CRISIL,1,Fund based financial facility/instrument,A-,2025-06-26,354,MEDIUM,NO,Other,354 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Goyal Vegoils Ltd.,CRISIL,1,Fund based financial facility/instrument,A-,2025-06-26,354,MEDIUM,NO,Other,354 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Gupta Machine Tools Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,A,2025-06-26,354,MEDIUM,NO,Manufacturing,354 days since rating — banks demanding renewal | Sector: Manufacturing,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Highco Engineers Pvt. Ltd.,ICRA,1,Non-government debt,BB+/A4+,2025-06-26,354,MEDIUM,NO,Other,354 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Hinduja Realty Ventures Ltd.,ACUITE,1,Term loans,A,2025-06-26,354,MEDIUM,NO,Construction,354 days since rating — banks demanding renewal | Sector: Construction,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Kailash Hospitals Ltd.,CRISIL,1,Long term Loans,A,2025-06-26,354,MEDIUM,NO,Other,354 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Krishna Defence & Allied Inds. Ltd.,CRISIL,1,Bank Guarantee,A 3+,2025-06-26,354,MEDIUM,NO,Other,354 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Makson Health Care Pvt. Ltd.,CRISIL,1,Long term Loans,BBB+,2025-06-26,354,MEDIUM,NO,Healthcare,354 days since rating — banks demanding renewal | Sector: Healthcare,Single-agency dependent — pitch ACER for diversification and negotiating leverage
N C L Industries Ltd.,CRISIL,1,Term loans,A,2025-06-26,354,MEDIUM,NO,Manufacturing,354 days since rating — banks demanding renewal | Sector: Manufacturing,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Stork Rubber Products Pvt. Ltd.,ACUITE,1,Bank Guarantee,A 3,2025-06-26,354,MEDIUM,NO,Chemicals/Pharma,354 days since rating — banks demanding renewal | Sector: Chemicals/Pharma,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Tata Power Green Energy Ltd.,IND-RA,1,Term loans,AA+,2025-06-26,354,MEDIUM,NO,Infrastructure,354 days since rating — banks demanding renewal | Sector: Infrastructure,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Z F Steering Gear (India) Ltd.,ICRA,1,Non-government debt,A+/A1+,2025-06-26,354,MEDIUM,NO,Manufacturing,354 days since rating — banks demanding renewal | Sector: Manufacturing,Single-agency dependent — pitch ACER for diversification and negotiating leverage
DJT Microfinance Private Limited,Infomerics,1,Long Term Bank Facilities,IVR BBB- (Assigned),2025-06-26,354,MEDIUM,NO,BFSI,354 days since rating — banks demanding renewal | Sector: BFSI,Single-agency dependent — pitch ACER for diversification and negotiating leverage
GTN Enterprises Limited,Infomerics,1,Long term Bank Facilities,IVR BBB (Upgraded),2025-06-26,354,MEDIUM,NO,Other,354 days since rating — banks demanding renewal | Sector: Other,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Sri Ganesh Sponge Iron Private Limited,Infomerics,1,Long Term Bank Facilities,IVR BBB (CE)(Reaffirmed),2025-06-26,354,MEDIUM,NO,Steel/Metals,354 days since rating — banks demanding renewal | Sector: Steel/Metals,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Navair International Pvt. Ltd.,CARE | CRISIL,2,Non-government debt,BBB/A3+,2025-06-27,353,MEDIUM,NO,Other,353 days since rating — banks demanding renewal | Sector: Other,"Multi-agency experience — pitch ACER as faster, cheaper alternative"
