Company_Name,Instrument_Type,Current_Rater,Rating,Rating_Date,Urgency,Is_INC,Tier,Sector,State,Why_Target,ACER_Pitch_Angle,Source
Apollo Green Energy Ltd.,Letter Of credit,CRISIL,D,22-09-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Aqua Terra Coke & Energy Ltd.,Short-term loan,ICRA,D,15-09-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Arya Energy Ltd.,Term loans,CRISIL,B+,18-08-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Atria Power Corpn. Pvt. Ltd.,Term loans,CRISIL,B+,11-07-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Atria Wind (Kadambur) Pvt. Ltd.,Term loans,IND-RA,BB+,24-11-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Axis Energy Ventures India Pvt. Ltd.,Non-government debt,CARE,BBB+/A2,04-11-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
B C Power Controls Ltd.,Letter Of credit,CRISIL,A 4,29-08-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
B L G Electronics Ltd.,Letter Of credit,BRICKWORK,A 4,11-11-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Baitarani Power Project Pvt. Ltd.,Term loans,IND-RA,B,25-06-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Bangalore Electricity Supply Co. Ltd.,Term loans,CARE,BB+,20-10-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Benco Thermal Technologies Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,11-08-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Bhadrashree Steel & Power Ltd.,Non-government debt,BRICKWORK,B,25-06-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Bharat Bio Gas Energy Ltd.,Term loans,ACUITE,D,26-08-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Bidar Solar Power Pvt. Ltd.,Term loans,CARE,D,26-09-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Binjusaria Sponge & Power Pvt. Ltd.,Long term Loans,CRISIL,B,16-07-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Braco Electricals (India) Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,22-08-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Cape Electric Pvt. Ltd.,Long term Loans,CRISIL,B,17-10-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Cauvery Powergeneration Chennai Pvt. Ltd.,Letter Of credit,CRISIL,D,18-07-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Cem Electromech Pvt. Ltd.,Term loans,CRISIL,D,16-07-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Chheda Electricals & Electronics Pvt. Ltd.,Term loans,ICRA,B+,28-08-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Core Energy Systems Ltd.,Letter Of credit,CRISIL,A 4,30-06-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Daga Power System Engg. Pvt. Ltd.,Letter Of credit,CRISIL,A 4,18-07-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Danu Wind Parks Pvt. Ltd.,Term loans,IND-RA,D,25-06-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Deepa Solar Systems Pvt. Ltd.,Letter Of credit,BRICKWORK,D,17-12-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Devanshi Powers Ltd.,Long term Loans,CRISIL,D,17-07-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Diamond Power Infrastructure Ltd.,Term loans,BRICKWORK,D,14-07-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Distribution Logistics Infrastructure Pvt. Ltd.,Bank Guarantee,CARE,D,30-10-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Dynamech Electropower Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,BBB-,23-09-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Dynamic Transmission Ltd.,Term loans,ICRA,B+,28-10-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
E M I Transmission Ltd.,Fund based financial facility/instrument,BRICKWORK,D,16-10-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Eldyne Electro-Systems Pvt. Ltd.,Term loans,CARE,BB,05-11-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Electronic Enterprises (India) Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,10-09-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Engenrin Hydro Power Ltd.,Term loans,BRICKWORK,D,03-12-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Eon Electric Ltd.,Short-term loan,CRISIL,D,12-12-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Esco Couplings & Transmissions Pvt. Ltd.,Non-government debt,IND-RA,BB-/A4+,21-08-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Fides Distribution Pvt. Ltd.,Non-government debt,CARE,B-/A4,18-11-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Galaxy Transmissions Pvt. Ltd.,Non-fund-based financial facility/instrument,BRICKWORK,A 4,19-09-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Gencor Pacific Auto Engg. Pvt. Ltd.,Letter Of credit,CRISIL,A 4+,16-10-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Global Energy Pvt. Ltd.,Bank Guarantee,CARE,D,30-07-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Global Infonet Distribution Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,10-12-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Goldstar Power Ltd.,Letter Of credit,CRISIL,A 4,21-11-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Goyal Energy & Steel Pvt. Ltd.,Term loans,CRISIL,D,10-12-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Green Power Sugars Ltd.,Short-term loan,CRISIL,A 4,13-11-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Greenergy Wind Corpn. Pvt. Ltd.,Term loans,CARE,BB-,07-10-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Greensol Renewable Power Pvt. Ltd.,Term loans,CRISIL,B,17-10-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Hi-Tech Air Power Pvt. Ltd.,Letter Of credit,CRISIL,A 4,30-09-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Hitrac Manpower Services Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B+,10-12-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
I L & F S Solar Power Ltd.,Term loans,ICRA,D,16-10-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
I L & F S Wind Energy Ltd.,Debentures / Bonds / notes / bills,ICRA,D,14-07-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
I M P Powers Ltd.,Term loans,CARE,D,03-11-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Indian Cane Power Ltd.,Non-fund based working capital limit,IND-RA,A 4+,02-09-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Indo Sponge Power & Steel Ltd.,Term loans,IND-RA,D,11-09-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Integrated Electric Co. Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,28-07-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Intelux Electronics Pvt. Ltd.,Long term Loans,CRISIL,B,12-09-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Inter Solar Systems Pvt. Ltd.,Long term Loans,CRISIL,BB-,23-10-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Jayashree Electromech Pvt. Ltd.,Letter Of credit,CRISIL,A 4,25-09-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
John Energy Ltd.,Non-government debt,IND-RA,D,21-08-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
K J S L Coal & Power Pvt. Ltd.,Long term Loans,CRISIL,B,25-11-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
K R K Power Pvt. Ltd.,Letter Of credit,CARE,A 4,29-09-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
K S A Powerinfra Pvt. Ltd.,Non-government debt,IND-RA,D,24-11-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
K S Infra Transmission Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,D,17-07-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
K-Three Electronics Pvt. Ltd.,Term loans,CARE,B-,22-09-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Kanoria Energy & Infrastructure Ltd.,Fund based financial facility/instrument,BRICKWORK,BB,24-07-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Kapco Electric Pvt. Ltd.,Non-government debt,CARE,C/A4,16-09-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Karnataka Power Corpn. Ltd.,Term loans,CARE,BB+,18-08-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Khaitan Winding Wire Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,B+,29-09-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Krishna Hydrocarbons Pvt. Ltd.,Fund based financial facility/instrument,CARE,B-,25-09-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Kruti Power Projects Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,11-11-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Lampex Electronics Ltd.,Non-fund-based financial facility/instrument,ICRA,D,26-08-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Lanco Solar Energy Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,D,30-10-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Lanco Solar Pvt. Ltd.,Term loans,ICRA,D,30-10-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Lotus Powergear Pvt. Ltd.,Long term Loans,CRISIL,D,20-10-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Maktel Power Ltd.,Non-government debt,IND-RA,D,11-09-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Mangal Electrical Inds. Ltd.,Term loans,BRICKWORK,BB,18-08-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Mangalore Electricity Supply Co. Ltd.,Short-term loan,ICRA,A 4+,25-08-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Manu Electricals Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,11-07-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Marelli U M Electronic Systems Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,20-11-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Matrix Wind Energy Pvt. Ltd.,Term loans,CRISIL,BB+,26-11-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Modern Solar Pvt. Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 4,19-06-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Mohan Energy Corpn. Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,22-08-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Morries Energy Ltd.,Term loans,BRICKWORK,B+,16-12-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Mpower Infratech (India) Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4+,18-07-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Mytrah Advaith Power Pvt. Ltd.,Term loans,ICRA,A+,11-11-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
N K Power & Infrastructure Pvt. Ltd.,Letter Of credit,CRISIL,A 4+,24-11-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
N Y Green Energy Pvt. Ltd.,Long term Loans,CRISIL,B,29-08-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Nandi Powertronics Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,19-08-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Narayan Powertech Pvt. Ltd.,Short-term loan,CRISIL,A 4,08-10-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Neccon Power & Infra Ltd.,Letter Of credit,BRICKWORK,D,20-06-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Neo Power Electronics & Projects Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,30-07-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Newenergie Renewables Ltd.,Bank Guarantee,CRISIL,A 4,24-11-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Newtech Power Inds. Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB-,21-11-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Nexus Electro Steel Ltd.,Bank Guarantee,CRISIL,D,18-07-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Northern Power Erectors Ltd.,Bank Guarantee,CRISIL,A 4,26-09-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Novus Green Energy Systems Ltd.,Term loans,ACUITE,D,04-11-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Om Agroenergy Pvt. Ltd.,Long term Loans,CRISIL,B+,28-08-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Omicron Power Engineers Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,26-06-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
P M E A Solar Tech Solutions Ltd.,Bank Guarantee,CRISIL,A 2+,10-10-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Patanjali Renewable Energy Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 3+,17-10-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Photon Energy Systems Pvt. Ltd.,Term loans,CRISIL,D,23-09-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Piscesia Power Transmission Pvt. Ltd.,Bank Guarantee,ACUITE,D,17-09-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Poggenamp Nagarsheth Powertronics Pvt. Ltd.,Term loans,IND-RA,D,21-08-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Power & Instrumentation (Gujarat) Ltd.,Non-fund based working capital limit,IND-RA,A 4,18-07-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Power Chem Plast Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 4,11-08-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Power Company Of Karnataka Ltd.,Term loans,CARE,A,27-11-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
Power Mech Infra Pvt. Ltd.,Fund based financial facility/instrument,ICRA,B+,25-06-2025,MEDIUM,True,HOT,Energy / Power / Renewables,Unknown,Rating approaching renewal (INC).  losing grip — ACER can step in now.,INC — dissatisfied with current rater. ACER offers clean-slate rating.,D365
