Rank,Company_Name,Sector,Instrument,Current_Rater,Rating,Rating_Date,Urgency,INC_Flag,Tier,Why_Target,ACER_Pitch_Angle
1676,J B M Auto Ltd.,Manufacturing,Term loans,CRISIL,A,07-05-2025,HIGH,NO,HOT,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
1677,JD Cables Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"June 9, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1678,JKPL Utility Packaging Solutions Private Limited (Erstwhile Manipal Utility Packaging Solutions Private Limited),Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB+ (Upgraded and Withdrawn),"December 23, 2024",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1679,JPB Chemical Industries Private Limited,Manufacturing,Long Term Fund Based Facility - Cash Credit,Infomerics,Withdrawn,"May 30, 2022",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1680,JTL Industries Limited (Erstwhile JTL Infra Limited),Manufacturing,Long Term Bank Facilities,Infomerics,IVR A,"April 24, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1681,Jabalpur Cement Industries Private Limited,Manufacturing,Long Term Bank Facilities (including proposed term loan of Rs. 18.85 crore and proposed cash credit limit of Rs. 42.50 crore),Infomerics,IVR BB (Assigned),"December 20, 2024",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1682,Jagatjit Industries Ltd.,Manufacturing,Long term Loans,ACUITE,BB-,28-05-2025,HIGH,NO,HOT,"ACUITE client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ACUITE: faster, more accessible, India-focused analyst team"
1683,Jagdhatri Papers Pvt. Ltd.,Manufacturing,Long term Loans,CRISIL,BB+,28-05-2025,HIGH,NO,HOT,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
1684,Jagmohan Automotives Pvt. Ltd.,Manufacturing,Fund based financial facility/instrument,CRISIL,A 3+,03-06-2025,HIGH,NO,HOT,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
1685,Jain Engineering Works (India) Private Limited (Erstwhile Jain Engineering Works),Manufacturing,Long Term Bank Facilities,Infomerics,IVR C (Downgraded),"March 20, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1686,Jay Jagdamba Forgings Private Limited,Manufacturing,Long term fund-based Bank facility - CC,Infomerics,IVR BBB+ (Reaffirmed) (Withdrawn),"February 14, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1687,Jindal Textile Industries Limited,Manufacturing,Long Term Bank Facility,Infomerics,IVR BB+ (Assigned),"March 4, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1688,Joshi Auto Zone Pvt. Ltd.,Manufacturing,Term loans,CRISIL,BB+,30-05-2025,HIGH,NO,HOT,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
1689,Juliet Apparels Pvt. Ltd.,Manufacturing,Long term Loans,CRISIL,D,19-05-2025,HIGH,NO,HOT,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
1690,Kaveri Engineering Projects Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB+ (Assigned),"May 29, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1691,Keshav Cotton Industries,Manufacturing,Long Term Facilities,Infomerics,IVR B (Assigned),"February 3, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1692,Kesho Ram Industries,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),"December 10, 2024",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1693,Kun Auto Co. Pvt. Ltd.,Manufacturing,Fund based financial facility/instrument,CRISIL,BBB+,27-05-2025,HIGH,NO,HOT,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
1694,Leade Liquor Manufacturing Private Limited,Manufacturing,Long Term Bank Facility,Infomerics,IVR BBB- (Upgraded),"November 29, 2024",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1695,Lloyds Engineering Corporation Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),"March 20, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1696,Lords Mark Industries Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB+ (Upgraded),"May 20, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1697,M E W Electricals Ltd.,Manufacturing,Long term Loans,CRISIL,BBB-,30-05-2025,HIGH,NO,HOT,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
1698,MI Industries India Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,Withdrawn,"October 30, 2024",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1699,MITCON Consultancy and Engineering Services Limited,Manufacturing,Long term Bank Facilities - CC/BG,Infomerics,IVR BB+ (Re-affirmed & Withdrawn),"May 1, 2024",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1700,MPCL Industries Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB+ (Reaffirmed and Withdrawn),"February 7, 2023",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1701,Maiden Forgings Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB (Reaffirmed and Withdrawn),"April 29, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1702,Maihar Cement Pipe Industries,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB- (Assigned),"March 19, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1703,Malnad Alloy Castings Private Limited,Manufacturing,Long Term Facilities,Infomerics,IVR BBB- (Assigned),"May 30, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1704,Manaksia Industries - Commercial Paper,Manufacturing,Commercial Paper,Infomerics,IVR A2+ (Withdrawn),"February 19, 2018",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1705,Manaksia Industries - Corporate Governance,Manufacturing,Corporate Governance Rating,Infomerics,IVR CGR 3+ (Withdrawn),"February 21, 2018",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1706,Mantra Industries Limited,Manufacturing,Long Term Facilities,Infomerics,IVR BBB- (Assigned),"December 27, 2024",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1707,Marelli Motherson Automotive Lighting India Pvt. Ltd.,Manufacturing,Non-fund based working capital limit,IND-RA,A 1+,04-06-2025,HIGH,NO,HOT,"IND-RA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs IND-RA: faster, more accessible, India-focused analyst team"
1708,Matsyodari Steel And Alloy Private Limited,Manufacturing,Long Term Bank Facilities - Term Loans,Infomerics,IVR BBB- (Reaffirmed & Withdrawn),"October 3, 2024",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1709,Maurya Motors Pvt. Ltd.,Manufacturing,Fund based financial facility/instrument,CRISIL,BB-,29-05-2025,HIGH,NO,HOT,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
1710,Maxop Engineering Co. Pvt. Ltd.,Manufacturing,Term loans,ICRA,A+,12-05-2025,HIGH,NO,HOT,"ICRA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ICRA: faster, more accessible, India-focused analyst team"
1711,Mehru Electrical & Mechanical Engineers Pvt. Ltd.,Manufacturing,Bank Guarantee,CRISIL,A 2,04-06-2025,HIGH,NO,HOT,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
1712,Metal Engineering and Treatment Company Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),"April 30, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1713,Metallic Ferro Alloys LLP,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB (Reaffirmed),"May 30, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1714,Mindspace Industries Private Limited (erstwhile Simplex Coke and Refractory Private Limited),Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB- (Upgraded),"March 6, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1715,Mittal Pigments Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR A (Upgraded),"January 27, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1716,Mojj Engineering Systems Ltd.,Manufacturing,Non-fund based working capital limit,IND-RA,A 3+,28-05-2025,HIGH,NO,HOT,"IND-RA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs IND-RA: faster, more accessible, India-focused analyst team"
1717,Mutual Automotive Pvt. Ltd.,Manufacturing,Term loans,CRISIL,A-,06-05-2025,HIGH,NO,HOT,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
1718,Mutual Industries Ltd.,Manufacturing,Term loans,CRISIL,BB+,09-06-2025,HIGH,NO,HOT,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
1719,Mychoicee Knit & Apparels Pvt. Ltd.,Manufacturing,Bank Guarantee,BRICKWORK,A 4,16-05-2025,HIGH,NO,HOT,"BRICKWORK client, high urgency renewal approaching","Pre-renewal outreach — ACER vs BRICKWORK: faster, more accessible, India-focused analyst team"
1720,Nagata Auto Engineering India Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"March 26, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1721,Naini Papers Ltd.,Manufacturing,Long term Loans,CRISIL,A-,06-05-2025,HIGH,NO,HOT,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
1722,Nakoda Steelmet Engineering Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),"March 28, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1723,Nexo Industries Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"May 20, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1724,Omax Autos Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB- (Reaffirmed & Withdrawn),"January 18, 2024",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1725,Omnitech Engineering Limited (OEL),Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB+ (Reaffirmed),"April 4, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1726,Oplus Casting Private Limited,Manufacturing,Long-Term Bank Facility -Term Loan (Proposed),Infomerics,Provisional IVR BBB- (CE)  (Withdrawn),"October 20, 2020",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1727,Ornet Transformers Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB (Upgraded),"May 26, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1728,PCI Infraprojects Private Limited formerly known as PCI Wires Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB (Upgraded),"December 26, 2024",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1729,PTC Industries Limited,Manufacturing,Long Term fund-based Bank Facilities - Term Loans,Infomerics,IVR BBB (Downgraded) (Withdrawn),"September 16, 2024",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1730,Pai International Electronics Ltd.,Manufacturing,Non-government debt,ICRA,BBB/A3+,30-05-2025,HIGH,NO,HOT,"ICRA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ICRA: faster, more accessible, India-focused analyst team"
1731,Paswara Papers Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB (Upgraded and Withdrawn),"March 31, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1732,Patel Agri Industries Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB+ (Upgraded),"May 20, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1733,Patel Engineering Limited,Manufacturing,Optionally Convertibles Debentures (OCD),Infomerics,IVR A- (Reaffirmed),"June 6, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1734,Piccadily Agro Industries Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR A- (Upgraded),"February 25, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1735,Pilania Industries India Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB+ (Reaffirmed & Withdrawn),"June 14, 2024",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1736,Polyset Plastics Pvt. Ltd.,Manufacturing,Short-term loan,CRISIL,A 3+,09-06-2025,HIGH,NO,HOT,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
1737,Poshs Metal Industries Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"April 3, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1738,Pragati Glass & Industries Private Limited,Manufacturing,Long Term Fund Based Facilities,Infomerics,IVR BBB (Upgraded),"June 9, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1739,Presstonic Engineering Ltd.,Manufacturing,Bank Guarantee,CARE,BB,10-06-2025,HIGH,NO,HOT,"CARE client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CARE: faster, more accessible, India-focused analyst team"
1740,Professional Automotives Private Limited,Manufacturing,Long Term Facilities,Infomerics,IVR BBB- (Assigned),"January 31, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1741,Pudumjee Paper Products Ltd.,Manufacturing,Term loans,CRISIL,A,06-06-2025,HIGH,NO,HOT,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
1742,Purulia Metal Casting Pvt. Ltd.,Manufacturing,Term loans,ACUITE,D,10-06-2025,HIGH,NO,HOT,"ACUITE client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ACUITE: faster, more accessible, India-focused analyst team"
1743,Purulia Metal Castings Private Limited,Manufacturing,Long Term Bank Facility,Infomerics,Withdrawn,"June 9, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1744,R. R. Industrial Corporation (I) Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"February 20, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1745,RNV Industries Private Limited,Manufacturing,Long Term/Short Term Bank Facilities,Infomerics,IVR BBB-/IVR A3; (Reaffirmed),"May 27, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1746,Radiance Alloy & Electricals Private Limited,Manufacturing,Long Term Facilities,Infomerics,IVR BB (Assigned),"March 31, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1747,Rahul Cables Private Limited,Manufacturing,Long Term Facilities,Infomerics,IVR BBB (Upgraded),"January 1, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1748,Raj Process Equipments & Systems Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,,"March 15, 2024",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1749,Raja Industries,Manufacturing,Long Term Facilities,Infomerics,IVR BBB (Reaffirmed),"December 23, 2024",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1750,Rajam Food Industries,Manufacturing,Long Term Facilities,Infomerics,IVR BB- (Reaffirmed),"April 25, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1751,Rajratan Global Wire Ltd.,Manufacturing,Term loans,CRISIL,A+,09-05-2025,HIGH,NO,HOT,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
1752,Rama Industries Limited (RIL),Manufacturing,Long Term Facilities,Infomerics,Withdrawn,"March 5, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1753,Ramani Motors Pvt. Ltd.,Manufacturing,Non-government debt,CARE,BB-/A4,09-06-2025,HIGH,NO,HOT,"CARE client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CARE: faster, more accessible, India-focused analyst team"
1754,Ramest Ceramic LLP,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"December 30, 2024",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1755,Ranga Particle Board Industries Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"March 27, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1756,Rathna Packaging India Pvt. Ltd.,Manufacturing,Term loans,ICRA,BBB,13-06-2025,HIGH,NO,HOT,"ICRA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ICRA: faster, more accessible, India-focused analyst team"
1757,Ratnaveer Precision Engineering Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB+ (Reaffirmed),"March 17, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1758,Ratusaria Industries Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"May 8, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1759,Rayalaseema Industries India Private Limited,Manufacturing,Long Term Bank Facility - Cash Credit,Infomerics,IVR BBB- (Upgraded),"January 29, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1760,Real Dairy Industries Private Limited,Manufacturing,Long Term Bank Facilities - Term Loan,Infomerics,IVR BBB- (Assigned),"May 29, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1761,Reliable Autotech Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB+ (Reaffirmed),"January 10, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1762,Reliable Industries,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB (Reaffirmed),"February 14, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1763,Rivaansh Packaging Solutions Pvt. Ltd.,Manufacturing,Letter Of credit,ACUITE,A 3+,04-06-2025,HIGH,NO,HOT,"ACUITE client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ACUITE: faster, more accessible, India-focused analyst team"
1764,Rockwell Automation India Pvt. Ltd.,Manufacturing,Fund based financial facility/instrument,CRISIL,AAA,29-05-2025,HIGH,NO,HOT,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
1765,Roto Pumps Limited,Manufacturing,Long Term Bank Facilities,Infomerics,Withdrawn,"June 12, 2023",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1766,S S F Plastics India Ltd.,Manufacturing,Term loans,CRISIL,A,12-05-2025,HIGH,NO,HOT,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
1767,S.S. Fabricators & Manufacturers Private Limited,Manufacturing,Long Term Facilities,Infomerics,IVR BBB+ (Upgraded),"April 9, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1768,SAB Motors Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR B (Assigned),"May 9, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1769,SNB Metal and Alloys,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),"March 28, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1770,SUFALAM INDUSTRIES LIMITED,Manufacturing,Long Term Facilities,Infomerics,IVR BBB- (Assigned),"April 1, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1771,Sadhu Forging Ltd.,Manufacturing,Non-government debt,ICRA,BBB-/A3,29-05-2025,HIGH,NO,HOT,"ICRA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs ICRA: faster, more accessible, India-focused analyst team"
1772,Sagar Industries,Manufacturing,Long Term Fund Based Bank Facilities,Infomerics,IVR BB (Assigned),"April 24, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1773,Sagar Motors,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),"February 14, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1774,Sahyadri Motors Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),"January 8, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1775,Sakthi Ferro Alloys (India) Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB (Reaffirmed and Withdrawn),"March 17, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1776,Samaro Global Industries Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB (Upgraded),"May 27, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1777,Sandeep Auto Lines,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"April 3, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1778,Sanghi Industries Ltd. [Merged],Manufacturing,Term loans,IND-RA,AA,12-06-2025,HIGH,NO,HOT,"IND-RA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs IND-RA: faster, more accessible, India-focused analyst team"
1779,Santpuria Alloys Private Limited,Manufacturing,Long Term Facilities,Infomerics,IVR BBB+ (Upgraded and Withdrawn),"May 14, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1780,Sanvijay Rolling and Engineering Limited,Manufacturing,Long Term Facilities,Infomerics,IVR A- (Reaffirmed),"February 19, 2025",HIGH,NO,HOT,"Infomerics client, high urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
1781,Sanvira Industries Ltd.,Manufacturing,Term loans,CRISIL,AA-,27-05-2025,HIGH,NO,HOT,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
1782,Sanyo Special Steel Manufacturing India Pvt. Ltd.,Manufacturing,Fund based financial facility/instrument,IND-RA,A-,13-05-2025,HIGH,NO,HOT,"IND-RA client, high urgency renewal approaching","Pre-renewal outreach — ACER vs IND-RA: faster, more accessible, India-focused analyst team"
1783,Sardar Motors (Auto Wheels) Pvt. Ltd.,Manufacturing,Bank Guarantee,CRISIL,A 4+,13-05-2025,HIGH,NO,HOT,"CRISIL client, high urgency renewal approaching","Pre-renewal outreach — ACER vs CRISIL: faster, more accessible, India-focused analyst team"
