Rank,Company_Name,Sector,Instrument,Current_Rater,Rating,Rating_Date,Urgency,INC_Flag,Tier,Why_Target,ACER_Pitch_Angle
253,Uni Medicolabs,Healthcare,Long Term Facilities,Infomerics,IVR B+ (INC)(Downgraded),2025-03-25,HIGH,YES,ULTRA HOT,"INC — mandate lapsed, decision imminent; Overdue 446d — overdue for renewal",ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.
254,United Ciigma Institute of Medical Sciences Private Limited,Healthcare,Long Term Facilities,Infomerics,IVR BB- (INC)(Downgraded),2025-02-21,HIGH,YES,ULTRA HOT,"INC — mandate lapsed, decision imminent; Overdue 478d — overdue for renewal",ACER can step in as new rater with quick onboarding. Pharmaceutical/diagnostic companies need reliable rater for bank credit lines.
255,Valentis Cancer Care Hospital Private Limited,Healthcare,Long Term Bank Facilities,Infomerics,IVR B (INC)(Downgraded),2025-05-09,HIGH,YES,ULTRA HOT,"INC — mandate lapsed, decision imminent; Overdue 401d — overdue for renewal",ACER can step in as new rater with quick onboarding. Healthcare facilities rely on WC limits; Infomerics INC = frozen credit.
256,Vital Healthcare Pvt. Ltd.,Healthcare,Bank Guarantee,CRISIL,A 4,2025-05-27,HIGH,YES,ULTRA HOT,"INC — not cooperating with rater, mandate open; Overdue 383d — call now",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.
257,Aara Jungle Resortes Private Limited,Hotels/Tourism,Long Term Facility - Fund Based - Term Loan,Infomerics,IVR BB (INC) (Downgraded),2025-03-24,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
258,Adwalpalkar Construction and Resort Private Limited,Hotels/Tourism,Long Term Bank Facilities,Infomerics,IVR BB- (INC)(Downgraded),2025-04-15,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
259,Aria Hotels and Consultancy Services Private Limited,Hotels/Tourism,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),2025-03-28,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
260,Eros Grand Resorts & Hotels Pvt. Ltd.,Hotels/Tourism,Bank Guarantee,CARE,A 4,2025-06-10,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
261,Hotel Tara Palace,Hotels/Tourism,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),2025-03-31,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
262,Ireo Hospitality Co. Pvt. Ltd.,Hotels/Tourism,Non-fund-based financial facility/instrument,ICRA,D,2025-05-14,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
263,JAM Hotels and Resorts Private Limited,Hotels/Tourism,Long term Bank Facilities - Proposed,Infomerics,IVR BB (INC)(Reaffirmed & Withdrawn),2021-10-28,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
264,Greenvision Technologies Pvt. Ltd.,IT/Software,Letter Of credit,BRICKWORK,A 4,2025-05-26,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
265,A G Conveying Systems Pvt. Ltd.,IT/Software,Bank Guarantee,CRISIL,D,2025-05-21,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
266,Advance Metering Technology Ltd.,IT/Software,Non-government debt,CARE,C/A4,2025-06-03,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
267,Alaska Fabtech Pvt. Ltd.,IT/Software,Term loans,CRISIL,D,2025-05-21,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
268,Ascent E Digit Solutions Private Limited,IT/Software,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),2025-04-18,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
269,Aurionpro Toshi Automatic Systems Pvt. Ltd.,IT/Software,Bank Guarantee,BRICKWORK,A 4,2025-05-23,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
270,C S M Technologies Ltd.,IT/Software,Bank Guarantee,CRISIL,A 4+,2025-05-30,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
271,Diligent S C M Solutions Pvt. Ltd.,IT/Software,Long term Loans,CRISIL,BB,2025-05-23,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
272,Healthfore Technologies Ltd.,IT/Software,Term loans,CARE,D,2025-05-20,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
273,Jitendra New EV Tech Private Limited,IT/Software,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),2025-03-22,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
274,Koenig Solutions Pvt. Ltd.,IT/Software,Long term Loans,CRISIL,B,2025-05-29,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
275,Kommineni Infotech Pvt. Ltd.,IT/Software,Bank Guarantee,CARE,D,2025-05-20,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
276,M R Proview Real Tech Pvt. Ltd.,IT/Software,Bank Guarantee,BRICKWORK,D,2025-06-12,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
277,MVR Technology,IT/Software,Long Term Facilities,Infomerics,IVR B (INC)(Downgraded),2025-03-17,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
278,Mother Earth Environ Tech Private Limited,IT/Software,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),2025-05-20,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
279,Mylab Discovery Solutions Pvt. Ltd.,IT/Software,Term loans,CARE,BB-,2025-05-14,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
280,Noida Software Technology Park Ltd.,IT/Software,Bank Guarantee,BRICKWORK,D,2025-05-15,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
281,Pan India Network Ltd.,IT/Software,Bank Guarantee,BRICKWORK,D,2025-05-13,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
282,Peethambra Granites Pvt. Ltd.,IT/Software,Term loans,CRISIL,B,2025-05-29,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
283,Proarch I T Solutions Pvt. Ltd.,IT/Software,Long term Loans,CRISIL,B+,2025-06-13,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
284,Robbins Tunneling & Trenchless Technology (India) Pvt. Ltd.,IT/Software,Bank Guarantee,BRICKWORK,A 4,2025-06-02,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
285,Shalaka Infra-Tech (India) Pvt. Ltd.,IT/Software,Bank Guarantee,BRICKWORK,D,2025-06-09,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
286,Supertech Ltd.,IT/Software,Term loans,BRICKWORK,D,2025-05-16,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
287,Tech-Force Composites Pvt. Ltd.,IT/Software,Letter Of credit,CRISIL,B,2025-06-11,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
288,Teleecare Network India Pvt. Ltd.,IT/Software,Bank Guarantee,CARE,C,2025-06-05,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
289,Terracis Technologies Ltd.,IT/Software,Bank Guarantee,CARE,D,2025-05-22,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
290,Vaishnavi Ferro Tech Pvt. Ltd.,IT/Software,Long term Loans,CRISIL,B,2025-05-29,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
291,Venky Hi-Tech Ispat Ltd.,IT/Software,Non-fund-based financial facility/instrument,ICRA,D,2025-05-16,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
292,Venta Realtech Pvt. Ltd. [Merged],IT/Software,Term loans,CARE,D,2025-05-12,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
293,Vijas Digital (India) Pvt. Ltd.,IT/Software,Bank Guarantee,CRISIL,A 4,2025-05-27,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
294,Abhilasha Jewellers Pvt. Ltd.,Jewellery/Gems,Bank Guarantee,ACUITE,A 4,2025-06-11,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
295,Arjav Diamonds (India) Pvt. Ltd.,Jewellery/Gems,Long term Loans,ACUITE,C,2025-06-10,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
296,Blue Star Diamonds Pvt. Ltd.,Jewellery/Gems,Long term Loans,ACUITE,C,2025-06-10,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
297,Ciemme Jewels Ltd.,Jewellery/Gems,Non-fund-based financial facility/instrument,ICRA,D,2025-05-14,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
298,Khandelwal Jewellers (Akola) Pvt Ltd,Jewellery/Gems,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Reaffirmed and Withdrawn),2022-04-06,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
299,Laxmi Dia Jewels Private Limited,Jewellery/Gems,Long Term Bank Facilities,Infomerics,IVR BB- (INC)(Downgraded),2025-01-02,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
300,Musaddilal Jewellers Private Limited,Jewellery/Gems,Long Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed),2025-05-09,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
301,Nikkamal Jewels Pvt. Ltd.,Jewellery/Gems,Non-government debt,BRICKWORK,C/A4,2025-05-21,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
302,P & S Jewellery Ltd.,Jewellery/Gems,Fund based financial facility/instrument,BRICKWORK,D,2025-05-06,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
303,Rishabh Gold Jewels (India) Pvt. Ltd.,Jewellery/Gems,Non-government debt,ICRA,B+/A4,2025-05-09,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
304,Celebi Delhi Cargo Terminal Mgmt. India Pvt. Ltd.,Logistics,Term loans,CARE,A,2025-05-22,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
305,Accutime Logistics Pvt. Ltd.,Logistics,Long term Loans,ACUITE,C,2025-06-10,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
306,Anand Transport Pvt. Ltd.,Logistics,Bank Guarantee,BRICKWORK,A 4,2025-05-30,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
307,Atlantic Shipping Pvt. Ltd.,Logistics,Bank Guarantee,ICRA,A 4+,2025-06-11,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
308,Lakhotia Transport Co. Pvt. Ltd.,Logistics,Non-government debt,ICRA,B+/A4,2025-05-14,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
309,Medi Carrier Pvt. Ltd.,Logistics,Bank Guarantee,CRISIL,A 4,2025-05-13,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
310,Mehrab Logistics & Aviation Ltd.,Logistics,Term loans,BRICKWORK,C,2025-06-13,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
311,NTC Logistics India Private Limited,Logistics,Non-Convertible Debentures,Infomerics,Withdrawn,2025-01-24,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
312,Nayak Aviation Services Pvt. Ltd.,Logistics,Bank Guarantee,CRISIL,A 4,2025-05-30,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
313,Reach Logistics Pvt. Ltd.,Logistics,Long term Loans,CRISIL,B+,2025-06-13,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
314,S B S Transpole Logistics Pvt. Ltd.,Logistics,Bank Guarantee,CARE,D,2025-06-12,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
315,Seacoast Shipping Services Limited,Logistics,Long Term Fund Based Limits - Cash Credit,Infomerics,IVR D (INC)(Reaffirmed),2025-05-20,HIGH,YES,ULTRA HOT,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
316,A Auto Movers Pvt. Ltd.,Manufacturing,Fund based financial facility/instrument,CRISIL,B,22-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
317,A S Wire Inds. (V S P) Pvt. Ltd.,Manufacturing,Term loans,BRICKWORK,C,29-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
318,Alstone Industries Pvt. Ltd.,Manufacturing,Term loans,CRISIL,B,22-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
319,Anusaya Poly Products Industries,Manufacturing,Long Term Bank Facilities,Infomerics,IVR C+ (INC)(Downgraded),"April 1, 2025",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
320,Aradhya Wire & Ropes Pvt. Ltd.,Manufacturing,Letter Of credit,BRICKWORK,D,13-06-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
321,Ashoka Pulp & Paper Pvt. Ltd.,Manufacturing,Term loans,CRISIL,D,14-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
322,Asiatic Electrical & Switchgear Pvt. Ltd.,Manufacturing,Non-fund based working capital limit,IND-RA,D,16-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with IND-RA; high urgency for renewal,INC with IND-RA — ACER can restart rating process fast; active rating needed for bank facilities
323,Associated Industrial Furnaces Pvt. Ltd.,Manufacturing,Term loans,CARE,B-,14-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
324,Astec Valves & Fittings Pvt. Ltd.,Manufacturing,Letter Of credit,BRICKWORK,A 4,23-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
325,B D Industries (India) Pvt. Ltd.,Manufacturing,Term loans,ACUITE,B,12-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with ACUITE; high urgency for renewal,INC with ACUITE — ACER can restart rating process fast; active rating needed for bank facilities
326,B D Industries (Pune) Ltd.,Manufacturing,Letter Of credit,ACUITE,A 4,12-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with ACUITE; high urgency for renewal,INC with ACUITE — ACER can restart rating process fast; active rating needed for bank facilities
327,Balaji Industrial and Agricultural Castings Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR B (INC)(Downgraded),"April 11, 2025",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
328,Benara Bearings & Pistons Ltd.,Manufacturing,Term loans,CARE,D,29-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
329,Best Koki Automotive Pvt. Ltd.,Manufacturing,Long term Loans,ACUITE,BB+,06-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with ACUITE; high urgency for renewal,INC with ACUITE — ACER can restart rating process fast; active rating needed for bank facilities
330,Bhadora Industries Ltd.,Manufacturing,Long term Loans,CRISIL,B+,29-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
331,Bharti Industries,Manufacturing,Long Term Fund-based Bank Facilities - Term Loan,Infomerics,IVR BB- (INC)(Reaffirmed),"May 23, 2025",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
332,Blizzard Ceramica LLP,Manufacturing,Long Term Facilities,Infomerics,IVR D (INC)(Reaffirmed),"March 31, 2025",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
333,Ceedee Metalloys Pvt. Ltd.,Manufacturing,Letter Of credit,CRISIL,A 4+,14-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
334,Chadha Papers Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),"March 3, 2025",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
335,D.K. Tissues & Papers Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR D (INC) (Reaffirmed),"February 18, 2025",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
336,Debson Pumps Pvt. Ltd.,Manufacturing,Bank Guarantee,CRISIL,A 4,10-06-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
337,Deccan Ferro Alloys Private Limited,Manufacturing,Long Term Fund Based Facility,Infomerics,IVR BB+ (INC)(Reaffirmed and Withdrawn),"January 8, 2022",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
338,Dhumal Industries India Pvt. Ltd.,Manufacturing,Term loans,ACUITE,BB-,12-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with ACUITE; high urgency for renewal,INC with ACUITE — ACER can restart rating process fast; active rating needed for bank facilities
339,Digiana Industries Pvt. Ltd.,Manufacturing,Term loans,BRICKWORK,B-,10-06-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
340,East India Drums & Barrels Manufacturing Company (EIDBMC),Manufacturing,Long Term Fund Based Facility - Term Loan,Infomerics,IVR BB (INC)(Reaffirmed & Withdrawn),"June 14, 2023",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
341,Fex Foundry Alloys Pvt. Ltd.,Manufacturing,Long term Loans,CRISIL,BB+,09-06-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
342,Finolite Ceramic,Manufacturing,Long Term Bank Facilities,Infomerics,IVR C- (INC)(Downgraded),"May 19, 2025",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
343,G I Industries Pvt. Ltd.,Manufacturing,Letter Of credit,BRICKWORK,D,23-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
344,Gainwell Engineering Pvt. Ltd.,Manufacturing,Term loans,CARE,BB+,02-06-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
345,Genus Paper & Coke Ltd.,Manufacturing,Term loans,CARE,BB,23-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
346,Golkonda Engineering Enterprises Ltd.,Manufacturing,Bank Guarantee,BRICKWORK,A 4,12-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
347,Gulzar Motors Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),"May 16, 2025",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
348,HQ Lamps Manufacturing Company Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),"June 10, 2025",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
349,Hariwansh Packaging Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB- (INC)(Reaffirmed & Withdrawn),"August 7, 2023",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
350,Hira Automobiles Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),"March 17, 2025",HIGH,YES,ULTRA HOT,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans."
351,Hitaishi K K Mfg. Co. Pvt. Ltd.,Manufacturing,Letter Of credit,ACUITE,D,23-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with ACUITE; high urgency for renewal,INC with ACUITE — ACER can restart rating process fast; active rating needed for bank facilities
352,Indian Metals & Alloys Mfg. Co. Pvt. Ltd.,Manufacturing,Bank Guarantee,CRISIL,A 4,19-05-2025,HIGH,YES,ULTRA HOT,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
