Company Name,Agency,Instrument Type,Rating,Rating Date,Amount_Cr,NCD_Flag,Sector,August_Priority,Call_Reason,August_Call_Group,ACER Pitch Angle,Urgency_Aug,Week_Sequence
Vardhman Rice Exports Pvt. Ltd.,ACUITE,Term Loan,B-,22-Apr-2026,4.5,Standard,Agro/Food,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
R A C Papers Ltd.,CARE,Term Loan,C,22-Apr-2026,2.3,Standard,Paper/Packaging,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
R A C Papers Ltd.,CARE,Letter of Credit,A 4,22-Apr-2026,0.33,Standard,Paper/Packaging,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Envirad Projects Pvt. Ltd.,CARE,NCD/Bond,B+/A4,23-Apr-2026,30.1,NCD — SEBI License Required,Construction,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Sri Narayani Plastics Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,20-Oct-2025,29.5,NCD — SEBI License Required,Chemicals/Pharma,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Nimbus Motors Pvt. Ltd.,CARE,Fund-Based,C,23-Apr-2026,27.5,Standard,Automobiles,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Claystone Granito Pvt. Ltd.,CRISIL,Term Loan,B,23-Apr-2026,21.1,Standard,Construction,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
I C E D Desserts & Food Parlours (India) Pvt. Ltd.,CARE,Term Loan,C,23-Apr-2026,15.0,Standard,Agro/Food,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Arora Construction Co. Pvt. Ltd.,BRICKWORK,Bank Guarantee,C,23-Jan-2026,13.5,Standard,Construction,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Aaiswarya Dyeing Mills Pvt. Ltd.,ICRA,Term Loan,B+,23-Jan-2026,13.0,Standard,Chemicals/Pharma,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Clavecon ( India) Pvt. Ltd.,CRISIL,Term Loan,B,20-Oct-2025,12.0,Standard,Other,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Aaiswarya Dyeing Mills Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,23-Jan-2026,10.0,Standard,Chemicals/Pharma,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
T K International Ltd.,ICRA,Term Loan,B-,23-Jan-2026,9.25,Standard,Other,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Haryana Conductors Pvt. Ltd.,CARE,Letter of Credit,A 4,23-Jan-2026,9.0,Standard,Other,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Haryana Conductors Pvt. Ltd.,CARE,NCD/Bond,B-/A4,23-Jan-2026,7.5,NCD — SEBI License Required,Other,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Jagat Agrotech Pvt. Ltd.,CRISIL,Term Loan,B,20-Oct-2025,5.0,Standard,Agro/Food,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Claystone Granito Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-Apr-2026,4.9,Standard,Construction,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Envirad Projects Pvt. Ltd.,CARE,NCD/Bond,B+/A4,23-Apr-2026,4.9,NCD — SEBI License Required,Construction,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Su-Solartech Systems Pvt. Ltd.,ACUITE,Term Loan,A 4,23-Apr-2026,4.5,Standard,Energy,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Haryana Conductors Pvt. Ltd.,CARE,NCD/Bond,B-/A4,23-Jan-2026,3.0,NCD — SEBI License Required,Other,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Su-Solartech Systems Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,23-Apr-2026,3.0,Standard,Energy,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Su-Solartech Systems Pvt. Ltd.,ACUITE,Letter of Credit,A 4,23-Apr-2026,1.5,Standard,Energy,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Su-Solartech Systems Pvt. Ltd.,ACUITE,Term Loan,B-,23-Apr-2026,1.5,Standard,Energy,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
T K International Ltd.,ICRA,Non-Fund-Based,A 4,23-Jan-2026,0.5,Standard,Other,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Natraj Electro Casting Pvt. Ltd.,CRISIL,Term Loan,B,24-Apr-2026,20.0,Standard,Steel & Metals,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
S V R Laboratories Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,24-Apr-2026,5.1,NCD — SEBI License Required,Healthcare,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
S V R Laboratories Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,24-Apr-2026,1.9,Standard,Healthcare,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Natraj Electro Casting Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,24-Apr-2026,1.53,Standard,Steel & Metals,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Pan Synthetics Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,22-Oct-2025,28.0,Standard,Other,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Pan Synthetics Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,22-Oct-2025,8.5,NCD — SEBI License Required,Other,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Pan Synthetics Pvt. Ltd.,ICRA,Term Loan,B+,22-Oct-2025,6.5,Standard,Other,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
A K Das Associates Ltd.,ICRA,Non-Fund-Based,A 4,23-Oct-2025,52.0,Standard,Other,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Jayesh Industries Ltd.,CRISIL,Term Loan,B-,23-Oct-2025,3.49,Standard,Manufacturing,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Rayon Textile India Pvt. Ltd.,CRISIL,Term Loan,B+,23-Oct-2025,3.0,Standard,Textiles,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Supreme Paper Mills Ltd.,BRICKWORK,Letter of Credit,A 4,23-Oct-2025,3.0,Standard,Paper/Packaging,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Supreme Paper Mills Ltd.,BRICKWORK,Bank Guarantee,A 4,23-Oct-2025,2.5,Standard,Paper/Packaging,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Himalayan Flour Mill Pvt. Ltd.,CRISIL,Bank Guarantee,B,23-Oct-2025,2.0,Standard,Agro/Food,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Rayon Textile India Pvt. Ltd.,CRISIL,Letter of Credit,A 4,23-Oct-2025,1.5,Standard,Textiles,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Rayon Textile India Pvt. Ltd.,CRISIL,Term Loan,B+,23-Oct-2025,1.5,Standard,Textiles,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Himalayan Flour Mill Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-Oct-2025,1.0,Standard,Agro/Food,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Jayesh Industries Ltd.,CRISIL,Bank Guarantee,A 4,23-Oct-2025,0.2,Standard,Manufacturing,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Reliance Commercial Finance Ltd.,CARE,NCD/Bond,PP-MLD D,27-Jan-2026,38.0,NCD — SEBI License Required,BFSI,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Himalayan Road Construction Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,27-Jan-2026,12.0,Standard,Construction,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Srinivasa Sales & Service Pvt. Ltd.,ICRA,Term Loan,B+,27-Jan-2026,7.5,Standard,Other,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Ardhinusa Drilling Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,24-Oct-2025,7.0,Standard,Other,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Srinivasa Sales & Service Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,27-Jan-2026,6.3,Standard,Other,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Ananya Engineering Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,27-Jan-2026,6.08,Standard,Manufacturing,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Homera Tanning Inds. Pvt. Ltd.,CRISIL,Letter of Credit,A 4,27-Jan-2026,5.0,Standard,Other,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Ardhinusa Drilling Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,24-Oct-2025,4.0,Standard,Other,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Nitya Electrocontrols Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,24-Oct-2025,3.5,Standard,Other,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
S P Sortex Rice Exports India Pvt. Ltd.,CRISIL,Term Loan,B,27-Jan-2026,3.29,Standard,Agro/Food,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
S P Sortex Rice Exports India Pvt. Ltd.,CRISIL,Term Loan,B,27-Jan-2026,2.26,Standard,Agro/Food,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Malwa Automotives Pvt. Ltd.,CRISIL,Term Loan,B+,24-Oct-2025,1.97,Standard,Automobiles,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Sri Narayani Plastics Pvt. Ltd.,CRISIL,Term Loan,B,27-Jan-2026,1.61,Standard,Chemicals/Pharma,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Srinivasa Sales & Service Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,27-Jan-2026,1.61,NCD — SEBI License Required,Other,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Homera Tanning Inds. Pvt. Ltd.,CRISIL,Term Loan,B+,27-Jan-2026,1.5,Standard,Other,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Sri Narayani Plastics Pvt. Ltd.,CRISIL,Letter of Credit,A 4,27-Jan-2026,1.5,Standard,Chemicals/Pharma,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Homera Tanning Inds. Pvt. Ltd.,CRISIL,Term Loan,B+,27-Jan-2026,1.0,Standard,Other,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Ananya Engineering Pvt. Ltd.,BRICKWORK,Fund-Based,C,27-Jan-2026,0.96,Standard,Manufacturing,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Ananya Engineering Pvt. Ltd.,BRICKWORK,Term Loan,C,27-Jan-2026,0.59,Standard,Manufacturing,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Saswad Mali Sugar Factory Ltd.,CRISIL,Term Loan,B-,28-Apr-2026,88.53,Standard,Agro/Food,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Drashti Cotspin Pvt. Ltd.,CARE,Term Loan,B-,28-Jan-2026,17.09,Standard,Other,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Budge Budge Co. Ltd.,CARE,Term Loan,B-,28-Jan-2026,9.28,Standard,Other,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
V R G Industries Pvt. Ltd.,ACUITE,Term Loan,B-,28-Apr-2026,6.0,Standard,Manufacturing,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
Agarwal Toughened Glass India Ltd.,CRISIL,Term Loan,B,28-Apr-2026,3.25,Standard,Other,TIER 2 — Dual-agency,Multi-agency INC — October deadline approaching; Aug pre-call secures relationship first,GROUP B: October Tier 1/2 Pre-Calls,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,TIER 2 — Dual-agency (2 raters),Aug Wk1 (Aug 1-7): Tier 1 multi-agency
