Company Name,Agency,Instrument,Rating,Rating Date,Days_INC,Current Urgency,MEDIUM_Date,HOT_Date,ULTRA_HOT_Date,Q2_Escalation_Month,Amount_Cr,Sector,NCD_Flag,Why Target,ACER Pitch Angle,Source
Triveni Knits Pvt. Ltd.,CRISIL,Term loans,B,2026-04-30,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,6.0,Other,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Triveni Smelters Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2026-04-30,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,0.5,Other,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Triveni Smelters Pvt. Ltd.,CRISIL,Term loans,B,2026-04-30,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,4.5,Other,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Trucap Finance Ltd.,CARE,Fund based financial facility/instrument,D,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,750.0,BFSI/NBFC,Standard,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Turbovent Industries Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2026-04-24,65,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,6.5,Other,Standard,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Turbovent Industries Pvt. Ltd.,ICRA,Non-government debt,B+/A4,2026-04-24,65,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,6.88,Other,NCD — SEBI License Required,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Turbovent Industries Pvt. Ltd.,ICRA,Term loans,B+,2026-04-24,65,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,1.21,Other,Standard,"INC since Apr 2026 (65 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
U V Exports Pvt. Ltd.,CARE,Term loans,D,2026-05-04,55,LOW (<90 days),Nov 2026,Feb 2027,May 2027,May 2027,0.49,Other,Standard,"INC since May 2026 (55 days). MEDIUM by Nov 2026, HOT by Feb 2027, ULTRA HOT by May 2027.",Your Term loans at CARE hits ULTRA HOT in May 2027. Start ACER process by Feb 2027 to be ahead of Q2 2027 renewal rush.,D365
Ultimate Chem (India) Pvt. Ltd.,CARE,Letter Of credit,A 4,2026-04-13,76,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,4.0,Chemicals/Pharma,Standard,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Umashakti Steels Pvt. Ltd.,CARE,Fund based financial facility/instrument,B-,2026-04-16,73,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,5.55,Steel & Metals,Standard,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Umashakti Steels Pvt. Ltd.,CARE,Term loans,B-,2026-04-16,73,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,4.7,Steel & Metals,Standard,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Union Roller Flour Mills Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-30,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,0.5,Agro/Food,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Union Roller Flour Mills Pvt. Ltd.,CRISIL,Term loans,B,2026-04-30,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,4.5,Agro/Food,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Unique Punch Systems Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-28,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,1.0,IT/Technology,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Unique Punch Systems Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-28,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,13.0,IT/Technology,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Unique Punch Systems Pvt. Ltd.,CRISIL,Term loans,B,2026-04-28,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,11.0,IT/Technology,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
United Engineering Inds. Pvt. Ltd.,ACUITE,Bank Guarantee,D,2026-04-15,74,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,2.8,Other,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
United Engineering Inds. Pvt. Ltd.,ACUITE,Term loans,D,2026-04-15,74,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,1.75,Other,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
United Project Construction Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-30,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,4.0,Construction/Infra,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Universal Cartons Solutions Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2026-04-30,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,15.0,Other,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Universal Construction Machinery & Equipment Ltd.,CRISIL,Bank Guarantee,D,2026-04-30,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,3.0,Construction/Infra,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Universal Construction Machinery & Equipment Ltd.,CRISIL,Letter Of credit,D,2026-04-30,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,5.0,Construction/Infra,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Universal Seaport Pvt. Ltd.,CARE,Fund based financial facility/instrument,B,2026-04-10,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,1.1,Other,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Universal Seaport Pvt. Ltd.,CARE,Term loans,B,2026-04-10,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,6.4,Other,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Uniworld Sugars Pvt. Ltd. [Merged],CARE,Term loans,D,2026-04-06,83,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,60.0,Agro/Food,Standard,"INC since Apr 2026 (83 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Utility Forms Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2026-04-16,73,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,2.0,Other,Standard,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Utility Forms Pvt. Ltd.,ICRA,Non-government debt,B+/A4,2026-04-16,73,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,1.24,Other,NCD — SEBI License Required,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Utility Forms Pvt. Ltd.,ICRA,Term loans,B+,2026-04-16,73,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,2.76,Other,Standard,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Utkal Healthcare Pvt. Ltd.,CRISIL,Term loans,B,2026-04-30,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,45.0,Healthcare,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Uttamenergy Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-30,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,58.0,Energy/Power,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Uttamenergy Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-30,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,10.0,Energy/Power,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Uttamenergy Ltd.,CRISIL,Letter Of credit,A 4,2026-04-30,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,25.0,Energy/Power,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Uttamenergy Ltd.,CRISIL,Letter Of credit,A 4,2026-04-30,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,10.0,Energy/Power,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Uttamenergy Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 4,2026-04-30,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,60.0,Energy/Power,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
V J Automobiles Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-30,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,2.0,Automobiles,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
V J Automobiles Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-30,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,1.0,Automobiles,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
V M Matere Infrastructures (India) Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-04-06,83,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,59.8,Construction/Infra,Standard,"INC since Apr 2026 (83 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
V M Matere Infrastructures (India) Pvt. Ltd.,ACUITE,Long term Loans,C,2026-04-06,83,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,75.29,Construction/Infra,Standard,"INC since Apr 2026 (83 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
V M Matere Infrastructures (India) Pvt. Ltd.,ACUITE,Term loans,C,2026-04-06,83,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,13.71,Construction/Infra,Standard,"INC since Apr 2026 (83 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
V R G Industries Pvt. Ltd.,ACUITE,Term loans,B-,2026-04-28,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,6.0,Other,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
V T R Marketing Pvt. Ltd.,CARE,Term loans,C,2026-04-10,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,2.17,Other,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Vaishno Devi Food Products Pvt. Ltd.,BRICKWORK,Term loans,D,2026-04-07,82,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,5.0,Agro/Food,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Vajrateja Rice Cluster Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,105.44,Agro/Food,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Vallabh Steels Ltd.,ACUITE,Letter Of credit,D,2026-04-23,66,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,6.0,Steel & Metals,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Vallabh Steels Ltd.,ACUITE,Long term Loans,D,2026-04-23,66,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,9.0,Steel & Metals,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Vallabh Steels Ltd.,ACUITE,Term loans,D,2026-04-23,66,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,7.0,Steel & Metals,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Vannsh Life Sciences Pvt. Ltd.,CRISIL,Term loans,B,2026-04-09,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,19.9,Other,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Vantage Spinners Pvt. Ltd.,CARE,Term loans,D,2026-04-10,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,42.25,Other,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Vardhan Agro Processing Ltd.,CRISIL,Bank Guarantee,D,2026-04-30,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,1.32,Agro/Food,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Vardhan Agro Processing Ltd.,CRISIL,Fund based financial facility/instrument,D,2026-04-30,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,1.85,Agro/Food,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Vardhan Agro Processing Ltd.,CRISIL,Term loans,D,2026-04-30,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,28.83,Agro/Food,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Vardhman Rice Exports Pvt. Ltd.,ACUITE,Term loans,B-,2026-04-22,67,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,4.5,Agro/Food,Standard,"INC since Apr 2026 (67 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Vardhman Rice Exports Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-30,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,2.17,Agro/Food,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Vardhman Rice Exports Pvt. Ltd.,CRISIL,Term loans,B,2026-04-30,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,2.83,Agro/Food,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Vardhman Textile Components Ltd.,CARE,Term loans,B+,2026-04-06,83,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,2.29,Textiles,Standard,"INC since Apr 2026 (83 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Vasani Polymers Pvt. Ltd.,ACUITE,Long term Loans,B-,2026-04-16,73,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,0.85,Other,Standard,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Vasani Polymers Pvt. Ltd.,ACUITE,Term loans,B-,2026-04-16,73,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,2.35,Other,Standard,"INC since Apr 2026 (73 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Vashu Yarn Mills India Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,14.05,Textiles,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Vatika Seven Elements Pvt. Ltd.,CARE,Term loans,D,2026-04-23,66,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,225.0,Other,Standard,"INC since Apr 2026 (66 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Vazron Industries Pvt. Ltd.,CARE,Term loans,B+,2026-04-13,76,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,85.0,Other,Standard,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ved Cellulose Ltd.,IND-RA,Non-government debt,C/A4,2026-04-02,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,24.23,Other,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Ved Parkash & Sons Lumbers Pvt. Ltd.,CARE,Letter Of credit,A 4,2026-04-17,72,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,12.5,Other,Standard,"INC since Apr 2026 (72 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
