Company Name,Date,Agency,Instrument,Grade,Rating,Status,Amount,INC_Flag,Rating_Date,Amount_Num,Is_INC,Sector,Days_INC,Current_Urgency,MEDIUM_Date,HOT_Date,ULTRA_HOT_Date,Q2_Escalation_Month,NCD_Flag,Why_Target,ACER_Pitch,Source
Singlacherra Tea Co. Pvt. Ltd.,27-04-2026,CARE,Term loans,Substantial Risk,C,Reaffirmed,11.56,Y,2026-04-27,11.56,True,Other,62,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (62 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Singrauli Finlease Pvt. Ltd.,06-04-2026,CARE,Bank Guarantee,Default,D,Reaffirmed,5.00,Y,2026-04-06,5.0,True,Other,83,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (83 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Siri Constructions Infrastructure Pvt. Ltd.,02-04-2026,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,35.00,Y,2026-04-02,35.0,True,Construction/Infra,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sivana Steel & Power Pvt. Ltd.,27-04-2026,CARE,Term loans,High Risk,B-,Downgraded,0.69,Y,2026-04-27,0.69,True,Steel & Metals,62,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (62 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Skywin Spinning Pvt. Ltd.,02-04-2026,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,49.30,Y,2026-04-02,49.3,True,Textiles,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Slidewell Meilleur-Tech Pvt. Ltd.,09-04-2026,CRISIL,Fund based financial facility/instrument,High Risk,B,Downgraded,1.00,Y,2026-04-09,1.0,True,IT/Technology,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Slidewell Meilleur-Tech Pvt. Ltd.,09-04-2026,CRISIL,Term loans,High Risk,B,Downgraded,12.67,Y,2026-04-09,12.67,True,IT/Technology,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Slidewell Meilleur-Tech Pvt. Ltd.,09-04-2026,CRISIL,Term loans,High Risk,B,Downgraded,27.83,Y,2026-04-09,27.83,True,IT/Technology,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Smaco Engineering Pvt. Ltd.,28-04-2026,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,7.00,Y,2026-04-28,7.0,True,Other,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Smaco Engineering Pvt. Ltd.,28-04-2026,CRISIL,Long term Loans,High Risk,B,Reaffirmed,2.00,Y,2026-04-28,2.0,True,Other,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Smart Stainless Tubes Pvt. Ltd.,10-04-2026,CARE,Bank Guarantee,High Risk,A 4,Reaffirmed,0.25,Y,2026-04-10,0.25,True,Other,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Smart Stainless Tubes Pvt. Ltd.,10-04-2026,CARE,Term loans,High Risk,B-,Downgraded,2.04,Y,2026-04-10,2.04,True,Other,79,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Smita Steels Rolling Mills Pvt. Ltd.,02-04-2026,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,18.50,Y,2026-04-02,18.5,True,Steel & Metals,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Soorajmull Baijnath Pvt. Ltd.,09-04-2026,CRISIL,Bank Guarantee,High Risk,A 4,Downgraded,15.00,Y,2026-04-09,15.0,True,Other,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Soorajmull Baijnath Pvt. Ltd.,09-04-2026,CRISIL,Letter Of credit,High Risk,A 4,Downgraded,5.00,Y,2026-04-09,5.0,True,Other,80,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sowparnika Projects & Infrastructure Pvt. Ltd.,20-04-2026,ICRA,Term loans,High Risk,B+,Reaffirmed,41.30,Y,2026-04-20,41.3,True,Construction/Infra,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Span Pumps Pvt. Ltd.,14-04-2026,CARE,Bank Guarantee,High Risk,A 4,Withdrawn,,Y,2026-04-14,0.0,True,Other,75,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (75 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Span Pumps Pvt. Ltd.,14-04-2026,CARE,Letter Of credit,High Risk,A 4,Withdrawn,,Y,2026-04-14,0.0,True,Other,75,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (75 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Spansules Formulations India Pvt. Ltd.,27-04-2026,CARE,Non-government debt,Inadequate Safety,BB-/A4,Downgraded,24.13,Y,2026-04-27,24.13,True,Other,62,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (62 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Spansules Formulations India Pvt. Ltd.,27-04-2026,CARE,Term loans,Inadequate Safety,BB-,Downgraded,4.72,Y,2026-04-27,4.72,True,Other,62,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (62 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Spansules Pharmatech Pvt. Ltd.,27-04-2026,CARE,Non-government debt,Inadequate Safety,BB-/A4,Downgraded,34.63,Y,2026-04-27,34.63,True,Chemicals/Pharma,62,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (62 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Spansules Pharmatech Pvt. Ltd.,27-04-2026,CARE,Term loans,Inadequate Safety,BB-,Downgraded,15.54,Y,2026-04-27,15.54,True,Chemicals/Pharma,62,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (62 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sparklet Engineers Pvt. Ltd.,30-04-2026,CRISIL,Bank Guarantee,Default,D,Reaffirmed,6.00,Y,2026-04-30,6.0,True,Other,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sparklet Engineers Pvt. Ltd.,30-04-2026,CRISIL,Letter Of credit,Default,D,Reaffirmed,3.65,Y,2026-04-30,3.65,True,Other,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Spartan Engineering Inds. Pvt. Ltd.,07-04-2026,ACUITE,Letter Of credit,Default,D,Reaffirmed,14.00,Y,2026-04-07,14.0,True,Other,82,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Spartan Engineering Inds. Pvt. Ltd.,07-04-2026,ACUITE,Long term Loans,Default,D,Reaffirmed,2.79,Y,2026-04-07,2.79,True,Other,82,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Spartan Engineering Inds. Pvt. Ltd.,07-04-2026,ACUITE,Term loans,Default,D,Reaffirmed,7.21,Y,2026-04-07,7.21,True,Other,82,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Special Ceramics Pvt. Ltd.,15-04-2026,ACUITE,Long term Loans,High Risk,B-,Downgraded,1.81,Y,2026-04-15,1.81,True,Other,74,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Special Ceramics Pvt. Ltd.,15-04-2026,ACUITE,Term loans,High Risk,B-,Downgraded,4.39,Y,2026-04-15,4.39,True,Other,74,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (74 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ACUITE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Spine Arthoscopic & Joint Replacement Centre Pvt. Ltd.,01-04-2026,BRICKWORK,Term loans,Substantial Risk,C,Reaffirmed,7.82,Y,2026-04-01,7.82,True,Construction/Infra,88,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (88 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Spinora Tiles Pvt. Ltd.,29-04-2026,CARE,Bank Guarantee,High Risk,A 4,Reaffirmed,1.75,Y,2026-04-29,1.75,True,Other,60,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Spinora Tiles Pvt. Ltd.,29-04-2026,CARE,Term loans,High Risk,B-,Downgraded,9.63,Y,2026-04-29,9.63,True,Other,60,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sree Astalaxmi Spinning Mills Pvt. Ltd.,08-04-2026,CARE,Term loans,High Risk,B-,Reaffirmed,1.84,Y,2026-04-08,1.84,True,Textiles,81,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sree Krishna Automotives Hyderabad Pvt. Ltd.,02-04-2026,IND-RA,Non-government debt,High Risk,B/A4,Downgraded,85.00,Y,2026-04-02,85.0,True,Automobiles,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sree Mangayarkarasi Mills Pvt. Ltd.,07-04-2026,BRICKWORK,Bank Guarantee,High Risk,A 4,Reaffirmed,0.05,Y,2026-04-07,0.05,True,Other,82,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sree Mangayarkarasi Mills Pvt. Ltd.,07-04-2026,BRICKWORK,Letter Of credit,High Risk,A 4,Reaffirmed,4.00,Y,2026-04-07,4.0,True,Other,82,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sree Mangayarkarasi Mills Pvt. Ltd.,07-04-2026,BRICKWORK,Term loans,Substantial Risk,C,Reaffirmed,2.48,Y,2026-04-07,2.48,True,Other,82,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (82 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at BRICKWORK hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sree Mangayarkarasi Mills Pvt. Ltd.,13-04-2026,CARE,Letter Of credit,High Risk,A 4,Reaffirmed,4.00,Y,2026-04-13,4.0,True,Other,76,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sree Mangayarkarasi Mills Pvt. Ltd.,13-04-2026,CARE,Term loans,High Risk,B-,Downgraded,2.27,Y,2026-04-13,2.27,True,Other,76,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sri Anagha Refineries Pvt. Ltd.,20-04-2026,CARE,Letter Of credit,High Risk,A 4,Reaffirmed,85.60,Y,2026-04-20,85.6,True,Other,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sri Anagha Refineries Pvt. Ltd.,20-04-2026,CARE,Non-fund-based financial facility/instrument,High Risk,A 4,Reaffirmed,0.40,Y,2026-04-20,0.4,True,Other,69,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sri Durga Condev Pvt. Ltd.,28-04-2026,CRISIL,Bank Guarantee,High Risk,A 4,Reaffirmed,109.50,Y,2026-04-28,109.5,True,Other,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sri Durga Condev Pvt. Ltd.,28-04-2026,CRISIL,Fund based financial facility/instrument,High Risk,B,Reaffirmed,2.50,Y,2026-04-28,2.5,True,Other,61,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sri Jayalakshmi Automotives Pvt. Ltd.,29-04-2026,ICRA,Term loans,High Risk,B+,Reaffirmed,108.86,Y,2026-04-29,108.86,True,Automobiles,60,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sri Karpagam Mills India Pvt. Ltd.,13-04-2026,CARE,Bank Guarantee,Default,D,Reaffirmed,0.50,Y,2026-04-13,0.5,True,Other,76,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sri Karpagam Mills India Pvt. Ltd.,13-04-2026,CARE,Letter Of credit,Default,D,Reaffirmed,5.95,Y,2026-04-13,5.95,True,Other,76,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sri Karpagam Mills India Pvt. Ltd.,13-04-2026,CARE,Term loans,Default,D,Reaffirmed,19.60,Y,2026-04-13,19.6,True,Other,76,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sri Power Generation (India) Pvt. Ltd. [Merged],02-04-2026,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,8.25,Y,2026-04-02,8.25,True,Energy/Power,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sri Seshasai Spg. Mills Pvt. Ltd.,30-04-2026,CRISIL,Fund based financial facility/instrument,High Risk,B,Downgraded,0.32,Y,2026-04-30,0.32,True,Other,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sri Seshasai Spg. Mills Pvt. Ltd.,30-04-2026,CRISIL,Long term Loans,High Risk,B,Downgraded,6.68,Y,2026-04-30,6.68,True,Other,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sri Vaishnavi Spintex (India) Pvt. Ltd.,02-04-2026,IND-RA,Non-government debt,High Risk,B-/A4,Downgraded,14.00,Y,2026-04-02,14.0,True,Other,87,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,NCD — SEBI License Required,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sri Venkata Srinivasa Oils Pvt. Ltd.,08-04-2026,CARE,Term loans,High Risk,B+,Downgraded,9.50,Y,2026-04-08,9.5,True,Agro/Food,81,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sri Venkata Umasankar Spintex Pvt. Ltd.,27-04-2026,ICRA,Term loans,Default,D,Reaffirmed,33.00,Y,2026-04-27,33.0,True,Other,62,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (62 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
Sri Venkatesh Granites Pvt. Ltd.,30-04-2026,CRISIL,Long term Loans,High Risk,B,Reaffirmed,8.00,Y,2026-04-30,8.0,True,Mining/Minerals,59,LOW (<90 days),Oct 2026,Jan 2027,Apr 2027,Apr 2027,Standard,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,D365
