Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Escalates_To,Escalation_Date,Escalation_Month,Calling_Sequence,Amt_num,Amount_Cr_Display,Sector_Final,NCD_Flag,Source,Why Target,ACER Pitch Angle
Gujarat Polyfilms Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-27,LOW/MEDIUM,ULTRA HOT,2027-03-27,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,9.52,Rs9.52 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Fusion Granito Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-13,LOW/MEDIUM,ULTRA HOT,2027-03-13,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,9.16,Rs9.16 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Lindsay International Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-17,LOW/MEDIUM,ULTRA HOT,2027-03-17,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,9.0,Rs9.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Smart Login Solutions Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-27,LOW/MEDIUM,ULTRA HOT,2027-03-27,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,9.0,Rs9.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
U D Solution Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-30,LOW/MEDIUM,ULTRA HOT,2027-03-30,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,9.0,Rs9.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Fusion Granito Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-13,LOW/MEDIUM,ULTRA HOT,2027-03-13,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,8.74,Rs8.74 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Pavan Motors Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-09,LOW/MEDIUM,ULTRA HOT,2027-03-09,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,8.5,Rs8.50 Cr,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-09 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Chenduran Cotspin (India) Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-11,LOW/MEDIUM,ULTRA HOT,2027-03-11,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,8.5,Rs8.50 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Narmada Cars Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-30,LOW/MEDIUM,ULTRA HOT,2027-03-30,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,8.5,Rs8.50 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
K S Motors Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-18,LOW/MEDIUM,ULTRA HOT,2027-03-18,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,8.16,Rs8.16 Cr,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-18 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Eram Motors Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-12,LOW/MEDIUM,ULTRA HOT,2027-03-12,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,8.0,Rs8.00 Cr,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-12 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Agency House (A & N Islands) Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-12,LOW/MEDIUM,ULTRA HOT,2027-03-12,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,8.0,Rs8.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-12 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
J H Parabia (Transport) Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-17,LOW/MEDIUM,ULTRA HOT,2027-03-17,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,8.0,Rs8.00 Cr,Logistics,Standard,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Leo Timber Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-18,LOW/MEDIUM,ULTRA HOT,2027-03-18,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,8.0,Rs8.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-18 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Narmada Cars Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-30,LOW/MEDIUM,ULTRA HOT,2027-03-30,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,8.0,Rs8.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Chenduran Cotspin (India) Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-11,LOW/MEDIUM,ULTRA HOT,2027-03-11,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,7.76,Rs7.76 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Meenakshi Polymers Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-30,LOW/MEDIUM,ULTRA HOT,2027-03-30,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,7.5,Rs7.50 Cr,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Raj Conbuild Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-31,LOW/MEDIUM,ULTRA HOT,2027-03-31,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,7.5,Rs7.50 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Gujarat Polyfilms Pvt. Ltd.,CRISIL,Non-Fund-Based,A 4,2026-03-27,LOW/MEDIUM,ULTRA HOT,2027-03-27,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,7.12,Rs7.12 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Non-Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Accurate Steel Forgings (India) Ltd.,CRISIL,Term Loan,B,2026-03-12,LOW/MEDIUM,ULTRA HOT,2027-03-12,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,7.0,Rs7.00 Cr,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2027-03-12 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Luna Chemical Inds. Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-17,LOW/MEDIUM,ULTRA HOT,2027-03-17,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,7.0,Rs7.00 Cr,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Samal Builders Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-25,LOW/MEDIUM,ULTRA HOT,2027-03-25,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,7.0,Rs7.00 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Kramski Stamping & Molding India Pvt. Ltd.,CRISIL,Term Loan,B-,2026-03-27,LOW/MEDIUM,ULTRA HOT,2027-03-27,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,7.0,Rs7.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Salicylates & Chemicals Pvt. Ltd.,CRISIL,Non-Fund-Based,A 4,2026-03-30,LOW/MEDIUM,ULTRA HOT,2027-03-30,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,7.0,Rs7.00 Cr,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Non-Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Pasupati Spinning & Wvg. Mills Ltd.,CRISIL,Letter of Credit,A 4,2026-03-30,LOW/MEDIUM,ULTRA HOT,2027-03-30,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,6.96,Rs6.96 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Kannappan Alloy & Steel Co. Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-20,LOW/MEDIUM,ULTRA HOT,2027-03-20,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,6.5,Rs6.50 Cr,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Nikvin Healthcare (India) Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-10,LOW/MEDIUM,ULTRA HOT,2027-03-10,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,6.08,Rs6.08 Cr,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2027-03-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
B A P Creations Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-11,LOW/MEDIUM,ULTRA HOT,2027-03-11,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,6.0,Rs6.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Kannappan Alloy & Steel Co. Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-20,LOW/MEDIUM,ULTRA HOT,2027-03-20,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,6.0,Rs6.00 Cr,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Kandoi Transport Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-25,LOW/MEDIUM,ULTRA HOT,2027-03-25,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,6.0,Rs6.00 Cr,Logistics,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Swaroop Agro Products Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-25,LOW/MEDIUM,ULTRA HOT,2027-03-25,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,6.0,Rs6.00 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Pragana Danwar Food Processor Pvt. Ltd.,CRISIL,Term Loan,B-,2026-03-26,LOW/MEDIUM,ULTRA HOT,2027-03-26,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,6.0,Rs6.00 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Cinevista Ltd.,CRISIL,Term Loan,B,2026-03-30,LOW/MEDIUM,ULTRA HOT,2027-03-30,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,6.0,Rs6.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Pushpanjali Enggcon Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-30,LOW/MEDIUM,ULTRA HOT,2027-03-30,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,6.0,Rs6.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Salvo Industries Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-30,LOW/MEDIUM,ULTRA HOT,2027-03-30,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,6.0,Rs6.00 Cr,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Simla Chemicals Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-30,LOW/MEDIUM,ULTRA HOT,2027-03-30,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,6.0,Rs6.00 Cr,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
A K I India Ltd.,CRISIL,Term Loan,B,2026-03-30,LOW/MEDIUM,ULTRA HOT,2027-03-30,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,6.0,Rs6.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
S V E Drilling Tools Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-31,LOW/MEDIUM,ULTRA HOT,2027-03-31,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,6.0,Rs6.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Versatile Bonds Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-31,LOW/MEDIUM,ULTRA HOT,2027-03-31,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,6.0,Rs6.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Bhardwaj Overseas Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-24,LOW/MEDIUM,ULTRA HOT,2027-03-24,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,5.5,Rs5.50 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Republic Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-30,LOW/MEDIUM,ULTRA HOT,2027-03-30,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,5.3,Rs5.30 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
K S Motors Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-18,LOW/MEDIUM,ULTRA HOT,2027-03-18,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,5.15,Rs5.15 Cr,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-18 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Creative Propack Ltd.,CRISIL,Term Loan,B,2026-03-12,LOW/MEDIUM,ULTRA HOT,2027-03-12,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,5.0,Rs5.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-12 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Karvy Digikonnect Ltd.,CRISIL,Term Loan,C,2026-03-12,LOW/MEDIUM,ULTRA HOT,2027-03-12,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,5.0,Rs5.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-12 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Bapuna Alcobrew Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-17,LOW/MEDIUM,ULTRA HOT,2027-03-17,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,5.0,Rs5.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Luna Chemical Inds. Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-17,LOW/MEDIUM,ULTRA HOT,2027-03-17,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,5.0,Rs5.00 Cr,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Mahadev Motors Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-17,LOW/MEDIUM,ULTRA HOT,2027-03-17,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,5.0,Rs5.00 Cr,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Mahalaxmi Crafts & Tissues Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-24,LOW/MEDIUM,ULTRA HOT,2027-03-24,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,5.0,Rs5.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Kandoi Transport Ltd.,CRISIL,Term Loan,B,2026-03-25,LOW/MEDIUM,ULTRA HOT,2027-03-25,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,5.0,Rs5.00 Cr,Logistics,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Overseas Health Care Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-25,LOW/MEDIUM,ULTRA HOT,2027-03-25,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,5.0,Rs5.00 Cr,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Shree Sidhbali Steels Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-27,LOW/MEDIUM,ULTRA HOT,2027-03-27,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,5.0,Rs5.00 Cr,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Enar Industrial Enterprises Pvt. Ltd.,CRISIL,Term Loan,BB-,2026-03-30,LOW/MEDIUM,ULTRA HOT,2027-03-30,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,5.0,Rs5.00 Cr,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Radheshyam Paper Mills Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-30,LOW/MEDIUM,ULTRA HOT,2027-03-30,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,5.0,Rs5.00 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Trina N R E Transportation Ltd.,CRISIL,Term Loan,B,2026-03-30,LOW/MEDIUM,ULTRA HOT,2027-03-30,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,5.0,Rs5.00 Cr,Logistics,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
S T S Manufacturing Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-31,LOW/MEDIUM,ULTRA HOT,2027-03-31,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,5.0,Rs5.00 Cr,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Zorin Interiors Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-31,LOW/MEDIUM,ULTRA HOT,2027-03-31,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,5.0,Rs5.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Zorin Interiors Pvt. Ltd.,CRISIL,Short-Term Loan,A 4,2026-03-31,LOW/MEDIUM,ULTRA HOT,2027-03-31,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,5.0,Rs5.00 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Short-Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Shree Sidhbali Steels Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-27,LOW/MEDIUM,ULTRA HOT,2027-03-27,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,4.75,Rs4.75 Cr,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Shri Lakshmi Agro Foods Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-30,LOW/MEDIUM,ULTRA HOT,2027-03-30,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,4.75,Rs4.75 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Kirti Stampings Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-20,LOW/MEDIUM,ULTRA HOT,2027-03-20,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,4.54,Rs4.54 Cr,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
St. Peter & Paul Sea Food Exports Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-11,LOW/MEDIUM,ULTRA HOT,2027-03-11,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,4.5,Rs4.50 Cr,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Renaissance Buildhome Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-27,LOW/MEDIUM,ULTRA HOT,2027-03-27,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,4.5,Rs4.50 Cr,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Enar Industrial Enterprises Pvt. Ltd.,CRISIL,Term Loan,BB-,2026-03-30,LOW/MEDIUM,ULTRA HOT,2027-03-30,Mar 2027,Call Jan–Feb 2027 — approaching ULTRA HOT,4.5,Rs4.50 Cr,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
