Company Name,Agency,Instrument Type,Rating,Rating Date,Amount_Cr,Sector,NCD_Flag,ACER Pitch Angle
Vipul Chemicals (India) Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-17,8.5,Chemicals/Pharma,Standard,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Samkit Diamond Export Pvt. Ltd.,ICRA,NCD/Bond,B/A4,2025-12-17,8.0,Jewellery,NCD — SEBI License Required,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Lahoti Motors Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-17,5.5,Other,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sai Primus Lifebiotech Pvt. Ltd.,CRISIL,Term Loan,BB+,2025-12-17,5.25,IT/Technology,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sumip Composites Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-17,5.0,Other,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Moreshwar Trading Co. Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-17,4.75,Other,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Progressive Fertichem Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-17,4.0,Chemicals/Pharma,Standard,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vishva Vishal Refractory Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-17,4.0,Other,Standard,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mahesh Sunny Enterprises Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-12-17,3.74,Other,Standard,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Pavan Cotton Products Pvt. Ltd.,ICRA,Term Loan,B,2025-12-17,3.64,Agro/Food,Standard,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Crescent Tanners Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2025-12-17,3.2,Other,Standard,Your Letter of Credit at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Pentagon Forge & Machine Ltd.,CRISIL,Term Loan,B,2025-12-17,2.45,Manufacturing,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Marino Cables India Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-12-17,2.0,Other,Standard,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Fenasia Ltd.,CARE,NCD/Bond,A 4,2025-12-17,1.0,Other,NCD — SEBI License Required,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Utkal Metallics Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-17,0.4,Steel & Metals,Standard,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shree Gopal Govind Sponge Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-12-17,0.35,Other,Standard,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Corrtech International Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-18,270.0,IT/Technology,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Hariom Industries Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (INC) (Downgraded),2025-12-18,155.4,Other,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Musaddilal Projects Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,57.0,Other,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vimal Fire Controls Pvt. Ltd.,CRISIL,Bank Guarantee,B,2025-12-18,50.0,Other,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Radharaman Cotspin Private Limited,Infomerics,Long Term Bank Facilities - Term Loan,IVR B- (INC)(Downgraded),2025-12-18,48.75,Other,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Rosemerry Solvent Private Limited,Infomerics,Long Term Bank Facilities (Incl. Proposed Facility),IVR BB (INC) (Downgraded),2025-12-18,45.0,Other,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Metropole Vinimay Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC) (Downgraded),2025-12-18,44.47,Other,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Tulip Cotspin Pvt. Ltd.,CRISIL,Fund-Based,B,2025-12-18,28.49,Other,Standard,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shreeya Peanuts Pvt. Ltd.,BRICKWORK,Term Loan,B-,2025-12-18,23.0,Other,Standard,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Panchdeep Constructions Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-18,20.0,Construction,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
IIT-ians Pace Education Private Limited,Infomerics,Long Term Bank Facilities â€“ Dropline Overdraft,IVR B+ (INC)(Downgraded),2025-12-18,19.9,Other,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Sri Kaliswari Metal Powders Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-18,18.5,Steel & Metals,Standard,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vinpack (India) Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-18,17.0,Other,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
S E L Jegat Printers Pvt. Ltd.,BRICKWORK,Term Loan,C,2025-12-18,14.16,Other,Standard,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shree Krishna Rolling Mills (Jaipur) Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-18,12.0,Steel & Metals,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
V V D & Sons Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,11.0,Other,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vivek Travels Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-18,7.0,Other,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Dugar Polymers Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-18,5.5,Chemicals/Pharma,Standard,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mahesh Cotspin Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-18,5.5,Other,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vardhman Developers Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-18,4.57,Other,Standard,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Satya Surya Aluminium Inds. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-18,4.5,Other,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shape Engineering Co. Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,3.5,Manufacturing,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shree Rajaram Prints Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,3.5,Other,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shree Somnath Paper Mills Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,3.37,Agro/Food,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Timespac India Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-18,3.03,Other,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sudeep Exim Pvt. Ltd.,CRISIL,Fund-Based,B+,2025-12-18,3.0,Other,Standard,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sohan Industries Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,2.81,Other,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Naveen Filters Pvt. Ltd.,CRISIL,Non-Fund-Based,B+,2025-12-18,2.5,Other,Standard,Your Non-Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rexon Strips Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-18,1.0,Other,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Yash Poly Inds. Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-18,0.05,Other,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Chandrashekhar Exports Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2025-12-18,0.0,Other,Standard,Your Letter of Credit at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Manbhum Ispat Private Limited,Infomerics,Long Term Bank Facilities,IVR BBB- (INC)(Downgraded),2025-12-19,181.72,Other,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Dembla Valves Ltd.,IND-RA,Fund-Based,A 4,2025-12-19,100.0,Other,Standard,Your Fund-Based at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Maheshwari Mining Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-19,95.0,Mining,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ashok Textile Mills Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,89.21,Agro/Food,NCD — SEBI License Required,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sambandam Spinning Mills Ltd.,IND-RA,Term Loan,BB,2025-12-19,75.55,Agro/Food,Standard,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Clifton Export Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,69.26,Other,NCD — SEBI License Required,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
R S Development & Constructions India Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,67.89,Construction,NCD — SEBI License Required,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Superior Films Pvt. Ltd.,IND-RA,NCD/Bond,BB+/A4+,2025-12-19,64.5,Other,NCD — SEBI License Required,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sahu Agro Business Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),2025-12-19,58.34,Agro/Food,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Kairali Steels & Alloys Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,47.38,Steel & Metals,NCD — SEBI License Required,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
R K S Steel Inds. Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,38.02,Steel & Metals,NCD — SEBI License Required,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sun N Wind Infra Energy Private Limited,Infomerics,Long Term Bank Facilities,IVR B- (INC)(Downgraded),2025-12-19,37.0,Construction,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Leben Life Sciences Pvt. Ltd.,IND-RA,NCD/Bond,B-,2025-12-19,35.63,Other,NCD — SEBI License Required,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vertigo Impex Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,32.5,Other,NCD — SEBI License Required,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Approcool Aircon Pvt. Ltd.,IND-RA,Term Loan,B,2025-12-19,30.15,Other,Standard,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Jai Ganesh Ispat & Ferro Alloys Pvt. Ltd.,IND-RA,Term Loan,B-,2025-12-19,27.0,Steel & Metals,Standard,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Camex Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,24.5,Other,NCD — SEBI License Required,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
N N Saha & Sons Agro Pvt. Ltd.,IND-RA,Term Loan,B-,2025-12-19,24.0,Agro/Food,Standard,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Gansons Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,23.0,Other,NCD — SEBI License Required,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shrikishan & Co. Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,23.0,Other,NCD — SEBI License Required,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sunrise Timply Co. Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,23.0,Other,NCD — SEBI License Required,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rydak Syndicate Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,22.0,Other,NCD — SEBI License Required,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
K7 Computing Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,18.0,Other,NCD — SEBI License Required,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Srinivas Infrastructure Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,17.0,Construction,NCD — SEBI License Required,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rahman Hospitals Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-19,15.14,Healthcare,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Dee Control & Electric Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-19,15.0,Energy,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Unique Multi Films Virudhunagar Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-19,15.0,Other,Standard,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vaibhav Edibles Pvt. Ltd.,IND-RA,Term Loan,B-,2025-12-19,14.04,Agro/Food,Standard,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Best Blue Metals,Infomerics,Long Term Fund Based Bank Facility - Term Loans,IVR C+ (INC)(Downgraded),2025-12-19,11.95,Steel & Metals,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Mahakali Ispat Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,11.3,Other,NCD — SEBI License Required,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kuna Impex Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,11.25,Other,NCD — SEBI License Required,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Caravel Logistics Pvt. Ltd.,IND-RA,NCD/Bond,C/A4,2025-12-19,11.1,Logistics,NCD — SEBI License Required,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Bharath Hi-Tech Builders Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-19,10.0,Construction,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
M S G All Trdg. Intl. Pvt. Ltd.,CRISIL,Fund-Based,B+,2025-12-19,9.35,Other,Standard,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Polixel Security Systems Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,8.5,Other,NCD — SEBI License Required,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Anubhav Plast Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,8.5,Other,NCD — SEBI License Required,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vishesh Diagnostics Pvt. Ltd.,IND-RA,Term Loan,B-,2025-12-19,7.0,Healthcare,Standard,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sreenidhi Raja Packing Solutions Pvt. Ltd.,IND-RA,Term Loan,B-,2025-12-19,6.3,Other,Standard,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Hiland Agro Products Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,6.23,Agro/Food,NCD — SEBI License Required,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
V V C Motors Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-19,6.0,Other,Standard,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sangam Forgings Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,4.5,Steel & Metals,NCD — SEBI License Required,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
A-One Footarts Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-19,3.0,Other,Standard,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
A-One Footwears Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-19,2.25,Other,Standard,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Decor Paper Mills Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-19,0.13,Agro/Food,Standard,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shreenathji Cotgin Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-19,0.1,Other,Standard,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shree Shyam Sponge & Power Ltd.,ICRA,Short-Term Loan,A 4,2025-12-19,0.0,Energy,Standard,Your Short-Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Aequs Sez Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,310.0,Other,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Excelsource International Pvt. Ltd.,CARE,NCD/Bond,B+/A4,2025-12-22,128.0,Other,NCD — SEBI License Required,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Krrish Shalimar Projects Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-22,120.0,Other,Standard,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kkrishna Vaahan Pvt. Ltd.,CRISIL,Fund-Based,B,2025-12-22,49.5,Other,Standard,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Brua Hydrowatt Pvt. Ltd.,CARE,Term Loan,B,2025-12-22,46.0,Energy,Standard,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sai Shreeja Cars Pvt. Ltd.,CRISIL,Fund-Based,B,2025-12-22,42.6,Other,Standard,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sri Dakshinamurthy Agro Inds. Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-22,28.0,Agro/Food,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Tirupatee Agro Industries Private Limited,Infomerics,Long Term Bank  Facilities (Including  proposed facility of  Rs. 0.46 crore),IVR D (INC)(Downgraded),2025-12-22,22.57,Agro/Food,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
B E Contracts Pvt. Ltd.,CARE,NCD/Bond,B/A4,2025-12-22,20.0,Other,NCD — SEBI License Required,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shakun Gases Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-22,20.0,Energy,Standard,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Skandhanshi Infra Projects India Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,20.0,Construction,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Orange Auto Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,18.4,Manufacturing,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Primatel Fibcom Ltd.,CRISIL,Letter of Credit,A 4,2025-12-22,14.6,Other,Standard,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rasika Motors Pvt. Ltd.,CRISIL,Fund-Based,B,2025-12-22,14.6,Other,Standard,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
P K Construction Shimla Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-22,12.75,Construction,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Uni-Tech Automation Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-22,12.0,Manufacturing,Standard,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Pioneer Fabricators Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-22,11.0,Textiles,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Building Blocks Projects India Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,10.0,Construction,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Jai Raj Ispat Ltd.,BRICKWORK,Letter of Credit,A 4,2025-12-22,10.0,Other,Standard,Your Letter of Credit at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
The Kothari Wheels,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),2025-12-22,10.0,Other,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Om Threads Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-22,9.3,Other,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Remira Motors Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,9.0,Other,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Surat Goods Transport Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-22,8.5,Logistics,Standard,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
P V S Automotive Co. Pvt. Ltd.,CRISIL,Fund-Based,B+,2025-12-22,8.14,Manufacturing,Standard,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sharvi Agro Mills Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-22,8.0,Agro/Food,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Tirumala Tirupati Rice Mill Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),2025-12-22,8.0,Agro/Food,Standard,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Rabia Logistics Pvt. Ltd.,CRISIL,Term Loan,B-,2025-12-22,7.89,Logistics,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kamadhenu Jewellery Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-22,7.5,Jewellery,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Novartis Energy Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-22,7.0,Energy,Standard,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Punj Motors Pvt. Ltd.,CRISIL,Fund-Based,B+,2025-12-22,6.7,Other,Standard,Your Fund-Based at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sri Nav Durga Textile Processors Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,6.61,Textiles,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shyamjoti Rice Mill Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,6.33,Agro/Food,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Pragati Ingots & Power Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-22,5.2,Energy,Standard,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
