Company Name,Current Rater,Instrument,Rating,Rating Date,Amount Cr,Sector,Urgency,Aug_Week,RM_Tier,Call_Window,Why Target,ACER Pitch Angle,Recommended_Action
Raghuveer Metal Inds. Ltd.,IND-RA,Non-government debt,C/A4,2026-04-02,13.0,Steel & Metals,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Strawberry Studio Exports Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2026-03-16,12.7,Other,LOW/MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Dec 2026 – Jan 2027,INC rating hits ULTRA HOT on 2027-03-16 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Ganges Gardens Realtors Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,12.5,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Narayanadri Hospitals & Research Institute Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,12.36,Healthcare,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Sahara Engineering Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,12.25,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Hercules Hospitalities Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,12.02,Healthcare,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Maxheal Pharmaceuticals (India) Ltd.,CARE,NCD/Bond,B-/A4,2026-03-10,12.0,Chemicals & Pharma,LOW/MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Dec 2026 – Jan 2027,INC rating hits ULTRA HOT on 2027-03-10 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Adya Dairy Products Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,14-Nov-2025,12.0,Agro & Food,MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk2 (Nov 8-14),INC rating hits ULTRA HOT threshold on 2026-11-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
D C S Techno Services Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,12.0,IT/Technology,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
K P Polyolefin Sacks Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,11.48,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Sri Shyam Fashion India Pvt. Ltd.,BRICKWORK,NCD/Bond,B,2026-03-13,11.0,Other,LOW/MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Dec 2026 – Jan 2027,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your NCD/Bond at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Maini Construction Equipments Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,10.9,Construction,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Quality Wovensacks Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,13-Feb-2026,10.85,Paper/Packaging,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk2 (Nov 8-14),INC rating hits HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Brindha Cotton Mills Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,10.57,Agro & Food,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Pack Paper Agencies Pvt. Ltd.,CARE,NCD/Bond,B-/A4,16-Feb-2026,10.5,Paper/Packaging,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk2 (Nov 8-14),INC rating hits HOT threshold on 2026-11-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Lenz Ceramic Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,10.5,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
S K Translines Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,10.33,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Indian Additives Ltd.,CARE,NCD/Bond,AA/A1+,11-Feb-2026,10.0,Other,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk2 (Nov 8-14),INC rating hits HOT threshold on 2026-11-08 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Triveni Pattern Glass Pvt. Ltd.,CARE,NCD/Bond,BB/A4,20-Feb-2026,10.0,Other,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk3 (Nov 15-21),INC rating hits HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Agri-Best India Ltd.,CARE,Non-government debt,D,2026-04-29,10.0,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
General Optics (Asia) Ltd.,CARE,NCD/Bond,BB/A4,06-Nov-2025,10.0,Other,MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk1 (Nov 1-7),INC rating hits ULTRA HOT threshold on 2026-11-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Glitter Metals Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2026-03-18,10.0,Steel & Metals,LOW/MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Dec 2026 – Jan 2027,INC rating hits ULTRA HOT on 2027-03-18 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Rasi Electrodes Ltd.,ICRA,NCD/Bond,BB+/A4+,2026-03-30,10.0,Other,LOW/MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Dec 2026 – Jan 2027,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Bhartia Yarns Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,10.0,Textiles,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Bhopal Tractors Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,10.0,Automobiles,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Millenium Marbles Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,10.0,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Arrow Constructions Ltd.,IND-RA,Non-government debt,D,2026-04-02,10.0,Construction,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Aarti Distilleries Pvt. Ltd.,ICRA,NCD/Bond,BB+/A4+,25-Nov-2025,9.47,Other,MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits ULTRA HOT threshold on 2026-11-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Cabisco Plast Pvt. Ltd.,BRICKWORK,NCD/Bond,C/A4,23-Feb-2026,9.0,Other,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk3 (Nov 15-21),INC rating hits HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Biomedix Optotechnik & Devices Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,8.91,IT/Technology,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Mridul International Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,27-Feb-2026,8.83,Other,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Super Seal Flexible Hose Ltd.,BRICKWORK,NCD/Bond,C/A4,05-Feb-2026,8.5,Other,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk1 (Nov 1-7),INC rating hits HOT threshold on 2026-11-02 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Sri Power Generation (India) Pvt. Ltd. [Merged],IND-RA,Non-government debt,B-/A4,2026-04-02,8.25,Energy/Power,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
S O W I L Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,8.04,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Rukmani Power & Steel Pvt. Ltd.,BRICKWORK,NCD/Bond,C,20-Feb-2026,8.0,Steel & Metals,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk3 (Nov 15-21),INC rating hits HOT threshold on 2026-11-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Asha Enterprises Pvt. Ltd.,CARE,NCD/Bond,B-/A4,12-Feb-2026,8.0,Other,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk2 (Nov 8-14),INC rating hits HOT threshold on 2026-11-09 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Coirfoam (India) Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,8.0,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Vishrambhai Gorasia Construction Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,7.98,Construction,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Jajoo Surgicals Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,7.96,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Blue Duck Textiles Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,7.83,Textiles,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Haldia Nirman Projects Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,7.65,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Wintop Vitrified Pvt. Ltd.,ICRA,NCD/Bond,B/A4,25-Nov-2025,7.63,Other,MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits ULTRA HOT threshold on 2026-11-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Shree Dulichand Chemicals Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,7.5,Chemicals & Pharma,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Arunodaya Print Pack Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,7.12,Paper/Packaging,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Champion El Com Pvt. Ltd.,BRICKWORK,NCD/Bond,C/A4,2026-03-06,7.0,Other,LOW/MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Dec 2026 – Jan 2027,INC rating hits ULTRA HOT on 2027-03-06 — prime Q1 2027 renewal target,Your NCD/Bond at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Millennium Babycares Pvt. Ltd.,CARE,NCD/Bond,B-/A4,24-Feb-2026,7.0,Automobiles,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk3 (Nov 15-21),INC rating hits HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
S D M Projects Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,7.0,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
R K Natural Fibre Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,6.8,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Dwarka Gems Ltd.,CARE,NCD/Bond,B-/A4,26-Feb-2026,6.5,Jewellery/Gems,LOW,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits HOT threshold on 2026-11-23 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Standard Cartons Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,6.34,Paper/Packaging,MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Price & Buckland (India) Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,6.3,Agro & Food,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Narmada Agrobase Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,6.23,Agro & Food,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
Sangat Printers Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,24-Nov-2025,6.1,Paper/Packaging,MEDIUM,Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",Nov Wk4 (Nov 22-30),INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,ADD to Aug Wk2 - SEBI pre-license relationship wave
Radius Water Ltd.,ICRA,Non-government debt,D,2026-04-27,6.06,Other,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (62 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
3 G Telecom Infra India Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,6.04,Construction,LOW (<90 days),Aug Wk3 (Aug 17-21),"TIER 1 — Senior RM (NCD-linked, per existing plan rule)",HOT by Jan 2027,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,ADD to Aug Wk2 - SEBI pre-license relationship wave
