Company Name,Current Rater,Instrument,Rating,Rating Date,Amount Cr,Sector,Urgency,Pipeline_Window,Call_Window,Captured_In_Aug_RM_Plan,Why Target,ACER Pitch Angle,Recommended_Action
Rawmet Resources Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,27-Apr-2026,7.0,Other,LOW,October 2026,Oct Wk4 (Oct 22-31),True,INC rating hits MEDIUM threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Classic Enterprises Pvt. Ltd.,CARE,NCD/Bond,B-/A4,09-Jan-2026,5.9,Other,LOW,October 2026,Oct Wk1 (Oct 1-7),True,INC rating hits HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
C S H Power Himoinsa Pvt. Ltd.,CARE,NCD/Bond,A 4,10-Apr-2026,5.0,Energy,LOW,October 2026,Oct Wk1 (Oct 1-7),True,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Empire Alcobrev Pvt. Ltd.,CARE,NCD/Bond,B+/A4,23-Apr-2026,5.0,Other,LOW,October 2026,Oct Wk3 (Oct 15-21),True,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
C M Auto Sales Pvt. Ltd.,CARE,NCD/Bond,B+/A4,23-Apr-2026,4.5,Automobiles,LOW,October 2026,Oct Wk3 (Oct 15-21),True,INC rating hits MEDIUM threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Supermint Exports Pvt. Ltd.,CARE,NCD/Bond,B/A4,08-Apr-2026,4.11,Logistics,LOW,October 2026,Oct Wk1 (Oct 1-7),True,INC rating hits MEDIUM threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Ananya Engineering Pvt. Ltd.,CARE,NCD/Bond,B-/A4,06-Jan-2026,4.0,Manufacturing,LOW,October 2026,Oct Wk1 (Oct 1-7),True,INC rating hits HOT threshold on 2026-10-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
M S Support Services Ltd.,CARE,NCD/Bond,B-/A4,24-Apr-2026,3.75,Logistics,LOW,October 2026,Oct Wk3 (Oct 15-21),True,INC rating hits MEDIUM threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Gowthami Solvent Oils Pvt. Ltd.,CARE,NCD/Bond,BB/A4,09-Jan-2026,3.0,Chemicals & Pharma,LOW,October 2026,Oct Wk1 (Oct 1-7),True,INC rating hits HOT threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Natraj Electro Casting Pvt. Ltd.,CARE,NCD/Bond,B-/A4,14-Apr-2026,2.9,Steel & Metals,LOW,October 2026,Oct Wk2 (Oct 8-14),True,INC rating hits MEDIUM threshold on 2026-10-11 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Libra International Ltd.,CARE,NCD/Bond,B/A4,04-May-2026,2.55,Other,LOW,October 2026,Oct Wk4 (Oct 22-31),True,INC rating hits MEDIUM threshold on 2026-10-31 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Kundana Techno Tex Pvt. Ltd.,CARE,NCD/Bond,BBB-/A3,07-Apr-2026,2.0,IT/Technology,LOW,October 2026,Oct Wk1 (Oct 1-7),True,INC rating hits MEDIUM threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Encore Projects Pvt. Ltd.,CARE,NCD/Bond,B-/A4,08-Apr-2026,1.35,Construction,LOW,October 2026,Oct Wk1 (Oct 1-7),True,INC rating hits MEDIUM threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Clrk Industries Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,22-Apr-2026,0.5,Manufacturing,LOW,October 2026,Oct Wk3 (Oct 15-21),True,INC rating hits MEDIUM threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
K B S C Auto Pvt. Ltd.,CARE,NCD/Bond,B+/A4,28-Apr-2026,0.5,Automobiles,LOW,October 2026,Oct Wk4 (Oct 22-31),True,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Omnitech Engineering Ltd.,CARE,NCD/Bond,BBB-/A3,07-Apr-2026,0.0,Manufacturing,LOW,October 2026,Oct Wk1 (Oct 1-7),True,INC rating hits MEDIUM threshold on 2026-10-04 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Essem Auto Electricals Pvt. Ltd.,CARE,NCD/Bond,BB+/A4,08-Apr-2026,0.0,Energy,LOW,October 2026,Oct Wk1 (Oct 1-7),True,INC rating hits MEDIUM threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Hotline Capital Services Pvt. Ltd.,CARE,Non-government debt,C/A4,2026-04-01,100.0,BFSI/NBFC,LOW (<90 days),Q2 2027,HOT by Jan 2027,True,"INC since Apr 2026 (88 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Already in Aug Wk1 (Tier 1) - no action needed
K B K Biotech Pvt. Ltd.,CARE,Non-government debt,BB/A4,2026-04-02,76.78,Chemicals & Pharma,LOW (<90 days),Q2 2027,HOT by Jan 2027,True,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,Already in Aug Wk1 (Tier 1) - no action needed
Krishna Buildestates Pvt. Ltd.,CARE,NCD/Bond,BBB/A3+,2026-03-26,246.6,Construction,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,True,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
R M N Infrastructures Ltd.,CARE,NCD/Bond,BB+/A4+,2026-03-31,125.0,Construction,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,True,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
R K Infracorp Pvt. Ltd.,CARE,NCD/Bond,B/A4,2026-03-11,120.0,Construction,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,True,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
B N R Infrastructure Projects Pvt. Ltd.,CARE,NCD/Bond,BB/A4,2026-01-02,80.0,Construction,LOW/MEDIUM,Q1 2027,Oct–Nov 2026 — Call now (HOT by Oct),True,INC rating hits ULTRA HOT on 2027-01-02 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Jan 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Dembla Valves Ltd.,CARE,NCD/Bond,BB+/A4+,2026-03-19,49.5,Other,LOW/MEDIUM,Q1 2027,Sep 2026 — RM,True,INC rating hits ULTRA HOT on 2027-03-19 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Premier Plasmotec Pvt. Ltd.,CARE,NCD/Bond,BBB-/A3,2026-03-31,35.0,Other,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,True,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Shri Vaari Electricals Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,10-Nov-2025,25.0,Energy,MEDIUM,October 2026,Nov Wk2 (Nov 8-14),True,INC rating hits ULTRA HOT threshold on 2026-11-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Shreeya Peanuts Pvt. Ltd.,CARE,NCD/Bond,C/A4,07-Oct-2025,15.0,Other,MEDIUM,October 2026,Oct Wk1 (Oct 1-7),True,INC rating hits ULTRA HOT threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Mohit Ispat Pvt. Ltd.,CARE,NCD/Bond,B-/A4,29-Oct-2025,5.0,Other,MEDIUM,October 2026,Oct Wk4 (Oct 22-31),True,INC rating hits ULTRA HOT threshold on 2026-10-29 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Syndicate Wiper Systems Pvt. Ltd.,CARE,NCD/Bond,B-/A4,07-Oct-2025,5.0,Other,MEDIUM,October 2026,Oct Wk1 (Oct 1-7),True,INC rating hits ULTRA HOT threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Jai Gears Pvt. Ltd.,CARE,NCD/Bond,B-/A4,07-Oct-2025,4.0,Other,MEDIUM,October 2026,Oct Wk1 (Oct 1-7),True,INC rating hits ULTRA HOT threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
A-One Footarts Pvt. Ltd.,CARE,NCD/Bond,BBB/A3+,03-Oct-2025,4.0,Other,MEDIUM,October 2026,Oct Wk1 (Oct 1-7),True,INC rating hits ULTRA HOT threshold on 2026-10-03 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Rangoli Industries Pvt. Ltd.,CARE,NCD/Bond,B-/A4,31-Oct-2025,0.43,Manufacturing,MEDIUM,October 2026,Oct Wk4 (Oct 22-31),True,INC rating hits ULTRA HOT threshold on 2026-10-31 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Atlas Constructions Pvt. Ltd.,CRISIL,NCD/Bond,BBB/A3+,2025-12-12,363.0,Construction,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-12 — prime Q1 2027 renewal target,Your NCD/Bond at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
J G Hosiery Pvt. Ltd.,ICRA,NCD/Bond,A/A2+,2025-12-23,230.0,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Chowgule Industries Pvt. Ltd.,ICRA,NCD/Bond,BB+/A4+,2025-12-05,40.0,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Mor Alloys Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-10,16.55,Steel & Metals,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Weener Empire Plastics Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-24,15.0,Chemicals & Pharma,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Kwality Pharmaceuticals Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-05,9.92,Chemicals & Pharma,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Uni-Tech Automation Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-22,9.0,Manufacturing,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Flyjac Logistics Pvt. Ltd.,ICRA,NCD/Bond,A 1+,2025-12-11,8.5,Logistics,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Samkit Diamond Export Pvt. Ltd.,ICRA,NCD/Bond,B/A4,2025-12-17,8.0,Jewellery,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Metco Roof Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-24,7.72,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Millenium Exim Pvt. Ltd.,ICRA,NCD/Bond,B/A4,2025-12-08,6.21,Agro & Food,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Satyadeeptha Pharmaceuticals Ltd.,ICRA,NCD/Bond,BB+/A4+,2025-12-17,5.63,Chemicals & Pharma,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
C D R Projects Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-24,5.04,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Memon Health Care Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-22,3.33,Healthcare,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Yash Exports (India) Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-23,2.42,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Winner Nippon Leatherette Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-24,2.05,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Champion Commercial Co. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-05,1.5,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Tirumala Seven Hills Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-17,1.0,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Sivaani Agribusiness Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-11,0.92,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
V V C Motors Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-19,0.25,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Pearson Drums & Barrels Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-08,0.04,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Epicu Agro Products Pvt. Ltd.,ICRA,NCD/Bond,BB+/A4+,28-Apr-2026,60.86,Agro & Food,LOW,October 2026,Oct Wk4 (Oct 22-31),True,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Jaipur Rugs Co. Ltd.,ICRA,NCD/Bond,A 4,22-Apr-2026,60.0,Other,LOW,October 2026,Oct Wk3 (Oct 15-21),True,INC rating hits MEDIUM threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Nuevo Polymers Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,29-Apr-2026,35.0,Chemicals & Pharma,LOW,October 2026,Oct Wk4 (Oct 22-31),True,INC rating hits MEDIUM threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Hotcrete Infrastructure Pvt. Ltd.,ICRA,NCD/Bond,C/A4,27-Apr-2026,28.24,Construction,LOW,October 2026,Oct Wk4 (Oct 22-31),True,INC rating hits MEDIUM threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Ghai Construction Pvt. Ltd.,ICRA,NCD/Bond,B+,15-Apr-2026,27.0,Construction,LOW,October 2026,Oct Wk2 (Oct 8-14),True,INC rating hits MEDIUM threshold on 2026-10-12 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Premier Polyfilm Ltd.,ICRA,NCD/Bond,BBB+/A2,30-Apr-2026,25.5,Other,LOW,October 2026,Oct Wk4 (Oct 22-31),True,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Anjalee Granites Pvt. Ltd.,ICRA,NCD/Bond,BB/A4,16-Apr-2026,22.0,Mining & Minerals,LOW,October 2026,Oct Wk2 (Oct 8-14),True,INC rating hits MEDIUM threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Transglobal Securities Ltd.,ICRA,NCD/Bond,B+/A4,27-Apr-2026,21.0,BFSI,LOW,October 2026,Oct Wk4 (Oct 22-31),True,INC rating hits MEDIUM threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Yogiji Digi Ltd.,ICRA,NCD/Bond,B+,21-Apr-2026,18.0,Other,LOW,October 2026,Oct Wk3 (Oct 15-21),True,INC rating hits MEDIUM threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Kiara Jewellery Pvt. Ltd.,ICRA,NCD/Bond,B/A4,22-Apr-2026,14.0,Jewellery/Gems,LOW,October 2026,Oct Wk3 (Oct 15-21),True,INC rating hits MEDIUM threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Welcome Distilleries Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,27-Apr-2026,13.2,Other,LOW,October 2026,Oct Wk4 (Oct 22-31),True,INC rating hits MEDIUM threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
R P A Unibakes Pvt. Ltd.,ICRA,NCD/Bond,BB+/A4+,29-Apr-2026,13.0,Other,LOW,October 2026,Oct Wk4 (Oct 22-31),True,INC rating hits MEDIUM threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
A S Moloobhoy Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,23-Jan-2026,11.0,Other,LOW,October 2026,Oct Wk3 (Oct 15-21),True,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Para Products Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,28-Apr-2026,10.0,Manufacturing,LOW,October 2026,Oct Wk4 (Oct 22-31),True,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Zeco Aircon Ltd.,ICRA,NCD/Bond,B+/A4,25-Feb-2026,7.25,Other,LOW,October 2026,Nov Wk4 (Nov 22-30),True,INC rating hits HOT threshold on 2026-11-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Turbovent Industries Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,24-Apr-2026,6.88,Manufacturing,LOW,October 2026,Oct Wk3 (Oct 15-21),True,INC rating hits MEDIUM threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Ras Polytex Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,23-Jan-2026,5.97,Other,LOW,October 2026,Oct Wk3 (Oct 15-21),True,INC rating hits HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Duratex Silk Mills Pvt. Ltd.,ICRA,NCD/Bond,B/A4,22-Apr-2026,5.81,Textiles,LOW,October 2026,Oct Wk3 (Oct 15-21),True,INC rating hits MEDIUM threshold on 2026-10-19 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
S V R Laboratories Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,24-Apr-2026,5.1,Healthcare,LOW,October 2026,Oct Wk3 (Oct 15-21),True,INC rating hits MEDIUM threshold on 2026-10-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Sidwin Fabric Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,16-Apr-2026,5.03,Textiles,LOW,October 2026,Oct Wk2 (Oct 8-14),True,INC rating hits MEDIUM threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Homera Tanning Inds. Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,18-Feb-2026,4.5,Other,LOW,October 2026,Nov Wk3 (Nov 15-21),True,INC rating hits HOT threshold on 2026-11-15 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Shreyans Oils Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,27-Apr-2026,2.5,Energy,LOW,October 2026,Oct Wk4 (Oct 22-31),True,INC rating hits MEDIUM threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
