Company Name,Instrument Type,Current Rater,Rating,Rating Date,Urgency,Sector,State,INC,Why Target,ACER Pitch Angle
Extol Industries Ltd.,Term loans,BRICKWORK,D,31-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; low urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Shell Apparels Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,B+,30-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with ICRA; low urgency for renewal,INC with ICRA — ACER can restart rating process fast; active rating needed for bank facilities
Satma Industries Pvt. Ltd.,Term loans,BRICKWORK,C,29-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; low urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Shrishaila Electricals (India) Pvt. Ltd.,Term loans,ACUITE,B,26-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with ACUITE; low urgency for renewal,INC with ACUITE — ACER can restart rating process fast; active rating needed for bank facilities
Sharpline Automation Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,26-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with ICRA; low urgency for renewal,INC with ICRA — ACER can restart rating process fast; active rating needed for bank facilities
Bafna Motors (Mumbai) Pvt. Ltd.,Term loans,ICRA,D,26-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with ICRA; low urgency for renewal,INC with ICRA — ACER can restart rating process fast; active rating needed for bank facilities
Danalakshmi Paper Mills Pvt. Ltd.,Letter Of credit,ACUITE,A 4,24-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with ACUITE; low urgency for renewal,INC with ACUITE — ACER can restart rating process fast; active rating needed for bank facilities
Chemical Process Equipments Pvt. Ltd.,Letter Of credit,CARE,A 4+,24-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with CARE; low urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
Weener Empire Plastics Pvt. Ltd.,Non-government debt,ICRA,B+/A4,24-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with ICRA; low urgency for renewal,INC with ICRA — ACER can restart rating process fast; active rating needed for bank facilities
Sanco Industries Ltd.,Letter Of credit,CRISIL,D,24-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; low urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Shreegopal Auto Pvt. Ltd.,Long term Loans,CRISIL,BB+,24-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; low urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Vishwa Glass & Ceramics Pvt. Ltd.,Letter Of credit,CRISIL,A 4,24-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; low urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Sharu Industries Pvt. Ltd.,Letter Of credit,CARE,A 4,24-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with CARE; low urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities
T N R Industries Pvt. Ltd.,Long term Loans,CRISIL,C,23-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; low urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Santosh Automotors Pvt. Ltd.,Long term Loans,CRISIL,B+,23-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; low urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Rubber O Malabar Products Pvt. Ltd.,Long term Loans,CRISIL,D,23-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; low urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Gartech Equipments Pvt. Ltd.,Term loans,CRISIL,BB+,23-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; low urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
E D A C Engineering Ltd.,Bank Guarantee,CRISIL,A 4+,23-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; low urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
S A M Apparels Pvt. Ltd.,Non-government debt,ICRA,D,22-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with ICRA; low urgency for renewal,INC with ICRA — ACER can restart rating process fast; active rating needed for bank facilities
P V S Automotive Co. Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B+,22-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; low urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Remira Motors Pvt. Ltd.,Long term Loans,CRISIL,B,22-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; low urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Rasika Motors Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,22-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; low urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Orange Auto Pvt. Ltd.,Term loans,CRISIL,B,22-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; low urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Future Automobile Agency Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB-,22-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; low urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Punj Motors Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B+,22-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; low urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Kairali Steels & Alloys Pvt. Ltd.,Non-government debt,IND-RA,B/A4,19-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with IND-RA; low urgency for renewal,INC with IND-RA — ACER can restart rating process fast; active rating needed for bank facilities
Oneup Motors India Pvt. Ltd.,Term loans,IND-RA,D,19-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with IND-RA; low urgency for renewal,INC with IND-RA — ACER can restart rating process fast; active rating needed for bank facilities
Jai Ganesh Ispat & Ferro Alloys Pvt. Ltd.,Term loans,IND-RA,B-,19-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with IND-RA; low urgency for renewal,INC with IND-RA — ACER can restart rating process fast; active rating needed for bank facilities
Sangam Forgings Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,19-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with IND-RA; low urgency for renewal,INC with IND-RA — ACER can restart rating process fast; active rating needed for bank facilities
Bilt Graphic Paper Products Ltd.,Non-government debt,IND-RA,D,19-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with IND-RA; low urgency for renewal,INC with IND-RA — ACER can restart rating process fast; active rating needed for bank facilities
Decor Paper Mills Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,19-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with ICRA; low urgency for renewal,INC with ICRA — ACER can restart rating process fast; active rating needed for bank facilities
Shape Engineering Co. Pvt. Ltd.,Term loans,CRISIL,B,18-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; low urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Shree Somnath Paper Mills Pvt. Ltd.,Term loans,CRISIL,B,18-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; low urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Sohan Industries Pvt. Ltd.,Long term Loans,CRISIL,B,18-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; low urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
A B Pal Electricals Pvt. Ltd.,Bank Guarantee,CRISIL,D,17-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; low urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Marino Cables India Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,17-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with ACUITE; low urgency for renewal,INC with ACUITE — ACER can restart rating process fast; active rating needed for bank facilities
Wadia Techno-Engineering Services Ltd.,Bank Guarantee,BRICKWORK,A 4,17-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; low urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Lahoti Motors Pvt. Ltd.,Long term Loans,CRISIL,B,17-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with CRISIL; low urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities
Tehri Pulp & Paper Ltd.,Bank Guarantee,BRICKWORK,A 4+,16-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; low urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Abaj Electronics Pvt. Ltd.,Letter Of credit,ACUITE,A 4,16-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with ACUITE; low urgency for renewal,INC with ACUITE — ACER can restart rating process fast; active rating needed for bank facilities
Sturdy Industries Ltd.,Term loans,ICRA,D,15-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with ICRA; low urgency for renewal,INC with ICRA — ACER can restart rating process fast; active rating needed for bank facilities
Gobind Industries Pvt. Ltd.,Term loans,BRICKWORK,C,15-12-2025,LOW,Manufacturing,,Y,D365 INC company — not cooperating with BRICKWORK; low urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities
Shriniwas Spintex Industries Private Limited,Short Term  Non-Fund  Based Bank  Facilities,Infomerics,IVR A4 (ISSUER NOT COOPERATING),"December 29, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Himenviro Environmental Engineering Company Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Reaffirmed),"January 5, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Himenviro Environmental Engineering Company Private Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Reaffirmed),"January 5, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
GS Auto International Limited,Long Term Bank Facilities,Infomerics,IVR BB (Upgraded and Withdrawn),"December 22, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
GS Auto International Limited,Short Term Bank Facilities,Infomerics,IVR A4 (Reaffirmed and Withdrawn),"December 22, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Bihar Foundry & Casting Limited,Long Term Bank Facilities,Infomerics,IVR A (Upgraded),"February 9, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Bihar Foundry & Casting Limited,Short Term Bank Facilities,Infomerics,IVR A1 (Upgraded),"February 9, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Himenviro Environmental Engineering Company Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Reaffirmed),"January 5, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Himenviro Environmental Engineering Company Private Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Reaffirmed),"January 5, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
GS Auto International Limited,Long Term Bank Facilities,Infomerics,IVR BB (Upgraded and Withdrawn),"December 22, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
GS Auto International Limited,Short Term Bank Facilities,Infomerics,IVR A4 (Reaffirmed and Withdrawn),"December 22, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Bihar Foundry & Casting Limited,Long Term Bank Facilities,Infomerics,IVR A (Upgraded),"February 9, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Bihar Foundry & Casting Limited,Short Term Bank Facilities,Infomerics,IVR A1 (Upgraded),"February 9, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Sree Saravana Engineering Bhavani Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Reaffirmed),"December 15, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Sree Saravana Engineering Bhavani Private Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (Reaffirmed),"December 15, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Globe Precision Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"January 5, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Globe Precision Industries Private Limited,Long Term Bank Facilities- Term Loan,Infomerics,IVR BB (Assigned/Reaffirmed),"January 5, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Globe Precision Industries Private Limited,Short Term Bank Facilities- LC/ Bank Guarantee,Infomerics,IVR A4 (Reaffirmed),"January 5, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Globe Precision Industries Private Limited,Long Term Bank  Facilities- Cash Credit,Infomerics,IVR BB (Reaffirmed),"January 5, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Mechfast Engineering Private Limited,Long Term Bank Facility,Infomerics,IVR BBB- (Upgraded),"December 31, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Mechfast Engineering Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Upgraded),"December 31, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Super Iron Foundry Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"December 22, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Super Iron Foundry Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),"December 22, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Super Iron Foundry Limited,Long Term Bank Facilities- FCTL/ GECL,Infomerics,Withdrawn,"December 22, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Responsive Industries Limited,Long Term Bank Facilities,Infomerics,IVR A (Reaffirmed),"February 5, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Responsive Industries Limited,Short Term Bank Facilities,Infomerics,IVR A1 (Reaffirmed),"February 5, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Responsive Industries Limited,Long Term/ Short Term Bank Facilities,Infomerics,IVR A/IVR A1; (Reaffirmed),"February 5, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Milestone Gears Limited,Long Term Bank Facilities,Infomerics,IVR A- (Upgraded),"December 31, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Milestone Gears Limited,Short Term Bank Facilities,Infomerics,IVR A2+ (Upgraded),"December 31, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Rajshree Fine Chemical Industries India Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Downgraded),"December 29, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Rajshree Fine Chemical Industries India Private Limited,Short Term Bank Facilities,Infomerics,Withdrawn,"December 29, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Track Components Limited,Long Term Instruments/Facilities,Infomerics,IVR BBB (Reaffirmed),"January 6, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Shree Shakambari Ferro Alloys Private Limited,Long Term Bank Facility,Infomerics,IVR BB- (Reaffirmed and Withdrawn),"December 31, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Sivadharshini Papers Private Limited,Long Term Facilities,Infomerics,IVR BBB- (Reaffirmed),"January 6, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Sheetal Manufacturing Company Private Limited,Long Term/ Short Term Bank Facilities,Infomerics,IVR A/IVR A1; (Downgraded),"January 2, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Sheetal Manufacturing Company Private Limited,Long Term/ Short Term Bank Facilities â€“ Standby Letter of Credit (SBLC),Infomerics,Withdrawn,"January 2, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Sheetal Manufacturing Company Private Limited,Long Term/ Short Term Bank Facilities â€“ Proposed,Infomerics,Witthdrawn,"January 2, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Sheetal Manufacturing Company Private Limited,Short Term Bank Facilities â€“ CEL,Infomerics,Withdrawn,"January 2, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Shree Shakti Iron & Alloys Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Upgraded),"December 23, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Tehri Pulp and Paper Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"December 22, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Tehri Pulp and Paper Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),"December 22, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Kandui Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Reaffirmed),"December 16, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Kandui Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Reaffirmed),"December 16, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Knest Manufacturers Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB+ (Upgraded and Withdrawn),"December 24, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Knest Manufacturers Private Limited,Short Term Bank Facilities,Infomerics,IVR A2 (Upgraded and Withdrawn),"December 24, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Knest Manufacturers Private Limited,Proposed Long Term Bank Facilities,Infomerics,Withdrawn,"December 24, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Megawin Switchgear Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"January 28, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Megawin Switchgear Private Limited,Long/Short Term Bank Facilities,Infomerics,IVR BBB-/IVR A3; (Reaffirmed),"January 28, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Passion Industries Private Limited,Long term Bank Facilities,Infomerics,IVR BBB (Upgraded),"January 22, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Passion Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Upgraded),"January 22, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Vishwa Samudra Engineering Private Limited,Long Term Bank Facilities,Infomerics,IVR A (Reaffirmed),"January 20, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Vishwa Samudra Engineering Private Limited,Proposed Long Term Bank Facilities,Infomerics,IVR A (Reaffirmed),"January 20, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Vishwa Samudra Engineering Private Limited,Long Term/ Short Term Bank Facilities,Infomerics,IVR A / IVR A1; (Reaffirmed),"January 20, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Vishwa Samudra Engineering Private Limited,Proposed Long Term/ Short Term Bank Facilities,Infomerics,IVR A/ IVR A1; (Reaffirmed),"January 20, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Vishwa Samudra Engineering Private Limited,Non Convertible Debentures,Infomerics,IVR A (Reaffirmed),"January 20, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Vishwa Samudra Engineering Private Limited,Non Convertible Debentures,Infomerics,Withdrawn,"January 20, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Vishwa Samudra Engineering Private Limited,Proposed Non Convertible Debentures,Infomerics,Withdrawn,"January 20, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Gemini Equipment and Rentals Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"February 10, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Gemini Equipment and Rentals Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),"February 10, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Gemini Equipment and Rentals Private Limited,Long Term/Short Term Bank Facilities - Proposed,Infomerics,IVR BBB-/IVR A3; (Reaffirmed),"February 10, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Shiv krupa Steel and Alloys Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"January 2, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Shiv krupa Steel and Alloys Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"January 2, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Shiv krupa Steel and Alloys Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),"January 2, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Shiv krupa Steel and Alloys Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),"January 2, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Shiv krupa Steel and Alloys Private Limited,Long Term - Short Term Bank Facilities â€“ Proposed,Infomerics,IVR BBB- / IVR A3; (Assigned),"January 2, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Jyoti CNC Automation Limited,Long Term/ Short Term Bank Facilities,Infomerics,IVR A+/ IVR A1; (Reaffirmed),"February 10, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Jyoti CNC Automation Limited,Long Term Bank Facilities,Infomerics,IVR A+ (Reaffirmed),"February 10, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Topper Wire & Fastners,Long Term Bank Facilities,Infomerics,IVR BBB (Reaffirmed),"December 23, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Divine Motors Private Limited,Long Term Bank Facilities,Infomerics,IVR BB- (Upgraded),"December 23, 2025",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Asiatic Electricals & Switchgear Private Limited,Long Term/ Short Term Facilities,Infomerics,IVR BB+/IVR A4+; (Upgraded and Withdrawn),"January 6, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
Asiatic Electricals & Switchgear Private Limited,Short Term Facilities,Infomerics,IVR A4+ (Upgraded and Withdrawn),"January 6, 2026",LOW,Manufacturing,,N,"Infomerics client, low urgency renewal","Upcoming renewal — introduce ACER as faster, more accessible alternative to Infomerics"
