Company Name,Current Rating Agency,Instrument Type,Rating,Rating Date,Days Since Rating,Urgency,INC,Amount (Cr),Sector,Why Target,ACER Pitch Angle
Ra'Pure Life Sciences Ltd.,Brickwork,Letter Of credit,A 4,2026-03-13,93,LOW,YES,,Other/Diversified,"Brickwork INC — mandate lapsed 93d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Brand Alloys Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-13,93,LOW,YES,5.00,Steel & Metals,"Brickwork INC — mandate lapsed 93d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
B Das & Associates Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-13,93,LOW,YES,30.80,Other/Diversified,"Brickwork INC — mandate lapsed 93d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Shanti Gopal Concast Ltd.,Brickwork,Bank Guarantee,B+,2026-03-13,93,LOW,YES,20.89,Steel & Metals,"Brickwork INC — mandate lapsed 93d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
G E P L Capital Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-13,93,LOW,YES,55.00,BFSI,"Brickwork INC — mandate lapsed 93d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Varsha Corporation Ltd.,Brickwork,Letter Of credit,D,2026-03-13,93,LOW,YES,40.00,Other/Diversified,"Brickwork INC — mandate lapsed 93d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Autotech Non-Wovens Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-13,93,LOW,YES,2.00,Manufacturing,"Brickwork INC — mandate lapsed 93d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Nirmal Buildinfra Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-13,93,LOW,YES,65.00,Infrastructure,"Brickwork INC — mandate lapsed 93d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sambandh Finserve Pvt. Ltd.,Brickwork,Term loans,D,2026-03-13,93,LOW,YES,383.00,Other/Diversified,"Brickwork INC — mandate lapsed 93d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sidhi Vinayak Metcom Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-13,93,LOW,YES,0.50,Other/Diversified,"Brickwork INC — mandate lapsed 93d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sri Shyam Fashion India Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-13,93,LOW,YES,1.50,Other/Diversified,"Brickwork INC — mandate lapsed 93d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
F T Textiles Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-13,93,LOW,YES,0.45,Textiles,"Brickwork INC — mandate lapsed 93d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Naraingarh Sugar Mills Ltd.,Brickwork,Term loans,D,2026-03-13,93,LOW,YES,140.33,Agro & Food,"Brickwork INC — mandate lapsed 93d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sandhya Prakash Ltd.,Brickwork,Term loans,D,2026-03-13,93,LOW,YES,150.00,Other/Diversified,"Brickwork INC — mandate lapsed 93d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
M K B Foods Pvt. Ltd.,Brickwork,Term loans,C,2026-03-13,93,LOW,YES,2.60,Agro & Food,"Brickwork INC — mandate lapsed 93d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Preet Tractors Pvt. Ltd.,Brickwork,Bank Guarantee,B-,2026-03-13,93,LOW,YES,1.00,Other/Diversified,"Brickwork INC — mandate lapsed 93d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Gajra Gears Pvt. Ltd.,Brickwork,Bank Guarantee,D,2026-03-13,93,LOW,YES,0.20,Other/Diversified,"Brickwork INC — mandate lapsed 93d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Phenix Spinning Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-16,90,LOW,YES,1.55,Textiles,"Brickwork INC — mandate lapsed 90d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Iris Computers Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-16,90,LOW,YES,,Other/Diversified,"Brickwork INC — mandate lapsed 90d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Begorra Infrastructure & Developers Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-16,90,LOW,YES,32.50,Infrastructure,"Brickwork INC — mandate lapsed 90d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Ratnesh Metal Inds. Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-16,90,LOW,YES,,Steel & Metals,"Brickwork INC — mandate lapsed 90d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
R K Lumbers Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2026-03-16,90,LOW,YES,4.00,Other/Diversified,"Brickwork INC — mandate lapsed 90d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Bet Medical Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-16,90,LOW,YES,,Healthcare,"Brickwork INC — mandate lapsed 90d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Smilax Healthcare Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-16,90,LOW,YES,2.00,Healthcare,"Brickwork INC — mandate lapsed 90d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Stella Indusstries Ltd.,Brickwork,Fund based financial facility/instrument,B-,2026-03-16,90,LOW,YES,,Other/Diversified,"Brickwork INC — mandate lapsed 90d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Imperial Constrafin Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-16,90,LOW,YES,25.00,Other/Diversified,"Brickwork INC — mandate lapsed 90d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Ellora Construction Pvt. Ltd.,Brickwork,Bank Guarantee,D,2026-03-16,90,LOW,YES,2.00,Construction,"Brickwork INC — mandate lapsed 90d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Tiruchirapalli Engineering & Technology Cluster,Brickwork,Bank Guarantee,D,2026-03-16,90,LOW,YES,2.00,Manufacturing,"Brickwork INC — mandate lapsed 90d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Dynamic Ship Recyclers Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2026-03-16,90,LOW,YES,31.64,Other/Diversified,"Brickwork INC — mandate lapsed 90d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Emgee Cables & Communications Ltd.,Brickwork,Bank Guarantee,D,2026-03-17,89,LOW,YES,5.00,Manufacturing,"Brickwork INC — mandate lapsed 89d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Deepak International Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-17,89,LOW,YES,15.00,Other/Diversified,"Brickwork INC — mandate lapsed 89d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Pawan Communications Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-17,89,LOW,YES,4.00,Other/Diversified,"Brickwork INC — mandate lapsed 89d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Astila Ceramic Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-17,89,LOW,YES,2.00,Manufacturing,"Brickwork INC — mandate lapsed 89d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Arun Spinning Mills Pvt. Ltd.,Brickwork,Letter Of credit,D,2026-03-17,89,LOW,YES,5.00,Textiles,"Brickwork INC — mandate lapsed 89d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sarvottam Poultry Feed Supply Centre Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,C,2026-03-17,89,LOW,YES,3.09,Agro & Food,"Brickwork INC — mandate lapsed 89d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Merchant Agri Global Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,B-,2026-03-17,89,LOW,YES,,Agro & Food,"Brickwork INC — mandate lapsed 89d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Lohiya Edible Oils Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2026-03-17,89,LOW,YES,142.50,Other/Diversified,"Brickwork INC — mandate lapsed 89d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Madhav Tex Spin Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-17,89,LOW,YES,3.00,Other/Diversified,"Brickwork INC — mandate lapsed 89d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Spectra Industries Ltd.,Brickwork,Fund based financial facility/instrument,D,2026-03-17,89,LOW,YES,5.00,Manufacturing,"Brickwork INC — mandate lapsed 89d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Anadi Rice Mill Pvt. Ltd.,Brickwork,Term loans,D,2026-03-17,89,LOW,YES,0.50,Agro & Food,"Brickwork INC — mandate lapsed 89d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Niknam Chemicals Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,A 4,2026-03-17,89,LOW,YES,10.80,Chemicals,"Brickwork INC — mandate lapsed 89d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Indoshell Mould Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-17,89,LOW,YES,,Other/Diversified,"Brickwork INC — mandate lapsed 89d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Supreem Pharmaceuticals Mysore Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2026-03-17,89,LOW,YES,5.00,Healthcare,"Brickwork INC — mandate lapsed 89d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
G S Agri Exim Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2026-03-17,89,LOW,YES,3.00,Agro & Food,"Brickwork INC — mandate lapsed 89d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Prompt Enterprises Pvt. Ltd.,Brickwork,Non-fund-based financial facility/instrument,A 4,2026-03-17,89,LOW,YES,17.00,Other/Diversified,"Brickwork INC — mandate lapsed 89d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Rchem Organics (Bangalore) Pvt. Ltd.,Brickwork,Bank Guarantee,B-,2026-03-17,89,LOW,YES,1.22,Other/Diversified,"Brickwork INC — mandate lapsed 89d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Gaaneshkartikey Construction Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-17,89,LOW,YES,14.00,Construction,"Brickwork INC — mandate lapsed 89d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Ecofil Technologies India Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-17,89,LOW,YES,40.00,Other/Diversified,"Brickwork INC — mandate lapsed 89d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Agog Pharma Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-17,89,LOW,YES,3.00,Healthcare,"Brickwork INC — mandate lapsed 89d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Rachhpal Auto Alliance Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,C,2026-03-17,89,LOW,YES,3.00,Manufacturing,"Brickwork INC — mandate lapsed 89d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Ratnaveer Precision Engg. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-18,88,LOW,YES,0.11,Other/Diversified,"Brickwork INC — mandate lapsed 88d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
V3 Health Care Pvt. Ltd.,Brickwork,Term loans,C,2026-03-18,88,LOW,YES,16.32,Healthcare,"Brickwork INC — mandate lapsed 88d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Jagson Colorchem Ltd.,Brickwork,Letter Of credit,A 4,2026-03-18,88,LOW,YES,7.60,Other/Diversified,"Brickwork INC — mandate lapsed 88d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Bay Datacom Solutions Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-18,88,LOW,YES,39.50,Other/Diversified,"Brickwork INC — mandate lapsed 88d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Atam Manohar Ship Breakers Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2026-03-18,88,LOW,YES,98.50,Other/Diversified,"Brickwork INC — mandate lapsed 88d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Deepak Agro Pvt. Ltd.,Brickwork,Term loans,C,2026-03-18,88,LOW,YES,0.65,Agro & Food,"Brickwork INC — mandate lapsed 88d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Vannsh Life Sciences Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2026-03-18,88,LOW,YES,1.00,Other/Diversified,"Brickwork INC — mandate lapsed 88d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Gokul Sugar Inds. Ltd.,Brickwork,Term loans,D,2026-03-18,88,LOW,YES,105.00,Agro & Food,"Brickwork INC — mandate lapsed 88d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Singhvi Fashions Pvt. Ltd.,Brickwork,Term loans,D,2026-03-18,88,LOW,YES,16.24,Other/Diversified,"Brickwork INC — mandate lapsed 88d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Advant I T Park Pvt. Ltd.,Brickwork,Non-government debt,B,2026-03-20,86,LOW,YES,300.00,Other/Diversified,"Brickwork INC — mandate lapsed 86d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Azad Ispat India Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2026-03-20,86,LOW,YES,,Other/Diversified,"Brickwork INC — mandate lapsed 86d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Nila Sea Foods Pvt. Ltd.,Brickwork,Term loans,B+,2026-03-20,86,LOW,YES,2.77,Agro & Food,"Brickwork INC — mandate lapsed 86d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
E M C Super Speciality Hospitals Pvt. Ltd.,Brickwork,Term loans,C,2026-03-20,86,LOW,YES,12.53,Healthcare,"Brickwork INC — mandate lapsed 86d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Curry Mantra Foods Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2026-03-23,83,LOW,YES,15.00,Agro & Food,"Brickwork INC — mandate lapsed 83d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Coffeeday Hotels & Resorts Pvt. Ltd.,Brickwork,Term loans,D,2026-03-23,83,LOW,YES,6.09,Hospitality,"Brickwork INC — mandate lapsed 83d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Vishal Structurals Pvt. Ltd.,Brickwork,Bank Guarantee,D,2026-03-23,83,LOW,YES,40.10,Other/Diversified,"Brickwork INC — mandate lapsed 83d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Vigyan Chemicals Pvt. Ltd.,Brickwork,Bank Guarantee,D,2026-03-23,83,LOW,YES,21.00,Chemicals,"Brickwork INC — mandate lapsed 83d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Singla Builders & Promoters Ltd.,Brickwork,Term loans,C,2026-03-23,83,LOW,YES,23.38,Construction,"Brickwork INC — mandate lapsed 83d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
D J S Printers Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2026-03-23,83,LOW,YES,3.00,Other/Diversified,"Brickwork INC — mandate lapsed 83d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Suvarna Shilpi Jewellers Pvt. Ltd.,Brickwork,Non-government debt,C/A4,2026-03-23,83,LOW,YES,24.00,Other/Diversified,"Brickwork INC — mandate lapsed 83d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Saboo Sodium Chloro Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-23,83,LOW,YES,0.50,Other/Diversified,"Brickwork INC — mandate lapsed 83d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Vayam Technologies Ltd.,Brickwork,Fund based financial facility/instrument,D,2026-03-24,82,LOW,YES,357.37,Other/Diversified,"Brickwork INC — mandate lapsed 82d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
V U B Engiineering Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-24,82,LOW,YES,45.00,Other/Diversified,"Brickwork INC — mandate lapsed 82d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Rajashree Spintex Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-24,82,LOW,YES,0.20,Other/Diversified,"Brickwork INC — mandate lapsed 82d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Exxaro Tiles Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-24,82,LOW,YES,11.40,Other/Diversified,"Brickwork INC — mandate lapsed 82d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Swasti Interglobe Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-24,82,LOW,YES,11.00,Other/Diversified,"Brickwork INC — mandate lapsed 82d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Amit Auto Wheels Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,C,2026-03-24,82,LOW,YES,17.50,Manufacturing,"Brickwork INC — mandate lapsed 82d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Khalghat Sendhwa Tollways Pvt. Ltd.,Brickwork,Term loans,B-,2026-03-24,82,LOW,YES,416.51,Other/Diversified,"Brickwork INC — mandate lapsed 82d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Kaytee Corporation Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-24,82,LOW,YES,,Other/Diversified,"Brickwork INC — mandate lapsed 82d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
H M B Ispat Pvt. Ltd.,Brickwork,Non-fund-based financial facility/instrument,A 4,2026-03-24,82,LOW,YES,,Other/Diversified,"Brickwork INC — mandate lapsed 82d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
G Surgiwear Ltd.,Brickwork,Fund based financial facility/instrument,BB,2026-03-24,82,LOW,YES,6.57,Other/Diversified,"Brickwork INC — mandate lapsed 82d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
R K Infratel Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-24,82,LOW,YES,2.00,Infrastructure,"Brickwork INC — mandate lapsed 82d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sustainable Spinning & Commodities Pvt. Ltd.,Brickwork,Bank Guarantee,D,2026-03-24,82,LOW,YES,4.50,Textiles,"Brickwork INC — mandate lapsed 82d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
E Land Fashion India Pvt. Ltd.,Brickwork,Letter Of credit,D,2026-03-24,82,LOW,YES,25.20,Other/Diversified,"Brickwork INC — mandate lapsed 82d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Maharashtra Electro-Mechanical Works Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-24,82,LOW,YES,1.00,Other/Diversified,"Brickwork INC — mandate lapsed 82d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Lakshmi Precision Screws Ltd.,Brickwork,Bank Guarantee,D,2026-03-24,82,LOW,YES,90.70,Other/Diversified,"Brickwork INC — mandate lapsed 82d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Lake Chemicals Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-24,82,LOW,YES,2.50,Chemicals,"Brickwork INC — mandate lapsed 82d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Limitorque India Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-24,82,LOW,YES,1.00,Other/Diversified,"Brickwork INC — mandate lapsed 82d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Mahalaxmi Crafts & Tissues Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-24,82,LOW,YES,0.13,Other/Diversified,"Brickwork INC — mandate lapsed 82d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Setubandhan Infrastructure Ltd.,Brickwork,Bank Guarantee,D,2026-03-24,82,LOW,YES,20.00,Infrastructure,"Brickwork INC — mandate lapsed 82d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
N G Feeds Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-24,82,LOW,YES,0.54,Other/Diversified,"Brickwork INC — mandate lapsed 82d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Eden Critical Care Hospital Ltd.,Brickwork,Bank Guarantee,D,2026-03-25,81,LOW,YES,0.59,Healthcare,"Brickwork INC — mandate lapsed 81d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Ratan Buildtech Pvt. Ltd.,Brickwork,Term loans,C,2026-03-25,81,LOW,YES,45.00,Other/Diversified,"Brickwork INC — mandate lapsed 81d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
