Company Name,Agency,Instrument Type,Rating,Rating Date,Amount_Cr,Quarter,Escalation_Month,Call_Window,Tier,NCD_Flag
Ramky Wavoo Developers Pvt. Ltd.,BRICKWORK,Fund-Based,BB,27-Jan-2026,3.75,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Adwalpalkar Constructions & Resorts Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,27-Jan-2026,3.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Ramky Wavoo Developers Pvt. Ltd.,BRICKWORK,Fund-Based,BB,27-Jan-2026,2.9,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Ganadhi Pati Construction Pvt. Ltd.,ICRA,Fund-Based,A 4,27-Jan-2026,2.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Agrawal Infrabuild Private Limited,Infomerics,Short Term Facility,IVR A3+ (INC)(Downgraded),28-Jan-2026,130.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Agrawal Infrabuild Private Limited,Infomerics,Long Term Facilities,IVR BBB (INC)(Downgraded),28-Jan-2026,62.19,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Bengal Peerless Housing Devp. Co. Ltd.,ACUITE,Term Loan,B,28-Jan-2026,50.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Bridge Constructions Pvt. Ltd.,CRISIL,Term Loan,B,28-Jan-2026,18.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
P S K Infrastructures & Projects Pvt. Ltd.,ICRA,Non-Fund-Based,B+,29-Jan-2026,184.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Pragnya South City Projects Pvt. Ltd.,ACUITE,Term Loan,C,29-Jan-2026,50.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Kashmirilal Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,30-Jan-2026,108.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Turboatom T P S Projects Ltd.,CRISIL,Term Loan,B-,31-Jan-2026,28.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
V K R Projects Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,31-Jan-2026,5.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
V K R Projects Pvt. Ltd.,CRISIL,Term Loan,B,31-Jan-2026,5.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Tushar Builders & BKP Infra LLP,Infomerics,Long Term Bank Facilities,IVR B- (INC) (Downgraded),02-Feb-2026,59.99,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Shree Sarvaloka Textiles Pvt. Ltd.,IND-RA,Term Loan,BB+,02-Feb-2026,54.49,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Vijay Kumar Sahu Infrastructure Private Limited,Infomerics,Long Term Facilities,IVR BB (INC) (Downgraded),02-Feb-2026,52.5,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Vijay Kumar Sahu Infrastructure Private Limited,Infomerics,Short Term Facilities,IVR A4 (INC) (Downgraded),02-Feb-2026,47.5,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
K C V R Infra Projects Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,02-Feb-2026,46.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Fastbuild Blocks Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),02-Feb-2026,14.75,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Fastbuild Blocks Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),02-Feb-2026,14.75,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
K C V R Infra Projects Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,02-Feb-2026,10.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Shree Manglam Buildcon (I) Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,03-Feb-2026,117.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Ambuj Hotel and Real Estate Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),03-Feb-2026,40.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Tara Tarini Constructions Pvt. Ltd.,CARE,NCD/Bond,BB/A4,03-Feb-2026,34.38,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,NCD — SEBI License Required
Sunny Infraprojects Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),03-Feb-2026,33.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
S S S Hi-Tech Constructions Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,03-Feb-2026,25.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
S S S Hi-Tech Constructions Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,03-Feb-2026,25.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Sunny Infraprojects Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC)(Downgraded),03-Feb-2026,15.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
S S S Hi-Tech Constructions Pvt. Ltd.,ACUITE,Term Loan,C,03-Feb-2026,5.0,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
S S S Hi-Tech Constructions Pvt. Ltd.,ACUITE,Term Loan,A 4,03-Feb-2026,0.77,October 2026,Oct–Nov 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,Standard
Aditya Construction Co. India Pvt. Ltd.,BRICKWORK,Term Loan,C,04-Feb-2026,204.0,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Voora Property Developers Pvt. Ltd.,ACUITE,Term Loan,BB-,04-Feb-2026,40.0,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Voora Property Developers Pvt. Ltd.,ACUITE,Term Loan,BB-,04-Feb-2026,21.33,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
N.N Global Mercantile Private Limited,Infomerics,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),04-Feb-2026,14.57,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
N.N Global Mercantile Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),04-Feb-2026,8.0,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Royal Infraengineering Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,05-Feb-2026,55.0,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Vamica Resorts Infra Limited,Infomerics,Long Term Instruments  Non-Convertible Debenture- Proposed,IVR B (INC)(Downgraded),05-Feb-2026,25.0,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,NCD — SEBI License Required
Kalthia Infra Projects Pvt. Ltd.,ICRA,Term Loan,B+,06-Feb-2026,147.86,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
BGR Construction LLP,Infomerics,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),06-Feb-2026,99.5,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Sudharsana Developers,Infomerics,Long Term Facilities,IVR BB- (INC)(Downgraded),06-Feb-2026,58.95,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Parva Balaji Projects,Infomerics,Long Term Facilities,IVR BB- (INC)(Withdrawn),06-Feb-2026,34.88,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Vandemataram Projects Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,06-Feb-2026,20.5,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Parva Balaji Projects,Infomerics,Short Term Facilities,IVR A4 (INC)(Withdrawn),06-Feb-2026,15.0,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Metroworld Tiles Pvt. Ltd.,CARE,Bank Guarantee,C,06-Feb-2026,1.92,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Metroworld Tiles Pvt. Ltd.,CARE,Term Loan,C,06-Feb-2026,1.62,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
JHV Construction Company Private Limited,Infomerics,Long Term Bank Facilities,IVR B (INC)(Downgraded),09-Feb-2026,63.94,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Segam Tiles Pvt. Ltd.,CARE,Term Loan,B-,09-Feb-2026,30.0,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Anil Buildcon India Private Limited,Infomerics,Long Term /Short Term Bank Facility,IVR B+/IVR A4; (INC)(Downgraded),09-Feb-2026,28.0,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Akashganga Infraventures India Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,09-Feb-2026,25.5,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Trycon Infrastructure Pvt. Ltd.,CRISIL,Fund-Based,BB-,09-Feb-2026,17.55,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Gold Star Realtors Ltd.,BRICKWORK,Term Loan,C,09-Feb-2026,9.5,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Trycon Infrastructure Pvt. Ltd.,CRISIL,Term Loan,BB-,09-Feb-2026,6.0,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Segam Tiles Pvt. Ltd.,CARE,Bank Guarantee,A 4,09-Feb-2026,3.0,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Trycon Infrastructure Pvt. Ltd.,CRISIL,Fund-Based,BB-,09-Feb-2026,2.45,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Akashganga Infraventures India Pvt. Ltd.,BRICKWORK,Term Loan,C,09-Feb-2026,2.34,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
JHV Construction Company Private Limited,Infomerics,Short Term Bank Facilities,IVR A4  (INC)(Reaffirmed),09-Feb-2026,2.0,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Trycon Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,09-Feb-2026,2.0,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Anil Buildcon India Private Limited,Infomerics,Short Term Bank Facility,IVR A4 (INC)(Reaffirmed),09-Feb-2026,0.6,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Shree Manglam Buildcon (I) Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Downgraded),10-Feb-2026,117.0,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
B N R Infrastructure Projects Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,10-Feb-2026,45.0,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
D T C Projects Pvt. Ltd.,ACUITE,Term Loan,BB-,10-Feb-2026,21.0,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Jaypee Projects Ltd.,ACUITE,Bank Guarantee,A 4,10-Feb-2026,12.0,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Shree Manglam Buildcon (I) Private Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC) (Downgraded),10-Feb-2026,4.0,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Jaypee Projects Ltd.,ACUITE,Term Loan,A 4,10-Feb-2026,2.0,October 2026,Oct–Nov 2026,Nov Wk1 (Nov 1-7),TIER 5 — HOT,Standard
Sri Raja Rajeswari Constructions (India) Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,11-Feb-2026,197.0,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 5 — HOT,Standard
Sri Raja Rajeswari Constructions (India) Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,11-Feb-2026,95.0,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 5 — HOT,Standard
Preeti Buildcon Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,11-Feb-2026,64.15,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 5 — HOT,NCD — SEBI License Required
Preeti Buildcon Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,11-Feb-2026,3.74,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 5 — HOT,NCD — SEBI License Required
Preeti Buildcon Pvt. Ltd.,CARE,Term Loan,BB-,11-Feb-2026,1.11,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 5 — HOT,Standard
Kalthia Priyheer Infrastructure Pvt. Ltd.,ACUITE,Term Loan,BB,12-Feb-2026,65.49,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 5 — HOT,Standard
Kalthia Priyheer Infrastructure Pvt. Ltd.,ACUITE,Term Loan,BB,12-Feb-2026,4.51,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 5 — HOT,Standard
Candeur Constructions Pvt. Ltd.,ICRA,Fund-Based,B+,13-Feb-2026,400.0,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 5 — HOT,Standard
Candeur Constructions Pvt. Ltd.,ICRA,Term Loan,B+,13-Feb-2026,200.0,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 5 — HOT,Standard
Darpan Infrastructure Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,13-Feb-2026,2.25,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 5 — HOT,Standard
Darpan Infrastructure Pvt. Ltd.,ICRA,Term Loan,B+,13-Feb-2026,0.39,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 5 — HOT,Standard
Darpan Infrastructure Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,13-Feb-2026,0.01,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 5 — HOT,NCD — SEBI License Required
Sintex Prefab & Infra Ltd.,ACUITE,Term Loan,A 4,16-Feb-2026,543.63,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 5 — HOT,Standard
Sintex Prefab & Infra Ltd.,ACUITE,Letter of Credit,A 4,16-Feb-2026,105.0,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 5 — HOT,Standard
Sintex Prefab & Infra Ltd.,ACUITE,Term Loan,C,16-Feb-2026,50.0,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 5 — HOT,Standard
Sintex Prefab & Infra Ltd.,ACUITE,Bank Guarantee,A 4,16-Feb-2026,30.0,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 5 — HOT,Standard
Sky Textiles India Pvt. Ltd.,CARE,Term Loan,B-,17-Feb-2026,90.0,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 5 — HOT,Standard
Udayshivakumar Infra Ltd.,BRICKWORK,Bank Guarantee,A 4,17-Feb-2026,61.0,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 5 — HOT,Standard
Rajinder Infrastructure Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,17-Feb-2026,30.0,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 5 — HOT,Standard
Sky Textiles India Pvt. Ltd.,CARE,Bank Guarantee,A 4,17-Feb-2026,6.0,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 5 — HOT,Standard
Sky Textiles India Pvt. Ltd.,CARE,Non-Fund-Based,A 4,17-Feb-2026,2.54,October 2026,Oct–Nov 2026,Nov Wk2 (Nov 8-14),TIER 5 — HOT,Standard
Hills Cement Co. Ltd.,BRICKWORK,Term Loan,C,18-Feb-2026,95.39,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,Standard
Hills Cement Co. Ltd.,BRICKWORK,Bank Guarantee,A 4,18-Feb-2026,1.52,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,Standard
N C C Urban Infrastructure Ltd.,CRISIL,Term Loan,BB+,19-Feb-2026,40.0,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,Standard
Siri Constructions Infrastructure Pvt. Ltd.,CARE,NCD/Bond,B/A4,19-Feb-2026,30.0,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,NCD — SEBI License Required
Siri Constructions Infrastructure Pvt. Ltd.,CARE,Letter of Credit,A 4,19-Feb-2026,2.0,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,Standard
Siri Constructions Infrastructure Pvt. Ltd.,CARE,Term Loan,B,19-Feb-2026,2.0,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,Standard
Swarna Pragati Housing Microfinance Pvt. Ltd.,CARE,Term Loan,B,20-Feb-2026,20.0,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,Standard
C D R Projects Pvt. Ltd.,BRICKWORK,Bank Guarantee,C,23-Feb-2026,17.0,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,Standard
Manjira Machine Builders Pvt. Ltd.,CRISIL,Term Loan,B,23-Feb-2026,9.46,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,Standard
Universal Infra Pvt. Ltd.,CARE,Term Loan,B+,23-Feb-2026,8.83,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,Standard
Mangla Amit Builders Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-Feb-2026,8.5,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,Standard
Manjira Machine Builders Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,23-Feb-2026,8.5,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,Standard
Manjira Machine Builders Pvt. Ltd.,CRISIL,Term Loan,B,23-Feb-2026,3.04,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,Standard
Manjira Machine Builders Pvt. Ltd.,CRISIL,Bank Guarantee,B,23-Feb-2026,2.5,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,Standard
Manjira Machine Builders Pvt. Ltd.,CRISIL,Letter of Credit,A 4,23-Feb-2026,2.0,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,Standard
Universal Infra Pvt. Ltd.,CARE,Bank Guarantee,B+,23-Feb-2026,2.0,October 2026,Oct–Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,Standard
Divyasree N S L Infrastructure Pvt. Ltd.,ICRA,Term Loan,B+,25-Feb-2026,2402.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Pragati Infra Solutions Pvt. Ltd.,CARE,NCD/Bond,BBB/A3+,25-Feb-2026,119.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,NCD — SEBI License Required
Trineva Infra Projects Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,25-Feb-2026,91.5,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Pragati Infra Solutions Pvt. Ltd.,CARE,NCD/Bond,BBB/A3+,25-Feb-2026,58.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,NCD — SEBI License Required
Pragati Infra Solutions Pvt. Ltd.,CARE,Term Loan,BBB,25-Feb-2026,56.26,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Rushabhdev Infraprojects Pvt. Ltd.,BRICKWORK,Term Loan,C,25-Feb-2026,56.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Bharat Engineering Construction Co. Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,25-Feb-2026,25.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Bharat Engineering Construction Co. Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,25-Feb-2026,5.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Elljay Textiles Pvt. Ltd.,CARE,Letter of Credit,A 4,25-Feb-2026,3.5,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Trineva Infra Projects Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,25-Feb-2026,1.5,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,NCD — SEBI License Required
Elljay Textiles Pvt. Ltd.,CARE,Term Loan,B-,25-Feb-2026,0.82,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Kiran Infra Engineers Ltd.,CRISIL,Bank Guarantee,A 4+,26-Feb-2026,225.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Honer Developers Pvt. Ltd.,ACUITE,Term Loan,BB,26-Feb-2026,113.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
D M R Builders Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,26-Feb-2026,98.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
M J R Builders Pvt. Ltd.,CRISIL,Term Loan,B,26-Feb-2026,45.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Honer Developers Pvt. Ltd.,ACUITE,Term Loan,BB,26-Feb-2026,37.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
M J R Builders Pvt. Ltd.,CRISIL,Term Loan,B,26-Feb-2026,20.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Poulomi Infra Pvt. Ltd.,CRISIL,Term Loan,B,26-Feb-2026,7.3,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Poulomi Infra Pvt. Ltd.,CRISIL,Term Loan,B,26-Feb-2026,0.7,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Sadbhav Bhavnagar Highway Ltd.,CRISIL,Term Loan,B,27-Feb-2026,434.49,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Sharda Construction & Corpn. Pvt. Ltd.,CARE,Bank Guarantee,A 4,27-Feb-2026,150.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Sharda Construction & Corpn. Pvt. Ltd.,CARE,Term Loan,BB-,27-Feb-2026,140.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Vijai Construction (India) Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,27-Feb-2026,52.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,NCD — SEBI License Required
Sandeep Trucks Pvt. Ltd.,CRISIL,Fund-Based,B,27-Feb-2026,30.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Sree Venkateswara Road Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,27-Feb-2026,13.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
A S C Builders Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,27-Feb-2026,10.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Sandeep Trucks Pvt. Ltd.,CRISIL,Fund-Based,B,27-Feb-2026,8.75,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Sambandam Siva Textiles Pvt. Ltd.,CRISIL,Term Loan,B,27-Feb-2026,7.5,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Souhardha Infra-Tech Pvt. Ltd.,CRISIL,Fund-Based,B,27-Feb-2026,5.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Sambandam Siva Textiles Pvt. Ltd.,CRISIL,Letter of Credit,A 4,27-Feb-2026,4.35,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Sambandam Siva Textiles Pvt. Ltd.,CRISIL,Term Loan,B,27-Feb-2026,3.54,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Sambandam Siva Textiles Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,27-Feb-2026,2.5,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Souhardha Infra-Tech Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,27-Feb-2026,2.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Vallabhaneni Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,28-Feb-2026,75.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
Vallabhaneni Constructions Pvt. Ltd.,CRISIL,Term Loan,B,28-Feb-2026,15.0,October 2026,Oct–Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,Standard
