Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Q1_Month,Escalation_Date,Amt_num,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle,Amount_Display
Polixel Security Systems Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,Dec 2026,2026-12-19,8.5,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,₹8.5 Cr
Anubhav Plast Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,Dec 2026,2026-12-19,8.5,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,₹8.5 Cr
Rabwin Industries Pvt. Ltd.,IND-RA,Term Loan,BB,2025-12-08,HOT,Dec 2026,2026-12-08,8.4,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,₹8.4 Cr
Vishesh Diagnostics Pvt. Ltd.,IND-RA,Term Loan,B-,2025-12-19,HOT,Dec 2026,2026-12-19,7.0,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,₹7.0 Cr
Sreenidhi Raja Packing Solutions Pvt. Ltd.,IND-RA,Term Loan,B-,2025-12-19,HOT,Dec 2026,2026-12-19,6.3,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,₹6.3 Cr
Hiland Agro Products Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,Dec 2026,2026-12-19,6.23,Agro/Food,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,₹6.2 Cr
Vijai Electricals Ltd.,IND-RA,Fund-Based,A 4,2025-12-09,HOT,Dec 2026,2026-12-09,5.2,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,₹5.2 Cr
G D Dyestuff Inds. Ltd.,IND-RA,Letter of Credit,A 4,2025-12-01,HOT,Dec 2026,2026-12-01,5.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-01 — prime Q1 2027 renewal target,Your Letter of Credit at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,₹5.0 Cr
Clean Coal Enterprises Pvt. Ltd.,IND-RA,Fund-Based,A 4+,2026-03-06,LOW/MEDIUM,Mar 2027,2027-03-06,5.0,Mining,Standard,D365,INC rating hits ULTRA HOT on 2027-03-06 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,₹5.0 Cr
Clean Coal Enterprises Pvt. Ltd.,IND-RA,Fund-Based,A 4+,2026-03-06,LOW/MEDIUM,Mar 2027,2027-03-06,5.0,Mining,Standard,D365,INC rating hits ULTRA HOT on 2027-03-06 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,₹5.0 Cr
Vintage Coffee Pvt. Ltd.,IND-RA,Fund-Based,A 4+,2026-01-27,LOW/MEDIUM,Jan 2027,2027-01-27,4.58,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-01-27 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Jan 2027. Start ACER process in Sep 2026 — before the Q1 rush.,₹4.6 Cr
Sangam Forgings Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,Dec 2026,2026-12-19,4.5,Steel & Metals,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,₹4.5 Cr
Omax Cotspin Pvt. Ltd.,IND-RA,Fund-Based,A 3+,2026-03-09,LOW/MEDIUM,Mar 2027,2027-03-09,4.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-09 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,₹4.5 Cr
Monsoon Bounty Foods Mfg. Pvt. Ltd.,IND-RA,Term Loan,BB-,2025-12-09,HOT,Dec 2026,2026-12-09,3.64,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,₹3.6 Cr
Score Information Technologies Ltd. (2000),IND-RA,Fund-Based,A 4+,2026-03-10,LOW/MEDIUM,Mar 2027,2027-03-10,3.0,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2027-03-10 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,₹3.0 Cr
Sky Spintex Pvt. Ltd.,IND-RA,Fund-Based,A 3,2025-12-08,HOT,Dec 2026,2026-12-08,2.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,₹2.5 Cr
G D Dyestuff Inds. Ltd.,IND-RA,Term Loan,B+,2025-12-01,HOT,Dec 2026,2026-12-01,2.38,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-01 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,₹2.4 Cr
Laxmi Hydraulics Pvt. Ltd.,IND-RA,Fund-Based,A 2+,2025-12-08,HOT,Dec 2026,2026-12-08,2.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,₹2.0 Cr
Dalkan Ship Breaking Ltd.,IND-RA,Term Loan,BB-,2025-12-09,HOT,Dec 2026,2026-12-09,1.09,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,₹1.1 Cr
Jaymala Infrastructure Pvt. Ltd.,IND-RA,Term Loan,BBB-,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,0.34,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,₹0.3 Cr
G D Dyestuff Inds. Ltd.,IND-RA,Bank Guarantee,A 4,2025-12-01,HOT,Dec 2026,2026-12-01,0.3,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-01 — prime Q1 2027 renewal target,Your Bank Guarantee at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,₹0.3 Cr
