Company Name,Agency,Instrument Type,Rating,Rating Date,Amount Cr,Sector,Current Urgency,NCD_Flag,Source,Pipeline_Window,Escalation_Date,Escalation_Month,Call_Window,Tier_Label,Agency_Count,Why Target,ACER Pitch Angle,Window_Order,Multi_Window_Flag
Sree Mangayarkarasi Mills Pvt. Ltd.,CARE,Term loans,B-,2026-04-13,2.27,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (76 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Sree Sudheer Ceramics Pvt. Ltd.,ICRA,Term Loan,B+,27-Feb-2026,54.43,Other,LOW,Standard,D365,October 2026,2026-11-24,Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,1,Multi-Window Priority
Sree Sudheer Ceramics Pvt. Ltd.,ICRA,Term Loan,A 4,27-Feb-2026,0.0,Other,LOW,Standard,D365,October 2026,2026-11-24,Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,1,Multi-Window Priority
Sree Sudheer Ceramics Pvt. Ltd.,ICRA,Short-Term Loan,A 4,2026-02-27,0.0,Other,LOW/MEDIUM,Standard,D365,Q1 2027,2027-02-27,Feb 2027,Nov–Dec 2026,Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-02-27 — prime Q1 2027 renewal target,Your Short-Term Loan at ICRA goes critical in Feb 2027. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Sree Venkateswara Road Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,27-Feb-2026,13.0,Construction,LOW,Standard,D365,October 2026,2026-11-24,Nov 2026,Nov Wk4 (Nov 22-30),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Sree Venkateswara Road Constructions Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-04,13.0,Construction,HOT,Standard,D365,Q1 2027,2026-12-04,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-04 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Sri Anagha Refineries Pvt. Ltd.,CARE,Letter of Credit,A 4,20-Apr-2026,85.6,Other,LOW,Standard,D365,October 2026,2026-10-17,Oct 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority
Sri Anagha Refineries Pvt. Ltd.,CARE,Non-Fund-Based,A 4,20-Apr-2026,0.4,Other,LOW,Standard,D365,October 2026,2026-10-17,Oct 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority
Sri Anagha Refineries Pvt. Ltd.,CARE,Letter Of credit,A 4,2026-04-20,85.6,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Sri Anagha Refineries Pvt. Ltd.,CARE,Non-fund-based financial facility/instrument,A 4,2026-04-20,0.4,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-fund-based financial facility/instrument at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Sri Balambika Textile Mills Pvt. Ltd.,CARE,Term Loan,B-,05-Nov-2025,24.3,Textiles,MEDIUM,Standard,D365,October 2026,2026-11-05,Nov 2026,Nov Wk1 (Nov 1-7),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority
Sri Balambika Textile Mills Pvt. Ltd.,CARE,Letter of Credit,A 4,05-Nov-2025,2.5,Textiles,MEDIUM,Standard,D365,October 2026,2026-11-05,Nov 2026,Nov Wk1 (Nov 1-7),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority
Sri Balambika Textile Mills Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-20,11.0,Agro & Food,LOW/MEDIUM,Standard,D365,Q1 2027,2027-03-20,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Sri Durga Condev Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,28-Apr-2026,109.5,Other,LOW,Standard,D365,October 2026,2026-10-25,Oct 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Sri Durga Condev Pvt. Ltd.,CRISIL,Fund-Based,B,28-Apr-2026,2.5,Other,LOW,Standard,D365,October 2026,2026-10-25,Oct 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Sri Durga Condev Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-28,109.5,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Sri Durga Condev Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-28,2.5,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (61 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Sri Jayalakshmi Automotives Pvt. Ltd.,ICRA,Term Loan,B+,29-Apr-2026,108.86,Automobiles,LOW,Standard,D365,October 2026,2026-10-26,Oct 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,1,Multi-Window Priority
Sri Jayalakshmi Automotives Pvt. Ltd.,ICRA,Term loans,B+,2026-04-29,108.86,Automobiles,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Sri Satyanarayana Raw And Boiled Rice Mill Pvt. Ltd.,CRISIL,Term Loan,B,28-Jan-2026,9.5,Agro & Food,LOW,Standard,D365,October 2026,2026-10-25,Oct 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Sri Satyanarayana Raw And Boiled Rice Mill Pvt. Ltd.,CRISIL,Term Loan,B,28-Jan-2026,3.0,Agro & Food,LOW,Standard,D365,October 2026,2026-10-25,Oct 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Sri Satyanarayana Raw And Boiled Rice Mill Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,28-Jan-2026,0.15,Agro & Food,LOW,Standard,D365,October 2026,2026-10-25,Oct 2026,Oct Wk4 (Oct 22-31),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Sri Satyanarayana Raw And Boiled Rice Mill Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-02,33.0,Agro & Food,HOT,Standard,D365,Q1 2027,2026-12-02,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Sri Selvakumar Mills Pvt. Ltd.,CRISIL,Term Loan,B,24-Nov-2025,8.5,Other,MEDIUM,Standard,D365,October 2026,2026-11-24,Nov 2026,Nov Wk4 (Nov 22-30),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Sri Selvakumar Mills Pvt. Ltd.,BRICKWORK,Fund-Based,C,2026-03-10,12.78,Agro & Food,LOW/MEDIUM,Standard,D365,Q1 2027,2027-03-10,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-03-10 — prime Q1 2027 renewal target,Your Fund-Based at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Sri Selvakumar Mills Pvt. Ltd.,BRICKWORK,Non-Fund-Based,A 4,2026-03-10,3.15,Agro & Food,LOW/MEDIUM,Standard,D365,Q1 2027,2027-03-10,Mar 2027,Dec 2026 – Jan 2027,Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-03-10 — prime Q1 2027 renewal target,Your Non-Fund-Based at BRICKWORK goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Sri Seshasai Spg. Mills Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,6.68,Other,LOW,Standard,D365,October 2026,2026-10-27,Oct 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Sri Seshasai Spg. Mills Pvt. Ltd.,CRISIL,Fund-Based,B,30-Apr-2026,0.32,Other,LOW,Standard,D365,October 2026,2026-10-27,Oct 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Sri Seshasai Spg. Mills Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-30,0.32,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Sri Seshasai Spg. Mills Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-30,6.68,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Sri Vaishnavi Spintex (India) Pvt. Ltd.,ICRA,Non-Fund-Based,B,22-Oct-2025,0.83,Other,MEDIUM,Standard,D365,October 2026,2026-10-22,Oct 2026,Oct Wk4 (Oct 22-31),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-10-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,1,Multi-Window Priority
Sri Vaishnavi Spintex (India) Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,14.0,Other,LOW (<90 days),NCD — SEBI License Required,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (87 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at IND-RA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Sri Varadaraja Textiles Pvt. Ltd.,CRISIL,Term Loan,B,13-Oct-2025,2.76,Construction,MEDIUM,Standard,D365,October 2026,2026-10-13,Oct 2026,Oct Wk2 (Oct 8-14),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Sri Varadaraja Textiles Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,13-Oct-2025,0.05,Construction,MEDIUM,Standard,D365,October 2026,2026-10-13,Oct 2026,Oct Wk2 (Oct 8-14),TIER 4 — ULTRA HOT,1,INC rating hits ULTRA HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Sri Varadaraja Textiles Pvt. Ltd.,CARE,Term Loan,B-,2025-12-29,0.99,Textiles,HOT,Standard,D365,Q1 2027,2026-12-29,Dec 2026,Sep–Oct 2026 — Call 3 months ahead,Tier 5 — HOT,1,INC rating hits ULTRA HOT on 2026-12-29 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Sri Venkata Srinivasa Oils Pvt. Ltd.,CARE,Term Loan,B+,08-Apr-2026,9.5,Energy,LOW,Standard,D365,October 2026,2026-10-05,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-05 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority
Sri Venkata Srinivasa Oils Pvt. Ltd.,CARE,Term loans,B+,2026-04-08,9.5,Agro & Food,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (81 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Sri Venkata Umasankar Spintex Pvt. Ltd.,BRICKWORK,Term Loan,C,19-Feb-2026,21.86,Other,LOW,Standard,D365,October 2026,2026-11-16,Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-16 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,1,Multi-Window Priority
Sri Venkata Umasankar Spintex Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,19-Feb-2026,0.6,Other,LOW,Standard,D365,October 2026,2026-11-16,Nov 2026,Nov Wk3 (Nov 15-21),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-11-16 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds,1,Multi-Window Priority
Sri Venkata Umasankar Spintex Pvt. Ltd.,ICRA,Term loans,D,2026-04-27,33.0,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (62 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at ICRA hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Sri Venkatesh Granites Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,8.0,Mining & Minerals,LOW,Standard,D365,October 2026,2026-10-27,Oct 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Sri Venkatesh Granites Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-30,8.0,Mining & Minerals,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (59 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Srinivas Infrastructure Private Limited,Infomerics,Long Term Fund based facilities â€“ Cash Credit,IVR B (INC)(Downgraded),16-Jan-2026,7.0,Construction,LOW,Standard,Infomerics,October 2026,2026-10-13,Oct 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,1,Multi-Window Priority
Srinivas Infrastructure Private Limited,Infomerics,Long Term Fund based facilities â€“ Cash Credit,IVR B (INC)(Downgraded),2026-01-16,7.0,Construction,LOW/MEDIUM,Standard,Infomerics,Q1 2027,2027-01-16,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-01-16 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Jan 2027. ACER is your best alternative — no competitor has approached you.,2,Multi-Window Priority
Srinivasa Edifice Pvt. Ltd.,ACUITE,Bank Guarantee,A 4+,13-Jan-2026,10.5,Other,LOW,Standard,D365,October 2026,2026-10-10,Oct 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority
Srinivasa Edifice Pvt. Ltd.,ACUITE,Term Loan,A 4+,13-Jan-2026,8.5,Other,LOW,Standard,D365,October 2026,2026-10-10,Oct 2026,Oct Wk2 (Oct 8-14),TIER 5 — HOT,1,INC rating hits HOT threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority
Srinivasa Edifice Pvt. Ltd.,ACUITE,Short-Term Loan,A 4+,2026-01-13,8.5,Other,LOW/MEDIUM,Standard,D365,Q1 2027,2027-01-13,Jan 2027,Oct–Nov 2026 — Call now (HOT by Oct),Tier 6 — Medium/Low,1,INC rating hits ULTRA HOT on 2027-01-13 — prime Q1 2027 renewal target,Your Short-Term Loan at ACUITE goes critical in Jan 2027. Start ACER process in Sep 2026 — before the Q1 rush.,2,Multi-Window Priority
Star Engineers (India) Pvt. Ltd.,CARE,NCD/Bond,BB/A4,10-Apr-2026,9.0,Manufacturing,LOW,NCD — SEBI License Required,D365,October 2026,2026-10-07,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority
Star Engineers (India) Pvt. Ltd.,CARE,Term Loan,BB,10-Apr-2026,6.15,Manufacturing,LOW,Standard,D365,October 2026,2026-10-07,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority
Star Engineers (India) Pvt. Ltd.,CARE,Letter of Credit,A 4,10-Apr-2026,3.0,Manufacturing,LOW,Standard,D365,October 2026,2026-10-07,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-07 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds,1,Multi-Window Priority
Star Engineers (India) Pvt. Ltd.,CARE,Letter Of credit,A 4,2026-04-10,3.0,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Letter Of credit at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Star Engineers (India) Pvt. Ltd.,CARE,Non-government debt,BB/A4,2026-04-10,9.0,Other,LOW (<90 days),NCD — SEBI License Required,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Non-government debt at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Star Engineers (India) Pvt. Ltd.,CARE,Term loans,BB,2026-04-10,6.15,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (79 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Term loans at CARE hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Starcon Infra Projects India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,29-Apr-2026,15.0,Construction,LOW,Standard,D365,October 2026,2026-10-26,Oct 2026,Oct Wk4 (Oct 22-31),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Starcon Infra Projects India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-29,15.0,Construction,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (60 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Starline Cars Pvt. Ltd.,CRISIL,Fund-Based,B,09-Apr-2026,67.0,Automobiles,LOW,Standard,D365,October 2026,2026-10-06,Oct 2026,Oct Wk1 (Oct 1-7),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-06 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Starline Cars Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-09,67.0,Other,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (80 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Fund based financial facility/instrument at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Stellar Innovative Transportation Solutions Pvt. Ltd.,CRISIL,Term Loan,B,20-Apr-2026,4.5,Logistics,LOW,Standard,D365,October 2026,2026-10-17,Oct 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Stellar Innovative Transportation Solutions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,20-Apr-2026,0.3,Logistics,LOW,Standard,D365,October 2026,2026-10-17,Oct 2026,Oct Wk3 (Oct 15-21),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds,1,Multi-Window Priority
Stellar Innovative Transportation Solutions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-20,0.3,Logistics,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Bank Guarantee at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Stellar Innovative Transportation Solutions Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-20,4.5,Logistics,LOW (<90 days),Standard,D365,Q2 2027,Apr 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,1,"INC since Apr 2026 (69 days). MEDIUM by Oct 2026, HOT by Jan 2027, ULTRA HOT by Apr 2027.",Your Long term Loans at CRISIL hits ULTRA HOT in Apr 2027. Start ACER process by Jan 2027 to be ahead of Q2 2027 renewal rush.,3,Multi-Window Priority
Strongbuilt Constructions Pvt. Ltd.,ACUITE,Term Loan,A 4+,13-Apr-2026,25.0,Construction,LOW,Standard,D365,October 2026,2026-10-10,Oct 2026,Oct Wk2 (Oct 8-14),TIER 6 — MEDIUM,1,INC rating hits MEDIUM threshold on 2026-10-10 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds,1,Multi-Window Priority
