Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Q1_Month,Escalation_Date,Tier,Priority_Score,Agency_Count,Calling_Sequence,Amount_Cr,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle
Upcountry Vehicle Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-31,LOW/MEDIUM,Mar 2027,2027-03-31,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,14.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Shri S M Autade Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-24,LOW/MEDIUM,Mar 2027,2027-03-24,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,13.72,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Mistair Health & Hygiene Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-27,LOW/MEDIUM,Mar 2027,2027-03-27,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,13.5,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Uttarakhand Engineering Products Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-31,LOW/MEDIUM,Mar 2027,2027-03-31,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,13.5,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Hild Energy Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-11,LOW/MEDIUM,Mar 2027,2027-03-11,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,13.33,Energy,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Masu Brakes Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-17,LOW/MEDIUM,Mar 2027,2027-03-17,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,13.2,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Neo Metaliks Ltd.,CRISIL,Term Loan,B,2026-03-11,LOW/MEDIUM,Mar 2027,2027-03-11,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,13.0,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Aquent Advance Material Technologies Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-11,LOW/MEDIUM,Mar 2027,2027-03-11,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,12.0,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Golden Globe Impex Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-18,LOW/MEDIUM,Mar 2027,2027-03-18,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,12.0,Jewellery,Standard,D365,INC rating hits ULTRA HOT on 2027-03-18 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Sudha Business Enterprises Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-31,LOW/MEDIUM,Mar 2027,2027-03-31,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,11.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Satkar Paper Mills Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-31,LOW/MEDIUM,Mar 2027,2027-03-31,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,11.14,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Mahadev Motors Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-17,LOW/MEDIUM,Mar 2027,2027-03-17,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,11.0,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Sri Balambika Textile Mills Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-20,LOW/MEDIUM,Mar 2027,2027-03-20,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,11.0,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Mr. Brown Bakery & Food Products Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-27,LOW/MEDIUM,Mar 2027,2027-03-27,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,11.0,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Salvo Industries Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,11.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Crescon Projects & Services Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-31,LOW/MEDIUM,Mar 2027,2027-03-31,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,11.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Pasupati Spinning & Wvg. Mills Ltd.,CRISIL,Term Loan,B,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,10.66,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Sudha Business Enterprises Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-31,LOW/MEDIUM,Mar 2027,2027-03-31,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,10.32,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Kaveri Garage Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-20,LOW/MEDIUM,Mar 2027,2027-03-20,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,10.25,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Pavan Motors Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-09,LOW/MEDIUM,Mar 2027,2027-03-09,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,10.0,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-09 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
C5 Infra Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-11,LOW/MEDIUM,Mar 2027,2027-03-11,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,10.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Venkateswara Electrical Inds. Pvt. Ltd.,CRISIL,Letter of Credit,A 4+,2026-03-11,LOW/MEDIUM,Mar 2027,2027-03-11,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,10.0,Energy,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Emil Traders Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-12,LOW/MEDIUM,Mar 2027,2027-03-12,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,10.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-12 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Ensemble Infrastructure India Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-12,LOW/MEDIUM,Mar 2027,2027-03-12,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,10.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-12 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Innovative Textiles Ltd.,CRISIL,Letter of Credit,A 4,2026-03-18,LOW/MEDIUM,Mar 2027,2027-03-18,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,10.0,Textiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-18 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Shri S M Autade Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-24,LOW/MEDIUM,Mar 2027,2027-03-24,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,10.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Geosys India Infrastructures Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-25,LOW/MEDIUM,Mar 2027,2027-03-25,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,10.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Oja Motors Dealer Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-27,LOW/MEDIUM,Mar 2027,2027-03-27,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,10.0,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Radheshyam Paper Mills Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,10.0,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Vruksha Microfin Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,10.0,BFSI,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Virat Weaving Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-11,LOW/MEDIUM,Mar 2027,2027-03-11,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,9.98,Textiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Yashmun Engineers Ltd.,CRISIL,Fund-Based,B-,2026-03-20,LOW/MEDIUM,Mar 2027,2027-03-20,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,9.85,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Singhal Power Presses Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-27,LOW/MEDIUM,Mar 2027,2027-03-27,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,9.73,Energy,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Gujarat Polyfilms Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-27,LOW/MEDIUM,Mar 2027,2027-03-27,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,9.52,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Fusion Granito Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-13,LOW/MEDIUM,Mar 2027,2027-03-13,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,9.16,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Lindsay International Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-17,LOW/MEDIUM,Mar 2027,2027-03-17,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,9.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Smart Login Solutions Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-27,LOW/MEDIUM,Mar 2027,2027-03-27,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,9.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
U D Solution Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,9.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Fusion Granito Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-13,LOW/MEDIUM,Mar 2027,2027-03-13,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,8.74,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Pavan Motors Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-09,LOW/MEDIUM,Mar 2027,2027-03-09,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,8.5,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-09 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Chenduran Cotspin (India) Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-11,LOW/MEDIUM,Mar 2027,2027-03-11,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,8.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Narmada Cars Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,8.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
K S Motors Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-18,LOW/MEDIUM,Mar 2027,2027-03-18,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,8.16,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-18 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Eram Motors Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-12,LOW/MEDIUM,Mar 2027,2027-03-12,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,8.0,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-12 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Agency House (A & N Islands) Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-12,LOW/MEDIUM,Mar 2027,2027-03-12,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,8.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-12 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
J H Parabia (Transport) Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-17,LOW/MEDIUM,Mar 2027,2027-03-17,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,8.0,Logistics,Standard,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Leo Timber Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-18,LOW/MEDIUM,Mar 2027,2027-03-18,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,8.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-18 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Narmada Cars Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,8.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Chenduran Cotspin (India) Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-11,LOW/MEDIUM,Mar 2027,2027-03-11,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,7.76,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Meenakshi Polymers Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,7.5,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Raj Conbuild Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-31,LOW/MEDIUM,Mar 2027,2027-03-31,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,7.5,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Gujarat Polyfilms Pvt. Ltd.,CRISIL,Non-Fund-Based,A 4,2026-03-27,LOW/MEDIUM,Mar 2027,2027-03-27,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,7.12,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Non-Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Accurate Steel Forgings (India) Ltd.,CRISIL,Term Loan,B,2026-03-12,LOW/MEDIUM,Mar 2027,2027-03-12,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,7.0,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2027-03-12 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Samal Builders Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-25,LOW/MEDIUM,Mar 2027,2027-03-25,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,7.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Kramski Stamping & Molding India Pvt. Ltd.,CRISIL,Term Loan,B-,2026-03-27,LOW/MEDIUM,Mar 2027,2027-03-27,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,7.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Salicylates & Chemicals Pvt. Ltd.,CRISIL,Non-Fund-Based,A 4,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,7.0,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Non-Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Pasupati Spinning & Wvg. Mills Ltd.,CRISIL,Letter of Credit,A 4,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,6.96,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Kannappan Alloy & Steel Co. Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-20,LOW/MEDIUM,Mar 2027,2027-03-20,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,6.5,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Nikvin Healthcare (India) Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-10,LOW/MEDIUM,Mar 2027,2027-03-10,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,6.08,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2027-03-10 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
B A P Creations Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-11,LOW/MEDIUM,Mar 2027,2027-03-11,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,6.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Kannappan Alloy & Steel Co. Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-20,LOW/MEDIUM,Mar 2027,2027-03-20,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,6.0,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Kandoi Transport Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-25,LOW/MEDIUM,Mar 2027,2027-03-25,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,6.0,Logistics,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Swaroop Agro Products Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-25,LOW/MEDIUM,Mar 2027,2027-03-25,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,6.0,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Pragana Danwar Food Processor Pvt. Ltd.,CRISIL,Term Loan,B-,2026-03-26,LOW/MEDIUM,Mar 2027,2027-03-26,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,6.0,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-26 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Cinevista Ltd.,CRISIL,Term Loan,B,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,6.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Pushpanjali Enggcon Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,6.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Salvo Industries Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,6.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
